,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-02-15,10.478472222222228,209.06944444444446,7.08611111111111,10.370833333333334,3.4902777777777776,90.97222222222223,3.5388888888888888,3.4298611111111112,,,,8.729861111111113,7.519444444444442,1166.9930555555557,0.15416666666666667,0,0,0,1,0,0,0,0
2019-02-16,9.747916666666663,247.73611111111111,7.107638888888888,9.059027777777782,4.908333333333328,95.14583333333333,4.988194444444437,4.82152777777777,,,,8.506944444444443,7.603472222222223,1165.4652777777778,0.2722222222222224,0,0,0,1,0,0,0,0
2019-02-17,5.068055555555556,217.31944444444446,3.467361111111111,11.924305555555556,4.749999999999999,90.90972222222223,4.855555555555555,4.648611111111112,,,,4.353472222222224,3.7875000000000014,1181.9027777777778,0.01805555555555556,0,0,0,1,0,0,0,0
2019-02-18,4.454861111111113,245.52083333333334,3.118749999999999,12.043055555555558,4.715972222222227,90.22916666666667,4.808333333333339,4.618055555555559,,,,3.8791666666666678,3.339583333333332,1182.7152777777778,0.009722222222222222,0,0,0,1,0,0,0,0
2019-02-19,6.500000000000001,287.34722222222223,4.011805555555554,16.869444444444436,6.662499999999999,91.02083333333333,6.739583333333332,6.568749999999999,,,,5.265277777777777,4.294444444444447,1183.1805555555557,0.0,0,0,1,0,0,0,0,0
2019-02-20,3.657638888888889,260.6458333333333,2.5541666666666654,12.661805555555553,6.729861111111112,88.21527777777777,6.7875,6.656944444444444,,,,3.1847222222222213,2.7458333333333322,1182.138888888889,0.0006944444444444445,0,0,0,1,0,0,0,0
2019-02-21,3.4249999999999994,242.09722222222223,2.496527777777778,14.327083333333345,6.325694444444444,79.21527777777777,6.434027777777775,6.217361111111112,,,,3.053472222222223,2.695833333333334,1183.25,0.0,0,0,0,1,0,0,0,0
2019-02-22,3.592361111111113,173.58333333333334,2.497222222222223,14.068055555555553,6.926388888888892,74.44444444444444,7.063194444444447,6.797916666666668,,,,3.1500000000000004,2.720833333333334,1182.7569444444443,0.0,0,1,0,0,0,0,0,0
2019-02-23,4.639583333333332,126.90277777777777,3.2562499999999988,13.043055555555554,7.671527777777781,76.02777777777777,7.781944444444444,7.543055555555558,,,,4.020138888888888,3.469444444444443,1165.4930555555557,0.0,0,1,0,0,0,0,0,0
2019-02-24,6.756944444444443,97.69444444444444,5.025694444444446,9.544444444444443,9.081250000000004,69.47916666666667,9.179166666666669,8.97916666666667,,,,5.873611111111114,5.209027777777781,1166.5694444444443,0.0,0,1,0,0,0,0,0,0
2019-02-25,10.205555555555554,93.97916666666667,7.705555555555552,7.205555555555553,12.590277777777771,47.80555555555556,12.681944444444438,12.488888888888889,,,,8.874305555555559,7.925694444444444,1181.7777777777778,0.0,0,1,0,0,0,0,0,0
2019-02-26,13.546527777777778,194.58333333333334,9.956944444444442,8.963888888888887,10.631944444444443,64.25694444444444,10.739583333333336,10.532638888888897,,,,11.661805555555553,10.316666666666663,1165.9583333333333,0.008333333333333335,0,0,0,1,0,0,0,0
2019-02-27,15.089583333333334,254.76388888888889,10.616666666666667,9.834722222222219,6.692361111111107,93.49305555555556,6.779166666666665,6.595138888888891,,,,12.809722222222218,11.206249999999997,1180.9930555555557,0.2402777777777779,0,0,0,1,0,0,0,0
2019-02-28,18.625,268.61805555555554,12.536111111111103,13.864583333333329,3.888194444444442,92.04166666666667,3.9944444444444454,3.774305555555553,,,,15.176388888888892,13.185416666666661,1183.0,0.1520833333333334,0,0,0,1,0,0,0,0
2019-03-01,8.925694444444442,289.50694444444446,5.36875,17.79513888888889,4.613194444444444,80.6875,4.7013888888888875,4.513194444444443,,,,6.929166666666672,5.709722222222222,1182.625,0.002777777777777778,0,0,1,0,0,0,0,0
2019-03-02,8.837499999999999,245.43055555555554,6.54097222222222,8.576388888888888,6.315277777777782,94.51388888888889,6.386111111111114,6.245833333333336,,,,7.734027777777777,6.841666666666665,1182.6180555555557,0.06527777777777777,0,0,0,1,0,0,0,0
2019-03-03,7.620833333333335,225.59027777777777,5.669444444444444,8.120833333333334,6.217361111111115,89.61805555555556,6.289583333333337,6.126388888888893,,,,6.670138888888889,5.969444444444445,1182.3125,0.008333333333333333,0,0,0,1,0,0,0,0
2019-03-04,6.69236111111111,235.65972222222223,5.015277777777781,7.531249999999998,7.239583333333333,93.00694444444444,7.323611111111109,7.148611111111113,,,,5.919444444444448,5.317361111111113,1181.763888888889,0.055555555555555546,0,0,0,1,0,0,0,0
2019-03-05,4.727083333333334,150.90972222222223,3.544444444444445,11.836111111111112,7.790277777777774,79.53472222222223,7.872222222222218,7.704861111111108,,,,4.23888888888889,3.7326388888888875,1167.2222222222222,0.0,0,1,0,0,0,0,0,0
2019-03-06,7.132638888888887,283.13194444444446,5.133333333333335,12.068749999999994,8.480555555555553,67.35416666666667,8.572222222222225,8.397222222222219,,,,6.152777777777775,5.404861111111111,1181.375,0.0,0,0,1,0,0,0,0,0
2019-03-07,9.089583333333337,291.72222222222223,5.627777777777781,16.52430555555555,7.0881944444444445,89.47916666666667,7.143749999999999,7.015972222222222,,,,7.21597222222222,5.936805555555558,1181.8541666666667,0.0,0,0,1,0,0,0,0,0
2019-03-08,8.898611111111116,311.2083333333333,5.8937500000000025,14.923611111111114,8.062500000000002,67.51388888888889,8.15277777777778,7.964583333333335,,,,7.263194444444443,6.233333333333333,1181.8541666666667,0.0,0,0,1,0,0,0,0,0
2019-03-09,4.3888888888888875,166.65972222222223,3.0416666666666665,12.124999999999998,9.61527777777777,54.013888888888886,9.73402777777778,9.483333333333334,,,,3.761111111111111,3.227777777777777,1165.6041666666667,0.0,0,1,0,0,0,0,0,0
2019-03-10,5.770138888888891,277.6458333333333,3.789583333333333,15.60416666666666,8.822222222222221,67.25694444444444,8.925694444444442,8.712499999999997,,,,4.786805555555554,4.0444444444444425,1183.3541666666667,0.0,0,0,1,0,0,0,0,0
2019-03-11,4.454861111111112,244.04166666666666,2.9659722222222205,14.796527777777767,9.14791666666666,87.93055555555556,9.245138888888883,9.025694444444442,,,,3.761111111111112,3.206944444444443,1181.7222222222222,0.0,0,0,0,1,0,0,0,0
2019-03-12,3.9798611111111106,131.74305555555554,2.797222222222223,12.597916666666666,12.147916666666665,54.06944444444444,12.264583333333333,12.029166666666669,,,,3.4208333333333325,2.9729166666666687,1182.125,0.0,0,1,0,0,0,0,0,0
2019-03-13,8.470833333333337,198.91666666666666,5.931250000000001,10.562499999999995,13.13472222222223,46.46527777777778,13.264583333333338,12.995833333333339,,,,7.259027777777779,6.329861111111111,1182.4027777777778,0.0,0,0,0,1,0,0,0,0
2019-03-14,9.199305555555553,253.24305555555554,6.545138888888894,9.78125,6.365972222222223,90.68055555555556,6.447916666666668,6.28125,,,,7.9152777777777725,6.934027777777781,1181.7708333333333,0.06319444444444443,0,0,0,1,0,0,0,0
2019-03-15,9.29791666666667,241.95138888888889,6.770138888888891,8.87222222222222,7.976388888888891,87.57638888888889,8.059027777777779,7.884027777777785,,,,8.055555555555555,7.147222222222222,1182.2430555555557,0.004861111111111111,0,0,0,1,0,0,0,0
2019-03-16,11.633333333333333,240.29166666666666,7.909027777777776,10.94722222222222,5.675000000000007,94.79166666666667,5.752777777777783,5.598611111111116,,,,9.704861111111107,8.415277777777778,1166.7847222222222,0.24210526315789474,0,0,0,1,0,0,0,0
2019-03-17,10.050694444444446,277.7708333333333,6.229166666666667,16.90694444444445,7.638194444444439,89.13888888888889,7.7243055555555555,7.547222222222221,,,,8.008333333333333,6.5881944444444445,1182.451388888889,,0,0,1,0,0,0,0,0
2019-03-18,4.615972222222221,270.2361111111111,3.3527777777777765,12.302777777777784,9.160416666666665,80.99305555555556,9.25208333333333,9.056249999999999,,,,4.072916666666668,3.5715277777777774,1167.1041666666667,,0,0,0,1,0,0,0,0
2019-03-19,5.218749999999998,192.23611111111111,4.138888888888889,13.597916666666661,12.949305555555558,51.986111111111114,13.04861111111111,12.84305555555555,,,,4.708333333333335,4.306249999999999,1166.4791666666667,,0,0,0,1,0,0,0,0
2019-03-20,6.068750000000004,100.22222222222223,4.684027777777777,10.879861111111113,13.423611111111114,50.86805555555556,13.538194444444448,13.306944444444447,,,,5.418055555555557,4.869444444444441,1181.6597222222222,,0,1,0,0,0,0,0,0
2019-03-21,6.782638888888887,150.56944444444446,5.053472222222222,12.00069444444444,13.029166666666665,49.34027777777778,13.131250000000001,12.929166666666665,,,,5.975694444444446,5.263194444444445,1182.8194444444443,,0,1,0,0,0,0,0,0
2019-03-22,5.156944444444445,104.45833333333333,3.725694444444446,12.101388888888884,12.674305555555552,65.8125,12.777083333333335,12.556250000000004,,,,4.506944444444445,3.9312500000000004,1181.6875,,0,1,0,0,0,0,0,0
2019-03-23,6.441666666666667,149.21527777777777,4.902083333333334,10.38194444444444,12.294444444444444,58.00694444444444,12.370138888888883,12.217361111111114,,,,5.716666666666671,5.143055555555557,1182.423611111111,,0,1,0,0,0,0,0,0
2019-03-24,6.786111111111112,231.00694444444446,4.415972222222222,15.459027777777774,11.147916666666669,60.18055555555556,11.246527777777777,11.049305555555556,,,,5.590972222222224,4.738194444444445,1165.0347222222222,,0,0,0,1,0,0,0,0
2019-03-25,6.331944444444446,242.15277777777777,4.040972222222219,16.00208333333333,5.970833333333335,89.14583333333333,6.05972222222222,5.886805555555558,,,,5.109027777777779,4.357638888888889,1165.2083333333333,,0,0,0,1,0,0,0,0
2019-03-26,8.222222222222221,246.58333333333334,6.026388888888888,8.465972222222224,7.049999999999998,80.75,7.139583333333331,6.940277777777776,,,,7.177083333333335,6.314583333333333,1182.0833333333333,,0,0,0,1,0,0,0,0
2019-03-27,8.42430555555555,248.22916666666666,6.374305555555555,7.861805555555552,8.190277777777776,87.64583333333333,8.297222222222222,8.082638888888887,,,,7.472222222222224,6.72847222222222,1165.3819444444443,,0,0,0,1,0,0,0,0
2019-03-28,5.7888888888888905,243.00694444444446,4.224305555555556,10.241666666666669,9.821527777777778,81.72222222222223,9.909027777777776,9.725694444444441,,,,5.061111111111108,4.474305555555556,1165.451388888889,0.0,0,0,0,1,0,0,0,0
2019-03-29,5.9763888888888905,161.90277777777777,4.022916666666666,12.931944444444447,9.330555555555554,79.40972222222223,9.416666666666664,9.229166666666666,,,,5.031249999999999,4.323611111111113,1166.7847222222222,0.0,0,1,0,0,0,0,0,0
2019-03-30,13.25347222222222,219.73611111111111,8.851388888888893,12.697916666666673,8.897916666666667,87.47222222222223,9.010416666666673,8.785416666666674,,,,11.024305555555557,9.390277777777785,1181.5,0.0,0,0,0,1,0,0,0,0
2019-03-31,14.284027777777778,242.27083333333334,10.438194444444443,8.856249999999996,6.266666666666662,97.47222222222223,6.323611111111108,6.218055555555551,,,,12.293055555555556,10.935416666666667,1181.1944444444443,0.11645569620253157,0,0,0,1,0,0,0,0
2019-04-01,9.952083333333336,236.19444444444446,7.455555555555559,7.378472222222224,6.547916666666662,97.59027777777777,6.616666666666664,6.461111111111105,,,,8.733333333333329,7.836111111111112,1165.388888888889,0.15972222222222227,0,0,0,1,0,0,0,0
2019-04-02,6.596527777777776,225.65972222222223,4.6819444444444445,10.054861111111114,7.901388888888889,92.36805555555556,7.989583333333335,7.806250000000002,,,,5.742361111111112,5.028472222222223,1181.3819444444443,0.06944444444444443,0,0,0,1,0,0,0,0
2019-04-03,3.2249999999999996,194.02083333333334,1.9881944444444448,14.406944444444447,9.407638888888886,74.14583333333333,9.51458333333333,9.286111111111115,,,,2.6791666666666667,2.184027777777778,1183.6319444444443,0.0,0,0,0,1,0,0,0,0
2019-04-04,4.074305555555555,201.95138888888889,2.7395833333333335,13.120138888888889,12.074305555555558,63.52777777777778,12.183333333333335,11.945833333333333,,,,3.4951388888888877,2.982638888888888,1164.7152777777778,0.0,0,0,0,1,0,0,0,0
2019-04-05,4.329166666666669,251.85416666666666,2.9902777777777767,13.65486111111111,10.470138888888892,79.84027777777777,10.576388888888882,10.361111111111107,,,,3.7493055555555537,3.2118055555555562,1165.9166666666667,0.0,0,0,0,1,0,0,0,0
2019-04-06,4.888888888888889,110.0,3.5437499999999997,9.06666666666667,11.571527777777778,66.5625,11.672916666666671,11.456944444444447,,,,4.266666666666666,3.766666666666665,1184.1041666666667,0.0020833333333333337,0,1,0,0,0,0,0,0
2019-04-07,6.539583333333336,192.9375,4.6937500000000005,10.581249999999999,15.721527777777782,56.61805555555556,15.831944444444453,15.609722222222237,,,,5.661805555555558,4.940277777777778,1181.701388888889,0.0,0,0,0,1,0,0,0,0
2019-04-08,6.3298611111111125,232.55555555555554,4.6499999999999995,8.173611111111112,15.067361111111106,53.208333333333336,15.179861111111112,14.948611111111116,,,,5.497916666666668,4.890277777777776,1182.486111111111,0.0,0,0,0,1,0,0,0,0
2019-04-09,5.004861111111111,236.3125,3.5020833333333328,10.966666666666667,13.72013888888889,64.04861111111111,13.828472222222224,13.593055555555551,,,,4.347916666666667,3.761805555555556,1165.6666666666667,0.0,0,0,0,1,0,0,0,0
2019-04-10,5.553472222222221,284.8125,3.564583333333333,15.270833333333334,9.363934426229509,82.52459016393442,9.454098360655735,9.266393442622952,,,,4.602083333333334,3.8347222222222226,1181.8680555555557,0.0,0,0,1,0,0,0,0,0
2019-04-11,6.064583333333337,291.7986111111111,4.365277777777778,13.661805555555555,9.622916666666653,79.5625,9.745138888888887,9.506249999999989,,,,5.234722222222222,4.568055555555554,1181.7569444444443,0.0,0,0,1,0,0,0,0,0
2019-04-12,6.3979166666666645,87.29861111111111,4.744444444444445,11.47013888888888,13.376388888888892,58.59722222222222,13.49027777777778,13.259027777777781,,,,5.581944444444445,4.954166666666663,1182.2847222222222,0.0,1,0,0,0,0,0,0,0
2019-04-13,8.647222222222226,92.5625,6.329861111111111,8.60277777777778,18.243750000000013,34.020833333333336,18.336805555555557,18.143749999999997,,,,7.425694444444446,6.574305555555554,1166.5902777777778,0.0,0,1,0,0,0,0,0,0
2019-04-14,10.980555555555558,213.32638888888889,7.936805555555555,10.461111111111114,14.67083333333334,59.020833333333336,14.779166666666661,14.571527777777773,,,,9.406944444444445,8.344444444444441,1165.423611111111,0.0,0,0,0,1,0,0,0,0
2019-04-15,5.177083333333332,263.0486111111111,3.556250000000001,14.252777777777782,10.713888888888887,76.57638888888889,10.786111111111113,10.62986111111111,,,,4.521527777777778,3.8972222222222217,1182.6319444444443,0.025694444444444443,0,0,1,0,0,0,0,0
