,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,North,West,East,South
2019-04-11,3.279166666666667,237.1875,1.8909722222222223,17.444444444444443,13.286111111111115,74.86805555555556,13.45763888888889,13.124999999999998,,,,2.6125000000000003,2.064583333333334,1164.5555555555557,0.0,0,0,0,1,0,0,0,0
2019-04-12,3.415972222222221,151.14583333333334,1.899305555555556,18.26041666666667,16.574305555555565,64.97222222222223,16.767361111111114,16.374999999999993,,,,2.627083333333332,2.09861111111111,1166.3680555555557,0.0,0,1,0,0,0,0,0,0
2019-04-13,7.025694444444444,77.0,3.752777777777777,19.871527777777775,21.906250000000004,36.46527777777778,22.06388888888889,21.728472222222226,,,,4.893750000000001,3.965972222222222,1181.25,0.0,1,0,0,0,0,0,0,0
2019-04-14,6.8361111111111095,202.51388888888889,4.177083333333334,14.959722222222215,18.1763888888889,58.708333333333336,18.315972222222232,18.04791666666666,,,,5.277777777777778,4.443750000000002,1165.5277777777778,0.0,0,0,0,1,0,0,0,0
2019-04-15,3.1562500000000004,198.93055555555554,1.940972222222221,14.724999999999998,14.53541666666667,84.68055555555556,14.631944444444457,14.452083333333341,,,,2.584027777777778,2.145138888888888,1182.1041666666667,0.0076388888888888895,0,0,0,1,0,0,0,0
2019-04-16,4.301388888888889,190.30555555555554,2.6673611111111106,13.949999999999996,14.109027777777774,84.125,14.216666666666667,14.009027777777778,,,,3.459722222222223,2.8576388888888875,1183.5,0.028472222222222218,0,0,0,1,0,0,0,0
2019-04-17,5.37222222222222,247.77777777777777,3.4034722222222222,13.889583333333327,13.58194444444444,82.68055555555556,13.750694444444445,13.415277777777773,,,,4.2979166666666675,3.6277777777777778,1182.2222222222222,0.005555555555555556,0,0,0,1,0,0,0,0
2019-04-18,4.6374999999999975,233.64583333333334,2.977777777777778,14.631944444444438,13.402777777777779,76.58333333333333,13.564583333333333,13.256249999999993,,,,3.7930555555555565,3.1638888888888888,1182.25,0.0,0,0,0,1,0,0,0,0
2019-04-19,5.7236111111111105,241.25694444444446,3.380555555555554,15.813194444444454,12.111111111111112,80.90277777777777,12.297916666666667,11.925000000000004,,,,4.377083333333331,3.674305555555554,1165.25,0.04930555555555554,0,0,0,1,0,0,0,0
2019-04-20,5.325694444444443,227.10416666666666,2.8597222222222225,23.75208333333333,12.93958333333333,77.14583333333333,13.105555555555553,12.791666666666666,,,,3.96875,3.1006944444444433,1182.8055555555557,0.003472222222222222,0,0,0,1,0,0,0,0
2019-04-21,6.658333333333335,263.09722222222223,3.6875,16.859722222222214,9.606249999999998,79.72916666666667,9.763888888888882,9.446527777777774,,,,4.929861111111111,4.076388888888889,1183.111111111111,0.10277777777777775,0,0,0,1,0,0,0,0
2019-04-22,6.5881944444444445,251.5,4.215972222222223,14.392361111111114,11.200000000000005,76.75694444444444,11.36875,11.031944444444443,,,,5.254166666666666,4.477083333333335,1182.4583333333333,0.0,0,0,0,1,0,0,0,0
2019-04-23,3.2187499999999987,246.92361111111111,1.844444444444444,17.286111111111108,13.052777777777782,74.0,13.22291666666667,12.875000000000002,,,,2.6305555555555564,2.047916666666667,1166.173611111111,0.0,0,0,0,1,0,0,0,0
2019-04-24,4.3569444444444425,93.03472222222223,2.1451388888888876,21.952083333333338,16.806944444444444,57.951388888888886,17.00625000000001,16.62222222222222,,,,2.9534722222222216,2.3465277777777773,1181.2430555555557,0.0,0,1,0,0,0,0,0,0
2019-04-25,4.959722222222218,135.38194444444446,2.616666666666667,19.570833333333333,19.49444444444445,45.951388888888886,19.68263888888889,19.302083333333336,,,,3.579166666666668,2.820138888888888,1182.3333333333333,0.0,0,1,0,0,0,0,0,0
2019-04-26,4.937500000000002,90.1875,2.4583333333333335,23.840277777777782,21.274999999999995,38.24305555555556,21.46805555555555,21.080555555555552,,,,3.395833333333336,2.6506944444444454,1182.0,0.0,0,1,0,0,0,0,0,0
2019-04-27,4.816666666666667,53.625,2.4618055555555554,20.433333333333337,20.250694444444445,39.84027777777778,20.446527777777785,20.06041666666666,,,,3.3395833333333353,2.650694444444444,1165.5555555555557,0.0,1,0,0,0,0,0,0,0
2019-04-28,3.2555555555555564,189.97222222222223,1.8131944444444446,22.68680555555555,20.32847222222224,45.00694444444444,20.572916666666668,20.086805555555546,,,,2.5791666666666675,2.027083333333333,1182.298611111111,0.0,0,0,0,1,0,0,0,0
2019-04-29,2.9743055555555555,138.58333333333334,1.7479166666666672,19.267361111111125,21.56736111111111,49.791666666666664,21.76180555555557,21.37708333333334,,,,2.343750000000001,1.9048611111111111,1165.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-04-30,3.8131944444444454,159.54861111111111,2.2743055555555562,17.58611111111112,21.514583333333327,51.63194444444444,21.74374999999999,21.310416666666665,,,,3.0416666666666665,2.478472222222222,1166.326388888889,0.0,0,1,0,0,0,0,0,0
2019-05-01,3.238461538461537,131.0,1.886713286713286,18.452447552447545,21.797902097902092,52.10489510489511,21.98881118881119,21.597902097902093,,,,2.544755244755243,2.0503496503496494,1180.0839160839162,0.0,0,1,0,0,0,0,0,0
2019-05-02,3.856250000000002,171.20138888888889,2.184722222222223,22.856249999999992,23.67638888888889,43.22222222222222,23.89444444444446,23.463194444444447,,,,3.077083333333333,2.5048611111111114,1181.3125,0.0,0,0,0,1,0,0,0,0
2019-05-03,6.075,222.375,3.853472222222222,14.71875,18.53055555555557,59.9375,18.70625,18.369444444444444,,,,4.900000000000001,4.097222222222224,1182.763888888889,0.0,0,0,0,1,0,0,0,0
2019-05-04,4.388194444444446,263.4375,2.6041666666666674,18.198611111111113,17.054166666666664,72.38888888888889,17.22986111111111,16.884722222222223,,,,3.5305555555555563,2.8611111111111116,1181.9444444444443,0.0,0,0,0,1,0,0,0,0
2019-05-05,4.713888888888891,123.58333333333333,2.6770833333333353,18.12777777777778,22.411111111111115,43.861111111111114,22.672222222222217,22.143055555555563,,,,3.5138888888888893,2.877083333333333,1182.3402777777778,0.0,0,1,0,0,0,0,0,0
2019-05-06,5.606293706293702,169.86713286713288,3.3349650349650353,16.45244755244756,25.644755244755242,32.05594405594405,25.85804195804197,25.43566433566434,,,,4.325174825174826,3.6216783216783215,1178.2307692307693,0.0,0,1,0,0,0,0,0,0
2019-05-07,9.229861111111108,272.7361111111111,6.050694444444445,12.24722222222222,17.831944444444435,69.92361111111111,17.972916666666663,17.706249999999986,,,,7.436111111111111,6.312499999999997,1166.3194444444443,0.0,0,0,1,0,0,0,0,0
2019-05-08,6.55625,271.50694444444446,4.2,13.135416666666664,16.304166666666664,66.59027777777777,16.45277777777778,16.151388888888885,,,,5.356249999999999,4.45902777777778,1164.7569444444443,0.0,0,0,1,0,0,0,0,0
2019-05-09,5.2007194244604324,229.50359712230215,3.384892086330934,13.410071942446045,15.0,67.73381294964028,15.176978417266179,14.824460431654682,,,,4.266187050359715,3.581294964028776,1157.4676258992806,0.0,0,0,0,1,0,0,0,0
2019-05-10,4.565277777777778,256.8958333333333,2.8222222222222215,16.629861111111115,15.168055555555563,66.64583333333333,15.354861111111108,14.981944444444439,,,,3.750694444444443,3.0374999999999996,1181.736111111111,0.0,0,0,0,1,0,0,0,0
2019-05-11,3.495833333333334,160.375,2.099305555555554,16.684027777777782,17.96180555555555,52.020833333333336,18.163888888888902,17.751388888888894,,,,2.7930555555555547,2.2701388888888867,1181.5555555555557,0.0,0,1,0,0,0,0,0,0
2019-05-12,4.065972222222222,189.33333333333334,2.2284722222222206,20.186805555555566,22.88541666666666,39.05555555555556,23.110416666666673,22.663888888888888,,,,3.0777777777777775,2.4333333333333336,1182.6666666666667,0.0,0,0,0,1,0,0,0,0
2019-05-13,3.575694444444445,196.09027777777777,1.8340277777777771,21.92847222222221,23.856250000000014,34.5,24.102777777777774,23.620833333333334,,,,2.677083333333334,2.034027777777777,1182.111111111111,0.0,0,0,0,1,0,0,0,0
2019-05-14,3.717361111111112,183.45833333333334,2.344444444444444,15.947222222222223,25.73541666666667,34.736111111111114,25.96319444444445,25.495833333333337,,,,3.0375000000000005,2.5243055555555554,1181.7430555555557,0.0,0,0,0,1,0,0,0,0
2019-05-15,4.673611111111111,145.29166666666666,2.3312499999999994,23.260416666666675,28.448611111111113,32.236111111111114,28.736111111111118,28.16458333333334,,,,3.4243055555555557,2.632638888888888,1181.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-05-16,3.4763888888888905,203.47916666666666,2.0638888888888887,20.52777777777778,25.694444444444446,39.673611111111114,25.924305555555552,25.47777777777779,,,,2.7979166666666653,2.270138888888889,1166.375,0.0,0,0,0,1,0,0,0,0
2019-05-17,6.499305555555556,199.18055555555554,4.236111111111111,13.060416666666672,24.414583333333333,45.81944444444444,24.611805555555556,24.233333333333327,,,,5.251388888888892,4.484027777777779,1181.9375,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.852777777777778,239.29861111111111,3.1312499999999983,14.229166666666666,20.50833333333334,54.55555555555556,20.68680555555556,20.33194444444445,,,,3.9645833333333322,3.3652777777777763,1182.75,0.0,0,0,0,1,0,0,0,0
2019-05-19,4.261111111111109,212.16666666666666,2.6506944444444445,15.94236111111111,19.499305555555548,52.986111111111114,19.697222222222226,19.315972222222218,,,,3.4847222222222216,2.8527777777777787,1182.0208333333333,0.0,0,0,0,1,0,0,0,0
2019-05-20,4.256249999999999,209.61805555555554,2.398611111111111,19.080555555555563,22.508333333333326,53.0,22.693055555555556,22.32361111111112,,,,3.3159722222222223,2.6493055555555554,1165.5694444444443,0.0,0,0,0,1,0,0,0,0
2019-05-21,4.215972222222224,212.63194444444446,2.531944444444445,18.397222222222226,25.7125,39.31944444444444,25.905555555555548,25.516666666666662,,,,3.386111111111111,2.7798611111111113,1183.0,0.0,0,0,0,1,0,0,0,0
2019-05-22,3.251388888888888,172.40277777777777,1.8902777777777777,17.022222222222204,26.98611111111111,30.92361111111111,27.20902777777778,26.76527777777779,,,,2.5506944444444444,2.0604166666666663,1182.0902777777778,0.0,0,1,0,0,0,0,0,0
2019-05-23,3.9694444444444423,157.3125,2.3194444444444433,16.697222222222212,30.10208333333334,22.65972222222222,30.32986111111113,29.876388888888908,,,,3.0590277777777795,2.513888888888889,1181.4375,0.0,0,1,0,0,0,0,0,0
2019-05-24,4.671527777777778,184.93055555555554,2.7458333333333345,18.12152777777777,31.081944444444446,22.86111111111111,31.34583333333336,30.829166666666683,,,,3.632638888888889,2.997916666666667,1182.2777777777778,0.0,0,0,0,1,0,0,0,0
2019-05-25,4.95763888888889,259.6111111111111,3.19513888888889,15.400694444444452,23.493055555555557,57.173611111111114,23.676388888888873,23.319444444444443,,,,4.087499999999998,3.4236111111111107,1181.076388888889,0.0,0,0,0,1,0,0,0,0
2019-05-26,3.511111111111109,238.77083333333334,2.0861111111111104,16.068055555555553,20.307638888888896,59.111111111111114,20.51875,20.100694444444443,,,,2.9076388888888896,2.295833333333333,1181.951388888889,0.0,0,0,0,1,0,0,0,0
2019-05-27,3.168055555555555,214.52777777777777,1.9708333333333319,16.145138888888894,22.148611111111105,60.74305555555556,22.355555555555565,21.96319444444445,,,,2.6374999999999997,2.138194444444443,1165.2083333333333,0.0,0,0,0,1,0,0,0,0
2019-05-28,3.715972222222222,213.90277777777777,2.407638888888889,14.843055555555553,23.49930555555556,63.74305555555556,23.688888888888886,23.305555555555543,,,,3.0951388888888887,2.563194444444443,1181.3125,0.0,0,0,0,1,0,0,0,0
2019-05-29,3.7166666666666686,207.64583333333334,2.2034722222222216,18.54236111111112,26.991666666666664,48.138888888888886,27.215277777777786,26.761805555555558,,,,2.990972222222223,2.3979166666666667,1181.638888888889,0.0,0,0,0,1,0,0,0,0
2019-05-30,3.6687499999999997,206.39583333333334,2.224305555555555,18.74722222222223,30.020833333333332,27.243055555555557,30.265277777777776,29.789583333333333,,,,2.9437499999999996,2.4034722222222222,1164.7708333333333,0.0,0,0,0,1,0,0,0,0
2019-05-31,4.600694444444445,216.81944444444446,2.8666666666666667,17.580555555555556,29.48958333333334,30.833333333333332,29.70486111111111,29.272916666666674,,,,3.6729166666666666,3.0722222222222215,1182.4583333333333,0.0,0,0,0,1,0,0,0,0
2019-06-01,4.315972222222223,250.39583333333334,2.8291666666666666,17.15416666666666,25.63263888888889,48.138888888888886,25.82569444444444,25.443055555555546,,,,3.590277777777777,3.0326388888888887,1182.7430555555557,0.0,0,0,0,1,0,0,0,0
2019-06-02,4.2302816901408455,261.9366197183099,2.7197183098591546,14.821126760563386,24.44295774647887,61.598591549295776,24.650704225352115,24.234507042253526,,,,3.5183098591549293,2.9232394366197187,1180.218309859155,0.0,0,0,0,1,0,0,0,0
2019-06-03,4.072222222222221,223.83333333333334,2.4284722222222217,16.843749999999993,25.94513888888889,49.0625,26.15763888888889,25.720833333333335,,,,3.261805555555556,2.638888888888888,1181.5208333333333,0.0,0,0,0,1,0,0,0,0
2019-06-04,4.820833333333333,222.84722222222223,2.3451388888888887,21.88263888888888,27.443055555555553,37.59027777777778,27.619444444444447,27.264583333333334,,,,3.4291666666666654,2.569444444444444,1181.8125,0.0,0,0,0,1,0,0,0,0
2019-06-05,4.427777777777778,212.375,2.069444444444444,24.78055555555556,29.127083333333342,32.736111111111114,29.332638888888894,28.925694444444446,,,,3.1798611111111104,2.3756944444444454,1182.1527777777778,0.0,0,0,0,1,0,0,0,0
2019-06-06,4.193055555555554,210.97916666666666,2.2548611111111114,21.703472222222228,28.190277777777776,36.11805555555556,28.391666666666673,27.984722222222224,,,,3.271527777777779,2.563888888888889,1166.1597222222222,0.0006944444444444445,0,0,0,1,0,0,0,0
2019-06-07,5.60902777777778,236.02777777777777,2.5819444444444444,27.711111111111116,28.518055555555552,33.8125,28.68819444444446,28.36180555555556,,,,3.9854166666666666,2.9249999999999994,1181.3125,0.0,0,0,0,1,0,0,0,0
2019-06-08,4.643055555555556,267.97222222222223,2.864583333333334,15.867361111111109,24.608333333333334,66.23611111111111,24.75208333333333,24.46944444444445,,,,3.818055555555553,3.0583333333333327,1181.9305555555557,0.0,0,0,0,1,0,0,0,0
2019-06-09,5.004166666666666,257.46527777777777,3.2541666666666664,15.620833333333337,23.38680555555556,66.02083333333333,23.532638888888894,23.254166666666677,,,,4.131249999999998,3.4451388888888888,1181.888888888889,0.0,0,0,0,1,0,0,0,0
2019-06-10,3.9055555555555554,208.43055555555554,2.2944444444444434,14.151388888888887,23.454861111111118,46.38194444444444,23.652777777777786,23.253472222222225,,,,3.1187500000000004,2.4944444444444427,1182.9722222222222,0.0,0,0,0,1,0,0,0,0
2019-06-11,3.915384615384617,186.78321678321677,2.231468531468531,20.658041958041952,25.721678321678333,41.13286713286713,25.925874125874124,25.516783216783214,,,,3.1062937062937053,2.441958041958042,1182.3146853146852,0.0,0,0,0,1,0,0,0,0
2019-06-12,5.540972222222221,217.58333333333334,3.5388888888888883,14.227777777777773,24.404166666666672,54.729166666666664,24.568749999999998,24.24375000000001,,,,4.508333333333331,3.759722222222221,1182.1319444444443,0.0,0,0,0,1,0,0,0,0
2019-06-13,5.894444444444445,269.7013888888889,3.788888888888889,13.26041666666666,22.868055555555554,69.79166666666667,23.03611111111112,22.716666666666658,,,,4.8125000000000036,4.037499999999999,1181.9375,0.0,0,0,0,1,0,0,0,0
2019-06-14,4.78263888888889,266.5,2.952083333333334,15.227083333333338,23.16041666666667,67.63888888888889,23.31666666666667,23.012500000000006,,,,3.927083333333334,3.1868055555555563,1166.361111111111,0.0,0,0,0,1,0,0,0,0
2019-06-15,4.384027777777778,258.4791666666667,2.6562499999999996,15.868750000000002,23.59652777777778,69.4375,23.761111111111106,23.436111111111103,,,,3.5715277777777796,2.876388888888888,1165.486111111111,0.0,0,0,0,1,0,0,0,0
2019-06-16,4.765277777777779,217.50694444444446,2.845138888888888,16.636111111111113,24.51805555555557,61.68055555555556,24.68263888888889,24.353472222222226,,,,3.789583333333333,3.0520833333333326,1181.625,0.0,0,0,0,1,0,0,0,0
2019-06-17,5.831250000000001,257.72222222222223,3.727777777777779,15.902083333333344,23.80763888888889,68.15277777777777,23.982638888888893,23.65347222222222,,,,4.702083333333333,3.945833333333335,1182.7777777777778,0.0,0,0,0,1,0,0,0,0
2019-06-18,5.921527777777778,275.34722222222223,3.9069444444444414,12.704166666666666,23.630555555555556,73.1875,23.77222222222222,23.501388888888894,,,,4.904861111111113,4.142361111111112,1181.5972222222222,0.0,0,0,1,0,0,0,0,0
2019-06-19,5.467361111111114,234.03472222222223,3.5020833333333337,12.89861111111111,23.536111111111115,67.61805555555556,23.69097222222223,23.388194444444437,,,,4.368055555555557,3.672222222222222,1165.6805555555557,0.0,0,0,0,1,0,0,0,0
