,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North-West,North,South,West,South-West,North-East,East,South-East
2019-04-01,,,,,14.356944444444451,85.17361111111111,14.486805555555556,14.238194444444455,,,,,,,0.022222222222222227,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,15.336111111111109,86.09722222222223,15.479861111111111,15.198611111111113,,,,,,,0.008333333333333333,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,16.130555555555546,75.13888888888889,16.308333333333337,15.92237762237762,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,17.509027777777785,73.36805555555556,17.663888888888895,17.35069444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,17.68819444444445,75.90972222222223,17.872916666666672,17.52361111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,17.652083333333337,80.74305555555556,17.771527777777784,17.52152777777779,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,21.20069444444444,67.76388888888889,21.39236111111111,21.01041666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,20.69027777777778,66.66666666666667,20.875694444444456,20.511805555555558,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,20.46527777777777,67.11111111111111,20.631944444444454,20.295833333333327,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,18.87638888888889,63.99305555555556,19.077083333333345,18.698611111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,17.486111111111114,68.94444444444444,17.675,17.31319444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,19.493750000000002,66.4375,19.66527777777777,19.30833333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,22.93541666666668,49.6875,23.158333333333335,22.70208333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,20.93888888888889,58.53472222222222,21.117361111111116,20.75694444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,18.617361111111112,74.80555555555556,18.72152777777778,18.499999999999996,,,,,,,0.01805555555555556,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,18.110416666666676,78.31944444444444,18.237499999999994,17.978169014084493,,,,,,,0.009722222222222222,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,18.21111111111111,68.19444444444444,18.392361111111118,18.038194444444457,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,17.919444444444444,64.25694444444444,18.088194444444454,17.75763888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,17.01875,66.35416666666667,17.23888888888889,16.79513888888888,,,,,,,0.006944444444444444,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,17.20972222222222,64.38194444444444,17.40277777777777,17.034965034965047,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,13.44652777777778,76.99305555555556,13.696527777777774,13.232167832167832,,,,,,,0.02569444444444445,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,15.470833333333335,63.583333333333336,15.699305555555558,15.233566433566434,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,17.152777777777764,64.64583333333333,17.34583333333333,16.993006993007,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,19.981250000000006,57.02777777777778,20.152777777777757,19.81041666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,22.521527777777777,45.49305555555556,22.710416666666653,22.361538461538462,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,23.82708333333334,45.27777777777778,24.013888888888896,23.649305555555564,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,23.945833333333333,41.19444444444444,24.13055555555554,23.847887323943656,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-28,,,,,24.73541666666667,36.78472222222222,24.90347222222222,24.55763888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-29,,,,,24.80208333333333,43.520833333333336,25.021527777777774,24.592361111111106,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-30,,,,,24.98333333333334,47.53472222222222,25.177777777777784,24.843356643356643,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-01,,,,,25.486713286713286,51.23776223776224,25.66503496503497,25.31678321678322,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-02,,,,,26.912500000000012,43.888888888888886,27.12847222222221,26.725174825174825,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-03,,,,,22.928472222222226,52.65972222222222,23.0951388888889,22.77777777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-04,,,,,20.97222222222222,63.65972222222222,21.15972222222222,20.78125,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-05,,,,,25.100694444444446,49.520833333333336,25.30833333333334,24.93496503496505,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-06,,,,,27.46853146853147,37.36363636363637,27.68671328671327,27.238461538461543,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-07,,,,,22.6813953488372,55.14728682170543,22.860465116279077,22.53984375000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-08,,,,,20.37291666666667,58.701388888888886,20.569444444444432,20.188888888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,18.960431654676267,62.143884892086334,19.156834532374095,18.771223021582724,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,20.18974358974359,56.52991452991453,20.38461538461538,19.968376068376074,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,28.30363636363636,23.563636363636363,28.545454545454547,28.038181818181826,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,33.0433962264151,21.528301886792452,33.27169811320754,32.78301886792452,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,34.823214285714286,18.982142857142858,35.050000000000004,34.56964285714286,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,35.52786885245902,17.688524590163933,35.77868852459017,35.295081967213115,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,36.245945945945955,21.054054054054053,36.494594594594595,35.967567567567585,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,32.236781609195404,30.298850574712645,32.450574712643686,32.04597701149426,,,,,,,0.0,1,0,0,0,0,0,0,0,0
