,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,13.654861111111108,63.263888888888886,13.824999999999994,13.478472222222216,,,,,,,0.005555555555555556,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,12.690277777777778,92.77083333333333,12.786805555555553,12.594444444444441,,,,,,,0.09236111111111109,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,11.890972222222219,86.625,12.072222222222225,11.684615384615379,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,10.765972222222224,87.51388888888889,10.913194444444443,10.622916666666663,,,,,,,0.004166666666666667,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,12.386111111111113,87.04861111111111,12.541666666666664,12.220833333333335,,,,,,,0.001388888888888889,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,13.372535211267607,88.52816901408451,13.503521126760562,13.246478873239438,,,,,,,0.002777777777777778,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,12.709722222222222,85.36805555555556,12.856944444444439,12.566666666666661,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,12.66388888888889,80.17361111111111,12.819444444444445,12.509027777777781,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,13.53541666666667,80.27083333333333,13.714583333333334,13.366666666666664,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,14.987412587412592,73.98601398601399,15.157342657342651,14.809790209790204,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,17.488194444444435,60.979166666666664,17.686805555555562,17.295833333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,16.811111111111106,55.86805555555556,17.061111111111114,16.58680555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,14.616666666666665,85.63888888888889,14.784722222222209,14.453472222222217,,,,,,,0.04374999999999998,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,12.813194444444443,80.1875,13.046527777777776,12.586111111111107,,,,,,,0.09999999999999996,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,12.692361111111111,73.625,12.84097222222222,12.545138888888879,,,,,,,0.004166666666666667,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,13.53611111111111,86.88888888888889,13.678472222222224,13.420138888888888,,,,,,,0.0041666666666666675,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,12.924305555555554,83.11111111111111,13.080555555555552,12.772222222222219,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,13.312499999999996,86.51388888888889,13.463888888888881,13.161111111111106,,,,,,,0.004166666666666667,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,14.003472222222225,84.67361111111111,14.132638888888879,13.881944444444438,,,,,,,0.03680555555555556,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,14.60208333333333,81.71527777777777,14.758333333333333,14.454166666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,14.739583333333336,81.36805555555556,14.905555555555557,14.584027777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,15.27500000000001,71.70833333333333,15.450694444444432,15.043356643356638,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,14.040277777777778,72.0,14.213888888888881,13.861805555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,14.29097222222222,77.77083333333333,14.443749999999998,14.143055555555563,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,15.399305555555562,79.78472222222223,15.549305555555557,15.245138888888896,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,15.995138888888896,79.1875,16.168750000000003,15.816666666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,17.743750000000016,67.45833333333333,17.90694444444445,17.57569444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,14.328472222222224,81.04166666666667,14.488194444444439,14.163888888888883,,,,,,,0.020138888888888894,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,15.874305555555557,77.5625,16.03333333333333,15.711111111111096,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,12.482638888888888,90.24305555555556,12.639583333333327,12.331944444444444,,,,,,,0.08402777777777776,1,0,0,0,0,0,0,0,0
