,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,West,East,South,North
2019-04-11,4.6638888888888905,211.22222222222223,2.709027777777778,15.336111111111116,15.642361111111121,80.07638888888889,15.784722222222225,15.51527777777779,,,,3.590972222222224,2.8798611111111105,1182.638888888889,0.0,0,0,0,1,0,0,0,0
2019-04-12,5.240972222222225,145.09027777777777,2.9527777777777775,17.746527777777768,17.603472222222223,68.29166666666667,17.76111111111111,17.44722222222222,,,,3.912499999999999,3.1736111111111116,1182.9583333333333,0.0,0,1,0,0,0,0,0,0
2019-04-13,5.972222222222221,138.20833333333334,3.621527777777777,13.452083333333333,23.05069444444442,38.80555555555556,23.207638888888894,22.889583333333324,,,,4.5805555555555575,3.8243055555555534,1182.625,0.0,0,1,0,0,0,0,0,0
2019-04-14,8.448611111111113,208.76388888888889,4.91527777777778,15.410416666666666,19.127777777777787,71.39583333333333,19.25208333333334,19.00486111111111,,,,6.291666666666664,5.17152777777778,1166.3402777777778,0.0,0,0,0,1,0,0,0,0
2019-04-15,3.0034722222222237,216.13888888888889,1.8222222222222224,15.058333333333337,15.54166666666666,92.65277777777777,15.627777777777778,15.462499999999999,,,,2.45,2.031944444444445,1182.4375,0.012499999999999999,0,0,0,1,0,0,0,0
2019-04-16,3.642361111111111,195.20138888888889,2.1631944444444433,15.958333333333323,15.147222222222219,90.0,15.270138888888892,15.031944444444434,,,,2.9152777777777774,2.3375,1181.201388888889,0.010416666666666668,0,0,0,1,0,0,0,0
2019-04-17,5.775,248.72916666666666,3.417361111111111,15.07708333333334,15.58194444444445,84.54166666666667,15.732638888888902,15.455555555555545,,,,4.467361111111114,3.6222222222222222,1165.2847222222222,0.003472222222222222,0,0,0,1,0,0,0,0
2019-04-18,5.193055555555558,236.79166666666666,3.0763888888888875,15.456250000000015,15.434027777777775,76.53472222222223,15.576388888888879,15.305555555555552,,,,4.059027777777779,3.270833333333334,1164.5347222222222,0.001388888888888889,0,0,0,1,0,0,0,0
2019-04-19,7.903472222222224,242.24305555555554,4.586805555555557,15.502777777777775,14.654861111111106,76.09027777777777,14.82777777777778,14.491666666666662,,,,5.956250000000002,4.947222222222225,1165.3333333333333,0.022222222222222227,0,0,0,1,0,0,0,0
2019-04-20,7.286805555555552,240.9375,4.227777777777777,16.095138888888886,15.124999999999993,76.46527777777777,15.28541666666667,14.96527777777778,,,,5.535416666666667,4.511805555555557,1166.173611111111,0.00625,0,0,0,1,0,0,0,0
2019-04-21,10.023611111111112,277.25,5.418055555555553,16.61458333333333,12.68194444444444,72.44444444444444,12.878472222222214,12.494444444444444,,,,7.3062499999999995,5.872916666666665,1181.861111111111,0.05763888888888888,0,0,1,0,0,0,0,0
2019-04-22,7.510416666666668,273.31944444444446,4.392361111111111,15.478472222222232,14.965277777777768,64.38194444444444,15.097222222222225,14.82916666666666,,,,5.654166666666665,4.622222222222223,1165.5902777777778,0.0,0,0,1,0,0,0,0,0
2019-04-23,4.799305555555556,182.92361111111111,2.7708333333333344,16.74236111111112,15.085416666666665,71.66666666666667,15.225694444444448,14.937500000000009,,,,3.7479166666666663,2.9763888888888896,1165.8541666666667,0.0,0,0,0,1,0,0,0,0
2019-04-24,6.4847222222222225,103.95833333333333,3.81527777777778,14.734027777777783,17.94930555555556,54.486111111111114,18.116666666666667,17.786805555555567,,,,4.9340277777777795,4.076388888888888,1166.236111111111,0.0,0,1,0,0,0,0,0,0
2019-04-25,5.98263888888889,163.32638888888889,3.5555555555555554,15.823611111111111,19.75694444444445,51.173611111111114,19.920833333333334,19.59513888888889,,,,4.611805555555557,3.779861111111114,1181.875,0.0,0,1,0,0,0,0,0,0
2019-04-26,5.893749999999999,117.36805555555556,3.5576388888888895,14.84444444444445,21.900694444444447,40.416666666666664,22.059722222222238,21.73333333333334,,,,4.559722222222224,3.7875000000000005,1180.701388888889,0.0,0,1,0,0,0,0,0,0
2019-04-27,4.406944444444445,162.44444444444446,2.6722222222222225,15.581249999999999,22.477083333333333,36.84027777777778,22.639583333333338,22.318055555555564,,,,3.4666666666666686,2.870833333333333,1181.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-04-28,4.203472222222221,201.01388888888889,2.630555555555556,14.670833333333329,19.69097222222222,70.68055555555556,19.86041666666668,19.522222222222233,,,,3.3833333333333333,2.815972222222223,1165.9166666666667,0.0,0,0,0,1,0,0,0,0
2019-04-29,4.39375,144.27083333333334,2.6944444444444446,14.92222222222222,23.888888888888896,37.826388888888886,24.072222222222226,23.719444444444452,,,,3.513194444444443,2.9062500000000004,1182.0277777777778,0.0,0,1,0,0,0,0,0,0
2019-04-30,3.7916666666666643,218.69444444444446,2.350694444444444,15.04097222222223,19.685416666666654,85.66666666666667,19.845138888888886,19.550694444444435,,,,3.0430555555555547,2.534722222222223,1182.4166666666667,0.0,0,0,0,1,0,0,0,0
2019-05-01,4.189510489510489,130.95804195804195,2.5272727272727282,14.28531468531468,23.687412587412595,54.67132867132867,23.865734265734282,23.49650349650351,,,,3.286013986013986,2.6972027972027983,1179.2587412587413,0.0,0,1,0,0,0,0,0,0
2019-05-02,4.762500000000003,197.14583333333334,2.8118055555555554,17.961111111111112,24.304861111111116,49.84027777777778,24.539583333333336,24.079166666666666,,,,3.8236111111111106,3.125694444444443,1182.0902777777778,0.0,0,0,0,1,0,0,0,0
2019-05-03,6.343055555555557,274.1736111111111,3.6395833333333325,16.77847222222222,18.620833333333316,84.61111111111111,18.761111111111095,18.490277777777763,,,,4.819444444444446,3.8784722222222205,1181.5902777777778,0.0,0,0,1,0,0,0,0,0
2019-05-04,5.144444444444448,220.46527777777777,3.0451388888888893,17.05763888888889,17.522916666666656,83.35416666666667,17.664583333333315,17.390277777777765,,,,4.0180555555555575,3.2375000000000007,1181.7222222222222,0.0,0,0,0,1,0,0,0,0
2019-05-05,5.231944444444446,106.95138888888889,3.181250000000001,14.43263888888889,23.24375,51.625,23.44027777777779,23.036111111111115,,,,4.103472222222222,3.4062500000000004,1183.3055555555557,0.0,0,1,0,0,0,0,0,0
2019-05-06,5.509027777777775,168.86805555555554,3.280555555555557,15.682638888888896,24.799305555555552,47.083333333333336,25.008333333333326,24.611805555555545,,,,4.318055555555554,3.5576388888888886,1182.736111111111,0.0,0,1,0,0,0,0,0,0
2019-05-07,6.45625,277.875,3.7951388888888897,16.248611111111106,18.43472222222222,83.48611111111111,18.5736111111111,18.30347222222221,,,,4.952083333333335,4.045138888888888,1182.5625,0.0,0,0,1,0,0,0,0,0
2019-05-08,5.056944444444444,281.9513888888889,2.7812499999999996,18.40694444444445,17.63611111111111,73.70833333333333,17.779861111111114,17.50486111111111,,,,3.877083333333333,3.0069444444444446,1181.2916666666667,0.004861111111111111,0,0,1,0,0,0,0,0
2019-05-09,4.602189781021899,273.08029197080293,2.5897810218978115,17.29124087591241,17.145255474452558,71.0,17.297080291970804,17.007299270072988,,,,3.56642335766423,2.7773722627737216,1148.6058394160584,0.0,0,0,0,1,0,0,0,0
2019-05-10,4.095138888888886,235.91666666666666,2.256944444444445,17.88194444444444,17.103472222222212,70.42361111111111,17.26111111111111,16.95,,,,3.161805555555554,2.4527777777777775,1182.2222222222222,0.0,0,0,0,1,0,0,0,0
2019-05-11,4.121527777777778,168.95138888888889,2.4124999999999996,16.23125,18.59930555555555,68.68055555555556,18.772916666666664,18.421527777777776,,,,3.204861111111112,2.6027777777777774,1182.5833333333333,0.0,0,0,0,1,0,0,0,0
2019-05-12,5.497222222222224,194.70138888888889,3.188194444444445,15.044444444444443,22.28055555555556,54.458333333333336,22.447916666666668,22.100000000000005,,,,4.129861111111112,3.385416666666666,1166.0347222222222,0.0,0,0,0,1,0,0,0,0
2019-05-13,5.44513888888889,177.625,3.1930555555555546,17.009722222222226,25.258333333333326,30.555555555555557,25.452083333333324,25.07638888888887,,,,4.085416666666665,3.3805555555555546,1182.263888888889,0.0,0,1,0,0,0,0,0,0
2019-05-14,4.404166666666666,218.64583333333334,2.592361111111111,18.738888888888898,23.73263888888888,44.94444444444444,23.98472222222222,23.496527777777782,,,,3.4013888888888886,2.8090277777777777,1182.826388888889,0.0,0,0,0,1,0,0,0,0
2019-05-15,4.306250000000001,235.33333333333334,2.573611111111111,16.661805555555553,21.79791666666667,75.53472222222223,22.0,21.604166666666668,,,,3.422916666666666,2.8062500000000004,1167.5069444444443,0.0,0,0,0,1,0,0,0,0
2019-05-16,3.7048611111111125,215.88194444444446,2.2152777777777772,20.60763888888888,23.39027777777778,64.78472222222223,23.594444444444452,23.193750000000016,,,,3.026388888888889,2.4222222222222225,1166.8402777777778,0.0,0,0,0,1,0,0,0,0
2019-05-17,6.181944444444446,190.41666666666666,3.6277777777777778,17.628472222222232,24.070138888888877,60.9375,24.311111111111117,23.834027777777774,,,,4.794444444444445,3.8659722222222226,1181.4930555555557,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.248611111111111,241.45833333333334,2.5284722222222236,16.931250000000002,20.669444444444437,74.97222222222223,20.837500000000002,20.51597222222222,,,,3.3618055555555553,2.7041666666666675,1183.0347222222222,0.0,0,0,0,1,0,0,0,0
2019-05-19,4.915277777777777,295.59027777777777,2.7826388888888864,18.745833333333334,20.10694444444445,88.13888888888889,20.26111111111111,19.96597222222222,,,,3.800000000000001,2.966666666666666,1181.3055555555557,0.0,0,0,1,0,0,0,0,0
2019-05-20,4.854861111111113,301.31944444444446,2.636111111111111,19.676388888888884,20.90069444444444,92.48611111111111,21.02361111111112,20.78055555555556,,,,3.645138888888889,2.8291666666666666,1165.4583333333333,0.0,0,0,1,0,0,0,0,0
2019-05-21,4.260416666666668,260.81944444444446,2.5430555555555565,17.32222222222223,22.195833333333344,80.70833333333333,22.345833333333346,22.043055555555558,,,,3.411805555555556,2.7312499999999993,1164.9930555555557,0.0,0,0,1,0,0,0,0,0
2019-05-22,3.500694444444445,207.875,2.2465277777777772,13.401388888888889,27.732638888888896,32.25694444444444,27.948611111111113,27.525,,,,2.8680555555555562,2.4229166666666653,1165.1041666666667,0.0,0,0,0,1,0,0,0,0
2019-05-23,4.199305555555554,138.22916666666666,2.624305555555556,13.57638888888889,32.20763888888889,17.32638888888889,32.408333333333346,31.99513888888889,,,,3.2861111111111088,2.7895833333333346,1181.861111111111,0.0,0,1,0,0,0,0,0,0
2019-05-24,4.31875,193.38194444444446,2.5305555555555546,17.656250000000007,30.919444444444448,33.729166666666664,31.15625,30.71805555555555,,,,3.4013888888888886,2.7277777777777765,1181.6041666666667,0.0,0,0,0,1,0,0,0,0
2019-05-25,5.095138888888886,285.94444444444446,2.8972222222222217,18.618749999999995,22.26180555555554,88.21527777777777,22.397916666666667,22.136111111111113,,,,3.9243055555555526,3.089583333333332,1181.8819444444443,0.0,0,0,1,0,0,0,0,0
2019-05-26,4.812500000000003,276.125,2.64236111111111,19.57152777777778,20.847916666666674,84.875,21.012500000000014,20.7,,,,3.6437500000000003,2.8437499999999987,1182.0833333333333,0.0,0,0,1,0,0,0,0,0
2019-05-27,5.24722222222222,269.4375,2.9027777777777786,19.175694444444446,21.472222222222225,89.95833333333333,21.629861111111115,21.32847222222221,,,,3.938888888888891,3.0840277777777776,1182.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-05-28,4.986805555555558,310.00694444444446,2.8020833333333344,18.379861111111108,22.43263888888888,92.49305555555556,22.559027777777764,22.30902777777778,,,,3.7972222222222225,2.9930555555555554,1182.888888888889,0.0,0,0,1,0,0,0,0,0
2019-05-29,5.407638888888889,250.98611111111111,3.021527777777779,18.53958333333334,23.79236111111111,83.1875,23.95972222222223,23.63263888888889,,,,4.0381944444444455,3.2076388888888894,1182.5208333333333,0.0,0,0,0,1,0,0,0,0
2019-05-30,5.879166666666666,224.90277777777777,3.397222222222223,18.24652777777776,26.193055555555564,62.861111111111114,26.40347222222222,25.988888888888894,,,,4.37638888888889,3.6208333333333322,1181.7569444444443,0.0,0,0,0,1,0,0,0,0
2019-05-31,5.180555555555557,248.875,3.0541666666666654,17.321527777777778,24.8076388888889,84.04861111111111,24.97291666666666,24.62569444444445,,,,3.977083333333332,3.272222222222222,1183.2222222222222,0.0,0,0,0,1,0,0,0,0
2019-06-01,4.467361111111114,241.5625,2.697916666666666,16.665972222222223,23.349999999999987,93.0625,23.472916666666666,23.229861111111106,,,,3.559722222222222,2.879166666666666,1165.375,0.0,0,0,0,1,0,0,0,0
2019-06-02,4.479020979020982,263.2027972027972,2.6209790209790205,17.42377622377623,23.34615384615385,93.8951048951049,23.48741258741259,23.20139860139861,,,,3.518181818181818,2.8237762237762243,1163.3076923076924,0.0,0,0,0,1,0,0,0,0
2019-06-03,4.747916666666668,274.5138888888889,2.682638888888888,18.982638888888886,24.072916666666664,93.90277777777777,24.20694444444443,23.92569444444445,,,,3.6437500000000003,2.8874999999999993,1182.736111111111,0.0,0,0,1,0,0,0,0,0
2019-06-04,6.096527777777777,240.95833333333334,3.3326388888888867,17.13333333333333,25.738888888888894,74.55555555555556,25.890972222222224,25.576388888888896,,,,4.460416666666665,3.5749999999999997,1180.9722222222222,0.0,0,0,0,1,0,0,0,0
2019-06-05,5.90625,219.47222222222223,3.3902777777777775,17.480555555555558,27.527083333333337,55.479166666666664,27.726388888888895,27.345138888888883,,,,4.461805555555554,3.615277777777777,1166.076388888889,0.0,0,0,0,1,0,0,0,0
2019-06-06,6.343055555555555,242.42361111111111,3.410416666666667,19.76527777777778,25.547222222222224,69.70833333333333,25.695833333333333,25.410416666666688,,,,4.658333333333333,3.7062500000000003,1181.3402777777778,0.0,0,0,0,1,0,0,0,0
2019-06-07,7.391666666666666,300.93055555555554,4.044444444444445,18.234722222222224,24.2513888888889,91.02083333333333,24.386805555555554,24.115277777777777,,,,5.354166666666667,4.320138888888889,1183.3333333333333,0.0,0,0,1,0,0,0,0,0
2019-06-08,5.248611111111107,297.36805555555554,2.9930555555555567,17.71666666666666,22.98541666666667,94.15277777777777,23.09930555555556,22.875000000000007,,,,4.062499999999999,3.2020833333333325,1182.4027777777778,0.0,0,0,1,0,0,0,0,0
2019-06-09,4.388194444444447,247.96527777777777,2.59027777777778,16.799999999999997,22.597222222222214,92.43055555555556,22.727083333333336,22.470833333333324,,,,3.450694444444445,2.7729166666666676,1182.173611111111,0.0,0,0,0,1,0,0,0,0
2019-06-10,3.00763888888889,213.75694444444446,1.786805555555556,16.574305555555565,24.767361111111118,69.99305555555556,24.974305555555556,24.565277777777794,,,,2.4486111111111115,1.9423611111111114,1181.4444444444443,0.0,0,0,0,1,0,0,0,0
2019-06-11,3.7062937062937062,207.94405594405595,2.2972027972027966,14.869230769230768,27.090909090909086,45.25174825174825,27.274825174825175,26.902797202797203,,,,2.9573426573426573,2.4615384615384612,1181.1118881118882,0.0,0,0,0,1,0,0,0,0
2019-06-12,4.638888888888888,278.0208333333333,2.6694444444444443,17.204861111111107,24.25555555555556,88.0625,24.417361111111124,24.099305555555585,,,,3.6180555555555554,2.860416666666667,1166.7152777777778,0.0,0,0,1,0,0,0,0,0
2019-06-13,5.354861111111109,263.5625,3.138194444444444,16.658333333333328,23.746527777777775,87.4375,23.91180555555555,23.59722222222222,,,,4.161111111111113,3.334722222222221,1181.8958333333333,0.0,0,0,0,1,0,0,0,0
2019-06-14,4.797916666666669,255.08333333333334,2.745138888888888,17.930555555555557,23.73263888888888,88.22222222222223,23.88541666666665,23.597222222222207,,,,3.6868055555555586,2.9263888888888894,1165.3402777777778,0.0,0,0,0,1,0,0,0,0
2019-06-15,4.208333333333337,248.85416666666666,2.413194444444445,17.066666666666663,23.65347222222223,90.72222222222223,23.79097222222221,23.52430555555556,,,,3.2715277777777785,2.5986111111111114,1181.611111111111,0.0,0,0,0,1,0,0,0,0
2019-06-16,3.772916666666664,225.45138888888889,2.240277777777777,16.211111111111105,24.659722222222214,83.59722222222223,24.811805555555544,24.50347222222222,,,,2.9784722222222237,2.409027777777777,1181.9930555555557,0.0,0,0,0,1,0,0,0,0
2019-06-17,5.378472222222221,241.29166666666666,3.1659722222222206,16.470833333333328,24.57152777777777,88.68055555555556,24.719444444444445,24.43124999999999,,,,4.160416666666667,3.3673611111111117,1164.548611111111,0.0,0,0,0,1,0,0,0,0
2019-06-18,5.077083333333335,230.08333333333334,2.9944444444444454,15.738194444444439,24.178472222222226,91.64583333333333,24.30069444444445,24.047222222222235,,,,3.9736111111111123,3.18888888888889,1181.8194444444443,0.0,0,0,0,1,0,0,0,0
2019-06-19,3.9284722222222217,231.25,2.229166666666666,17.21597222222223,24.40138888888889,87.07638888888889,24.580555555555566,24.235416666666662,,,,3.0715277777777787,2.425,1181.8055555555557,0.0,0,0,0,1,0,0,0,0
