,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,South-East,South-West,North-East,East,North-West,South,North,West
2019-08-15,4.594160583941605,195.52554744525548,2.6999999999999997,16.440875912408753,26.982481751824803,66.62043795620438,27.135036496350363,26.847445255474447,,,,3.5620437956204385,2.8802919708029195,1184.6496350364964,0.0,0,1,0,0,0,0,0,0
2019-08-16,4.415277777777774,226.30555555555554,2.6368055555555556,16.70694444444445,28.112500000000008,56.63194444444444,28.261805555555554,27.968750000000004,,,,3.421527777777778,2.8000000000000003,1166.0069444444443,0.0,0,1,0,0,0,0,0,0
2019-08-17,4.827777777777779,260.50694444444446,2.7388888888888903,17.38680555555556,26.752777777777773,75.45138888888889,26.89652777777779,26.62986111111112,,,,3.7298611111111097,2.9354166666666672,1165.6458333333333,0.0,0,1,0,0,0,0,0,0
2019-08-18,5.428368794326241,248.39007092198582,3.1638297872340413,16.350354609929077,26.975886524822695,71.95744680851064,27.137588652482272,26.827659574468097,,,,4.21418439716312,3.379432624113475,1191.1063829787233,0.0,0,1,0,0,0,0,0,0
2019-08-19,4.943749999999998,235.19444444444446,2.91875,16.452083333333334,26.122222222222224,68.49305555555556,26.285416666666674,25.97430555555557,,,,3.8527777777777774,3.116666666666665,1181.7916666666667,0.0,0,1,0,0,0,0,0,0
2019-08-20,4.901388888888887,245.02777777777777,2.7847222222222214,17.002083333333342,26.24027777777779,72.72916666666667,26.393055555555556,26.09930555555555,,,,3.8118055555555577,2.9687499999999996,1181.736111111111,0.0,0,1,0,0,0,0,0,0
2019-08-21,4.61875,302.21527777777777,2.5895833333333322,17.86736111111111,26.981250000000003,71.07638888888889,27.130555555555553,26.83888888888888,,,,3.5756944444444425,2.790972222222221,1182.4652777777778,0.0,1,0,0,0,0,0,0,0
2019-08-22,4.858333333333332,286.75,2.7687500000000007,16.964583333333323,26.86041666666668,74.86805555555556,26.997222222222227,26.73680555555556,,,,3.748611111111111,2.95,1164.9722222222222,0.0,1,0,0,0,0,0,0,0
2019-08-23,5.318749999999998,311.9791666666667,2.9069444444444454,19.229861111111116,27.409027777777776,76.50694444444444,27.52986111111111,27.29513888888888,,,,3.9409722222222205,3.093055555555555,1182.4791666666667,0.0,1,0,0,0,0,0,0,0
2019-08-24,4.454166666666669,302.4791666666667,2.5652777777777778,17.370833333333334,27.54027777777779,81.27777777777777,27.64305555555555,27.43125,,,,3.4659722222222222,2.733333333333334,1182.9166666666667,0.0,1,0,0,0,0,0,0,0
2019-08-25,4.395833333333332,247.74305555555554,2.5652777777777787,17.147916666666664,27.054861111111112,79.60416666666667,27.183333333333334,26.928472222222226,,,,3.437500000000001,2.7208333333333345,1166.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-08-26,4.345833333333333,272.6388888888889,2.5166666666666675,17.027083333333337,26.783333333333328,78.25694444444444,26.929861111111116,26.647916666666667,,,,3.3812499999999996,2.696527777777778,1181.2152777777778,0.0,1,0,0,0,0,0,0,0
2019-08-27,4.531944444444447,264.6111111111111,2.580555555555555,17.75277777777778,26.62986111111109,79.51388888888889,26.759722222222212,26.493749999999995,,,,3.4840277777777784,2.7749999999999986,1182.298611111111,0.0,0,1,0,0,0,0,0,0
2019-08-28,4.317361111111114,261.11805555555554,2.479166666666666,17.007638888888884,27.10833333333333,78.17361111111111,27.261111111111106,26.968055555555562,,,,3.3750000000000013,2.6569444444444423,1182.1527777777778,0.0,0,1,0,0,0,0,0,0
2019-08-29,4.529861111111114,260.84722222222223,2.63472222222222,16.00347222222223,27.05833333333334,79.8125,27.20208333333335,26.92361111111112,,,,3.5083333333333324,2.8312499999999985,1181.5208333333333,0.0,0,1,0,0,0,0,0,0
2019-08-30,4.854166666666666,270.77777777777777,2.8506944444444455,16.193749999999998,27.220833333333328,78.73611111111111,27.361805555555552,27.096527777777762,,,,3.8229166666666683,3.0354166666666673,1165.0555555555557,0.0,0,1,0,0,0,0,0,0
2019-08-31,4.689583333333334,267.69444444444446,2.7000000000000006,16.88402777777777,26.72222222222222,81.15972222222223,26.852777777777767,26.595833333333335,,,,3.6326388888888905,2.8888888888888893,1181.8194444444443,0.0,0,1,0,0,0,0,0,0
2019-09-01,1.3,311.0,0.8,8.7,25.4,88.0,25.4,25.3,,,,1.2,1.1,2351.0,0.0,1,0,0,0,0,0,0,0
