,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North-West,North,South,West,South-West,North-East,East,South-East
2019-04-01,,,,,11.156944444444449,96.69444444444444,11.247222222222225,11.072916666666664,,,,,,,0.19791666666666666,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,12.830555555555561,84.02083333333333,12.963888888888894,12.703472222222228,,,,,,,0.009722222222222222,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,13.96319444444444,72.20833333333333,14.147916666666667,13.77361111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,15.96597222222221,65.90972222222223,16.18541666666666,15.741666666666662,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,15.431944444444449,76.89583333333333,15.598611111111106,15.266666666666667,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,15.834027777777777,73.65277777777777,16.02152777777777,15.644444444444437,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,19.420833333333334,64.5625,19.634027777777774,19.211805555555557,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,19.018750000000004,63.125,19.234027777777786,18.795138888888893,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,17.80208333333333,64.72916666666667,18.017361111111104,17.602083333333322,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,16.043750000000003,69.33333333333333,16.259722222222226,15.83402777777778,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,15.118749999999997,69.96527777777777,15.319444444444441,14.929861111111105,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,17.578472222222224,62.625,17.806249999999995,17.361805555555563,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,23.587500000000002,34.208333333333336,23.94722222222222,23.20694444444443,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,21.032638888888894,48.958333333333336,21.34861111111111,20.74305555555556,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,15.48263888888889,77.65277777777777,15.642361111111118,15.32847222222223,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,15.022916666666662,79.22916666666667,15.204166666666673,14.847916666666672,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,14.461805555555552,79.27083333333333,14.618749999999999,14.29027777777778,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,14.52430555555555,73.54861111111111,14.752777777777773,14.300694444444439,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,12.868749999999999,77.34027777777777,13.120833333333332,12.619444444444435,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,13.983333333333333,75.11111111111111,14.209722222222219,13.74861111111111,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,10.091666666666665,83.02777777777777,10.311805555555557,9.861805555555552,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,11.309722222222225,82.38888888888889,11.570138888888886,11.070833333333326,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,14.121527777777773,69.54166666666667,14.351388888888888,13.907638888888885,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,17.238194444444453,61.423611111111114,17.46666666666668,17.00972222222222,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,19.510416666666657,54.138888888888886,19.761805555555554,19.233333333333334,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,20.61180555555556,48.395833333333336,20.90208333333334,20.34722222222223,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,20.677083333333332,50.236111111111114,20.957638888888894,20.3986111111111,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-28,,,,,21.092361111111103,48.013888888888886,21.37847222222222,20.818055555555546,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-29,,,,,22.213194444444454,51.34027777777778,22.50625000000001,21.918055555555554,,,,,,,,1,0,0,0,0,0,0,0,0
2019-04-30,,,,,22.845138888888894,52.00694444444444,23.17152777777778,22.536805555555553,,,,,,,,1,0,0,0,0,0,0,0,0
2019-05-01,,,,,22.468055555555555,49.041666666666664,22.73263888888889,22.22222222222222,,,,,,,,1,0,0,0,0,0,0,0,0
2019-05-02,,,,,23.909722222222232,49.84722222222222,24.22083333333333,23.597222222222225,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-03,,,,,20.060416666666658,55.90277777777778,20.26875,19.856944444444455,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-04,,,,,18.15763888888889,69.61805555555556,18.378472222222225,17.947222222222237,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-05,,,,,22.718750000000007,49.770833333333336,22.988194444444446,22.438888888888886,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-06,,,,,25.58461538461538,37.16083916083916,25.995804195804197,25.160139860139846,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-07,,,,,19.3375,63.9375,19.584027777777784,19.100694444444436,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-08,,,,,17.80416666666666,64.31944444444444,18.01388888888888,17.600000000000005,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,16.39640287769784,62.53237410071942,16.60143884892088,16.187050359712224,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,16.677777777777774,59.86805555555556,16.89861111111112,16.470138888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,18.965277777777768,55.31944444444444,19.2326388888889,18.72222222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,23.127777777777787,41.9375,23.379861111111108,22.868749999999995,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,25.35486111111112,33.94444444444444,25.661805555555546,25.041666666666664,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,26.161111111111122,36.923611111111114,26.468055555555562,25.851388888888906,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,28.63611111111112,34.291666666666664,28.953472222222203,28.322916666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,26.995138888888885,42.5,27.312499999999996,26.67222222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,25.794444444444437,42.548611111111114,26.08263888888888,25.506944444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,21.883333333333344,52.9375,22.159722222222214,21.62222222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,21.64125874125873,52.90909090909091,21.854545454545455,21.423076923076938,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,23.43943661971831,56.267605633802816,23.67464788732394,23.22887323943661,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,25.740972222222226,46.201388888888886,25.980555555555547,25.49027777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,27.879166666666656,32.263888888888886,28.161805555555567,27.59097222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
