,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,9.814583333333333,78.86805555555556,9.927777777777777,9.706944444444444,,,,,,,0.0986111111111111,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,9.695833333333333,94.47916666666667,9.788194444444448,9.607638888888893,,,,,,,0.23888888888888904,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,8.34236111111111,89.16666666666667,8.506944444444445,8.173611111111109,,,,,,,0.009722222222222222,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,8.616197183098588,83.8943661971831,8.851408450704225,8.396478873239431,,,,,,,0.027464788732394368,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,10.229166666666668,84.45138888888889,10.459722222222224,10.022916666666667,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,11.45625,83.75,11.597222222222221,11.314583333333339,,,,,,,0.00625,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,10.874305555555559,80.52777777777777,11.103472222222221,10.655555555555553,,,,,,,0.0020833333333333337,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,10.932638888888889,75.65972222222223,11.134027777777781,10.743055555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,11.138194444444435,79.01388888888889,11.377083333333333,10.910416666666665,,,,,,,0.049305555555555554,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,14.373611111111115,62.25694444444444,14.669444444444448,14.081250000000002,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,18.51041666666667,40.61805555555556,18.82847222222222,18.20694444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,17.375694444444452,50.291666666666664,17.64583333333333,17.127083333333335,,,,,,,0.03333333333333333,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,11.996527777777779,88.22222222222223,12.13194444444445,11.864583333333336,,,,,,,0.11388888888888883,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,9.63055555555556,85.1875,9.837499999999999,9.449999999999994,,,,,,,0.1291666666666667,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,10.40138888888889,66.34722222222223,10.639583333333333,10.174305555555552,,,,,,,0.0,1,0,0,0,0,0,0,0,0
