,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,East,North-East,North,South-East,West,South
2019-02-15,4.325694444444447,172.11805555555554,1.5777777777777784,38.01180555555554,11.002777777777784,71.86111111111111,11.125,10.881944444444448,90.15972222222223,,,2.8124999999999996,1.834027777777778,1165.9791666666667,0.08263888888888889,1,0,0,0,0,0,0,0
2019-02-16,3.695833333333335,221.0625,1.5006944444444437,27.38194444444444,10.578472222222226,97.16666666666667,10.67638888888889,10.47777777777777,71.25,,,2.4624999999999995,1.7499999999999993,1181.5277777777778,0.10902777777777775,0,1,0,0,0,0,0,0
2019-02-17,2.4645833333333336,234.27083333333334,1.1833333333333327,21.734027777777786,9.879166666666661,92.04166666666667,10.027777777777775,9.738888888888884,176.42361111111111,,,1.8888888888888888,1.3965277777777778,1181.736111111111,0.036111111111111115,0,1,0,0,0,0,0,0
2019-02-18,1.9888888888888883,222.65277777777777,0.911111111111111,21.593750000000004,8.792361111111111,92.93055555555556,8.938888888888888,8.656944444444445,110.94444444444444,,,1.5333333333333337,1.1305555555555555,1183.3125,0.04652777777777778,0,1,0,0,0,0,0,0
2019-02-19,2.1486111111111117,210.66666666666666,0.9493055555555551,23.843750000000004,10.46111111111111,91.3125,10.609027777777778,10.328472222222217,114.70138888888889,,,1.6048611111111108,1.1243055555555557,1182.5347222222222,0.0,0,1,0,0,0,0,0,0
2019-02-20,1.572222222222222,214.88194444444446,0.6951388888888889,20.245833333333334,11.370833333333323,88.60416666666667,11.481944444444444,11.243750000000006,109.23611111111111,,,1.2548611111111105,0.858333333333333,1182.5555555555557,0.0020833333333333337,0,1,0,0,0,0,0,0
2019-02-21,1.9944444444444445,253.45138888888889,0.963194444444444,18.529861111111114,10.812500000000004,85.38194444444444,10.94652777777777,10.66875,114.75,,,1.5756944444444443,1.1479166666666656,1165.0,0.0,0,1,0,0,0,0,0,0
2019-02-22,2.434027777777777,238.53472222222223,1.1583333333333339,22.502083333333335,11.009722222222221,80.48611111111111,11.170138888888888,10.858333333333333,192.86111111111111,,,1.8437500000000009,1.3256944444444445,1166.0347222222222,0.0,0,1,0,0,0,0,0,0
2019-02-23,2.161111111111111,202.96527777777777,0.9874999999999997,27.494444444444454,11.73819444444445,81.8125,11.943750000000001,11.545833333333334,201.78472222222223,,,1.6930555555555553,1.1854166666666668,1165.3333333333333,0.0,0,1,0,0,0,0,0,0
2019-02-24,2.6041666666666674,199.65277777777777,1.2812500000000007,25.67291666666667,12.96805555555555,76.20138888888889,13.171527777777776,12.761111111111111,198.64583333333334,,,2.0374999999999996,1.4729166666666667,1182.5069444444443,0.0,0,1,0,0,0,0,0,0
2019-02-25,4.420138888888891,105.47916666666667,2.0256944444444454,37.463194444444426,16.66736111111112,54.56944444444444,16.922916666666666,16.420138888888882,199.84722222222223,,,3.1312499999999996,2.2159722222222213,1166.111111111111,0.0,1,0,0,0,0,0,0,0
