,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North,North-West,West,East,North-East,South,South-West,South-East
2019-04-01,,,,,12.990972222222222,88.30555555555556,13.125000000000004,12.86805555555556,,,,,,,0.052777777777777785,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,13.97916666666667,82.22222222222223,14.150694444444445,13.821527777777783,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,14.370138888888887,75.93055555555556,14.525694444444436,14.227083333333335,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,14.761111111111111,87.77777777777777,14.930555555555543,14.612499999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,14.694444444444441,90.50694444444444,14.85763888888889,14.534722222222225,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,16.89305555555555,80.57638888888889,17.104861111111113,16.67638888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,21.297916666666673,57.81944444444444,21.45,21.14166666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,18.120138888888903,81.89583333333333,18.30069444444444,17.94930555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,17.697222222222237,80.73611111111111,17.85416666666668,17.534722222222232,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,15.36111111111111,82.55555555555556,15.518749999999995,15.194444444444436,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,14.878472222222225,77.45833333333333,15.049305555555557,14.706249999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,16.168055555555554,84.23611111111111,16.315972222222218,16.01111111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,20.829861111111107,65.77083333333333,21.05625,20.60625,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,20.385416666666664,57.791666666666664,20.59444444444446,20.207638888888887,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,15.67361111111111,91.65972222222223,15.796527777777774,15.551388888888892,,,,,,,0.011805555555555557,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,16.020833333333332,83.92361111111111,16.18541666666667,15.86319444444445,,,,,,,0.004166666666666667,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,15.486805555555561,83.25694444444444,15.696527777777781,15.29583333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,15.068749999999998,76.60416666666667,15.273611111111109,14.870138888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,15.25902777777778,73.00694444444444,15.49166666666667,15.054861111111117,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,14.68333333333333,80.3125,14.886805555555545,14.477777777777773,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,13.118750000000004,73.50694444444444,13.374305555555544,12.86249999999999,,,,,,,0.007638888888888888,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,13.306944444444442,72.15972222222223,13.547916666666667,13.084722222222219,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,14.418749999999996,73.27083333333333,14.611805555555556,14.230555555555547,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,17.36319444444444,62.798611111111114,17.59513888888889,17.12986111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,19.543749999999996,52.541666666666664,19.774305555555546,19.32777777777779,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,20.678472222222226,54.763888888888886,20.936805555555555,20.427777777777777,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,20.21041666666666,65.66666666666667,20.42916666666667,19.993750000000002,,,,,,,0.0,1,0,0,0,0,0,0,0,0
