,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,13.23611111111111,60.21527777777778,13.338194444444444,13.125,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,12.92916666666667,88.06944444444444,13.039583333333331,12.825,,,,,,,0.07569444444444444,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,12.400694444444444,79.27777777777777,12.517361111111109,12.287499999999994,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,10.92307692307692,90.97902097902097,11.039160839160834,10.8034965034965,,,,,,,0.0006993006993006993,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,11.484027777777781,96.32638888888889,11.58125,11.388194444444444,,,,,,,0.026388888888888892,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,13.136111111111113,90.32638888888889,13.256944444444445,13.03333333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,12.706250000000002,87.36111111111111,12.837500000000004,12.608333333333336,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,12.205555555555549,89.09027777777777,12.330555555555557,12.075000000000005,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,12.491666666666667,89.13888888888889,12.629166666666666,12.359722222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,13.020833333333332,87.84722222222223,13.16111111111111,12.868055555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,18.52499999999999,58.895833333333336,18.69236111111112,18.351388888888902,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,15.59236111111111,63.96527777777778,15.739583333333327,15.457638888888892,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,14.34375,95.78472222222223,14.483333333333329,14.21458333333333,,,,,,,0.1944444444444445,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,12.318749999999993,89.04166666666667,12.488194444444439,12.15763888888889,,,,,,,0.24305555555555555,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,12.94375,82.11805555555556,13.069444444444438,12.820138888888886,,,,,,,0.004861111111111111,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,11.895833333333336,97.99305555555556,11.97013888888889,11.829861111111107,,,,,,,0.08194444444444443,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,12.996527777777777,76.72916666666667,13.120833333333325,12.881944444444436,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,13.250000000000002,93.58333333333333,13.360416666666671,13.134722222222226,,,,,,,0.034722222222222224,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,12.309027777777784,93.16666666666667,12.42847222222222,12.20208333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,13.279166666666661,90.5,13.420833333333334,13.14583333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,13.374305555555551,90.11805555555556,13.491666666666662,13.262499999999994,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,14.184027777777782,85.70833333333333,14.322222222222223,14.041666666666664,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,12.74513888888889,84.38194444444444,12.891666666666673,12.583333333333336,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,13.52361111111111,85.91666666666667,13.65625,13.40208333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,14.227464788732396,82.65492957746478,14.354225352112675,14.10915492957746,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,14.597916666666666,78.94444444444444,14.723611111111113,14.462499999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,17.23055555555557,64.07638888888889,17.368055555555554,17.10277777777778,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,14.004166666666666,79.56944444444444,14.09791666666667,13.909027777777776,,,,,,,0.11736111111111115,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,15.615277777777786,70.52083333333333,15.722916666666663,15.511805555555558,,,,,,,0.0,1,0,0,0,0,0,0,0,0
