,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-02-15,9.163888888888888,147.25694444444446,6.10416666666667,10.369444444444445,10.87083333333333,81.42361111111111,11.027083333333334,10.721527777777778,,,,7.599999999999998,6.547916666666668,1166.6527777777778,0.16249999999999998,0,1,0,0,0,0,0,0
2019-02-16,7.718055555555556,172.86111111111111,5.563194444444443,12.352083333333333,12.741666666666667,80.44444444444444,12.936805555555544,12.555555555555555,,,,6.799305555555558,6.068055555555555,1166.6319444444443,0.13055555555555562,0,1,0,0,0,0,0,0
2019-02-17,4.6625,129.38194444444446,3.449305555555556,13.038888888888886,11.680555555555557,79.77083333333333,11.861111111111107,11.515277777777776,,,,4.155555555555556,3.711111111111111,1182.1180555555557,0.03125,0,1,0,0,0,0,0,0
2019-02-18,4.533566433566433,161.4965034965035,3.484615384615384,8.227272727272728,11.685314685314681,75.3006993006993,11.834965034965037,11.536363636363635,,,,4.079720279720281,3.6538461538461537,1182.7062937062938,0.0,0,1,0,0,0,0,0,0
2019-02-19,4.477777777777773,162.21527777777777,3.5687500000000023,6.849305555555558,12.656944444444438,82.04861111111111,12.828472222222228,12.51111111111111,,,,4.092361111111113,3.7583333333333337,1181.048611111111,0.0,0,1,0,0,0,0,0,0
2019-02-20,3.5180555555555584,136.90277777777777,2.802777777777779,7.710416666666668,12.439583333333339,84.11805555555556,12.57986111111111,12.314583333333328,,,,3.211805555555556,2.953472222222223,1165.7152777777778,0.05555555555555555,0,1,0,0,0,0,0,0
2019-02-21,3.7708333333333326,168.13194444444446,2.999999999999999,6.709027777777774,12.488194444444439,77.97222222222223,12.654166666666661,12.316666666666666,,,,3.4541666666666653,3.15,1182.5902777777778,0.0,0,1,0,0,0,0,0,0
2019-02-22,3.7305555555555534,167.59722222222223,3.0263888888888877,6.26875,12.329166666666662,76.86111111111111,12.499999999999998,12.169444444444439,,,,3.434027777777779,3.144444444444445,1182.9583333333333,0.0,0,1,0,0,0,0,0,0
2019-02-23,4.270833333333335,151.17361111111111,3.2166666666666672,9.697916666666664,12.845833333333333,77.74305555555556,13.01666666666667,12.684722222222229,,,,3.803472222222221,3.410416666666665,1164.3472222222222,0.006944444444444444,0,1,0,0,0,0,0,0
2019-02-24,4.209027777777778,129.45833333333334,3.0472222222222225,10.711111111111112,13.273611111111114,77.35416666666667,13.434722222222222,13.113194444444442,,,,3.6951388888888883,3.2375,1165.576388888889,0.0,0,1,0,0,0,0,0,0
2019-02-25,5.584722222222222,188.53472222222223,3.697222222222222,17.871527777777775,17.839583333333323,55.895833333333336,18.047222222222207,17.604166666666664,,,,4.595138888888886,3.9131944444444446,1182.7847222222222,0.0,0,0,0,1,0,0,0,0
2019-02-26,11.309027777777777,193.55555555555554,8.367361111111114,7.76388888888889,17.888888888888896,57.05555555555556,18.052083333333336,17.749305555555544,,,,9.794444444444448,8.742361111111112,1182.5833333333333,0.013194444444444446,0,0,0,1,0,0,0,0
2019-02-27,11.480555555555545,257.44444444444446,8.543750000000001,7.99166666666667,15.42361111111111,75.49305555555556,15.668055555555542,15.19374999999999,,,,10.190277777777776,9.090277777777775,1181.4027777777778,0.10486111111111111,0,0,0,1,0,0,0,0
2019-02-28,14.348611111111113,286.7083333333333,10.682638888888894,9.046527777777776,13.363888888888878,67.61805555555556,13.59513888888888,13.12083333333333,,,,12.651388888888896,11.26805555555556,1165.7708333333333,0.03194444444444445,0,0,1,0,0,0,0,0
2019-03-01,6.721527777777776,276.1736111111111,4.804861111111112,11.015972222222215,13.968055555555551,55.625,14.120138888888883,13.822222222222212,,,,5.977777777777776,5.136111111111113,1165.888888888889,0.004861111111111111,0,0,1,0,0,0,0,0
