,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,North,West,East,South
2019-04-01,7.111111111111111,236.01388888888889,3.893055555555554,16.369444444444447,6.412500000000002,99.49305555555556,6.484027777777779,6.334722222222225,62.81944444444444,,,5.377777777777776,4.2069444444444475,1181.951388888889,0.14513888888888898,0,0,0,1,0,0,0,0
2019-04-02,4.806250000000002,241.57638888888889,2.7138888888888895,15.60416666666666,7.882638888888887,90.43055555555556,8.042361111111115,7.734722222222223,187.99305555555554,,,3.752777777777779,2.977777777777777,1165.513888888889,0.027083333333333334,0,0,0,1,0,0,0,0
2019-04-03,2.5166666666666653,216.63888888888889,1.3895833333333334,16.402083333333344,8.380555555555558,77.47916666666667,8.584722222222224,8.181944444444445,296.34027777777777,,,2.0986111111111097,1.5791666666666668,1181.6597222222222,0.0,0,0,0,1,0,0,0,0
2019-04-04,2.9618055555555554,222.77083333333334,1.7090277777777783,18.23958333333333,10.650694444444445,72.76388888888889,10.845833333333331,10.461111111111116,283.56944444444446,,,2.4409722222222223,1.929861111111111,1182.7916666666667,0.0,0,0,0,1,0,0,0,0
2019-04-05,4.372222222222221,262.65972222222223,2.7944444444444443,16.771527777777784,10.084027777777782,87.27777777777777,10.288888888888888,9.887499999999996,208.48611111111111,,,3.6368055555555534,3.0118055555555556,1182.451388888889,0.002777777777777778,0,0,0,1,0,0,0,0
2019-04-06,4.0,128.14583333333334,2.4729166666666664,20.956944444444442,10.902083333333335,76.90277777777777,11.10069444444445,10.709722222222217,192.36111111111111,,,3.3048611111111117,2.7013888888888897,1165.201388888889,0.004861111111111111,0,1,0,0,0,0,0,0
2019-04-07,3.918749999999999,173.06944444444446,2.330555555555555,19.953472222222224,14.295833333333327,67.88194444444444,14.496527777777779,14.111805555555563,266.2291666666667,,,3.2152777777777777,2.55763888888889,1182.2222222222222,0.0,0,1,0,0,0,0,0,0
2019-04-08,3.4847222222222216,245.4375,1.8951388888888887,19.9625,12.862499999999992,69.54861111111111,13.084027777777777,12.658333333333335,300.80555555555554,,,2.7513888888888887,2.0833333333333326,1165.8819444444443,0.0,0,0,0,1,0,0,0,0
2019-04-09,4.120138888888889,239.96527777777777,2.373611111111111,19.640972222222228,12.179166666666665,70.72916666666667,12.420138888888891,11.947916666666673,306.30555555555554,,,3.315277777777778,2.602777777777778,1166.5625,0.0,0,0,0,1,0,0,0,0
2019-04-10,7.721527777777778,283.7361111111111,4.658333333333332,14.55694444444444,10.114583333333334,81.85416666666667,10.315972222222223,9.929166666666665,252.375,,,6.009722222222221,4.902083333333332,1165.861111111111,0.0,0,0,1,0,0,0,0,0
2019-04-11,5.582638888888891,285.00694444444446,3.466666666666667,16.486111111111114,10.182638888888887,76.81944444444444,10.400000000000002,9.979166666666664,305.9861111111111,,,4.549305555555559,3.7166666666666663,1181.736111111111,0.0,0,0,1,0,0,0,0,0
2019-04-12,3.439583333333332,147.15972222222223,1.9625000000000001,21.31736111111111,12.24791666666667,62.90277777777778,12.514583333333333,12.000694444444443,318.2361111111111,,,2.806249999999998,2.1805555555555567,1165.8125,0.0,0,1,0,0,0,0,0,0
2019-04-13,6.254861111111111,77.36111111111111,3.9062499999999982,15.590972222222225,16.93263888888889,41.06944444444444,17.145138888888884,16.71944444444445,312.5,,,5.003472222222226,4.160416666666666,1181.6666666666667,0.0,1,0,0,0,0,0,0,0
2019-04-14,9.42986111111111,206.55555555555554,5.585416666666666,16.330555555555545,14.576388888888882,61.361111111111114,14.759027777777776,14.399999999999993,249.68055555555554,,,7.149305555555551,5.911805555555556,1182.3958333333333,0.0,0,0,0,1,0,0,0,0
2019-04-15,7.09236111111111,270.3333333333333,4.302083333333334,15.512499999999996,11.071527777777776,75.125,11.236805555555561,10.911111111111111,132.64583333333334,,,5.480555555555555,4.593055555555555,1181.25,0.019444444444444445,0,0,1,0,0,0,0,0
