,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-02-15,7.393055555555558,212.20138888888889,4.787499999999998,12.318055555555553,17.66458333333334,33.06944444444444,17.836805555555554,17.51041666666667,,,,6.281249999999999,5.203472222222221,1183.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-02-16,5.991666666666665,232.92361111111111,4.075000000000003,13.202083333333336,17.596527777777776,47.34722222222222,17.759027777777785,17.450694444444448,,,,5.14652777777778,4.402777777777777,1182.2777777777778,0.0,0,0,1,0,0,0,0,0
2019-02-17,4.380555555555555,213.89583333333334,3.0638888888888887,12.043055555555553,15.387499999999996,59.083333333333336,15.602777777777781,15.194444444444448,,,,3.756944444444443,3.2958333333333347,1182.4444444444443,0.0,0,0,1,0,0,0,0,0
2019-02-18,4.400699300699301,199.62237762237763,3.068531468531468,14.468531468531468,14.76223776223776,59.65734265734266,14.980419580419579,14.58041958041958,,,,3.8083916083916085,3.30979020979021,1184.048951048951,0.0,0,0,1,0,0,0,0,0
2019-02-19,4.697222222222224,224.5625,3.4694444444444446,9.727083333333333,15.559722222222227,59.25694444444444,15.794444444444455,15.341666666666672,,,,4.167361111111111,3.6777777777777763,1166.5625,0.0,0,0,1,0,0,0,0,0
2019-02-20,4.072222222222221,205.05555555555554,2.7673611111111107,16.18263888888889,17.681249999999995,57.19444444444444,17.87222222222223,17.507638888888895,,,,3.475694444444444,2.9798611111111115,1166.5277777777778,0.0,0,0,1,0,0,0,0,0
2019-02-21,5.4736111111111105,236.52083333333334,3.8124999999999982,10.976388888888895,16.66111111111111,58.6875,16.833333333333325,16.485416666666673,,,,4.654861111111113,4.063888888888891,1183.236111111111,0.0,0,0,1,0,0,0,0,0
2019-02-22,5.032638888888888,207.57638888888889,3.5090277777777783,13.11805555555556,16.118749999999995,57.604166666666664,16.300694444444442,15.936805555555553,,,,4.331944444444444,3.741666666666665,1181.6180555555557,0.0,0,0,1,0,0,0,0,0
2019-02-23,4.487499999999998,227.11111111111111,3.3152777777777787,12.371527777777782,16.656944444444456,57.951388888888886,16.859722222222228,16.468055555555562,,,,3.914583333333333,3.5166666666666697,1182.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-02-24,4.951388888888887,246.125,3.4819444444444443,14.333333333333327,18.324305555555554,52.875,18.506944444444446,18.139583333333334,,,,4.253472222222224,3.695833333333332,1166.3958333333333,0.0,0,0,1,0,0,0,0,0
2019-02-25,6.247916666666665,217.68055555555554,4.4638888888888895,12.959722222222224,21.30763888888888,37.68055555555556,21.593750000000007,21.042361111111116,,,,5.337499999999998,4.692361111111112,1182.0972222222222,0.0,0,0,1,0,0,0,0,0
2019-02-26,4.820138888888888,229.23611111111111,3.3812500000000005,14.247222222222227,20.57291666666667,30.930555555555557,20.91805555555557,20.21805555555555,,,,4.266666666666668,3.6590277777777778,1167.0416666666667,0.0,0,0,1,0,0,0,0,0
2019-02-27,7.729861111111109,225.38194444444446,4.915277777777776,14.815277777777778,17.93402777777778,61.145833333333336,18.163194444444443,17.707638888888884,,,,6.635416666666666,5.438888888888886,1181.798611111111,0.12430555555555557,0,0,1,0,0,0,0,0
2019-02-28,9.647222222222219,251.42361111111111,6.278472222222219,12.296527777777776,14.929861111111109,65.00694444444444,15.200694444444443,14.704166666666659,,,,8.188888888888886,6.9701388888888856,1181.8541666666667,0.06249999999999997,0,0,1,0,0,0,0,0
2019-03-01,5.499305555555555,218.84027777777777,3.8958333333333317,14.52569444444444,14.720833333333331,65.64583333333333,14.913888888888879,14.53125,,,,4.847916666666667,4.232638888888889,1182.1666666666667,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-03-02,3.7194444444444446,227.34027777777777,2.6090277777777775,12.365972222222222,15.830555555555545,68.90277777777777,16.003472222222214,15.677083333333336,,,,3.302777777777778,2.8402777777777772,1168.326388888889,0.0,0,0,1,0,0,0,0,0
