,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,East,North-East,North,South-East,West,South
2019-02-15,4.2131944444444445,169.60416666666666,2.512500000000001,17.610416666666666,13.448611111111111,72.09027777777777,13.592361111111108,13.309027777777782,162.63888888888889,,,3.3270833333333343,2.8138888888888887,1182.3333333333333,0.05486111111111111,1,0,0,0,0,0,0,0
2019-02-16,3.784027777777775,184.26388888888889,2.306944444444445,15.586805555555546,12.75972222222223,96.53472222222223,12.865277777777779,12.667361111111118,55.388888888888886,,,3.018055555555554,2.5604166666666663,1166.4305555555557,0.05069444444444446,0,1,0,0,0,0,0,0
2019-02-17,2.815277777777778,180.90972222222223,1.7069444444444446,15.863888888888884,11.893055555555556,89.88888888888889,12.033333333333326,11.747916666666667,166.26388888888889,,,2.2874999999999996,1.9465277777777779,1181.8541666666667,0.011111111111111112,1,0,0,0,0,0,0,0
2019-02-18,2.475524475524476,169.95104895104896,1.5601398601398597,16.690909090909095,10.74685314685314,88.8881118881119,10.901398601398602,10.605594405594404,159.26573426573427,,,2.0636363636363635,1.7664335664335664,1165.5384615384614,0.0006993006993006993,1,0,0,0,0,0,0,0
2019-02-19,3.239583333333334,175.32638888888889,2.0993055555555546,13.448611111111108,12.39652777777777,89.09027777777777,12.539583333333333,12.260416666666666,170.81944444444446,,,2.702777777777778,2.3173611111111097,1165.6875,0.0,1,0,0,0,0,0,0,0
2019-02-20,1.9472222222222237,156.88888888888889,1.2631944444444445,12.037500000000003,12.619444444444445,95.20833333333333,12.759722222222226,12.4875,106.6875,,,1.6347222222222213,1.4465277777777774,1182.5,0.001388888888888889,1,0,0,0,0,0,0,0
2019-02-21,2.2736111111111112,174.61805555555554,1.399305555555555,16.691666666666677,12.475000000000003,86.77083333333333,12.622222222222227,12.328472222222226,149.47916666666666,,,1.8645833333333326,1.5715277777777772,1182.0555555555557,0.0,1,0,0,0,0,0,0,0
2019-02-22,2.8597222222222216,170.48611111111111,1.8881944444444452,14.136111111111108,12.202777777777778,83.84027777777777,12.353472222222228,12.047916666666664,200.63888888888889,,,2.35625,2.0645833333333337,1183.048611111111,0.0,0,1,0,0,0,0,0,0
2019-02-23,2.5673611111111114,163.32638888888889,1.6680555555555556,15.731944444444443,12.913194444444446,86.4375,13.084027777777775,12.741666666666665,209.6875,,,2.157638888888888,1.853472222222222,1182.6944444444443,0.0,1,0,0,0,0,0,0,0
2019-02-24,2.9465277777777787,202.81944444444446,1.9104166666666664,15.797916666666671,14.795833333333329,78.59027777777777,14.96736111111111,14.628472222222225,202.70138888888889,,,2.5152777777777775,2.138194444444445,1166.798611111111,0.0,0,1,0,0,0,0,0,0
2019-02-25,4.855555555555555,218.5,2.6027777777777783,22.89375,19.23194444444445,52.86805555555556,19.39999999999999,19.041666666666668,202.43055555555554,,,3.8090277777777786,2.938888888888889,1166.2916666666667,0.0,0,1,0,0,0,0,0,0
2019-02-26,6.445138888888889,176.1875,3.5902777777777786,19.538888888888888,18.764583333333338,49.44444444444444,18.939583333333342,18.59861111111111,191.125,,,4.81111111111111,3.9222222222222225,1181.798611111111,0.0,1,0,0,0,0,0,0,0
2019-02-27,6.156249999999999,173.8125,3.7062500000000003,15.375694444444447,14.46944444444445,95.85416666666667,14.622222222222222,14.327083333333336,81.4375,,,4.8131944444444414,4.117361111111112,1166.7222222222222,0.1666666666666667,1,0,0,0,0,0,0,0
2019-02-28,7.415972222222221,217.59722222222223,4.325694444444446,13.951388888888888,12.645138888888884,86.625,12.883333333333333,12.41944444444444,150.40277777777777,,,5.787500000000003,4.869444444444443,1182.7569444444443,0.05416666666666667,0,1,0,0,0,0,0,0
2019-03-01,4.07083333333333,205.49305555555554,2.671527777777777,12.30138888888889,12.575694444444444,80.18055555555556,12.732638888888893,12.416666666666668,156.38888888888889,,,3.3736111111111113,2.9368055555555546,1181.7847222222222,0.0006944444444444445,0,1,0,0,0,0,0,0
2019-03-02,3.770833333333334,181.875,2.3361111111111104,13.556944444444449,13.539583333333333,92.60416666666667,13.66736111111111,13.411111111111104,99.35416666666667,,,3.0840277777777785,2.5993055555555546,1181.9027777777778,0.017361111111111112,0,1,0,0,0,0,0,0
2019-03-03,2.9506944444444447,154.82638888888889,1.781944444444445,16.543749999999992,12.36249999999999,87.53472222222223,12.517361111111116,12.21666666666667,127.5,,,2.3687500000000004,1.9777777777777787,1166.2847222222222,0.0,1,0,0,0,0,0,0,0
2019-03-04,2.2763888888888877,159.27083333333334,1.4055555555555552,16.184722222222213,12.880555555555548,98.00694444444444,13.00694444444444,12.750694444444445,150.32638888888889,,,1.9263888888888892,1.6020833333333333,1166.486111111111,0.03958333333333333,1,0,0,0,0,0,0,0
2019-03-05,2.636805555555555,173.36805555555554,1.6965277777777779,13.854166666666664,14.108333333333333,85.77777777777777,14.251388888888885,13.96180555555555,174.76388888888889,,,2.1625000000000005,1.877777777777778,1182.298611111111,0.0,1,0,0,0,0,0,0,0
2019-03-06,3.254861111111112,195.59027777777777,1.9534722222222216,18.49930555555555,14.993055555555552,82.59722222222223,15.174305555555552,14.831944444444446,222.35416666666666,,,2.6090277777777775,2.1562499999999996,1183.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-03-07,4.1944444444444455,205.64583333333334,2.6090277777777784,13.197222222222228,14.068055555555558,86.33333333333333,14.216666666666667,13.907638888888886,129.375,,,3.2999999999999994,2.855555555555556,1182.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-03-08,4.083333333333334,208.05555555555554,2.559027777777777,14.36597222222222,15.241666666666665,76.75694444444444,15.454861111111114,15.04652777777778,249.125,,,3.3395833333333327,2.8347222222222204,1182.5,0.0,0,1,0,0,0,0,0,0
2019-03-09,2.6034722222222215,169.81944444444446,1.7291666666666656,12.531249999999988,13.625000000000007,74.97222222222223,13.78263888888889,13.467361111111124,250.27083333333334,,,2.1694444444444447,1.8895833333333332,1165.4375,0.0,0,1,0,0,0,0,0,0
2019-03-10,3.681944444444445,170.82638888888889,2.2930555555555556,14.557638888888894,13.815972222222225,81.65972222222223,13.977083333333335,13.647916666666669,230.68055555555554,,,2.9868055555555553,2.490972222222223,1182.423611111111,0.0,0,1,0,0,0,0,0,0
2019-03-11,2.2944444444444443,174.29166666666666,1.2847222222222219,13.646527777777779,14.993749999999997,86.72916666666667,15.16597222222222,14.82083333333333,202.04166666666666,,,1.8409722222222225,1.527083333333333,1181.513888888889,0.0,1,0,0,0,0,0,0,0
2019-03-12,2.3236111111111106,163.92361111111111,1.39375,14.94166666666667,15.992361111111109,84.03472222222223,16.157638888888883,15.836805555555555,213.05555555555554,,,1.9416666666666664,1.6027777777777774,1166.1458333333333,0.0,1,0,0,0,0,0,0,0
2019-03-13,3.818055555555556,187.97222222222223,2.25,17.15138888888888,17.13333333333333,69.18055555555556,17.316666666666674,16.957638888888884,203.28472222222223,,,3.0972222222222214,2.575694444444445,1182.6458333333333,0.0,0,1,0,0,0,0,0,0
2019-03-14,4.124999999999999,172.36111111111111,2.5909722222222205,12.74375,13.66319444444445,91.39583333333333,13.829166666666667,13.50555555555556,97.5625,,,3.359722222222222,2.877777777777778,1182.1319444444443,0.001388888888888889,1,0,0,0,0,0,0,0
