,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,North,East,West,South-East,South,North-East
2019-05-26,3.842361111111113,164.68055555555554,2.3270833333333334,17.445833333333322,24.7986111111111,56.548611111111114,24.972916666666677,24.63541666666668,,,,3.067361111111111,2.5486111111111107,1166.8194444444443,0.0,1,0,0,0,0,0,0,0
2019-05-27,2.919444444444444,167.83333333333334,1.7972222222222227,17.309027777777775,25.71805555555556,60.44444444444444,25.872916666666658,25.552777777777766,,,,2.377083333333333,1.9673611111111116,1181.1944444444443,0.0,1,0,0,0,0,0,0,0
2019-05-28,2.3187499999999996,142.41666666666666,1.411805555555555,17.745138888888885,26.91527777777777,66.625,27.044444444444462,26.775000000000002,,,,1.9083333333333325,1.5486111111111105,1181.888888888889,0.0,1,0,0,0,0,0,0,0
2019-05-29,2.8354166666666676,142.69444444444446,1.7465277777777781,21.420138888888886,29.256250000000005,57.208333333333336,29.45208333333333,29.05972222222222,,,,2.377083333333335,1.938888888888888,1164.9375,0.0,1,0,0,0,0,0,0,0
2019-05-30,3.240277777777779,225.52777777777777,1.8298611111111103,25.16458333333333,31.73611111111111,35.75694444444444,31.977083333333326,31.51388888888889,,,,2.640277777777778,2.0402777777777765,1182.1180555555557,0.0,0,1,0,0,0,0,0,0
2019-05-31,3.143749999999999,191.11805555555554,1.6875000000000007,24.42777777777777,31.753472222222214,38.1875,32.02708333333334,31.50069444444445,,,,2.4770833333333337,1.9180555555555567,1182.236111111111,0.0,0,1,0,0,0,0,0,0
2019-06-01,3.352083333333331,181.31944444444446,1.927777777777778,21.083333333333336,29.199999999999996,53.30555555555556,29.397916666666674,29.015972222222217,,,,2.661805555555555,2.15625,1182.3333333333333,0.0,1,0,0,0,0,0,0,0
2019-06-02,2.763636363636364,164.46153846153845,1.6398601398601396,19.022377622377626,27.992307692307698,60.81818181818182,28.154545454545453,27.835664335664337,,,,2.2566433566433566,1.8279720279720282,1163.1818181818182,0.0,1,0,0,0,0,0,0,0
2019-06-03,3.098611111111112,148.82638888888889,1.8041666666666676,23.052083333333336,29.643055555555538,56.11805555555556,29.812499999999986,29.465972222222206,,,,2.523611111111112,2.011805555555556,1182.2152777777778,0.0,1,0,0,0,0,0,0,0
2019-06-04,3.748611111111111,174.9375,2.200694444444444,18.97500000000001,30.69374999999999,47.30555555555556,30.888888888888896,30.504166666666677,,,,3.0027777777777764,2.450000000000001,1183.013888888889,0.0,1,0,0,0,0,0,0,0
2019-06-05,4.663194444444445,234.18055555555554,2.856944444444443,19.592361111111114,31.918055555555547,36.40972222222222,32.125000000000014,31.722222222222214,,,,3.7465277777777777,3.127083333333333,1182.8680555555557,0.0,0,1,0,0,0,0,0,0
2019-06-06,2.7013888888888884,167.40972222222223,1.4743055555555555,31.11180555555556,30.6652777777778,43.94444444444444,30.865277777777788,30.4611111111111,,,,2.2652777777777757,1.7500000000000002,1182.298611111111,0.0,1,0,0,0,0,0,0,0
2019-06-07,3.6555555555555577,189.88194444444446,2.154166666666667,24.215972222222224,31.169444444444466,39.979166666666664,31.352083333333326,30.979861111111106,,,,2.98125,2.4194444444444447,1181.625,0.0,0,1,0,0,0,0,0,0
2019-06-08,3.886111111111113,191.15277777777777,2.205555555555557,19.195138888888895,28.53055555555555,60.94444444444444,28.656944444444452,28.399305555555554,,,,3.0076388888888888,2.4125000000000023,1165.513888888889,0.0,0,1,0,0,0,0,0,0
2019-06-09,3.8895833333333334,188.17361111111111,2.215972222222223,20.002083333333335,28.136111111111113,59.06944444444444,28.272222222222222,28.0125,,,,3.0256944444444445,2.411111111111112,1183.6458333333333,0.0,0,1,0,0,0,0,0,0
2019-06-10,3.4499999999999997,195.49305555555554,2.052777777777778,17.047222222222224,28.140972222222224,45.611111111111114,28.311111111111106,27.971527777777773,,,,2.7708333333333335,2.2409722222222226,1167.2569444444443,0.0,0,1,0,0,0,0,0,0
2019-06-11,3.365734265734268,234.6853146853147,1.9293706293706303,18.15944055944055,30.167132867132885,36.82517482517483,30.348251748251762,29.98181818181819,,,,2.669930069930071,2.1300699300699297,1182.7132867132866,0.0,0,1,0,0,0,0,0,0
2019-06-12,4.997222222222222,234.29166666666666,2.805555555555555,18.282638888888883,28.953472222222224,48.34722222222222,29.11250000000002,28.79374999999998,,,,3.7652777777777757,3.045138888888887,1182.0902777777778,0.0,0,1,0,0,0,0,0,0
2019-06-13,4.715277777777778,185.23611111111111,2.646527777777777,19.60555555555556,27.72916666666668,56.24305555555556,27.88333333333333,27.59930555555555,,,,3.603472222222223,2.872916666666666,1167.0416666666667,0.0,1,0,0,0,0,0,0,0
2019-06-14,4.685416666666667,206.82638888888889,2.8701388888888895,15.136805555555554,27.95555555555555,57.6875,28.091666666666665,27.818055555555556,,,,3.7534722222222245,3.0930555555555554,1181.6458333333333,0.0,0,1,0,0,0,0,0,0
2019-06-15,3.617361111111111,197.45138888888889,2.014583333333333,22.128472222222236,28.12986111111111,62.104166666666664,28.282638888888886,27.98819444444446,,,,2.7999999999999985,2.226388888888889,1182.173611111111,0.0,0,1,0,0,0,0,0,0
2019-06-16,3.881249999999999,216.9375,2.1562499999999996,18.036111111111108,28.74236111111111,58.736111111111114,28.890972222222203,28.600000000000005,,,,2.977777777777778,2.352083333333333,1181.5277777777778,0.0,0,1,0,0,0,0,0,0
2019-06-17,4.689583333333334,220.44444444444446,2.635416666666668,16.981249999999996,28.57361111111112,58.208333333333336,28.714583333333337,28.441666666666663,,,,3.5374999999999996,2.847222222222222,1182.1944444444443,0.0,0,1,0,0,0,0,0,0
2019-06-18,4.083333333333332,202.65277777777777,2.3152777777777773,16.927083333333336,28.11388888888888,60.05555555555556,28.25694444444446,27.981944444444455,,,,3.090277777777779,2.509027777777777,1182.1041666666667,0.0,0,1,0,0,0,0,0,0
2019-06-19,4.472222222222221,213.5625,2.604861111111113,15.759027777777789,28.24027777777778,57.958333333333336,28.390972222222207,28.101388888888895,,,,3.4583333333333335,2.8152777777777787,1182.6180555555557,0.0,0,1,0,0,0,0,0,0
