,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,South,West,South-East,North-East,North,East
2019-04-19,4.551388888888889,236.46527777777777,2.026388888888889,28.527777777777754,19.165972222222237,49.013888888888886,19.330555555555552,19.005555555555553,298.88194444444446,,,3.2020833333333325,2.296527777777779,1180.7152777777778,0.0,0,1,0,0,0,0,0,0
2019-04-20,5.602777777777779,212.48611111111111,2.4944444444444445,32.047916666666666,19.200000000000006,51.84722222222222,19.36319444444444,19.042361111111106,191.70833333333334,,,3.815972222222223,2.8152777777777773,1181.763888888889,0.001388888888888889,0,1,0,0,0,0,0,0
2019-04-21,6.426388888888888,213.63194444444446,2.9347222222222227,30.593055555555566,17.01944444444443,49.104166666666664,17.299305555555563,16.76319444444444,206.72222222222223,,,4.542361111111112,3.397222222222222,1183.1805555555557,0.008333333333333335,0,1,0,0,0,0,0,0
2019-04-22,4.760416666666668,235.55555555555554,2.2958333333333334,28.688888888888894,17.16713286713287,50.48251748251748,17.359440559440568,16.97342657342657,264.47222222222223,,,3.5034722222222223,2.5833333333333335,1165.625,0.0,0,1,0,0,0,0,0,0
2019-04-23,2.78888888888889,175.61111111111111,1.2131944444444445,29.652777777777764,19.143749999999997,51.38194444444444,19.33472222222222,18.94027777777778,294.875,,,2.015277777777777,1.4409722222222223,1182.5694444444443,0.0,0,1,0,0,0,0,0,0
2019-04-24,2.8312499999999994,181.16666666666666,1.3173611111111108,28.01527777777778,22.440972222222225,43.770833333333336,22.630555555555546,22.23194444444443,274.94444444444446,,,2.0243055555555562,1.4895833333333335,1182.236111111111,0.0,1,0,0,0,0,0,0,0
2019-04-25,2.5187500000000003,168.28472222222223,1.1388888888888884,28.65555555555555,24.16666666666667,37.21527777777778,24.35902777777777,23.988194444444435,275.94444444444446,,,1.8666666666666667,1.3236111111111106,1182.6041666666667,0.0,1,0,0,0,0,0,0,0
2019-04-26,3.072222222222224,190.375,1.4645833333333333,30.017361111111125,26.105555555555547,34.388888888888886,26.32083333333331,25.89791666666666,289.7986111111111,,,2.2506944444444437,1.6708333333333336,1182.0069444444443,0.0,0,1,0,0,0,0,0,0
2019-04-27,3.8298611111111103,145.09722222222223,1.8972222222222226,23.956944444444453,26.998611111111117,28.03472222222222,27.19305555555556,26.81875,275.02777777777777,,,2.762499999999999,2.083333333333334,1164.3333333333333,0.0,1,0,0,0,0,0,0,0
2019-04-28,2.609027777777777,140.77083333333334,1.1208333333333336,33.02500000000001,26.101388888888884,34.05555555555556,26.31944444444445,25.897222222222226,300.49305555555554,,,1.9173611111111108,1.3215277777777776,1181.9166666666667,0.0,1,0,0,0,0,0,0,0
2019-04-29,1.9173611111111108,167.79861111111111,0.8333333333333337,31.638888888888914,27.476388888888888,33.020833333333336,27.70555555555556,27.243750000000006,288.5416666666667,,,1.4527777777777777,1.0312500000000009,1182.548611111111,0.0,1,0,0,0,0,0,0,0
2019-04-30,3.0618055555555554,159.99305555555554,1.4562499999999998,27.102777777777778,27.956249999999997,31.76388888888889,28.15277777777779,27.756250000000012,237.52083333333334,,,2.2388888888888907,1.6659722222222226,1181.861111111111,0.0,1,0,0,0,0,0,0,0
2019-05-01,2.217482517482518,142.21678321678323,1.0265734265734265,24.17412587412588,27.427972027972036,35.27972027972028,27.620279720279722,27.234265734265744,273.5244755244755,,,1.6881118881118875,1.1909090909090905,1179.6573426573427,0.0,1,0,0,0,0,0,0,0
2019-05-02,3.2444444444444436,205.38194444444446,1.4972222222222222,33.883333333333354,29.10208333333334,30.95138888888889,29.290972222222237,28.908333333333353,129.10416666666666,,,2.3909722222222225,1.7777777777777777,1183.0902777777778,0.0,0,1,0,0,0,0,0,0
2019-05-03,5.72777777777778,231.09027777777777,2.7555555555555564,27.84930555555557,24.860416666666676,43.604166666666664,25.0451388888889,24.694444444444446,194.60416666666666,,,4.113888888888888,3.1125000000000016,1181.5555555555557,0.0,0,1,0,0,0,0,0,0
2019-05-04,2.9104166666666673,137.33333333333334,1.2673611111111107,34.49027777777779,23.179861111111112,50.395833333333336,23.401388888888892,22.95902777777779,312.18055555555554,,,2.0569444444444454,1.4729166666666662,1182.4652777777778,0.0,1,0,0,0,0,0,0,0
2019-05-05,2.024285714285715,155.04285714285714,0.8878571428571432,27.976428571428567,27.13846153846155,39.76923076923077,27.35874125874126,26.923776223776226,315.84722222222223,,,1.5257142857142858,1.0635714285714282,1191.3428571428572,0.0,1,0,0,0,0,0,0,0
2019-05-06,3.5576388888888886,160.88888888888889,1.3888888888888886,36.0465277777778,30.038194444444457,27.38888888888889,30.229861111111113,29.84027777777777,214.29861111111111,,,2.4291666666666663,1.709722222222222,1182.326388888889,0.0,1,0,0,0,0,0,0,0
2019-05-07,4.766666666666666,234.56944444444446,2.2847222222222214,29.269444444444446,24.96736111111111,44.451388888888886,25.123611111111117,24.82083333333334,289.22222222222223,,,3.509027777777776,2.607638888888889,1166.7291666666667,0.0,0,1,0,0,0,0,0,0
2019-05-08,3.977777777777775,203.97916666666666,1.786111111111111,31.036111111111122,22.39305555555555,47.423611111111114,22.588888888888896,22.21458333333334,285.8541666666667,,,2.825694444444446,2.020138888888889,1165.8541666666667,0.0,0,1,0,0,0,0,0,0
2019-05-09,4.447482014388489,208.71942446043167,2.167625899280576,30.62949640287769,21.318705035971217,49.96402877697842,21.50287769784173,21.143884892086334,271.136690647482,,,3.194244604316548,2.417985611510792,1156.1726618705036,0.0,0,1,0,0,0,0,0,0
2019-05-10,2.9763888888888883,168.54166666666666,1.2881944444444444,31.781250000000014,21.82291666666666,48.125,22.02152777777778,21.619444444444454,313.7708333333333,,,2.140972222222221,1.523611111111111,1182.013888888889,0.0,1,0,0,0,0,0,0,0
2019-05-11,2.3562499999999984,151.23611111111111,1.0243055555555554,29.852777777777774,23.93333333333333,41.520833333333336,24.129166666666666,23.73958333333333,321.00694444444446,,,1.7347222222222227,1.204166666666666,1180.7847222222222,0.0,1,0,0,0,0,0,0,0
2019-05-12,3.276388888888888,164.80555555555554,1.4729166666666669,30.545138888888907,28.042361111111106,31.4375,28.243055555555564,27.841666666666672,314.02777777777777,,,2.30763888888889,1.675694444444444,1165.3125,0.0,1,0,0,0,0,0,0,0
2019-05-13,2.791666666666666,163.59027777777777,1.2437500000000001,30.551388888888905,29.652083333333355,26.29861111111111,29.870138888888885,29.424305555555545,313.49305555555554,,,1.9562500000000007,1.4291666666666667,1165.5555555555557,0.0,1,0,0,0,0,0,0,0
2019-05-14,2.930555555555554,147.24305555555554,1.3243055555555558,31.45069444444444,30.763194444444462,23.041666666666668,30.99305555555555,30.534027777777776,316.1041666666667,,,2.1229166666666672,1.518055555555555,1166.1597222222222,0.0,1,0,0,0,0,0,0,0
2019-05-15,2.542361111111111,164.76388888888889,0.9861111111111113,32.8111111111111,31.335416666666674,30.319444444444443,31.53402777777778,31.12152777777777,300.3125,,,1.702777777777778,1.1500000000000001,1182.2083333333333,0.0,1,0,0,0,0,0,0,0
2019-05-16,2.4659722222222213,173.70833333333334,1.1055555555555552,31.59513888888887,31.402083333333344,31.3125,31.63055555555554,31.178472222222208,300.68055555555554,,,1.8104166666666666,1.286805555555554,1165.1041666666667,0.0,1,0,0,0,0,0,0,0
2019-05-17,4.132638888888889,195.55555555555554,1.8493055555555549,32.419444444444444,30.368749999999995,30.395833333333332,30.588888888888885,30.138194444444437,302.03472222222223,,,2.854861111111111,2.110416666666666,1181.7847222222222,0.0,0,1,0,0,0,0,0,0
2019-05-18,2.7486111111111104,182.30555555555554,1.2326388888888888,29.844444444444427,27.40833333333333,36.96527777777778,27.608333333333334,27.208333333333318,313.0416666666667,,,2.0215277777777776,1.4444444444444438,1165.576388888889,0.0,0,1,0,0,0,0,0,0
2019-05-19,4.190972222222224,153.89583333333334,1.9256944444444446,29.757638888888874,26.82222222222223,32.90277777777778,27.01805555555556,26.640277777777783,326.4166666666667,,,3.020833333333335,2.1500000000000004,1181.5208333333333,0.0,1,0,0,0,0,0,0,0
2019-05-20,3.7680555555555557,176.60416666666666,1.6777777777777774,31.285416666666695,28.310416666666672,44.145833333333336,28.490972222222215,28.12708333333332,310.0208333333333,,,2.687500000000001,1.9152777777777774,1166.1180555555557,0.0,0,1,0,0,0,0,0,0
2019-05-21,2.51875,133.74305555555554,1.1006944444444444,31.872222222222206,30.904166666666672,35.1875,31.119444444444436,30.678472222222215,305.5833333333333,,,1.8444444444444446,1.290972222222222,1183.576388888889,0.0,1,0,0,0,0,0,0,0
2019-05-22,2.4243055555555575,159.29166666666666,1.0993055555555555,30.91458333333334,32.88055555555556,23.395833333333332,33.11319444444445,32.63888888888889,307.375,,,1.757638888888889,1.2958333333333334,1182.1041666666667,0.0,1,0,0,0,0,0,0,0
2019-05-23,2.2340277777777793,170.46527777777777,1.0090277777777774,25.140277777777776,34.50347222222223,20.180555555555557,34.71736111111111,34.28819444444446,294.77777777777777,,,1.6298611111111112,1.1833333333333327,1165.7777777777778,0.0,1,0,0,0,0,0,0,0
2019-05-24,3.588888888888887,178.625,1.545138888888889,28.720833333333335,36.20555555555556,18.069444444444443,36.43125,35.991666666666674,280.88194444444446,,,2.5680555555555546,1.7993055555555557,1181.986111111111,0.0,1,0,0,0,0,0,0,0
2019-05-25,4.451388888888889,108.31944444444444,1.9138888888888883,31.992361111111126,30.59444444444446,40.958333333333336,30.771527777777766,30.420138888888882,288.00694444444446,,,3.103472222222222,2.1958333333333324,1182.5833333333333,0.0,1,0,0,0,0,0,0,0
2019-05-26,3.723611111111109,112.97222222222223,1.5006944444444443,36.39791666666667,27.35416666666667,42.40972222222222,27.572222222222237,27.143055555555556,295.72222222222223,,,2.5833333333333326,1.7902777777777774,1181.9444444444443,0.0,1,0,0,0,0,0,0,0
2019-05-27,3.4583333333333335,143.23611111111111,1.5576388888888888,28.928472222222226,28.061111111111096,44.736111111111114,28.25486111111111,27.868055555555554,308.7083333333333,,,2.5173611111111107,1.7631944444444443,1166.2291666666667,0.0,1,0,0,0,0,0,0,0
2019-05-28,2.5236111111111117,154.36805555555554,0.9486111111111113,40.6701388888889,29.773611111111123,48.125,29.973611111111104,29.57083333333334,155.78761061946904,,,1.7652777777777784,1.1375000000000002,1182.2847222222222,0.0,1,0,0,0,0,0,0,0
2019-05-29,3.2527777777777778,149.25694444444446,1.4451388888888888,32.37638888888889,32.23541666666667,40.770833333333336,32.416666666666664,32.0451388888889,128.3177570093458,,,2.3,1.6583333333333337,1182.7083333333333,0.0,1,0,0,0,0,0,0,0
2019-05-30,3.763888888888889,166.0,1.8333333333333333,26.38125000000001,35.138888888888886,27.479166666666668,35.33819444444444,34.94027777777778,314.5,,,2.670833333333333,2.0333333333333328,1181.451388888889,0.0,1,0,0,0,0,0,0,0
2019-05-31,3.9229166666666666,147.875,1.810416666666667,31.847916666666656,34.94861111111111,24.645833333333332,35.176388888888866,34.73194444444442,300.43055555555554,,,2.7958333333333334,2.0437499999999993,1164.8194444444443,0.0,1,0,0,0,0,0,0,0
2019-06-01,3.6284722222222223,162.88888888888889,1.6340277777777783,36.60486111111112,32.61944444444444,31.166666666666668,32.83194444444445,32.413888888888884,318.2083333333333,,,2.572222222222222,1.8701388888888897,1182.326388888889,0.0,1,0,0,0,0,0,0,0
2019-06-02,3.2760563380281686,165.8732394366197,1.450704225352113,35.4450704225352,31.201408450704214,39.24647887323944,31.388732394366208,31.000000000000018,313.59154929577466,,,2.369014084507042,1.6866197183098595,1179.6830985915492,0.0,1,0,0,0,0,0,0,0
2019-06-03,3.6236111111111122,153.38888888888889,1.7479166666666661,34.25625000000002,32.557638888888896,38.97222222222222,32.74583333333334,32.38333333333335,318.9236111111111,,,2.61111111111111,1.9499999999999997,1166.0069444444443,0.0,1,0,0,0,0,0,0,0
2019-06-04,4.551388888888891,184.11111111111111,2.2027777777777775,26.474999999999998,33.40972222222223,32.701388888888886,33.58958333333334,33.2347222222222,306.9166666666667,,,3.247916666666667,2.433333333333333,1165.1527777777778,0.0,0,1,0,0,0,0,0,0
2019-06-05,4.154861111111113,190.5,2.0861111111111112,24.03819444444446,33.9375,29.118055555555557,34.10694444444445,33.76111111111112,286.59027777777777,,,2.952083333333333,2.282638888888888,1166.125,0.0,0,1,0,0,0,0,0,0
2019-06-06,3.8687500000000004,161.36805555555554,1.7791666666666666,28.531250000000007,34.02847222222223,29.645833333333332,34.18541666666667,33.86805555555558,230.80555555555554,,,2.685416666666666,1.9986111111111111,1181.4375,0.0,1,0,0,0,0,0,0,0
2019-06-07,5.400694444444445,196.86805555555554,2.6159722222222235,29.770138888888887,33.1548611111111,32.041666666666664,33.32083333333333,32.99027777777777,308.90972222222223,,,3.7729166666666663,2.8534722222222224,1181.3680555555557,0.0,0,1,0,0,0,0,0,0
2019-06-08,3.8361111111111126,175.65277777777777,1.6312500000000005,38.7659722222222,30.590972222222213,47.798611111111114,30.758333333333344,30.423611111111104,288.52777777777777,,,2.656250000000001,1.8527777777777783,1181.798611111111,0.0,1,0,0,0,0,0,0,0
2019-06-09,2.7187499999999996,155.0625,1.079166666666667,35.17083333333332,30.180555555555575,43.6875,30.368749999999995,30.001388888888883,321.90277777777777,,,1.9118055555555564,1.279861111111111,1183.375,0.0,1,0,0,0,0,0,0,0
2019-06-10,2.7770833333333313,163.33333333333334,1.1277777777777775,36.92777777777779,31.11458333333333,38.638888888888886,31.306250000000016,30.910416666666677,325.8541666666667,,,1.9729166666666673,1.34375,1182.3194444444443,0.0,1,0,0,0,0,0,0,0
2019-06-11,3.1881118881118877,163.95804195804195,1.3811188811188815,32.00629370629369,32.78041958041958,28.3986013986014,32.998601398601416,32.584615384615375,306.27272727272725,,,2.301398601398601,1.602797202797204,1166.923076923077,0.0,1,0,0,0,0,0,0,0
2019-06-12,4.511111111111109,191.69444444444446,2.065277777777778,32.99791666666668,31.26388888888889,37.59027777777778,31.46180555555556,31.075694444444466,313.15972222222223,,,3.1263888888888887,2.3298611111111116,1166.0625,0.0,0,1,0,0,0,0,0,0
2019-06-13,3.7291666666666665,211.61111111111111,1.6472222222222226,27.784722222222232,29.443055555555564,48.576388888888886,29.61458333333334,29.274305555555568,304.3125,,,2.6972222222222224,1.9180555555555563,1166.4166666666667,0.0,0,1,0,0,0,0,0,0
2019-06-14,3.602083333333333,180.83333333333334,1.6326388888888888,31.308333333333344,29.395833333333332,49.791666666666664,29.578472222222217,29.221527777777762,292.9166666666667,,,2.569444444444445,1.8673611111111117,1181.6180555555557,0.0,1,0,0,0,0,0,0,0
2019-06-15,3.2138888888888872,171.29166666666666,1.3618055555555553,33.15138888888889,30.123611111111106,49.0625,30.31597222222222,29.944444444444432,307.52777777777777,,,2.2777777777777786,1.5791666666666657,1181.201388888889,0.0,1,0,0,0,0,0,0,0
2019-06-16,3.7020833333333343,173.61805555555554,1.573611111111111,34.500694444444456,31.16319444444445,44.65277777777778,31.347916666666656,30.97569444444444,287.11805555555554,,,2.603472222222222,1.8354166666666663,1181.861111111111,0.0,1,0,0,0,0,0,0,0
2019-06-17,3.822916666666666,193.80555555555554,1.718055555555556,32.98541666666668,31.11875000000001,45.86805555555556,31.289583333333358,30.950000000000006,316.3888888888889,,,2.6930555555555546,1.9701388888888889,1181.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-06-18,3.096527777777778,154.39583333333334,1.2381944444444442,35.21666666666667,30.522222222222208,47.71527777777778,30.71180555555556,30.34722222222223,295.5625,,,2.206250000000001,1.464583333333333,1181.4652777777778,0.0,1,0,0,0,0,0,0,0
2019-06-19,3.225694444444446,186.29166666666666,1.3222222222222222,38.15,30.798611111111118,44.05555555555556,30.97222222222223,30.621527777777786,325.25,,,2.2923611111111106,1.5680555555555555,1166.6666666666667,0.0,0,1,0,0,0,0,0,0
