,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,South-East,South-West,North-East,East,North-West,South,North,West
2019-08-11,4.363194444444444,285.27777777777777,2.129861111111111,26.819444444444436,28.240972222222233,72.19444444444444,28.393055555555556,28.09236111111113,,,,3.2111111111111112,2.3416666666666655,1181.3541666666667,0.0,1,0,0,0,0,0,0,0
2019-08-12,4.238888888888891,270.84027777777777,2.1875000000000004,21.58263888888889,28.175,74.73611111111111,28.34097222222222,28.04166666666667,,,,3.1694444444444456,2.4152777777777796,1182.8819444444443,0.0,0,1,0,0,0,0,0,0
2019-08-13,3.498611111111111,253.75694444444446,1.8951388888888892,16.347222222222214,27.333333333333332,80.90277777777777,27.509722222222223,27.17430555555554,,,,2.636805555555555,2.081944444444444,1181.201388888889,0.0,0,1,0,0,0,0,0,0
2019-08-14,3.7638888888888906,235.71527777777777,1.8763888888888896,23.782638888888897,27.37986111111111,76.39583333333333,27.575000000000003,27.196527777777778,,,,2.8277777777777775,2.0937499999999996,1182.6944444444443,0.0,0,1,0,0,0,0,0,0
2019-08-15,3.493382352941178,224.3235294117647,1.9852941176470589,18.785294117647062,27.363235294117633,73.23529411764706,27.558823529411754,27.17720588235294,,,,2.745588235294117,2.1720588235294116,1182.9705882352941,0.0,0,1,0,0,0,0,0,0
2019-08-16,3.688888888888889,251.75694444444446,2.1645833333333333,16.01041666666667,27.418750000000017,60.875,27.64861111111112,27.17361111111112,,,,2.922222222222222,2.35486111111111,1164.8541666666667,0.0,0,1,0,0,0,0,0,0
2019-08-17,3.9680555555555554,256.71527777777777,1.9909722222222221,22.64791666666666,27.482638888888907,73.8125,27.67152777777779,27.299999999999997,,,,2.9888888888888885,2.2041666666666675,1165.7569444444443,0.0,0,1,0,0,0,0,0,0
2019-08-18,4.1645390070921975,261.16312056737587,1.9021276595744687,28.15673758865248,28.285106382978732,68.02836879432624,28.485815602836876,28.106382978723403,,,,2.9120567375886517,2.098581560283689,1173.1985815602836,0.0,0,1,0,0,0,0,0,0
2019-08-19,4.006250000000002,215.38888888888889,2.138888888888888,19.84097222222223,26.94722222222222,65.38194444444444,27.215277777777764,26.700694444444444,,,,3.084722222222223,2.366666666666666,1181.5208333333333,0.0,0,1,0,0,0,0,0,0
2019-08-20,3.6527777777777786,228.20833333333334,1.9256944444444448,21.284027777777773,26.66666666666668,70.61805555555556,26.859722222222228,26.468055555555566,,,,2.8020833333333335,2.1118055555555557,1166.013888888889,0.0,0,1,0,0,0,0,0,0
2019-08-21,3.7881944444444446,244.09722222222223,1.9986111111111111,17.74513888888889,27.18888888888889,73.26388888888889,27.403472222222227,26.981250000000003,,,,2.876388888888888,2.1805555555555554,1181.0277777777778,0.0,0,1,0,0,0,0,0,0
2019-08-22,3.7736111111111095,254.04861111111111,2.120833333333333,15.728472222222223,26.80486111111112,76.49305555555556,27.00555555555557,26.62708333333333,,,,2.904861111111111,2.2881944444444446,1165.8402777777778,0.0,0,1,0,0,0,0,0,0
2019-08-23,4.418055555555551,295.2916666666667,2.480555555555556,15.301388888888887,27.533333333333335,76.66666666666667,27.712499999999988,27.380555555555546,,,,3.320833333333333,2.645833333333335,1181.5625,0.0,1,0,0,0,0,0,0,0
2019-08-24,3.9243055555555566,265.46527777777777,2.0972222222222237,15.927083333333346,27.93055555555555,81.22222222222223,28.09444444444445,27.780555555555555,,,,2.9527777777777793,2.277777777777778,1182.5833333333333,0.0,0,1,0,0,0,0,0,0
2019-08-25,3.4706293706293687,244.93006993006992,1.8965034965034973,15.85104895104896,27.493706293706293,79.8041958041958,27.674825174825177,27.31538461538462,,,,2.6552447552447562,2.0713286713286716,1183.2797202797203,0.0,0,1,0,0,0,0,0,0
2019-08-26,3.784027777777777,262.5,2.0874999999999995,16.72222222222222,26.811805555555562,78.95833333333333,26.98819444444445,26.61805555555556,,,,2.9437499999999996,2.281944444444444,1166.2916666666667,0.0,0,1,0,0,0,0,0,0
2019-08-27,4.164583333333334,277.9513888888889,2.240972222222223,18.97222222222222,27.02708333333333,77.38194444444444,27.210416666666664,26.850694444444443,,,,3.1569444444444454,2.4423611111111123,1164.7916666666667,0.0,1,0,0,0,0,0,0,0
2019-08-28,3.8298611111111103,256.46527777777777,2.0013888888888887,19.139583333333324,27.749305555555566,77.98611111111111,27.91527777777779,27.579166666666666,,,,2.88125,2.1958333333333333,1165.3402777777778,0.0,0,1,0,0,0,0,0,0
2019-08-29,3.8500000000000014,249.91666666666666,2.046527777777778,18.374999999999996,27.783333333333346,78.66666666666667,27.961805555555557,27.62569444444445,,,,2.931944444444445,2.2326388888888897,1165.3541666666667,0.0,0,1,0,0,0,0,0,0
2019-08-30,4.034722222222223,262.7916666666667,2.074305555555555,22.53680555555556,28.097916666666666,77.5,28.279861111111114,27.931250000000002,,,,3.048611111111111,2.2999999999999994,1182.0347222222222,0.0,0,1,0,0,0,0,0,0
2019-08-31,3.5770833333333343,254.70138888888889,1.9180555555555554,21.68958333333333,27.693750000000005,78.84027777777777,27.887499999999996,27.51736111111111,,,,2.7590277777777783,2.115972222222222,1181.7430555555557,0.0,0,1,0,0,0,0,0,0
2019-09-01,1.1,296.0,0.5,9.7,24.1,91.0,24.2,24.0,,,,0.8,0.5,0.0,0.0,1,0,0,0,0,0,0,0
