,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,South-East,South-West,North-East,East,North-West,South,North,West
2019-08-01,4.342657342657345,298.3636363636364,2.198601398601399,21.582517482517492,27.795104895104895,74.08391608391608,27.96923076923077,27.64125874125874,,,,3.2251748251748253,2.391608391608392,1173.4405594405594,0.0,1,0,0,0,0,0,0,0
2019-08-02,4.6722222222222225,286.2638888888889,2.0826388888888885,29.504861111111122,28.433333333333323,70.15972222222223,28.603472222222226,28.26111111111112,,,,3.318750000000001,2.3006944444444444,1181.923611111111,0.0,1,0,0,0,0,0,0,0
2019-08-03,4.078472222222227,273.6736111111111,1.9388888888888896,26.23402777777779,27.83958333333335,73.125,28.031944444444434,27.651388888888892,,,,3.03611111111111,2.1736111111111116,1182.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-08-04,3.6680555555555565,229.29861111111111,1.7715277777777785,24.24722222222222,27.906944444444452,75.375,28.099305555555564,27.705555555555545,,,,2.6729166666666666,1.9791666666666674,1182.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-08-05,3.809027777777777,238.48611111111111,1.998611111111111,23.28333333333334,28.286111111111115,75.77777777777777,28.466666666666665,28.102777777777778,,,,2.8763888888888887,2.211805555555555,1181.888888888889,0.0,0,1,0,0,0,0,0,0
2019-08-06,3.8347222222222235,232.49305555555554,1.9284722222222221,21.70833333333334,27.483333333333334,67.46527777777777,27.709027777777784,27.27638888888889,,,,2.8409722222222222,2.1374999999999993,1181.701388888889,0.0,0,1,0,0,0,0,0,0
2019-08-07,3.8404255319148937,233.05673758865248,2.098581560283686,17.957446808510632,26.961702127659574,67.68794326241135,27.158156028368786,26.79007092198581,,,,2.9666666666666663,2.3085106382978724,1189.9148936170213,0.0,0,1,0,0,0,0,0,0
2019-08-08,4.031944444444444,251.77777777777777,1.9812500000000008,20.62569444444446,27.233333333333356,73.16666666666667,27.440277777777784,27.04722222222223,,,,3.00625,2.199999999999999,1182.0972222222222,0.0,0,1,0,0,0,0,0,0
2019-08-09,4.600694444444441,265.9236111111111,2.1708333333333343,26.06041666666667,28.424305555555556,69.69444444444444,28.620138888888885,28.26736111111112,,,,3.334722222222221,2.388194444444444,1167.4791666666667,0.0,0,1,0,0,0,0,0,0
2019-08-10,4.620138888888893,263.86805555555554,2.1555555555555554,27.45902777777779,28.1222222222222,68.72222222222223,28.321527777777774,27.921527777777772,,,,3.3562500000000006,2.3951388888888903,1182.3541666666667,0.0,0,1,0,0,0,0,0,0
