,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,West,East,North-East,North,South
2019-04-01,4.07361111111111,170.77777777777777,2.1833333333333336,20.66805555555555,13.945138888888895,90.85416666666667,14.084722222222219,13.802083333333334,,,,3.065277777777778,2.4291666666666676,1167.1319444444443,,1,0,0,0,0,0,0,0
2019-04-02,3.088194444444445,182.00694444444446,1.7979166666666653,16.046527777777772,13.998765432098761,90.8395061728395,14.124691358024691,13.86296296296296,,,,2.4472222222222206,1.997222222222222,1182.0972222222222,,0,0,1,0,0,0,0,0
2019-04-03,2.6006944444444446,201.25694444444446,1.4652777777777781,20.00763888888888,,,,,,,,2.0749999999999997,1.6236111111111111,1181.75,,0,0,1,0,0,0,0,0
2019-04-04,3.0493055555555557,254.21527777777777,1.6673611111111124,22.43472222222222,,,,,,,,2.4020833333333327,1.852083333333334,1183.125,,0,0,1,0,0,0,0,0
2019-04-05,2.993750000000001,260.71527777777777,1.5666666666666669,22.024999999999995,,,,,,,,2.2888888888888896,1.7493055555555554,1180.875,,0,0,1,0,0,0,0,0
2019-04-06,2.6875000000000004,152.04166666666666,1.5555555555555556,18.948611111111113,,,,,,,,2.2124999999999995,1.7618055555555554,1166.7569444444443,,1,0,0,0,0,0,0,0
2019-04-07,3.6652777777777796,179.64583333333334,2.080555555555555,20.5375,21.4132530120482,63.53012048192771,21.587951807228926,21.248192771084344,,,,2.9534722222222225,2.3305555555555544,1181.7222222222222,0.0,1,0,0,0,0,0,0,0
2019-04-08,2.8305555555555566,202.36805555555554,1.597916666666667,22.042361111111113,18.147916666666664,77.84027777777777,18.340972222222227,17.962500000000006,,,,2.229166666666667,1.7749999999999995,1181.986111111111,0.0,0,0,1,0,0,0,0,0
2019-04-09,3.660416666666667,226.34027777777777,1.8437499999999996,24.593749999999996,18.172916666666666,74.06944444444444,18.348611111111122,17.997916666666683,,,,2.7680555555555557,2.041666666666667,1181.0,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.577777777777779,252.72916666666666,1.721527777777778,23.43402777777779,16.29027777777778,72.93055555555556,16.468749999999996,16.113888888888894,,,,2.6472222222222213,1.9430555555555555,1181.6458333333333,0.0,0,0,1,0,0,0,0,0
