,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-West,North,East,West,South,South-East
2019-04-01,4.811805555555556,206.375,2.518055555555556,23.71388888888888,9.863194444444446,94.27777777777777,9.918750000000005,9.805555555555555,,,,3.6159722222222226,2.7972222222222216,1182.6666666666667,0.06111111111111108,0,0,1,0,0,0,0,0
2019-04-02,3.3798611111111123,174.98611111111111,1.9993055555555561,19.132638888888895,11.445138888888886,86.15277777777777,11.579861111111107,11.313888888888888,,,,2.7381944444444444,2.2152777777777795,1181.6944444444443,0.009722222222222224,0,1,0,0,0,0,0,0
2019-04-03,3.264583333333334,137.51388888888889,2.2881944444444446,16.072222222222234,12.988888888888887,73.04166666666667,13.17430555555555,12.80069444444444,,,,2.8034722222222226,2.438194444444445,1165.1875,0.0,0,1,0,0,0,0,0,0
2019-04-04,3.9625000000000017,144.79166666666666,2.697222222222221,16.45208333333333,15.054861111111109,66.38194444444444,15.223611111111106,14.879861111111113,,,,3.3527777777777783,2.9111111111111105,1165.1527777777778,0.0,0,1,0,0,0,0,0,0
2019-04-05,3.3541666666666647,182.5,1.9812500000000013,18.73958333333333,13.588888888888889,81.93055555555556,13.759722222222216,13.437499999999998,,,,2.714583333333333,2.2,1166.3333333333333,0.0,0,0,1,0,0,0,0,0
2019-04-06,5.061111111111113,91.90972222222223,3.652083333333333,10.825694444444439,14.795833333333336,70.63194444444444,14.974999999999998,14.615277777777777,,,,4.40347222222222,3.889583333333335,1181.8194444444443,0.0,0,1,0,0,0,0,0,0
2019-04-07,5.2861111111111105,120.15972222222223,3.6048611111111106,16.29305555555555,18.64374999999999,60.861111111111114,18.82013888888888,18.46319444444444,,,,4.414583333333333,3.843055555555557,1181.701388888889,0.0,0,1,0,0,0,0,0,0
2019-04-08,4.266666666666667,166.94444444444446,2.757638888888888,17.7888888888889,18.303472222222226,61.576388888888886,18.470833333333342,18.14097222222222,,,,3.527777777777778,2.9659722222222213,1165.923611111111,0.0,0,1,0,0,0,0,0,0
2019-04-09,3.950000000000003,177.82638888888889,2.328472222222223,22.10138888888889,16.797222222222214,67.45138888888889,16.980555555555558,16.611805555555563,,,,3.1722222222222203,2.57361111111111,1181.875,0.0,0,1,0,0,0,0,0,0
2019-04-10,4.770833333333329,261.34722222222223,2.5993055555555546,20.83541666666667,14.201388888888888,75.40972222222223,14.365277777777774,14.027777777777771,,,,3.596527777777778,2.811111111111111,1164.826388888889,0.0,0,0,1,0,0,0,0,0
2019-04-11,4.213194444444445,207.3125,2.5090277777777774,19.335416666666664,13.453472222222226,75.76388888888889,13.623611111111112,13.27916666666667,,,,3.3305555555555557,2.731944444444444,1165.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-04-12,3.3909722222222225,146.80555555555554,1.9993055555555554,22.681944444444465,16.247222222222224,63.513888888888886,16.48055555555555,16.03402777777777,,,,2.823611111111111,2.238888888888889,1183.0416666666667,0.0,0,1,0,0,0,0,0,0
2019-04-13,10.474305555555553,74.90277777777777,7.40347222222222,8.925000000000002,21.750694444444434,34.88194444444444,21.881249999999994,21.61180555555555,,,,8.602777777777778,7.619444444444446,1165.9652777777778,0.0,1,0,0,0,0,0,0,0
2019-04-14,9.104166666666673,192.05555555555554,5.463888888888889,17.823611111111113,18.318750000000005,57.638888888888886,18.462500000000013,18.18194444444445,,,,6.857638888888889,5.796527777777778,1165.3055555555557,0.0,0,0,1,0,0,0,0,0
2019-04-15,3.2874999999999996,185.86111111111111,1.927777777777778,18.21875,13.93687943262411,86.34042553191489,14.03829787234043,13.843262411347514,,,,2.6333333333333346,2.1652777777777774,1165.9444444444443,0.009027777777777779,0,0,1,0,0,0,0,0
2019-04-16,4.475694444444444,173.25694444444446,2.673611111111111,16.830555555555552,13.954166666666667,82.33333333333333,14.091666666666663,13.82083333333333,,,,3.5104166666666665,2.88125,1165.451388888889,0.03402777777777779,0,1,0,0,0,0,0,0
2019-04-17,5.127083333333333,244.69444444444446,2.659027777777778,20.61319444444445,13.645138888888885,80.52083333333333,13.79583333333333,13.500694444444441,,,,3.8715277777777786,2.9104166666666673,1182.736111111111,0.0,0,0,1,0,0,0,0,0
2019-04-18,4.686111111111113,206.97222222222223,2.5444444444444443,20.59375,13.608333333333338,75.53472222222223,13.765972222222222,13.459722222222219,,,,3.5388888888888874,2.784722222222224,1164.2222222222222,0.0,0,0,1,0,0,0,0,0
2019-04-19,5.886111111111112,230.79166666666666,3.1736111111111103,22.980555555555554,11.964583333333335,80.95833333333333,12.117361111111109,11.807638888888876,,,,4.37152777777778,3.4861111111111116,1182.1319444444443,0.025694444444444447,0,0,1,0,0,0,0,0
2019-04-20,5.025000000000003,211.98611111111111,2.5979166666666647,26.61666666666667,12.390277777777781,80.8125,12.521527777777775,12.249305555555551,,,,3.6631944444444446,2.8562499999999984,1181.5972222222222,0.023611111111111114,0,0,1,0,0,0,0,0
2019-04-21,6.836111111111112,269.3611111111111,3.7277777777777774,20.76597222222221,9.51319444444445,78.63888888888889,9.682638888888896,9.344444444444452,,,,5.14722222222222,4.105555555555554,1180.9027777777778,0.0638888888888889,0,0,1,0,0,0,0,0
2019-04-22,6.045138888888889,243.32638888888889,3.3291666666666675,18.286805555555553,10.745138888888894,79.25694444444444,10.886111111111113,10.598611111111106,,,,4.452083333333334,3.6090277777777797,1165.826388888889,0.009027777777777779,0,0,1,0,0,0,0,0
2019-04-23,3.6270833333333314,204.77083333333334,2.043750000000001,23.940972222222218,12.91180555555556,76.23611111111111,13.113888888888892,12.699305555555554,,,,2.854861111111111,2.257638888888889,1181.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-04-24,6.62986111111111,84.91666666666667,4.5395833333333355,13.652083333333335,16.530555555555566,57.763888888888886,16.727083333333333,16.331944444444453,,,,5.563194444444445,4.809722222222222,1165.298611111111,0.0,0,1,0,0,0,0,0,0
2019-04-25,6.681249999999995,112.00694444444444,4.5826388888888845,14.670833333333336,19.53125000000002,44.958333333333336,19.75138888888889,19.30833333333333,,,,5.506944444444446,4.825694444444441,1181.9791666666667,0.0,0,1,0,0,0,0,0,0
2019-04-26,7.169444444444447,91.15277777777777,4.920138888888889,13.699305555555554,20.64236111111111,41.02777777777778,20.822222222222226,20.452777777777786,,,,5.952083333333333,5.151388888888889,1183.4375,0.0,0,1,0,0,0,0,0,0
2019-04-27,7.145833333333333,55.013888888888886,5.211111111111112,10.271527777777775,20.363194444444446,37.861111111111114,20.552777777777784,20.168750000000003,,,,6.115972222222222,5.451388888888889,1182.6041666666667,0.0,1,0,0,0,0,0,0,0
2019-04-28,5.3958333333333295,145.22916666666666,3.40625,18.302083333333336,20.923611111111104,41.24305555555556,21.13541666666667,20.708333333333353,,,,4.355555555555555,3.6798611111111126,1165.4444444444443,0.0,0,1,0,0,0,0,0,0
2019-04-29,3.8375000000000004,123.04861111111111,2.7965277777777775,14.283333333333335,22.042361111111106,45.25,22.252777777777773,21.806250000000006,,,,3.365972222222224,2.995138888888889,1166.513888888889,0.0,0,1,0,0,0,0,0,0
2019-04-30,4.522222222222222,167.66666666666666,2.815277777777776,18.945138888888902,21.811111111111117,47.78472222222222,22.02152777777778,21.61458333333333,,,,3.635416666666666,3.0666666666666655,1183.513888888889,0.0,0,1,0,0,0,0,0,0
2019-05-01,4.379720279720279,121.93006993006993,3.1818181818181817,13.259440559440561,22.518881118881115,46.13986013986014,22.736363636363635,22.3055944055944,,,,3.819580419580418,3.3993006993006993,1163.3566433566434,0.0,0,1,0,0,0,0,0,0
2019-05-02,4.683333333333336,177.29166666666666,2.781250000000001,23.105555555555547,24.293055555555558,39.0,24.554166666666667,24.045138888888882,,,,3.876388888888891,3.1527777777777777,1182.423611111111,0.0,0,1,0,0,0,0,0,0
2019-05-03,6.168749999999999,221.98611111111111,3.501388888888889,18.21250000000001,18.78055555555555,56.104166666666664,18.963888888888885,18.60694444444444,,,,4.714583333333333,3.797916666666669,1181.7569444444443,0.0,0,0,1,0,0,0,0,0
2019-05-04,4.775694444444444,242.20138888888889,2.6833333333333345,22.324305555555554,17.051388888888887,72.38194444444444,17.21111111111111,16.88472222222223,,,,3.690277777777779,2.9173611111111115,1181.75,0.0,0,0,1,0,0,0,0,0
2019-05-05,6.380555555555556,107.25694444444444,4.24722222222222,16.77222222222221,23.281944444444456,38.5,23.515277777777786,23.030555555555555,,,,5.300694444444441,4.517361111111111,1182.5069444444443,0.0,0,1,0,0,0,0,0,0
2019-05-06,7.279577464788731,157.91549295774647,4.653521126760563,19.770422535211274,26.148591549295787,29.676056338028168,26.326760563380287,25.967605633802815,,,,5.746478873239434,4.952816901408446,1174.0140845070423,0.0,0,1,0,0,0,0,0,0
2019-05-07,7.600694444444443,252.02083333333334,3.9736111111111123,21.806250000000002,17.672916666666676,69.27083333333333,17.811111111111103,17.55416666666667,,,,5.447916666666666,4.24236111111111,1181.9166666666667,0.0,0,0,1,0,0,0,0,0
2019-05-08,6.103472222222222,262.1736111111111,3.300694444444445,20.909722222222218,16.321527777777785,66.02777777777777,16.475694444444443,16.169444444444437,,,,4.520833333333336,3.5576388888888886,1166.25,0.0,0,0,1,0,0,0,0,0
2019-05-09,5.37357142857143,200.15714285714284,3.0328571428571416,17.79642857142857,15.047142857142859,67.76428571428572,15.202142857142869,14.887142857142862,,,,4.187142857142857,3.280714285714285,1161.4714285714285,0.0,0,0,1,0,0,0,0,0
2019-05-10,5.034722222222225,247.1875,2.8270833333333325,19.420138888888893,15.368055555555552,67.06944444444444,15.555555555555562,15.176388888888892,,,,3.8493055555555546,3.0736111111111115,1183.1666666666667,0.0,0,0,1,0,0,0,0,0
2019-05-11,3.8173611111111114,148.25,2.5131944444444425,14.591666666666676,18.41319444444445,50.076388888888886,18.63472222222221,18.190972222222218,,,,3.172222222222222,2.714583333333332,1166.0277777777778,0.0,0,1,0,0,0,0,0,0
2019-05-12,4.395833333333333,192.38194444444446,2.6361111111111115,20.428472222222226,22.998611111111106,35.25,23.24236111111112,22.745833333333334,,,,3.4826388888888893,2.8701388888888895,1182.4097222222222,0.0,0,0,1,0,0,0,0,0
2019-05-13,4.730555555555556,187.93055555555554,2.841666666666667,26.55208333333332,25.487499999999997,27.395833333333332,25.789583333333344,25.197916666666664,,,,3.814583333333333,3.091666666666666,1166.1875,0.0,0,0,1,0,0,0,0,0
2019-05-14,3.2687499999999994,172.05555555555554,2.136805555555556,16.58749999999999,26.195138888888884,29.40972222222222,26.42222222222222,25.95694444444445,,,,2.7472222222222236,2.346527777777779,1181.9583333333333,0.0,0,1,0,0,0,0,0,0
2019-05-15,6.081944444444445,153.88194444444446,3.584722222222224,22.762500000000006,29.879166666666663,24.395833333333332,30.206249999999997,29.575000000000014,,,,4.949999999999999,3.9770833333333346,1181.5,0.0,0,1,0,0,0,0,0,0
2019-05-16,4.099305555555556,206.53472222222223,2.3541666666666674,21.827083333333334,26.695138888888888,34.97222222222222,26.943055555555546,26.458333333333332,,,,3.2388888888888894,2.6194444444444454,1181.3055555555557,0.0,0,0,1,0,0,0,0,0
2019-05-17,5.992361111111109,173.97916666666666,3.4861111111111125,19.64722222222223,25.62152777777777,39.798611111111114,25.849305555555556,25.381944444444446,,,,4.620833333333332,3.7916666666666665,1165.1458333333333,0.0,0,1,0,0,0,0,0,0
2019-05-18,4.872916666666666,224.64583333333334,2.695833333333332,20.056250000000006,20.849999999999994,56.21527777777778,21.029166666666665,20.6763888888889,,,,3.6881944444444454,2.925694444444444,1182.6319444444443,0.0,0,0,1,0,0,0,0,0
2019-05-19,4.400000000000002,197.03472222222223,2.4736111111111105,19.906944444444434,20.22291666666667,46.61805555555556,20.434027777777786,20.00208333333333,,,,3.395833333333332,2.686111111111111,1165.8055555555557,0.0,0,0,1,0,0,0,0,0
2019-05-20,3.7972222222222243,204.31944444444446,2.220833333333333,18.388194444444444,22.488194444444453,53.18055555555556,22.679166666666664,22.301388888888894,,,,3.034027777777778,2.409722222222223,1181.548611111111,0.0,0,0,1,0,0,0,0,0
2019-05-21,4.6805555555555545,223.4375,2.813194444444446,20.425694444444453,26.019444444444435,35.59027777777778,26.25625000000001,25.78541666666665,,,,3.6951388888888896,3.0527777777777785,1182.486111111111,0.0,0,0,1,0,0,0,0,0
2019-05-22,3.714583333333333,168.99305555555554,2.3277777777777775,16.719444444444445,28.481944444444462,22.65277777777778,28.73958333333333,28.245138888888896,,,,3.060416666666667,2.5444444444444447,1181.826388888889,0.0,0,1,0,0,0,0,0,0
2019-05-23,5.472916666666669,130.24305555555554,3.856249999999998,13.627083333333335,31.6263888888889,15.354166666666666,31.860416666666683,31.381944444444457,,,,4.638888888888889,4.066666666666666,1166.5069444444443,0.0,0,1,0,0,0,0,0,0
2019-05-24,5.1437500000000025,170.0,3.1999999999999997,19.636111111111113,32.18263888888891,19.22222222222222,32.39791666666667,31.96180555555555,,,,4.2069444444444475,3.4638888888888877,1182.861111111111,0.0,0,1,0,0,0,0,0,0
2019-05-25,4.044444444444447,211.34027777777777,2.1597222222222237,22.854166666666682,23.497916666666654,60.520833333333336,23.679861111111116,23.315277777777784,,,,3.0861111111111117,2.3513888888888883,1181.0347222222222,0.0,0,0,1,0,0,0,0,0
2019-05-26,3.795138888888889,216.58333333333334,2.06111111111111,22.388194444444448,20.82152777777777,61.65277777777778,21.02291666666667,20.62777777777777,,,,2.874999999999999,2.2506944444444446,1182.7708333333333,0.0,0,0,1,0,0,0,0,0
