,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-West,North,East,West,South,South-East
2019-05-27,3.30486111111111,203.26388888888889,1.9041666666666666,21.743750000000006,22.792361111111116,62.076388888888886,22.976388888888888,22.605555555555558,,,,2.5659722222222223,2.0736111111111106,1166.1527777777778,0.0,0,0,1,0,0,0,0,0
2019-05-28,3.611111111111111,182.67361111111111,2.2,16.33263888888888,23.879166666666666,63.94444444444444,24.04930555555556,23.71111111111112,,,,2.8972222222222235,2.3423611111111113,1180.5694444444443,0.0,0,0,1,0,0,0,0,0
2019-05-29,3.599999999999999,216.35416666666666,2.035416666666666,20.844444444444445,27.22708333333334,48.166666666666664,27.44305555555555,26.990972222222215,,,,2.8493055555555546,2.2298611111111106,1183.326388888889,0.0,0,0,1,0,0,0,0,0
2019-05-30,4.868055555555557,195.64583333333334,3.0652777777777787,16.864583333333343,31.64166666666665,19.680555555555557,31.895138888888905,31.381250000000016,,,,3.8923611111111103,3.2715277777777785,1181.7152777777778,0.0,0,0,1,0,0,0,0,0
2019-05-31,4.213194444444444,214.99305555555554,2.4631944444444445,20.451388888888886,30.496527777777786,26.36111111111111,30.7284722222222,30.255555555555556,,,,3.3333333333333335,2.711111111111111,1181.8402777777778,0.0,0,0,1,0,0,0,0,0
2019-06-01,4.238194444444447,217.02083333333334,2.418055555555556,20.080555555555556,26.63819444444444,44.27777777777778,26.831944444444463,26.44236111111111,,,,3.3270833333333334,2.636111111111112,1181.8958333333333,0.0,0,0,1,0,0,0,0,0
2019-06-02,4.096453900709218,233.5744680851064,2.2489361702127657,22.314893617021276,25.23404255319149,57.06382978723404,25.41843971631206,25.057446808510633,,,,3.151773049645389,2.462411347517731,1177.5106382978724,0.0,0,0,1,0,0,0,0,0
2019-06-03,4.261111111111109,210.52777777777777,2.463194444444444,17.857638888888896,26.548611111111114,48.75,26.74097222222222,26.33680555555555,,,,3.375694444444444,2.661111111111112,1166.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-06-04,5.451388888888892,214.75,3.255555555555557,16.563194444444452,28.0763888888889,33.645833333333336,28.262500000000003,27.902083333333337,,,,4.2729166666666645,3.490972222222221,1182.0416666666667,0.0,0,0,1,0,0,0,0,0
2019-06-05,5.204166666666668,207.0,3.204166666666667,17.653472222222234,29.46041666666666,29.98611111111111,29.67291666666666,29.23402777777775,,,,4.1513888888888895,3.442361111111112,1167.013888888889,0.0,0,0,1,0,0,0,0,0
2019-06-06,4.494444444444444,217.55555555555554,2.5812500000000016,24.236111111111125,28.67708333333332,33.986111111111114,28.89652777777778,28.461111111111116,,,,3.6541666666666663,2.910416666666666,1166.4027777777778,0.001388888888888889,0,0,1,0,0,0,0,0
2019-06-07,6.345833333333333,249.95138888888889,3.653472222222223,21.870138888888885,28.34375000000001,33.673611111111114,28.500000000000007,28.197222222222223,,,,4.949305555555554,3.974305555555555,1182.0208333333333,0.0,0,0,1,0,0,0,0,0
2019-06-08,4.325694444444445,238.17361111111111,2.2486111111111104,25.863194444444442,24.63611111111112,67.84722222222223,24.770138888888887,24.5048611111111,,,,3.2534722222222223,2.454166666666667,1182.25,0.0,0,0,1,0,0,0,0,0
2019-06-09,4.311805555555555,227.48611111111111,2.254166666666666,21.741666666666656,23.731250000000006,67.20138888888889,23.873611111111117,23.595833333333346,,,,3.2194444444444446,2.4465277777777796,1182.4583333333333,0.0,0,0,1,0,0,0,0,0
2019-06-10,4.28611111111111,184.0625,2.4298611111111104,18.17152777777777,24.711111111111112,41.05555555555556,24.892361111111104,24.5298611111111,,,,3.2819444444444463,2.640277777777777,1166.5,0.0,0,0,1,0,0,0,0,0
2019-06-11,4.846153846153846,166.95104895104896,2.971328671328671,17.234265734265733,26.749650349650345,36.91608391608391,26.953146853146855,26.555944055944053,,,,3.8811188811188817,3.1916083916083924,1183.5944055944055,0.0,0,1,0,0,0,0,0,0
2019-06-12,5.338888888888889,199.70833333333334,2.9118055555555555,22.040972222222234,25.186111111111114,52.1875,25.361805555555538,25.02291666666665,,,,3.939583333333333,3.1604166666666655,1165.548611111111,0.0,0,0,1,0,0,0,0,0
2019-06-13,5.437499999999997,251.49305555555554,2.8631944444444444,22.45833333333333,23.065277777777766,68.22916666666667,23.224305555555556,22.920138888888886,,,,4.056944444444444,3.120833333333334,1166.4305555555557,0.0,0,0,1,0,0,0,0,0
2019-06-14,4.725000000000002,259.24305555555554,2.4555555555555544,23.844444444444456,23.53750000000001,67.17361111111111,23.68125,23.39236111111112,,,,3.5416666666666665,2.7006944444444465,1181.8055555555557,0.0,0,0,1,0,0,0,0,0
2019-06-15,4.415972222222222,252.5625,2.268055555555554,24.017361111111114,24.19305555555555,68.18055555555556,24.34791666666667,24.05694444444445,,,,3.2923611111111115,2.470833333333332,1181.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-06-16,4.715277777777776,200.76388888888889,2.5888888888888886,21.20763888888889,25.01805555555556,60.56944444444444,25.165972222222226,24.85000000000001,,,,3.513888888888888,2.8055555555555576,1164.8055555555557,0.0,0,0,1,0,0,0,0,0
2019-06-17,5.557638888888891,238.59027777777777,2.8854166666666674,23.644444444444453,24.102777777777785,66.15277777777777,24.27013888888889,23.91666666666667,,,,4.011805555555558,3.109027777777777,1165.75,0.0,0,0,1,0,0,0,0,0
2019-06-18,4.773611111111111,223.63888888888889,2.477083333333334,23.033333333333328,23.695138888888895,70.64583333333333,23.873611111111117,23.5236111111111,,,,3.54375,2.7270833333333333,1182.0972222222222,0.0,0,0,1,0,0,0,0,0
2019-06-19,5.117361111111113,206.20833333333334,2.650694444444445,22.525000000000013,23.890277777777772,67.14583333333333,24.053472222222226,23.731944444444455,,,,3.7534722222222214,2.8770833333333323,1164.9930555555557,0.0,0,0,1,0,0,0,0,0
