,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,East,North-East,North,South-East,West,South
2019-02-15,2.7493055555555546,210.75,1.5604166666666677,20.981944444444437,10.40486111111111,86.01388888888889,10.488888888888884,10.322916666666666,,,,2.2124999999999986,1.8006944444444457,1183.0,0.0895833333333333,0,1,0,0,0,0,0,0
2019-02-16,3.2062500000000003,184.77777777777777,1.8618055555555557,21.456250000000008,10.545833333333336,98.02777777777777,10.61319444444444,10.479166666666671,,,,2.591666666666667,2.1006944444444455,1181.2430555555557,0.1652777777777779,0,1,0,0,0,0,0,0
2019-02-17,1.7270833333333329,205.01388888888889,0.8909722222222217,25.834027777777774,8.875694444444447,94.71527777777777,9.00625,8.749305555555559,,,,1.419444444444444,1.0819444444444444,1182.5,0.03819444444444444,0,1,0,0,0,0,0,0
2019-02-18,2.0006993006993015,193.35664335664336,1.0552447552447553,23.255244755244764,8.275524475524472,91.86013986013987,8.425174825174828,8.133566433566438,,,,1.6209790209790205,1.2454545454545451,1183.020979020979,0.018881118881118878,0,1,0,0,0,0,0,0
2019-02-19,1.7104166666666665,196.02777777777777,0.8354166666666669,29.802083333333332,9.706249999999999,93.125,9.839583333333332,9.574305555555549,,,,1.4076388888888884,1.004861111111111,1183.125,0.0006944444444444445,0,1,0,0,0,0,0,0
2019-02-20,1.682638888888889,195.77083333333334,0.90625,21.870138888888896,11.508333333333333,92.84722222222223,11.615972222222215,11.402777777777777,,,,1.3854166666666667,1.0798611111111105,1165.6041666666667,0.002777777777777778,0,1,0,0,0,0,0,0
2019-02-21,2.1812500000000004,200.27083333333334,1.0916666666666666,24.891666666666666,10.829166666666662,86.31944444444444,10.975000000000005,10.664583333333338,,,,1.686111111111111,1.2673611111111112,1182.951388888889,0.0,0,1,0,0,0,0,0,0
2019-02-22,1.8451388888888884,194.70833333333334,0.9173611111111111,24.53472222222223,10.56875,84.04166666666667,10.725000000000001,10.419444444444444,,,,1.4694444444444448,1.0708333333333329,1182.013888888889,0.0,0,1,0,0,0,0,0,0
2019-02-23,2.2027777777777775,168.6875,1.1124999999999998,29.075694444444462,10.6125,88.04166666666667,10.774305555555552,10.44861111111111,,,,1.8027777777777776,1.3076388888888888,1182.1944444444443,0.0,1,0,0,0,0,0,0,0
2019-02-24,3.3687500000000004,177.93055555555554,1.701388888888889,43.88750000000002,13.986805555555557,72.02777777777777,14.181944444444436,13.80347222222222,,,,2.7673611111111103,2.0111111111111115,1182.2916666666667,0.0,0,1,0,0,0,0,0,0
2019-02-25,5.047916666666663,166.375,2.5194444444444435,39.48958333333333,17.610416666666666,52.166666666666664,17.872222222222224,17.359027777777786,,,,4.053472222222223,2.8694444444444436,1181.1180555555557,0.0,0,1,0,0,0,0,0,0
2019-02-26,6.205555555555553,199.22916666666666,3.2333333333333316,23.108333333333338,17.96805555555555,51.03472222222222,18.182638888888885,17.770138888888884,,,,4.737500000000001,3.5826388888888863,1182.111111111111,0.003472222222222222,0,1,0,0,0,0,0,0
2019-02-27,4.510416666666666,190.86111111111111,2.1486111111111095,32.475694444444464,13.227083333333324,89.97222222222223,13.34791666666666,13.110416666666664,,,,3.457638888888889,2.5222222222222226,1181.8125,0.10902777777777777,0,1,0,0,0,0,0,0
2019-02-28,7.081944444444447,237.59722222222223,3.056944444444443,31.823611111111113,10.489583333333334,87.83333333333333,10.66041666666667,10.31666666666667,,,,4.862500000000001,3.4847222222222207,1181.8125,0.19791666666666674,0,1,0,0,0,0,0,0
2019-03-01,3.0027777777777787,227.125,1.44375,24.891666666666666,10.565277777777773,76.0,10.74166666666667,10.386111111111113,,,,2.218055555555557,1.6284722222222217,1165.5694444444443,0.0,0,1,0,0,0,0,0,0
2019-03-02,2.0388888888888883,189.97916666666666,1.080555555555556,25.12777777777777,11.227777777777776,97.26388888888889,11.326388888888891,11.139583333333334,,,,1.6583333333333337,1.2958333333333334,1182.201388888889,0.08194444444444442,0,1,0,0,0,0,0,0
2019-03-03,2.3590277777777775,193.10416666666666,1.2812500000000002,25.862499999999997,11.37083333333333,91.20138888888889,11.48541666666667,11.272916666666665,,,,1.9513888888888884,1.4979166666666668,1182.6944444444443,0.004166666666666667,0,1,0,0,0,0,0,0
