,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,North,East,West,South-East,South,North-East
2019-04-01,2.6069444444444434,203.34027777777777,1.4861111111111112,21.590972222222227,11.793749999999987,99.97916666666667,11.861805555555547,11.739583333333329,,,,2.109722222222222,1.6958333333333324,1181.6944444444443,0.12291666666666666,0,1,0,0,0,0,0,0
2019-04-02,1.7354166666666666,190.97222222222223,0.8826388888888885,23.59444444444445,13.292361111111122,93.125,13.38541666666667,13.210416666666672,,,,1.4062499999999996,1.0388888888888888,1166.9305555555557,0.010416666666666668,0,1,0,0,0,0,0,0
2019-04-03,1.9236111111111103,196.05555555555554,0.9069444444444448,25.977777777777774,14.176388888888887,80.60416666666667,14.330555555555556,14.016666666666664,,,,1.5131944444444443,1.0666666666666673,1182.4097222222222,0.0,0,1,0,0,0,0,0,0
2019-04-04,1.8819444444444453,188.01388888888889,0.9222222222222223,28.43958333333334,15.979861111111113,75.60416666666667,16.148611111111098,15.812499999999993,,,,1.4909722222222224,1.105555555555556,1183.0555555555557,0.0,1,0,0,0,0,0,0,0
2019-04-05,2.2833333333333337,180.73611111111111,1.143055555555556,27.061111111111106,15.188888888888894,89.51388888888889,15.340277777777787,15.049305555555557,,,,1.8104166666666675,1.3361111111111115,1181.9722222222222,0.03402777777777778,1,0,0,0,0,0,0,0
2019-04-06,2.459027777777778,205.08333333333334,1.3374999999999997,25.26944444444443,15.549305555555557,85.77777777777777,15.68333333333334,15.412500000000001,,,,2.019444444444444,1.525,1166.2847222222222,0.0,0,1,0,0,0,0,0,0
2019-04-07,2.2159722222222213,175.0625,1.2076388888888896,26.80486111111111,19.565277777777773,76.08333333333333,19.72847222222222,19.41041666666667,,,,1.8541666666666667,1.4097222222222232,1181.9583333333333,0.0,1,0,0,0,0,0,0,0
2019-04-08,2.1104166666666675,188.64583333333334,1.0506944444444433,28.84027777777778,19.044444444444448,74.76388888888889,19.227083333333336,18.86666666666666,,,,1.6805555555555562,1.2263888888888888,1182.048611111111,0.0,1,0,0,0,0,0,0,0
2019-04-09,2.2743055555555567,192.58333333333334,1.1534722222222216,27.381249999999994,18.018055555555556,75.04861111111111,18.20069444444446,17.836805555555554,,,,1.8222222222222224,1.3701388888888892,1165.7291666666667,0.0,0,1,0,0,0,0,0,0
2019-04-10,3.13888888888889,197.67361111111111,1.4513888888888884,30.65625,16.793750000000006,75.79166666666667,16.965972222222224,16.610416666666676,,,,2.3243055555555565,1.6680555555555552,1181.7847222222222,0.0,0,1,0,0,0,0,0,0
2019-04-11,3.2194444444444446,207.81944444444446,1.4888888888888894,30.46944444444445,15.931249999999997,76.21527777777777,16.104861111111113,15.761805555555558,,,,2.3638888888888876,1.6847222222222227,1164.2916666666667,0.0,0,1,0,0,0,0,0,0
2019-04-12,2.311805555555555,192.4375,1.0402777777777779,32.74166666666665,17.872222222222227,71.54166666666667,18.07083333333332,17.652777777777775,,,,1.7736111111111106,1.2347222222222218,1182.3402777777778,0.0,0,1,0,0,0,0,0,0
2019-04-13,4.580555555555555,160.85416666666666,2.3062500000000004,39.47777777777776,21.724305555555567,52.55555555555556,21.981249999999996,21.450694444444444,,,,3.629166666666666,2.5923611111111127,1181.6875,0.0,1,0,0,0,0,0,0,0
2019-04-14,5.240277777777777,199.19444444444446,2.793055555555555,28.056944444444454,21.611111111111104,50.93055555555556,21.846527777777784,21.36875,,,,4.024999999999998,3.0722222222222246,1182.625,0.0,0,1,0,0,0,0,0,0
2019-04-15,2.2874999999999996,189.88888888888889,1.095138888888889,27.29097222222222,15.9638888888889,88.15277777777777,16.081944444444442,15.86180555555557,,,,1.7840277777777773,1.2833333333333337,1183.5555555555557,0.009722222222222222,0,1,0,0,0,0,0,0
2019-04-16,2.531944444444444,234.59722222222223,1.2569444444444446,27.63888888888889,15.768750000000004,85.03472222222223,15.904166666666661,15.640277777777786,,,,1.9215277777777768,1.4541666666666666,1182.9583333333333,0.03611111111111111,0,1,0,0,0,0,0,0
2019-04-17,3.0673611111111114,223.90277777777777,1.4208333333333334,31.437499999999986,15.548611111111107,82.28472222222223,15.704861111111102,15.41597222222222,,,,2.2840277777777778,1.6305555555555553,1183.5625,0.003472222222222222,0,1,0,0,0,0,0,0
2019-04-18,2.8347222222222226,209.94444444444446,1.3229166666666663,32.90347222222221,15.461111111111109,77.19444444444444,15.629861111111117,15.290972222222223,,,,2.1326388888888883,1.5513888888888885,1181.6944444444443,0.0,0,1,0,0,0,0,0,0
2019-04-19,3.8381944444444422,218.625,1.8222222222222233,31.191666666666663,14.075694444444446,83.00694444444444,14.274999999999997,13.877777777777778,,,,2.814583333333333,2.090277777777778,1181.986111111111,0.012500000000000002,0,1,0,0,0,0,0,0
2019-04-20,3.853472222222221,191.24305555555554,1.8166666666666669,31.829166666666666,14.679861111111112,77.34722222222223,14.859027777777786,14.500000000000007,,,,2.8875,2.0902777777777777,1166.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-04-21,3.6888888888888878,203.51388888888889,1.6027777777777783,35.55277777777776,11.240972222222219,90.11805555555556,11.420138888888884,11.067361111111108,,,,2.668055555555554,1.8680555555555551,1165.486111111111,0.07569444444444441,0,1,0,0,0,0,0,0
2019-04-22,3.5986111111111105,207.30555555555554,1.6027777777777783,36.88194444444443,12.045833333333334,84.38194444444444,12.229166666666673,11.865277777777774,,,,2.634027777777777,1.876388888888889,1165.3125,0.010416666666666666,0,1,0,0,0,0,0,0
2019-04-23,2.8854166666666683,205.03472222222223,1.3347222222222221,31.447222222222226,14.742361111111109,77.17361111111111,14.916666666666657,14.573611111111111,,,,2.149999999999999,1.5298611111111107,1182.125,0.0,0,1,0,0,0,0,0,0
2019-04-24,2.638888888888888,185.25694444444446,1.240277777777778,35.16041666666668,17.44375000000001,68.63194444444444,17.64444444444444,17.26666666666667,,,,2.0583333333333327,1.4652777777777777,1165.388888888889,0.0,0,1,0,0,0,0,0,0
2019-04-25,2.497916666666667,175.34027777777777,1.2284722222222224,31.41388888888889,19.555555555555557,64.02777777777777,19.747222222222224,19.379166666666666,,,,1.964583333333334,1.4347222222222231,1165.4166666666667,0.0,0,1,0,0,0,0,0,0
2019-04-26,2.4888888888888885,197.18055555555554,1.1944444444444444,32.88819444444446,20.479861111111124,61.19444444444444,20.656250000000007,20.297916666666673,,,,1.9576388888888887,1.3944444444444448,1182.826388888889,0.0,0,1,0,0,0,0,0,0
2019-04-27,2.2680555555555566,182.15972222222223,1.0729166666666672,37.50208333333334,20.48958333333334,62.208333333333336,20.676388888888894,20.31388888888888,,,,1.807638888888889,1.2756944444444445,1182.9444444444443,0.0,0,1,0,0,0,0,0,0
2019-04-28,2.754166666666666,200.17361111111111,1.267361111111111,37.883333333333354,20.931250000000006,59.666666666666664,21.14305555555556,20.719444444444456,,,,2.110416666666666,1.477083333333333,1182.8472222222222,0.0,0,1,0,0,0,0,0,0
2019-04-29,1.9145833333333333,179.45833333333334,0.9923611111111111,30.511805555555554,22.082638888888884,62.826388888888886,22.263194444444455,21.889583333333345,,,,1.570833333333334,1.155555555555556,1182.9305555555557,0.0,1,0,0,0,0,0,0,0
2019-04-30,3.135416666666668,160.29861111111111,1.4520833333333334,36.554166666666646,23.145138888888898,59.395833333333336,23.318055555555567,22.97500000000001,,,,2.395833333333334,1.672916666666667,1182.2777777777778,0.0,1,0,0,0,0,0,0,0
2019-05-01,1.7631944444444443,209.8125,0.8319444444444448,33.21805555555555,22.63055555555556,60.701388888888886,22.809027777777775,22.439583333333346,,,,1.384027777777778,0.9881944444444444,1182.1597222222222,0.0,0,1,0,0,0,0,0,0
2019-05-02,3.222222222222221,204.625,1.6208333333333336,29.918750000000003,23.917361111111106,59.9375,24.093055555555562,23.724305555555574,,,,2.5173611111111125,1.9555555555555557,1166.8680555555557,0.0,0,1,0,0,0,0,0,0
2019-05-03,4.359027777777779,225.34027777777777,1.9486111111111104,31.31180555555554,20.82569444444445,61.138888888888886,20.99652777777777,20.655555555555555,,,,3.0694444444444446,2.1680555555555556,1181.8472222222222,0.0,0,1,0,0,0,0,0,0
