,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,West,East,South,North
2019-04-01,7.147222222222222,216.48611111111111,4.529861111111112,12.78263888888889,11.306249999999997,96.6875,11.429166666666667,11.186111111111115,136.07638888888889,,,5.654166666666667,4.831249999999998,1165.4652777777778,0.13402777777777777,0,0,0,1,0,0,0,0
2019-04-02,4.61597222222222,218.66666666666666,2.932638888888888,11.718055555555553,12.83125,86.42361111111111,12.947222222222218,12.722222222222223,214.04861111111111,,,3.720138888888886,3.1243055555555537,1181.6875,0.09583333333333334,0,0,0,1,0,0,0,0
2019-04-03,2.8499999999999983,138.70138888888889,1.9562500000000003,13.161111111111115,13.902083333333328,79.18055555555556,14.054166666666667,13.75277777777778,278.0833333333333,,,2.4576388888888903,2.0972222222222223,1166.25,0.0,0,1,0,0,0,0,0,0
2019-04-04,3.4006944444444454,152.99305555555554,2.4763888888888888,11.355555555555561,14.85972222222223,79.70833333333333,15.00416666666667,14.716666666666661,241.47916666666666,,,2.9854166666666666,2.6388888888888893,1182.1458333333333,0.0,0,1,0,0,0,0,0,0
2019-04-05,3.902083333333335,266.71527777777777,2.6951388888888896,10.46041666666666,14.10347222222223,92.84027777777777,14.26527777777777,13.96180555555555,194.08333333333334,,,3.3472222222222205,2.8833333333333346,1181.1875,0.0,0,0,0,1,0,0,0,0
2019-04-06,4.5173611111111125,76.09722222222223,3.4423611111111097,7.657638888888885,15.15486111111111,84.625,15.285416666666663,15.033333333333335,146.625,,,3.9770833333333337,3.6145833333333326,1167.0,0.0,1,0,0,0,0,0,0,0
2019-04-07,4.540277777777779,130.60416666666666,3.1666666666666665,12.083333333333332,19.507638888888884,61.0,19.685416666666654,19.347222222222225,275.38194444444446,,,3.864583333333335,3.347222222222223,1182.2222222222222,0.0,0,1,0,0,0,0,0,0
2019-04-08,4.083333333333333,225.11111111111111,2.7583333333333337,12.032638888888883,18.439583333333324,70.77777777777777,18.59999999999999,18.296527777777786,291.3541666666667,,,3.4229166666666675,2.9166666666666683,1182.736111111111,0.0,0,0,0,1,0,0,0,0
2019-04-09,4.559722222222224,195.75694444444446,3.126388888888889,12.48819444444445,16.783333333333328,82.55555555555556,16.95347222222223,16.613888888888894,292.5,,,3.8611111111111103,3.3479166666666664,1180.9027777777778,0.0,0,0,0,1,0,0,0,0
2019-04-10,4.338194444444445,256.93055555555554,2.895138888888889,11.349999999999998,14.388888888888902,83.3125,14.55902777777778,14.223611111111106,290.34027777777777,,,3.6333333333333337,3.0868055555555554,1181.4444444444443,0.0,0,0,0,1,0,0,0,0
2019-04-11,3.9763888888888905,235.26388888888889,2.65,11.98402777777778,14.668055555555558,80.32638888888889,14.838194444444444,14.49930555555555,296.02777777777777,,,3.352083333333333,2.841666666666667,1182.9791666666667,0.0,0,0,0,1,0,0,0,0
2019-04-12,4.6180555555555545,88.88888888888889,3.1604166666666664,11.148611111111109,16.575000000000003,70.06944444444444,16.74097222222222,16.41666666666667,307.02777777777777,,,3.8715277777777795,3.3312500000000003,1166.9375,0.0,0,1,0,0,0,0,0,0
2019-04-13,6.538194444444446,79.02777777777777,4.760416666666667,8.029166666666669,21.22222222222223,46.02777777777778,21.405555555555566,21.03402777777777,301.6388888888889,,,5.625694444444445,4.9770833333333355,1165.4305555555557,0.0,1,0,0,0,0,0,0,0
2019-04-14,8.705555555555561,204.88888888888889,5.772222222222225,11.117361111111116,17.74375,71.96527777777777,17.893750000000004,17.602777777777778,133.94444444444446,,,6.9805555555555525,6.050694444444442,1166.138888888889,0.0,0,0,0,1,0,0,0,0
2019-04-15,3.1041666666666656,194.84027777777777,2.1298611111111114,12.991666666666672,14.374305555555559,92.94444444444444,14.466666666666665,14.277777777777779,99.35416666666667,,,2.730555555555556,2.345138888888888,1183.1944444444443,0.0125,0,0,0,1,0,0,0,0
2019-04-16,4.295833333333335,171.67361111111111,3.0312499999999996,10.603472222222223,14.268750000000004,90.34722222222223,14.403472222222225,14.144444444444442,240.90277777777777,,,3.7111111111111117,3.2166666666666663,1165.6319444444443,0.012500000000000002,0,1,0,0,0,0,0,0
2019-04-17,5.683333333333336,242.07638888888889,3.824305555555556,12.071527777777776,14.171527777777788,86.88194444444444,14.36249999999999,14.002083333333339,214.72916666666666,,,4.6895833333333306,4.054166666666667,1183.236111111111,0.0,0,0,0,1,0,0,0,0
2019-04-18,5.572916666666666,235.77083333333334,3.771527777777777,11.717361111111114,13.906249999999993,80.72916666666667,14.1,13.737499999999994,261.43055555555554,,,4.597916666666667,3.9597222222222217,1183.6944444444443,0.0,0,0,0,1,0,0,0,0
2019-04-19,8.027777777777777,231.28472222222223,5.343055555555554,10.677777777777784,12.459027777777777,86.45833333333333,12.670138888888879,12.255555555555551,215.21527777777777,,,6.486111111111109,5.639583333333333,1182.5555555555557,0.059027777777777776,0,0,0,1,0,0,0,0
2019-04-20,6.981249999999998,234.22916666666666,4.667361111111115,11.193750000000001,13.143055555555552,83.38194444444444,13.329166666666664,12.95555555555555,221.15277777777777,,,5.671527777777777,4.8819444444444455,1181.7083333333333,0.0076388888888888895,0,0,0,1,0,0,0,0
2019-04-21,8.331944444444447,267.6875,5.60972222222222,9.891666666666667,10.393055555555556,83.72916666666667,10.637499999999998,10.17222222222222,175.93055555555554,,,6.885416666666665,6.0312499999999964,1182.5069444444443,0.08472222222222221,0,0,0,1,0,0,0,0
2019-04-22,6.771527777777777,248.875,4.801388888888885,9.980555555555554,12.162499999999996,79.80555555555556,12.356944444444435,11.998611111111106,163.71527777777777,,,5.690972222222224,5.0215277777777745,1164.6875,0.001388888888888889,0,0,0,1,0,0,0,0
2019-04-23,4.554861111111112,218.32638888888889,2.8861111111111106,14.979861111111113,14.090972222222216,74.91666666666667,14.245138888888894,13.931944444444449,307.52777777777777,,,3.775694444444443,3.1152777777777785,1181.673611111111,0.0,0,0,0,1,0,0,0,0
2019-04-24,6.093055555555555,54.104166666666664,4.239583333333334,10.177083333333327,16.663888888888884,60.145833333333336,16.840277777777775,16.48958333333334,301.90972222222223,,,5.090972222222221,4.454861111111113,1182.9583333333333,0.0,1,0,0,0,0,0,0,0
2019-04-25,4.942361111111112,72.42361111111111,3.3923611111111116,12.431944444444452,19.102777777777774,47.770833333333336,19.295833333333327,18.902777777777782,298.38194444444446,,,4.169444444444443,3.6243055555555554,1165.4722222222222,0.0,1,0,0,0,0,0,0,0
2019-04-26,5.056249999999999,66.1875,3.6104166666666675,10.718750000000007,20.690972222222225,48.25694444444444,20.883333333333336,20.51527777777777,306.9513888888889,,,4.385416666666668,3.8187500000000005,1165.513888888889,0.0,1,0,0,0,0,0,0,0
2019-04-27,4.529166666666665,111.22916666666667,3.2895833333333333,10.479861111111113,21.399305555555557,37.3125,21.582638888888884,21.21319444444445,267.75694444444446,,,3.9131944444444446,3.4722222222222214,1181.826388888889,0.0,0,1,0,0,0,0,0,0
2019-04-28,3.654861111111111,198.13888888888889,2.586805555555557,13.967361111111112,21.009722222222216,48.395833333333336,21.231944444444437,20.814583333333342,325.15277777777777,,,3.1312499999999996,2.754861111111111,1182.7222222222222,0.0,0,0,0,1,0,0,0,0
2019-04-29,4.262500000000003,120.97916666666667,3.143055555555557,11.609722222222222,23.15833333333333,40.770833333333336,23.36875000000002,22.952083333333352,304.9166666666667,,,3.731944444444445,3.3263888888888906,1183.0,0.0,0,1,0,0,0,0,0,0
2019-04-30,4.3999999999999995,223.45138888888889,3.057638888888889,11.09236111111111,20.677083333333332,62.69444444444444,20.85347222222223,20.52291666666669,257.00694444444446,,,3.6736111111111143,3.261111111111112,1165.1319444444443,0.0,0,0,0,1,0,0,0,0
2019-05-01,4.813286713286712,81.21678321678321,3.699300699300699,8.295804195804198,22.689510489510496,54.87412587412587,22.892307692307696,22.486013986013987,301.6923076923077,,,4.260139860139862,3.8468531468531486,1179.958041958042,0.0,1,0,0,0,0,0,0,0
2019-05-02,4.510416666666669,196.33333333333334,2.875694444444445,17.369444444444447,23.861805555555556,47.75694444444444,24.15,23.58194444444444,185.05555555555554,,,3.845138888888891,3.2659722222222225,1182.7291666666667,0.0,0,0,0,1,0,0,0,0
2019-05-03,6.013194444444445,239.96527777777777,4.323611111111111,11.111805555555554,18.1201388888889,72.90277777777777,18.316666666666666,17.933333333333334,325.77777777777777,,,5.163194444444443,4.530555555555555,1165.4583333333333,0.0,0,0,0,1,0,0,0,0
2019-05-04,5.276388888888885,192.4375,3.579861111111111,12.323611111111104,16.790972222222237,81.10416666666667,17.002777777777787,16.591666666666676,314.6388888888889,,,4.445138888888888,3.7958333333333325,1183.5208333333333,0.0,0,0,0,1,0,0,0,0
2019-05-05,5.907638888888887,72.42361111111111,4.497916666666665,8.209027777777775,22.181944444444436,53.30555555555556,22.405555555555562,21.963194444444454,323.65277777777777,,,5.175694444444442,4.714583333333337,1167.0,0.0,1,0,0,0,0,0,0,0
2019-05-06,6.570833333333334,161.33333333333334,4.593055555555554,11.706944444444439,24.16805555555557,45.93055555555556,24.381944444444443,23.945138888888906,211.72222222222223,,,5.61458333333333,4.9215277777777775,1181.9791666666667,0.0,0,1,0,0,0,0,0,0
2019-05-07,7.365972222222222,266.3125,5.20138888888889,9.595833333333331,17.341666666666665,80.31944444444444,17.549305555555556,17.153472222222234,284.1041666666667,,,6.220138888888889,5.485416666666668,1180.4652777777778,0.0,0,0,0,1,0,0,0,0
2019-05-08,5.540972222222223,269.80555555555554,3.7326388888888906,11.28888888888889,16.35625,73.8125,16.57777777777777,16.15138888888887,303.6736111111111,,,4.670138888888893,3.961805555555555,1182.2222222222222,0.0,0,0,0,1,0,0,0,0
2019-05-09,5.835971223021584,291.66906474820144,4.184892086330938,10.000719424460437,15.972661870503599,70.28776978417267,16.206474820143878,15.758273381294968,288.978417266187,,,5.010791366906476,4.395683453237411,1156.2446043165467,0.0,0,0,1,0,0,0,0,0
2019-05-10,4.627083333333334,274.63194444444446,3.0868055555555554,11.718750000000002,16.19097222222222,69.64583333333333,16.400694444444458,16.000000000000014,332.4861111111111,,,3.926388888888888,3.2951388888888884,1181.9652777777778,0.0,0,0,1,0,0,0,0,0
2019-05-11,3.4291666666666654,128.45833333333334,2.302112676056337,13.93611111111111,18.87430555555556,58.21527777777778,19.068750000000005,18.670833333333345,343.71527777777777,,,2.921527777777778,2.472916666666666,1183.5972222222222,0.0,0,1,0,0,0,0,0,0
2019-05-12,5.625694444444445,122.40972222222223,3.662499999999999,12.277777777777779,23.410416666666666,38.86805555555556,23.613888888888887,23.211805555555557,340.5416666666667,,,4.6520833333333345,3.897916666666667,1182.0833333333333,0.0,0,1,0,0,0,0,0,0
2019-05-13,6.104166666666666,67.59027777777777,4.118055555555554,11.073611111111113,25.626388888888883,23.868055555555557,25.870138888888885,25.388888888888882,347.0833333333333,,,5.022222222222222,4.327083333333335,1182.1666666666667,0.0,1,0,0,0,0,0,0,0
2019-05-14,3.937500000000001,152.04166666666666,2.645833333333334,15.379166666666663,25.43055555555557,34.09722222222222,25.690972222222243,25.181250000000002,341.46527777777777,,,3.324305555555554,2.861805555555558,1182.8125,0.0,0,1,0,0,0,0,0,0
2019-05-15,4.834722222222222,206.15277777777777,3.390972222222223,14.093750000000002,24.158333333333328,57.875,24.43472222222222,23.88541666666666,328.78472222222223,,,4.136805555555555,3.5965277777777778,1182.9097222222222,0.0,0,0,0,1,0,0,0,0
2019-05-16,4.28611111111111,218.98611111111111,2.784722222222223,15.664583333333342,24.919444444444437,53.048611111111114,25.172222222222228,24.66180555555555,329.3611111111111,,,3.607638888888889,3.0000000000000004,1181.1875,0.0,0,0,0,1,0,0,0,0
2019-05-17,7.295138888888889,190.32638888888889,5.086111111111112,11.78611111111111,24.202083333333345,54.24305555555556,24.43819444444445,23.966666666666665,318.8541666666667,,,6.092361111111114,5.3208333333333355,1180.9305555555557,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.618750000000002,207.42361111111111,3.209027777777779,12.174999999999994,20.877083333333328,57.38194444444444,21.125694444444438,20.65486111111111,342.1111111111111,,,3.927083333333335,3.3875000000000015,1182.1805555555557,0.0,0,0,0,1,0,0,0,0
2019-05-19,4.953472222222221,247.63194444444446,3.4715277777777778,12.975,19.564583333333353,76.09722222222223,19.769444444444453,19.37569444444445,355.15972222222223,,,4.225694444444446,3.659027777777777,1181.0972222222222,0.0,0,0,0,1,0,0,0,0
2019-05-20,4.2451388888888895,238.84722222222223,2.7097222222222213,18.318749999999998,21.359027777777783,77.6875,21.569444444444446,21.149305555555568,332.1111111111111,,,3.5826388888888894,2.9562499999999994,1183.1527777777778,0.0,0,0,0,1,0,0,0,0
2019-05-21,3.840972222222219,202.23611111111111,2.52986111111111,15.174999999999992,24.11180555555555,63.30555555555556,24.324999999999996,23.900000000000002,331.81944444444446,,,3.2534722222222228,2.7402777777777776,1181.923611111111,0.0,0,0,0,1,0,0,0,0
2019-05-22,3.145833333333334,120.875,2.210416666666667,13.965277777777782,29.794444444444448,21.75,30.03472222222222,29.553472222222226,330.25,,,2.7354166666666684,2.382638888888889,1167.2291666666667,0.0,0,1,0,0,0,0,0,0
2019-05-23,4.794444444444445,121.22916666666667,3.577083333333332,9.938194444444447,32.27361111111113,18.083333333333332,32.51666666666666,32.025694444444454,308.2291666666667,,,4.201388888888888,3.748611111111112,1183.236111111111,0.0,0,1,0,0,0,0,0,0
2019-05-24,5.250000000000001,169.54861111111111,3.7763888888888895,9.965277777777777,30.646527777777788,31.09027777777778,30.884027777777778,30.41250000000001,261.55555555555554,,,4.49027777777778,3.9916666666666654,1182.2430555555557,0.0,0,1,0,0,0,0,0,0
2019-05-25,5.568055555555555,267.5763888888889,3.8118055555555554,12.399999999999999,21.940972222222236,79.59027777777777,22.137500000000006,21.759027777777792,320.84027777777777,,,4.697916666666667,4.020833333333333,1166.4791666666667,0.0,0,0,0,1,0,0,0,0
2019-05-26,4.463194444444444,276.375,3.040277777777778,13.486111111111112,20.225000000000005,77.30555555555556,20.422916666666662,20.042361111111116,332.06944444444446,,,3.8006944444444435,3.253472222222223,1181.6180555555557,0.0,0,0,1,0,0,0,0,0
2019-05-27,3.9201388888888897,241.375,2.5583333333333336,16.34930555555555,21.518055555555552,80.1875,21.727083333333326,21.309027777777768,330.625,,,3.272222222222221,2.7562499999999996,1165.3472222222222,0.0,0,0,0,1,0,0,0,0
2019-05-28,4.938194444444445,268.6666666666667,3.4277777777777776,14.06875,22.79305555555556,82.23611111111111,22.98680555555557,22.596527777777784,335.125,,,4.186111111111114,3.597222222222223,1165.0069444444443,0.0,0,0,0,1,0,0,0,0
2019-05-29,4.768749999999999,165.13194444444446,2.974305555555555,19.105555555555554,27.09652777777778,52.40972222222222,27.35277777777777,26.847222222222218,339.2083333333333,,,3.875,3.2138888888888877,1165.1180555555557,0.0,0,1,0,0,0,0,0,0
2019-05-30,5.77361111111111,118.84722222222223,3.656250000000002,18.328472222222224,30.029166666666658,35.0,30.329861111111118,29.731944444444448,337.44444444444446,,,4.745138888888892,3.9145833333333346,1180.8333333333333,0.0,0,1,0,0,0,0,0,0
2019-05-31,5.440972222222223,239.89583333333334,3.602083333333332,15.640277777777783,26.77222222222223,59.49305555555556,27.043750000000003,26.53958333333334,302.5833333333333,,,4.531249999999998,3.8652777777777754,1165.4027777777778,0.0,0,0,0,1,0,0,0,0
2019-06-01,6.589583333333332,246.14583333333334,4.543749999999999,12.107638888888882,23.764583333333334,80.47916666666667,23.965277777777782,23.589583333333323,330.49305555555554,,,5.470833333333335,4.747222222222223,1181.7222222222222,0.0,0,0,0,1,0,0,0,0
2019-06-02,6.45422535211268,251.29577464788733,4.49718309859155,11.133098591549293,23.511971830985924,83.64788732394366,23.704225352112683,23.33873239436621,331.3098591549296,,,5.383802816901408,4.714084507042252,1179.0985915492959,0.0,0,0,0,1,0,0,0,0
2019-06-03,5.647222222222224,247.88888888888889,3.698611111111111,15.404166666666669,24.95694444444446,72.96527777777777,25.20972222222222,24.71458333333332,334.03472222222223,,,4.678472222222221,3.9423611111111114,1181.8333333333333,0.0,0,0,0,1,0,0,0,0
2019-06-04,6.724305555555554,220.68055555555554,4.256249999999999,13.643055555555554,26.856944444444437,55.52777777777778,27.070833333333333,26.63472222222222,323.0833333333333,,,5.488194444444443,4.500694444444445,1182.298611111111,0.0,0,0,0,1,0,0,0,0
2019-06-05,5.463194444444445,147.80555555555554,3.4618055555555554,15.492361111111117,29.27152777777778,34.88194444444444,29.502083333333328,29.047916666666683,316.6875,,,4.475694444444445,3.7437499999999986,1181.8402777777778,0.0,0,1,0,0,0,0,0,0
2019-06-06,6.462500000000002,140.0,3.892361111111109,17.6625,27.48472222222223,41.854166666666664,27.70416666666667,27.28819444444444,206.64583333333334,,,5.225000000000001,4.250694444444445,1181.3680555555557,0.0,0,1,0,0,0,0,0,0
2019-06-07,5.771527777777776,246.54166666666666,3.688888888888888,15.122916666666672,25.933333333333334,52.52777777777778,26.158333333333335,25.734027777777772,336.84027777777777,,,4.78125,3.931944444444443,1165.986111111111,0.0,0,0,0,1,0,0,0,0
2019-06-08,6.4409722222222205,274.40972222222223,4.6090277777777775,10.26458333333333,22.777083333333337,85.35416666666667,22.938194444444445,22.61666666666666,296.1458333333333,,,5.499305555555557,4.804166666666668,1181.0,0.0,0,0,1,0,0,0,0,0
2019-06-09,5.546527777777776,245.71527777777777,3.6784722222222226,12.634027777777783,22.02500000000001,84.90972222222223,22.20069444444444,21.865277777777784,297.44444444444446,,,4.575,3.8687500000000017,1183.2430555555557,0.0,0,0,0,1,0,0,0,0
2019-06-10,4.156944444444442,221.97222222222223,2.668055555555556,13.695138888888884,25.027777777777782,57.34027777777778,25.25069444444445,24.813194444444445,353.93055555555554,,,3.44236111111111,2.868055555555555,1164.7152777777778,0.0,0,0,0,1,0,0,0,0
2019-06-11,3.867832167832169,182.24475524475525,2.516083916083916,14.451748251748242,27.33846153846155,39.16083916083916,27.574125874125865,27.11608391608392,336.86013986013984,,,3.2860139860139865,2.6965034965034973,1181.7762237762238,0.0,0,0,0,1,0,0,0,0
2019-06-12,5.87847222222222,240.23611111111111,4.050694444444446,11.68888888888889,23.91111111111111,74.47916666666667,24.130555555555546,23.7013888888889,332.6111111111111,,,4.972222222222225,4.274305555555554,1181.6875,0.0,0,0,0,1,0,0,0,0
2019-06-13,5.805555555555554,251.79166666666666,3.9736111111111123,11.824305555555561,22.78333333333332,80.3125,23.01597222222222,22.59236111111112,277.88194444444446,,,4.8888888888888875,4.199305555555555,1165.4652777777778,0.0,0,0,0,1,0,0,0,0
2019-06-14,5.299305555555556,255.9375,3.5243055555555554,13.479861111111111,23.00416666666667,79.59722222222223,23.225694444444443,22.805555555555554,289.34722222222223,,,4.410416666666666,3.715277777777777,1182.6041666666667,0.0,0,0,0,1,0,0,0,0
2019-06-15,4.338888888888893,247.40277777777777,2.909722222222221,12.610416666666659,23.067361111111108,83.0,23.278472222222224,22.890972222222214,299.2916666666667,,,3.6756944444444466,3.10347222222222,1165.2708333333333,0.0,0,0,0,1,0,0,0,0
2019-06-16,4.584722222222222,211.75,3.0562499999999995,11.46805555555555,24.35555555555555,72.8125,24.57361111111111,24.17083333333334,338.1736111111111,,,3.8756944444444454,3.2631944444444434,1166.2916666666667,0.0,0,0,0,1,0,0,0,0
2019-06-17,6.217361111111114,233.21527777777777,4.256944444444446,11.479861111111113,23.861805555555563,77.5625,24.07152777777777,23.67222222222222,298.3888888888889,,,5.177083333333332,4.4659722222222245,1181.7291666666667,0.0,0,0,0,1,0,0,0,0
2019-06-18,5.760416666666669,230.60416666666666,3.9249999999999994,12.279166666666665,23.618055555555557,82.44444444444444,23.803472222222215,23.43611111111111,290.8888888888889,,,4.784722222222222,4.114583333333334,1165.4097222222222,0.0,0,0,0,1,0,0,0,0
2019-06-19,5.179861111111108,217.09027777777777,3.5965277777777778,11.03472222222222,23.762500000000003,77.30555555555556,23.95833333333334,23.569444444444432,342.125,,,4.412499999999996,3.7743055555555554,1182.375,0.0,0,0,0,1,0,0,0,0
