,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,North,South,West,North-East,East
2019-04-01,8.425,247.54861111111111,5.996527777777775,9.459722222222224,11.790277777777773,61.46527777777778,11.94236111111111,11.635416666666664,,,,7.233333333333331,6.297916666666667,1181.5208333333333,0.0,0,0,1,0,0,0,0,0
2019-04-02,5.659722222222225,237.75,3.8743055555555546,11.26388888888889,13.038194444444446,59.854166666666664,13.223611111111104,12.861805555555547,,,,4.885416666666664,4.188194444444445,1165.638888888889,0.0,0,0,1,0,0,0,0,0
2019-04-03,4.003472222222224,172.38888888888889,2.497916666666666,17.270138888888894,15.265972222222217,52.041666666666664,15.475000000000003,15.054861111111109,,,,3.4444444444444433,2.8034722222222204,1182.1319444444443,0.0,1,0,0,0,0,0,0,0
2019-04-04,5.3194444444444455,195.99305555555554,3.7805555555555563,13.677777777777772,15.968055555555559,63.21527777777778,16.143055555555556,15.788888888888888,,,,4.673611111111111,4.093055555555558,1183.2152777777778,0.0,0,0,1,0,0,0,0,0
2019-04-05,4.708333333333336,307.4583333333333,3.20625,13.182638888888894,13.98472222222222,73.875,14.15763888888889,13.835416666666667,,,,4.1284722222222205,3.4937500000000004,1181.5972222222222,0.0,0,1,0,0,0,0,0,0
2019-04-06,4.250000000000001,144.65277777777777,2.9361111111111122,13.4125,17.67708333333333,53.5,17.895833333333332,17.44861111111111,,,,3.7520833333333323,3.2131944444444445,1182.8125,0.0,1,0,0,0,0,0,0,0
2019-04-07,5.977083333333335,228.57638888888889,4.005555555555554,13.346527777777778,21.30416666666666,37.84722222222222,21.515277777777772,21.102777777777778,,,,5.171527777777779,4.364583333333332,1182.3194444444443,0.0,0,0,1,0,0,0,0,0
2019-04-08,4.754861111111111,242.45138888888889,3.153472222222223,15.764583333333329,19.50972222222222,47.4375,19.720833333333317,19.313888888888883,,,,4.140277777777779,3.4888888888888885,1166.173611111111,0.0,0,0,1,0,0,0,0,0
2019-04-09,6.200694444444443,241.00694444444446,4.361805555555557,14.274305555555555,18.05972222222222,55.125,18.296527777777776,17.845833333333324,,,,5.455555555555556,4.680555555555555,1180.875,0.0,0,0,1,0,0,0,0,0
2019-04-10,4.695833333333334,277.74305555555554,3.081944444444445,14.561111111111112,14.452083333333329,58.44444444444444,14.616666666666674,14.297222222222226,,,,4.087500000000002,3.37013888888889,1182.4791666666667,0.0,0,1,0,0,0,0,0,0
2019-04-11,4.560416666666669,255.8125,3.005555555555555,15.76944444444445,14.623611111111112,50.99305555555556,14.823611111111111,14.447916666666664,,,,3.9333333333333353,3.2854166666666647,1181.9375,0.0,0,0,1,0,0,0,0,0
2019-04-12,4.199999999999999,174.30555555555554,2.7590277777777783,17.491666666666674,15.409027777777773,56.96527777777778,15.615972222222224,15.19583333333333,,,,3.657638888888888,3.04375,1182.375,0.0,0,0,1,0,0,0,0,0
2019-04-13,5.667361111111111,144.82638888888889,4.0048611111111105,11.980555555555556,21.313888888888894,39.951388888888886,21.56041666666668,21.0625,,,,4.971527777777778,4.3270833333333325,1181.7777777777778,0.0,1,0,0,0,0,0,0,0
