,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,West,East,South,North
2019-04-01,6.92847222222222,223.03472222222223,4.968055555555557,8.654861111111114,20.897222222222226,37.041666666666664,20.999305555555544,20.800694444444442,,,,6.052777777777777,5.32638888888889,1182.6041666666667,0.0,0,0,0,1,0,0,0,0
2019-04-02,4.999999999999997,154.04895104895104,3.7328671328671335,10.203496503496499,21.995035460992906,39.858156028368796,22.112056737588645,21.873758865248227,,,,4.470629370629374,3.969230769230771,1165.3055555555557,0.0,0,1,0,0,0,0,0,0
2019-04-03,5.4597222222222195,93.52777777777777,4.405555555555556,8.329166666666666,22.10555555555554,43.861111111111114,22.195833333333333,22.01736111111111,,,,4.972222222222224,4.562499999999999,1181.7847222222222,0.0,0,1,0,0,0,0,0,0
2019-04-04,5.806250000000001,123.42361111111111,4.603472222222222,7.856944444444447,23.597916666666666,44.81944444444444,23.681944444444447,23.511111111111106,,,,5.292361111111112,4.85486111111111,1182.513888888889,0.0,0,1,0,0,0,0,0,0
2019-04-05,5.336805555555554,192.53472222222223,3.7937499999999997,10.929861111111114,23.242361111111094,44.0,23.358333333333306,23.13472222222221,,,,4.7,4.037500000000002,1181.5416666666667,0.0,0,0,0,1,0,0,0,0
2019-04-06,5.702083333333334,139.45833333333334,4.477777777777779,9.681250000000002,23.24305555555554,47.3125,23.329861111111093,23.154166666666665,,,,5.14375,4.693750000000002,1164.5208333333333,0.0,0,1,0,0,0,0,0,0
2019-04-07,4.2972222222222225,121.11805555555556,3.2993055555555544,12.040277777777781,26.404861111111103,40.30555555555556,26.52013888888889,26.29097222222222,,,,3.9152777777777796,3.5472222222222216,1182.8958333333333,0.0,0,1,0,0,0,0,0,0
2019-04-08,3.9375000000000018,188.39583333333334,2.7770833333333336,14.254861111111106,27.58541666666666,35.59722222222222,27.725694444444436,27.46041666666667,,,,3.4861111111111116,3.0222222222222226,1165.1597222222222,0.0,0,0,0,1,0,0,0,0
2019-04-09,6.284722222222223,173.67361111111111,4.46875,10.856944444444444,25.764583333333334,41.90972222222222,25.90277777777778,25.634722222222234,,,,5.508333333333333,4.846527777777777,1182.611111111111,0.0,0,0,0,1,0,0,0,0
2019-04-10,5.781944444444442,200.3125,4.059027777777778,11.877777777777776,23.874305555555573,39.833333333333336,24.004861111111126,23.74791666666667,,,,5.059722222222224,4.35,1182.0694444444443,0.0,0,0,0,1,0,0,0,0
