,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-02-15,7.517361111111108,167.16666666666666,4.004166666666666,16.88819444444444,10.66944444444444,87.38888888888889,10.832638888888889,10.495138888888887,,,,5.384722222222224,4.365277777777777,1167.0833333333333,0.23680555555555566,1,0,0,0,0,0,0,0
2019-02-16,5.869444444444444,194.23611111111111,3.1284722222222228,19.811805555555562,12.562500000000007,91.15277777777777,12.758333333333335,12.37847222222222,,,,4.396527777777781,3.477777777777778,1165.3472222222222,0.09027777777777773,0,0,1,0,0,0,0,0
2019-02-17,3.476388888888889,139.61111111111111,1.9833333333333338,17.376388888888883,10.908333333333335,91.42361111111111,11.110416666666664,10.71736111111111,,,,2.668750000000001,2.159027777777777,1181.6527777777778,0.009027777777777779,1,0,0,0,0,0,0,0
2019-02-18,3.2972027972027966,169.74825174825176,1.911188811188811,16.24125874125875,10.026573426573428,86.9090909090909,10.272027972027978,9.7993006993007,,,,2.5818181818181825,2.072727272727273,1166.062937062937,0.0,1,0,0,0,0,0,0,0
2019-02-19,3.2020833333333334,167.93055555555554,1.7881944444444449,17.759027777777774,11.393055555555554,90.5,11.67777777777778,11.111111111111116,,,,2.493750000000001,1.9541666666666668,1182.0347222222222,0.0,1,0,0,0,0,0,0,0
2019-02-20,2.5062499999999996,149.45138888888889,1.46875,17.405555555555555,11.593055555555553,93.69444444444444,11.79444444444444,11.394444444444439,,,,1.9979166666666675,1.6194444444444447,1181.0347222222222,0.018750000000000003,1,0,0,0,0,0,0,0
2019-02-21,2.569444444444446,148.0,1.496527777777778,18.202777777777783,10.913194444444438,86.6875,11.193749999999996,10.659722222222221,,,,2.0680555555555555,1.6520833333333336,1182.5902777777778,0.0006944444444444445,1,0,0,0,0,0,0,0
2019-02-22,2.532638888888888,170.06944444444446,1.5013888888888889,16.57291666666667,10.231250000000003,88.04861111111111,10.460416666666662,10.002083333333328,,,,2.0423611111111115,1.6388888888888886,1181.7083333333333,0.0,1,0,0,0,0,0,0,0
2019-02-23,2.9937500000000004,140.79861111111111,1.7791666666666666,18.148611111111123,11.096527777777771,87.8125,11.345138888888883,10.845138888888888,,,,2.4125,1.938194444444444,1181.201388888889,0.0,1,0,0,0,0,0,0,0
2019-02-24,3.3111111111111113,118.93055555555556,1.9083333333333339,17.277777777777782,11.759722222222218,85.04166666666667,11.993055555555557,11.534722222222221,,,,2.6243055555555546,2.080555555555557,1181.326388888889,0.0,1,0,0,0,0,0,0,0
2019-02-25,5.454861111111113,124.19444444444444,2.7104166666666663,28.19583333333333,17.290277777777774,54.736111111111114,17.491666666666667,17.072916666666668,,,,3.8277777777777775,2.9097222222222223,1165.7708333333333,0.0,1,0,0,0,0,0,0,0
2019-02-26,9.338888888888892,206.55555555555554,5.1076388888888875,17.012500000000006,17.950694444444444,58.791666666666664,18.156944444444438,17.758333333333326,,,,6.635416666666667,5.408333333333334,1183.0625,0.010416666666666668,0,0,1,0,0,0,0,0
2019-02-27,9.21875,258.15972222222223,5.240972222222222,14.736111111111105,14.889583333333333,88.40972222222223,15.179861111111109,14.586805555555555,,,,6.812499999999998,5.626388888888889,1163.5694444444443,0.1340277777777778,0,0,1,0,0,0,0,0
2019-02-28,11.47013888888889,277.6388888888889,6.399305555555554,16.606944444444444,12.96666666666667,73.79861111111111,13.222222222222227,12.714583333333334,,,,8.318055555555558,6.811805555555554,1164.4930555555557,0.04583333333333334,0,1,0,0,0,0,0,0
2019-03-01,5.404861111111113,279.2083333333333,3.027083333333333,17.50208333333333,13.627083333333335,59.44444444444444,13.797222222222224,13.459027777777782,,,,4.134722222222223,3.2812500000000004,1165.3194444444443,0.0006944444444444445,0,1,0,0,0,0,0,0
2019-03-02,4.840972222222224,181.875,2.7347222222222216,18.07083333333334,13.543055555555558,89.8125,13.736111111111116,13.370833333333334,,,,3.645833333333335,2.938194444444443,1165.5069444444443,0.02986111111111111,0,0,1,0,0,0,0,0
2019-03-03,4.893055555555558,160.875,2.777083333333334,15.882638888888884,13.46666666666667,82.38888888888889,13.643055555555554,13.297916666666682,,,,3.627777777777778,2.9687499999999987,1183.0416666666667,0.050694444444444445,1,0,0,0,0,0,0,0
2019-03-04,4.479166666666668,168.15277777777777,2.578472222222223,14.914583333333333,13.546527777777776,93.70138888888889,13.747222222222216,13.354166666666664,,,,3.4124999999999996,2.759722222222223,1166.2152777777778,0.011805555555555557,1,0,0,0,0,0,0,0
