,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,North,South,West,North-East,East
2019-04-01,5.44583333333333,172.77777777777777,3.027083333333334,18.40833333333332,13.169444444444444,97.97222222222223,13.34374999999999,13.009722222222223,,,,4.102777777777778,3.3006944444444453,1181.7916666666667,0.12152777777777775,1,0,0,0,0,0,0,0
2019-04-02,3.328472222222223,176.68055555555554,1.8791666666666673,17.560416666666665,13.561111111111112,96.14583333333333,13.722222222222218,13.40069444444444,,,,2.5694444444444433,2.04861111111111,1181.9097222222222,0.07361111111111111,1,0,0,0,0,0,0,0
2019-04-03,3.5201388888888903,149.93055555555554,2.14375,16.277083333333326,13.488194444444442,88.9375,13.670138888888891,13.312500000000002,,,,2.8083333333333327,2.283333333333334,1182.1458333333333,0.0,1,0,0,0,0,0,0,0
2019-04-04,4.445138888888892,169.27777777777777,2.636111111111111,17.73958333333333,14.931944444444452,93.91666666666667,15.127777777777775,14.736805555555542,,,,3.5249999999999995,2.834027777777777,1182.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-04-05,2.9534722222222225,171.84027777777777,1.7923611111111113,16.67777777777778,15.59444444444445,95.71527777777777,15.784027777777782,15.393750000000011,,,,2.4124999999999996,1.9562499999999998,1165.8402777777778,0.0,0,0,1,0,0,0,0,0
2019-04-06,3.106944444444444,122.85416666666667,1.7305555555555552,19.669444444444444,15.602777777777773,89.84722222222223,15.759722222222226,15.449305555555563,,,,2.430555555555554,1.9381944444444446,1166.7569444444443,0.0,1,0,0,0,0,0,0,0
2019-04-07,4.13125,174.24305555555554,2.364583333333334,17.441666666666666,18.569444444444443,78.69444444444444,18.77291666666667,18.377083333333342,,,,3.1944444444444455,2.5729166666666656,1182.8402777777778,0.0,1,0,0,0,0,0,0,0
2019-04-08,3.0951388888888896,208.36111111111111,1.895833333333333,17.075000000000003,17.058333333333334,94.14583333333333,17.241666666666664,16.881944444444446,,,,2.5868055555555554,2.0798611111111107,1182.638888888889,0.0,0,0,1,0,0,0,0,0
2019-04-09,3.649305555555554,223.79166666666666,2.0763888888888884,19.09652777777777,18.148611111111112,83.79861111111111,18.374305555555562,17.922916666666666,,,,2.8861111111111106,2.2673611111111116,1164.5277777777778,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.7604166666666665,240.96527777777777,2.2152777777777786,20.58472222222223,16.262500000000003,86.07638888888889,16.472916666666677,16.065972222222236,,,,3.0541666666666667,2.3972222222222213,1181.3125,0.0,0,0,1,0,0,0,0,0
2019-04-11,3.7506944444444454,170.65277777777777,2.2055555555555566,18.69930555555556,15.574305555555563,86.47222222222223,15.811111111111106,15.359027777777774,,,,2.970833333333334,2.368750000000001,1181.6597222222222,0.0,1,0,0,0,0,0,0,0
2019-04-12,5.134722222222219,115.25694444444444,3.1319444444444424,13.097222222222225,16.149305555555557,86.86805555555556,16.37708333333333,15.938194444444443,,,,4.077083333333331,3.3319444444444435,1165.2569444444443,0.0,1,0,0,0,0,0,0,0
2019-04-13,4.179861111111111,122.77777777777777,2.232638888888888,19.254166666666656,19.45625000000001,67.22222222222223,19.75138888888889,19.15416666666667,,,,3.095833333333333,2.447916666666666,1184.0,0.0,1,0,0,0,0,0,0,0
2019-04-14,7.838194444444444,202.45833333333334,4.436805555555552,15.74930555555555,20.479861111111106,70.17361111111111,20.638194444444437,20.322916666666664,,,,5.665972222222219,4.671527777777775,1166.5625,0.0,0,0,1,0,0,0,0,0
2019-04-15,2.7312500000000006,181.61111111111111,1.5729166666666667,18.454861111111114,15.886111111111113,96.28472222222223,16.046527777777786,15.736111111111105,,,,2.193055555555556,1.7520833333333334,1183.2083333333333,0.009722222222222222,0,0,1,0,0,0,0,0
2019-04-16,2.8152777777777778,199.27083333333334,1.665972222222221,18.34375,16.02986111111111,91.55555555555556,16.258333333333333,15.80277777777777,,,,2.3069444444444462,1.8381944444444436,1164.5902777777778,0.02430555555555556,0,0,1,0,0,0,0,0
