,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,South,West,North-East,North,East
2019-04-01,3.917361111111111,185.08333333333334,2.4701388888888904,13.300694444444444,12.677777777777779,95.41666666666667,12.805555555555554,12.54999999999999,,,,,,,0.10000000000000002,0,0,1,0,0,0,0,0
2019-04-02,3.340277777777778,203.52083333333334,2.0118055555555556,13.867361111111107,14.229166666666666,84.79166666666667,14.37569444444445,14.077083333333333,,,,,,,0.020833333333333336,0,0,1,0,0,0,0,0
2019-04-03,2.2671532846715325,231.05109489051094,1.1927007299270074,21.31824817518248,13.283941605839411,83.86131386861314,13.462043795620442,13.105109489051095,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-04,2.8513888888888888,260.31944444444446,1.5715277777777772,21.80763888888888,15.125694444444447,84.90972222222223,15.286805555555553,14.983333333333329,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-05,3.1486111111111095,255.99305555555554,1.7881944444444444,16.46111111111111,15.53680555555556,86.22222222222223,15.693750000000001,15.39236111111111,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-06,2.367361111111111,174.02777777777777,1.4750000000000003,17.789583333333336,15.704166666666664,87.76388888888889,15.829166666666671,15.579861111111107,,,,,,,0.0,1,0,0,0,0,0,0,0
2019-04-07,3.167361111111111,195.95138888888889,1.9236111111111116,20.857638888888886,19.13333333333334,77.375,19.309027777777786,18.958333333333336,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-08,2.8840277777777783,223.47222222222223,1.6534722222222227,19.59236111111111,18.54236111111112,77.77777777777777,18.715277777777786,18.36875,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-09,3.0951388888888878,224.61805555555554,1.6923611111111112,23.032638888888886,17.176388888888894,81.92361111111111,17.347916666666674,17.00763888888889,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.4840277777777784,236.375,2.028472222222222,15.295833333333336,15.40763888888889,81.27083333333333,15.602777777777776,15.224999999999998,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-11,3.4777777777777783,262.4375,1.8243055555555558,21.100000000000005,14.861111111111114,79.90972222222223,15.036805555555564,14.684722222222213,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-12,3.2354166666666666,208.59027777777777,1.740972222222222,20.927777777777784,16.165972222222212,79.8125,16.340972222222216,15.992361111111112,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-13,3.2194444444444437,176.54861111111111,1.9805555555555547,16.8125,20.00833333333333,65.56944444444444,20.210416666666685,19.805555555555564,,,,,,,0.0,1,0,0,0,0,0,0,0
2019-04-14,5.914583333333332,215.60416666666666,3.800694444444445,14.136111111111111,17.97430555555556,77.56944444444444,18.17638888888889,17.775694444444447,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-15,2.360416666666666,231.76388888888889,1.3409722222222218,20.356944444444455,15.664583333333333,92.42361111111111,15.774999999999999,15.538194444444448,,,,,,,0.013194444444444443,0,0,1,0,0,0,0,0
2019-04-16,3.659027777777778,241.22222222222223,2.1541666666666663,16.024305555555557,16.204166666666666,86.60416666666667,16.346527777777773,16.072222222222223,,,,,,,0.013194444444444446,0,0,1,0,0,0,0,0
2019-04-17,4.66041666666667,217.88194444444446,2.813888888888888,14.557638888888887,15.229861111111104,85.53472222222223,15.443055555555548,15.024999999999997,,,,,,,0.006944444444444444,0,0,1,0,0,0,0,0
2019-04-18,3.9319444444444422,215.29166666666666,2.3055555555555545,18.214583333333337,15.231250000000001,78.84027777777777,15.412499999999998,15.046527777777774,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-19,6.050694444444442,203.39583333333334,3.670833333333335,16.45069444444444,13.810416666666654,84.64583333333333,14.073611111111113,13.554861111111107,,,,,,,0.058333333333333334,0,0,1,0,0,0,0,0
2019-04-20,4.784722222222224,206.98611111111111,2.898611111111111,14.804861111111105,14.23402777777778,84.27083333333333,14.415277777777776,14.05555555555555,,,,,,,0.00902777777777778,0,0,1,0,0,0,0,0
2019-04-21,5.935416666666666,258.80555555555554,3.443749999999999,14.03263888888889,11.634027777777781,88.74305555555556,11.865972222222217,11.423611111111107,,,,,,,0.11944444444444441,0,0,1,0,0,0,0,0
2019-04-22,4.7437499999999995,215.36805555555554,2.7361111111111125,15.274305555555555,12.868055555555555,84.13888888888889,13.049999999999997,12.67152777777777,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-23,3.1201388888888886,249.22222222222223,1.7055555555555557,19.834722222222215,14.232638888888882,78.89583333333333,14.440972222222221,14.03194444444444,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-24,3.4923611111111126,210.40972222222223,2.0374999999999996,18.16527777777779,16.418750000000003,72.09722222222223,16.597916666666666,16.230555555555554,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-25,3.7868055555555546,227.61805555555554,2.0472222222222225,25.066666666666677,18.484027777777776,68.43055555555556,18.662499999999994,18.295833333333317,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-26,3.302083333333332,208.625,1.8138888888888889,22.445833333333336,19.948611111111106,62.354166666666664,20.147222222222222,19.754861111111108,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-27,2.4194444444444447,209.13888888888889,1.3236111111111117,24.286805555555553,20.067361111111104,61.145833333333336,20.26180555555557,19.8875,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-28,3.0479166666666666,257.3888888888889,1.6500000000000001,19.89236111111111,19.7013888888889,63.86805555555556,19.87291666666666,19.52291666666666,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-29,2.8027972027972012,216.6013986013986,1.5748251748251751,26.920279720279726,21.452447552447556,62.32167832167832,21.663636363636364,21.236363636363635,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-04-30,3.14027777777778,244.34722222222223,1.8347222222222221,18.786805555555556,20.890972222222228,70.36111111111111,21.086805555555568,20.697222222222216,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-01,2.9958041958041957,216.5874125874126,1.6825174825174822,19.98391608391609,21.881818181818186,68.67132867132867,22.076923076923073,21.688811188811194,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-02,3.497222222222224,228.38194444444446,1.9631944444444445,25.07708333333333,23.575694444444437,63.611111111111114,23.8013888888889,23.382638888888906,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-03,5.656250000000002,283.8125,3.1888888888888896,19.193055555555556,19.697222222222223,72.75,19.84930555555556,19.54513888888889,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-04,4.365277777777778,253.72916666666666,2.327777777777778,20.833333333333332,18.165972222222226,78.75694444444444,18.33958333333334,18.00347222222223,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-05,3.274305555555554,192.55555555555554,1.8909722222222218,21.86527777777777,21.44930555555555,61.61805555555556,21.669444444444437,21.227083333333326,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-06,4.3500000000000005,205.71527777777777,2.583333333333332,21.788194444444446,23.983333333333334,56.50694444444444,24.180555555555557,23.783333333333346,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-07,5.678472222222221,269.27777777777777,3.2777777777777772,15.025694444444436,19.65069444444444,74.96527777777777,19.84097222222223,19.47152777777778,,,,,,,0.0,0,1,0,0,0,0,0,0
2019-05-08,4.295833333333334,234.13888888888889,2.3909722222222216,16.44027777777778,17.58194444444445,73.52777777777777,17.77638888888889,17.379861111111108,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-09,4.20935251798561,241.89208633093526,2.3812949640287773,17.264748201438852,16.31942446043166,71.90647482014388,16.54388489208633,16.095683453237406,,,,,,,0.0,0,0,1,0,0,0,0,0
2019-05-10,3.856249999999999,253.53472222222223,2.0819444444444453,17.895833333333346,16.60625,71.36805555555556,16.81041666666667,16.388194444444448,,,,,,,0.0,0,0,1,0,0,0,0,0
