,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-03-01,,,,,9.331944444444439,89.76388888888889,9.418055555555545,9.238888888888887,,,,,,,0.042361111111111106,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,9.925694444444444,89.99305555555556,9.977083333333331,9.872222222222218,,,,,,,0.03749999999999999,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,12.594444444444441,53.895833333333336,12.709027777777774,12.484027777777776,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,12.669444444444444,72.95833333333333,12.790277777777776,12.550694444444442,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,11.145833333333336,81.23611111111111,11.253472222222216,11.041666666666666,,,,,,,0.10972222222222222,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,12.671527777777781,80.93055555555556,12.797222222222224,12.549999999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,12.288194444444445,84.34027777777777,12.415972222222221,12.165277777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,13.155555555555544,73.72222222222223,13.272916666666667,13.03888888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,12.956250000000004,59.25,13.11041666666667,12.792361111111115,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,12.83819444444444,73.72916666666667,12.984027777777774,12.69652777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,13.693750000000001,73.02083333333333,13.830555555555549,13.570833333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,16.345774647887325,61.07746478873239,16.50070422535211,16.18028169014085,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,17.93958333333333,44.604166666666664,18.142361111111097,17.754861111111108,,,,,,,0.008333333333333335,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,10.986805555555549,93.02777777777777,11.052083333333329,10.924999999999992,,,,,,,0.18055555555555555,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,14.045138888888896,75.52777777777777,14.137500000000001,13.946527777777787,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,10.887499999999996,84.75694444444444,11.020833333333329,10.749305555555546,,,,,,,0.12916666666666668,1,0,0,0,0,0,0,0,0
2019-03-17,,,,,11.77986111111111,84.21527777777777,11.920138888888888,11.65138888888889,,,,,,,0.001388888888888889,1,0,0,0,0,0,0,0,0
2019-03-18,,,,,13.980555555555553,78.80555555555556,14.104861111111111,13.845833333333331,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-19,,,,,16.607638888888886,54.361111111111114,16.759027777777778,16.470138888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-20,,,,,14.354861111111116,86.36111111111111,14.48402777777778,14.238194444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-21,,,,,14.713888888888887,87.75694444444444,14.831944444444442,14.598611111111106,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-22,,,,,14.93333333333333,84.8125,15.057638888888887,14.810416666666661,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-23,,,,,14.831249999999999,89.46527777777777,14.942361111111106,14.72847222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-24,,,,,13.996527777777775,86.01388888888889,14.106944444444444,13.895138888888885,,,,,,,0.002777777777777778,1,0,0,0,0,0,0,0,0
2019-03-25,,,,,9.18125,93.13194444444444,9.276388888888889,9.079861111111107,,,,,,,0.10972222222222221,1,0,0,0,0,0,0,0,0
2019-03-26,,,,,12.12777777777777,70.94444444444444,12.237499999999995,12.020138888888884,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-27,,,,,13.514583333333334,81.95833333333333,13.66319444444445,13.375694444444452,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-28,,,,,15.134965034965045,72.97902097902097,15.261538461538466,15.014685314685323,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-29,,,,,16.991666666666664,50.72222222222222,17.10972222222222,16.8625,,,,,,,0.004861111111111111,1,0,0,0,0,0,0,0,0
2019-03-30,,,,,13.879861111111113,79.94444444444444,14.009722222222228,13.758333333333333,,,,,,,0.03541666666666667,1,0,0,0,0,0,0,0,0
2019-03-31,,,,,11.013194444444444,91.97916666666667,11.117361111111107,10.92847222222222,,,,,,,0.14930555555555564,1,0,0,0,0,0,0,0,0
2019-04-01,,,,,11.365972222222226,86.40972222222223,11.442361111111113,11.283333333333339,,,,,,,0.03888888888888888,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,13.411111111111106,73.0,13.534722222222221,13.296527777777776,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,15.168749999999998,58.770833333333336,15.324305555555561,15.01944444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,15.806249999999997,68.72916666666667,15.927083333333336,15.68402777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,14.61041666666666,82.20833333333333,14.744444444444447,14.481944444444448,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,17.786805555555556,55.75694444444444,17.913194444444446,17.665277777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,22.064583333333346,43.21527777777778,22.18472222222222,21.94583333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,20.087499999999995,56.84027777777778,20.23680555555556,19.93750000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,19.026388888888896,58.90277777777778,19.163194444444443,18.89375,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,15.013888888888893,75.38194444444444,15.17222222222222,14.84999999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,14.98958333333333,67.68055555555556,15.12291666666666,14.849999999999998,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,16.86666666666666,69.54166666666667,17.00625,16.72083333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,23.229166666666668,39.50694444444444,23.373611111111117,23.063888888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,20.14583333333333,54.53472222222222,20.281250000000004,20.022222222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,15.53541666666667,80.61111111111111,15.636111111111116,15.425694444444437,,,,,,,0.014583333333333337,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,15.550694444444442,77.20833333333333,15.667361111111113,15.440972222222221,,,,,,,0.002777777777777778,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,14.481944444444443,79.77777777777777,14.604861111111108,14.360416666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,14.204861111111116,73.09722222222223,14.356250000000008,14.045138888888891,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,13.758333333333331,72.56944444444444,13.911111111111106,13.619444444444435,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,13.313888888888883,80.52083333333333,13.464583333333332,13.163194444444436,,,,,,,0.012500000000000002,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,11.3875,72.92361111111111,11.535416666666674,11.227083333333333,,,,,,,0.027083333333333334,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,12.310416666666663,68.03472222222223,12.466666666666663,12.161805555555551,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,14.443750000000003,66.5625,14.577083333333329,14.293055555555547,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,17.99791666666667,49.65277777777778,18.14236111111111,17.855555555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,21.24861111111111,36.701388888888886,21.39861111111111,21.09374999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,22.495833333333334,34.65277777777778,22.63819444444446,22.338194444444447,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,22.037500000000005,37.875,22.200000000000006,21.891666666666673,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-28,,,,,21.417361111111106,42.173611111111114,21.58194444444446,21.261805555555558,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-29,,,,,25.38472222222223,23.32638888888889,25.567361111111108,25.20486111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-30,,,,,22.726056338028165,37.767605633802816,22.88380281690141,22.58450704225352,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-01,,,,,27.23776223776223,23.447552447552447,27.39440559440559,27.0846153846154,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-02,,,,,25.4361111111111,37.47222222222222,25.63888888888889,25.240972222222226,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-03,,,,,18.809722222222234,64.45833333333333,18.93541666666667,18.67638888888888,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-04,,,,,17.58541666666667,66.67361111111111,17.72361111111111,17.447222222222226,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-05,,,,,23.26805555555556,41.263888888888886,23.43958333333332,23.07083333333332,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-06,,,,,26.49930555555555,36.701388888888886,26.69930555555555,26.30972222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-07,,,,,18.06249999999999,69.50694444444444,18.199305555555558,17.913888888888884,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-08,,,,,16.61527777777779,67.30555555555556,16.768750000000004,16.466666666666676,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,16.04964028776978,63.719424460431654,16.217985611510787,15.904316546762585,,,,,,,0.0014388489208633094,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,16.347916666666677,60.888888888888886,16.49583333333334,16.206944444444453,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,19.184722222222224,49.6875,19.33333333333333,19.02708333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,23.43611111111112,29.54861111111111,23.579861111111107,23.283333333333342,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,25.85972222222223,26.40972222222222,26.01111111111111,25.718055555555576,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,26.015972222222228,24.458333333333332,26.1736111111111,25.869444444444433,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,24.988888888888894,38.388888888888886,25.159722222222214,24.827083333333327,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,26.249999999999986,38.59027777777778,26.450694444444444,26.045833333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,25.851388888888906,43.486111111111114,26.034027777777787,25.67916666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,22.963888888888892,41.72222222222222,23.121527777777786,22.802083333333346,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,20.811805555555555,50.0625,20.97499999999999,20.668750000000003,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,21.727777777777774,64.56944444444444,21.870833333333323,21.58333333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,25.00208333333335,52.236111111111114,25.15138888888888,24.861111111111104,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,29.78402777777778,22.479166666666668,29.929861111111116,29.639583333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-23,,,,,34.853472222222216,11.458333333333334,35.00138888888888,34.707638888888866,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,33.50833333333334,24.9375,33.690277777777766,33.335416666666646,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,23.31805555555556,67.90972222222223,23.443749999999994,23.176388888888887,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,21.769444444444456,62.541666666666664,21.926388888888898,21.627777777777776,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,22.01666666666667,62.520833333333336,22.170833333333345,21.86666666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,22.74305555555555,71.11111111111111,22.880555555555574,22.59375000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,25.122222222222234,60.94444444444444,25.2625,24.96875000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,27.710416666666674,47.625,27.863194444444446,27.55763888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,26.42361111111112,55.86805555555556,26.590972222222238,26.271527777777795,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,25.03958333333333,62.541666666666664,25.188194444444438,24.888888888888882,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,24.66760563380281,61.7887323943662,24.824647887323945,24.50140845070423,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,25.52083333333334,60.979166666666664,25.66527777777777,25.381249999999987,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,26.89791666666666,47.96527777777778,27.043749999999996,26.74930555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,28.559027777777786,38.5,28.72847222222222,28.40000000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,26.27291666666666,51.020833333333336,26.427777777777777,26.12430555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,25.015277777777783,62.513888888888886,25.154166666666672,24.89444444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,22.38472222222223,77.88888888888889,22.49027777777777,22.288888888888895,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,23.207638888888884,68.875,23.337500000000002,23.06388888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,26.85138888888889,32.72222222222222,27.001388888888886,26.695138888888877,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,29.084615384615383,29.88111888111888,29.246853146853155,28.928671328671335,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,24.896527777777777,62.076388888888886,25.048611111111114,24.74652777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,23.11458333333333,71.86111111111111,23.283333333333324,22.954166666666673,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,23.488888888888887,67.53472222222223,23.64791666666666,23.334722222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
