,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,9.86180555555555,77.97916666666667,9.981249999999998,9.74791666666667,,,,,,,0.10625,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,9.852777777777778,95.76388888888889,9.956250000000004,9.745833333333337,,,,,,,0.19236111111111123,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,9.868749999999999,83.22222222222223,10.03888888888889,9.69166666666666,,,,,,,0.03055555555555555,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,9.930069930069925,80.68531468531468,10.135664335664337,9.726573426573426,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,10.866666666666656,85.125,11.077083333333338,10.66666666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,11.711111111111114,87.20138888888889,11.860416666666673,11.581249999999992,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,11.804166666666667,73.54166666666667,12.004861111111113,11.62361111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,11.62916666666667,74.95833333333333,11.796527777777778,11.461111111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,12.495138888888883,75.22222222222223,12.684722222222216,12.31388888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,14.434722222222222,63.298611111111114,14.648611111111105,14.236111111111114,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,19.031944444444445,37.166666666666664,19.171527777777786,18.893055555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,16.20833333333334,54.65277777777778,16.407638888888883,16.027777777777786,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,11.99097222222222,92.56944444444444,12.15277777777778,11.82222222222222,,,,,,,0.19305555555555562,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,10.112499999999999,79.71527777777777,10.350694444444446,9.861111111111112,,,,,,,0.11388888888888886,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,11.209027777777779,63.875,11.411111111111106,11.030555555555548,,,,,,,0.003472222222222222,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,10.992361111111116,94.16666666666667,11.114583333333337,10.871527777777782,,,,,,,0.046527777777777765,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,11.29027777777778,81.59027777777777,11.44583333333333,11.140972222222224,,,,,,,0.0020833333333333337,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,11.658333333333333,92.86111111111111,11.787499999999994,11.519444444444439,,,,,,,0.06666666666666667,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,13.176388888888887,79.68055555555556,13.34861111111111,13.011111111111108,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,13.574305555555558,74.24305555555556,13.787499999999996,13.388194444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,12.091666666666667,83.30555555555556,12.268750000000004,11.934722222222227,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,14.08819444444444,58.74305555555556,14.294444444444448,13.888888888888895,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,13.647916666666662,61.93055555555556,13.843749999999993,13.436111111111105,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,12.895138888888889,73.07638888888889,13.087499999999999,12.719444444444447,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,13.136111111111115,84.0,13.33541666666666,12.94791666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,15.816428571428567,68.15714285714286,16.00857142857143,15.626428571428571,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,16.971527777777766,48.09722222222222,17.213194444444436,16.730555555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,11.321527777777781,84.86111111111111,11.478472222222221,11.169444444444444,,,,,,,0.05486111111111109,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,13.235416666666667,75.40972222222223,13.392361111111107,13.062500000000007,,,,,,,0.003472222222222222,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,10.404166666666669,89.61805555555556,10.531944444444443,10.274305555555554,,,,,,,0.2972222222222224,1,0,0,0,0,0,0,0,0
2019-03-17,,,,,13.148611111111101,77.61805555555556,13.375694444444445,12.92152777777778,,,,,,,0.002777777777777778,1,0,0,0,0,0,0,0,0
2019-03-18,,,,,13.611805555555549,80.22222222222223,13.780555555555559,13.454166666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
