,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,13.506944444444438,68.47222222222223,13.637499999999996,13.384027777777773,,,,,,,0.03958333333333334,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,12.643055555555552,95.08333333333333,12.716666666666667,12.574305555555547,,,,,,,0.05277777777777777,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,12.357638888888886,88.6875,12.486805555555561,12.241666666666669,,,,,,,0.02986111111111111,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,11.899999999999997,80.69444444444444,12.017361111111114,11.777083333333339,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,12.787500000000003,87.70138888888889,12.910416666666661,12.677083333333337,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,13.840277777777768,89.29861111111111,13.947916666666673,13.73819444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,13.766666666666667,78.04861111111111,13.877777777777776,13.664583333333335,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,13.695833333333333,73.52083333333333,13.83958333333333,13.555555555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,14.440972222222221,76.30555555555556,14.595833333333328,14.288888888888888,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,16.081250000000004,68.75,16.249305555555555,15.914583333333338,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,20.138888888888896,44.701388888888886,20.354861111111116,19.918749999999996,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,18.600694444444443,48.68055555555556,18.769444444444456,18.447222222222226,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,14.216666666666667,92.3125,14.344444444444447,14.096527777777773,,,,,,,0.1972222222222223,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,12.599305555555555,84.07638888888889,12.820833333333333,12.394444444444442,,,,,,,0.06458333333333331,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,12.681944444444447,76.90972222222223,12.826388888888882,12.528472222222215,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,13.554166666666665,89.29861111111111,13.665972222222223,13.43888888888889,,,,,,,0.0076388888888888895,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,13.459027777777779,80.375,13.58888888888889,13.344444444444452,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,13.733333333333336,89.66666666666667,13.861805555555561,13.605555555555565,,,,,,,0.034722222222222224,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,15.11666666666667,79.11111111111111,15.238194444444439,14.993749999999997,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,15.642361111111114,77.24305555555556,15.7798611111111,15.490277777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,14.405555555555557,83.21527777777777,14.550694444444439,14.273611111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,15.767361111111114,72.64583333333333,15.933333333333334,15.58888888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,15.12638888888889,65.45138888888889,15.301388888888887,14.956944444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,14.976388888888888,71.69444444444444,15.133333333333333,14.815972222222225,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,15.833333333333334,79.86805555555556,15.964583333333334,15.705555555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,17.077083333333334,75.98611111111111,17.2125,16.929166666666664,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,18.37013888888888,54.513888888888886,18.552083333333332,18.194444444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,13.898611111111107,87.23611111111111,14.03125,13.76597222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,15.99027777777778,77.09027777777777,16.125000000000004,15.855555555555563,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,12.615277777777775,92.55555555555556,12.71944444444445,12.507638888888888,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-17,,,,,16.202083333333334,79.40277777777777,16.38541666666667,16.03611111111111,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-18,,,,,16.20208333333333,82.40972222222223,16.349305555555564,16.055555555555564,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-19,,,,,17.33541666666667,76.75694444444444,17.48402777777778,17.197222222222234,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-20,,,,,19.045833333333334,68.15277777777777,19.22291666666666,18.886805555555558,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-21,,,,,18.64375,65.27777777777777,18.8388888888889,18.479861111111116,,,,,,,,1,0,0,0,0,0,0,0,0
2019-03-22,,,,,18.031944444444438,81.01388888888889,18.154166666666658,17.89583333333333,,,,,,,,1,0,0,0,0,0,0,0,0
