,WSmax_43,WDmax_43,WS_43,STDwd_43,TD_43,RH_43,TDmax_43,TDmin_43,Grad_43,NIP_43,DiffR_43,WS1mm_43,Ws10mm_43,Time_43,Rain_43,Fail_43,East_43,North-West_43,West_43,South-West_43,South_43,North-East_43,North_43,South-East_43,WSmax_42,WDmax_42,WS_42,STDwd_42,TD_42,RH_42,TDmax_42,TDmin_42,Grad_42,NIP_42,DiffR_42,WS1mm_42,Ws10mm_42,Time_42,Rain_42,North-West_42,South-East_42,South-West_42,East_42,West_42,South_42,North-East_42,North_42,WSmax_41,WDmax_41,WS_41,STDwd_41,TD_41,RH_41,TDmax_41,TDmin_41,Grad_41,NIP_41,DiffR_41,WS1mm_41,Ws10mm_41,Time_41,Rain_41,Fail_41,East_41,North-West_41,West_41,South-West_41,South_41,North-East_41,North_41,South-East_41,WSmax_44,WDmax_44,WS_44,STDwd_44,TD_44,RH_44,TDmax_44,TDmin_44,Grad_44,NIP_44,DiffR_44,WS1mm_44,Ws10mm_44,Time_44,Rain_44,North-West_44,South-West_44,East_44,West_44,South_44,North-East_44,North_44,South-East_44,WSmax_78,WDmax_78,WS_78,STDwd_78,TD_78,RH_78,TDmax_78,TDmin_78,Grad_78,NIP_78,DiffR_78,WS1mm_78,Ws10mm_78,Time_78,Rain_78,South-East_78,South-West_78,East_78,North-West_78,West_78,South_78,North-East_78,North_78,WSmax_67,WDmax_67,WS_67,STDwd_67,TD_67,RH_67,TDmax_67,TDmin_67,Grad_67,NIP_67,DiffR_67,WS1mm_67,Ws10mm_67,Time_67,Rain_67,South-East_67,South-West_67,East_67,North-West_67,West_67,South_67,North-East_67,North_67
2019-08-21,,,,,26.300694444444453,68.8263888888889,26.48263888888888,26.11597222222223,305.4930555555556,108.23157894736843,40.020833333333336,,,,0.0,1,0,0,0,0,0,0,0,0,4.877083333333333,292.9791666666667,2.3486111111111097,27.350694444444446,25.246527777777768,73.38194444444444,25.376388888888897,25.120138888888906,312.7430555555556,,,3.563888888888888,2.5708333333333333,1165.0972222222224,0.0,0,1,0,0,0,0,0,0,,,,,29.0625,64.3263888888889,29.245138888888878,28.878472222222232,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.2861111111111097,202.06944444444446,1.8000000000000007,17.86944444444444,26.41736111111112,75.0625,26.5986111111111,26.24861111111111,,,,2.581249999999999,1.9618055555555567,1182.298611111111,0.0,0,1,0,0,0,0,0,0,3.7881944444444446,244.09722222222226,1.9986111111111111,17.745138888888892,27.18888888888889,73.2638888888889,27.403472222222234,26.981250000000006,,,,2.876388888888888,2.180555555555556,1181.0277777777776,0.0,0,1,0,0,0,0,0,0,5.149305555555556,287.1180555555556,3.4659722222222213,12.61249999999999,26.26875,67.9236111111111,26.47430555555555,26.06875000000001,319.0,,,4.340277777777779,3.6673611111111097,1181.701388888889,0.0,1,0,0,0,0,0,0,0
2019-08-22,,,,,26.795833333333324,70.20833333333333,26.962499999999995,26.627777777777773,314.09027777777777,42.85,37.305555555555564,,,,0.0,1,0,0,0,0,0,0,0,0,5.234722222222222,243.34027777777774,2.702083333333334,24.67361111111111,25.52083333333333,76.65972222222223,25.64930555555555,25.4,314.75,,,3.900694444444445,2.9041666666666663,1166.0902777777776,0.0,0,0,1,0,0,0,0,0,,,,,28.565277777777773,68.71527777777777,28.774305555555557,28.349305555555574,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.627777777777777,224.67361111111111,2.1611111111111114,14.943055555555556,26.40486111111112,78.15277777777777,26.575,26.229861111111106,,,,2.8590277777777784,2.3187500000000005,1165.8055555555557,0.0,0,1,0,0,0,0,0,0,3.7736111111111095,254.04861111111111,2.120833333333333,15.728472222222226,26.804861111111123,76.49305555555556,27.005555555555574,26.62708333333333,,,,2.904861111111111,2.2881944444444446,1165.8402777777776,0.0,0,1,0,0,0,0,0,0,4.781944444444443,277.02777777777777,3.3513888888888896,11.952777777777774,26.475694444444443,71.4861111111111,26.663888888888877,26.299999999999994,315.0416666666667,,,4.109722222222222,3.5145833333333347,1181.3402777777776,0.0,1,0,0,0,0,0,0,0
2019-08-23,,,,,27.452083333333334,69.0763888888889,27.59861111111111,27.296527777777772,304.8819444444445,1.7666666666666666,42.46527777777778,,,,0.0,1,0,0,0,0,0,0,0,0,5.945833333333333,158.38194444444446,3.0451388888888875,28.240277777777766,26.189583333333346,74.125,26.322222222222234,26.055555555555554,305.7638888888889,,,4.286111111111111,3.2590277777777783,1182.111111111111,0.0,1,0,0,0,0,0,0,0,,,,,29.30208333333333,69.78472222222223,29.481944444444476,29.120833333333348,,,,,,,0.0,1,0,0,0,0,0,0,0,0,4.161805555555556,262.4305555555556,2.4819444444444456,13.999999999999995,27.33402777777779,78.19444444444444,27.49791666666665,27.176388888888887,,,,3.221527777777779,2.6381944444444443,1180.9027777777776,0.0,0,1,0,0,0,0,0,0,4.418055555555551,295.2916666666667,2.480555555555556,15.301388888888885,27.53333333333333,76.66666666666667,27.71249999999999,27.38055555555555,,,,3.3208333333333333,2.645833333333335,1181.5625,0.0,1,0,0,0,0,0,0,0,4.724305555555556,274.1805555555556,3.3694444444444467,12.438194444444447,27.08819444444445,70.71527777777777,27.284722222222207,26.90138888888889,302.1666666666667,,,4.060416666666668,3.5312500000000018,1182.6666666666667,0.0,1,0,0,0,0,0,0,0
2019-08-24,,,,,27.572916666666675,74.13194444444444,27.71249999999999,27.424305555555534,302.4513888888889,,42.611111111111114,,,,0.0,1,0,0,0,0,0,0,0,0,5.202777777777778,260.25694444444446,2.7895833333333333,25.657638888888897,26.136805555555554,82.6111111111111,26.261111111111113,26.01458333333335,301.0833333333333,,,3.934027777777776,3.0118055555555547,1181.4027777777776,0.0,0,1,0,0,0,0,0,0,,,,,30.17013888888888,70.70833333333333,30.340277777777768,29.98472222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.0784722222222225,215.04861111111111,1.7451388888888892,14.342361111111124,27.72013888888889,81.16666666666667,27.868055555555557,27.565972222222232,,,,2.4166666666666656,1.9,1181.111111111111,0.0,0,1,0,0,0,0,0,0,3.9243055555555566,265.46527777777777,2.097222222222224,15.927083333333346,27.93055555555555,81.22222222222223,28.094444444444452,27.780555555555555,,,,2.9527777777777797,2.277777777777778,1182.5833333333333,0.0,0,1,0,0,0,0,0,0,5.268750000000002,274.9236111111111,3.72013888888889,10.176388888888887,26.97083333333333,78.56944444444444,27.149305555555554,26.80694444444445,301.7638888888889,,,4.504166666666666,3.878472222222221,1182.361111111111,0.0,1,0,0,0,0,0,0,0
2019-08-25,,,,,26.97430555555556,75.1875,27.1375,26.81597222222223,306.72222222222223,,39.611111111111114,,,,0.0,1,0,0,0,0,0,0,0,0,6.220279720279723,238.11888111888112,4.140559440559442,14.732167832167828,25.126573426573444,85.10489510489509,25.234965034965054,25.020279720279717,307.8881118881119,,,5.12937062937063,4.33846153846154,1182.8741258741259,0.0,0,0,1,0,0,0,0,0,,,,,29.411888111888103,70.74125874125876,29.5937062937063,29.211888111888122,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.3349650349650335,172.83216783216784,1.850349650349652,17.171328671328684,27.383216783216767,79.43356643356644,27.56783216783216,27.204195804195805,,,,2.60979020979021,2.007692307692308,1183.3566433566434,0.0,1,0,0,0,0,0,0,0,3.4706293706293687,244.93006993006992,1.8965034965034973,15.851048951048961,27.49370629370629,79.8041958041958,27.674825174825177,27.315384615384623,,,,2.655244755244756,2.071328671328672,1183.2797202797206,0.0,0,1,0,0,0,0,0,0,5.215384615384616,259.8951048951049,3.5608391608391594,11.795804195804198,26.532867132867146,77.77622377622376,26.714685314685322,26.361538461538462,295.8811188811189,,,4.366433566433568,3.7475524475524438,1183.1538461538462,0.0,0,1,0,0,0,0,0,0
2019-08-26,,,,,26.66180555555555,71.36805555555556,26.83888888888889,26.47708333333333,307.09722222222223,23.28205128205128,35.013888888888886,,,,0.0,1,0,0,0,0,0,0,0,0,4.7048611111111125,248.46527777777774,2.4298611111111112,22.553472222222233,25.486111111111104,78.8263888888889,25.602777777777767,25.35902777777777,307.0763888888889,,,3.5131944444444434,2.6375,1182.8958333333333,0.0,0,0,1,0,0,0,0,0,,,,,28.64999999999999,71.44444444444444,28.859027777777772,28.45555555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.236111111111112,213.15972222222226,1.7999999999999998,16.976388888888902,26.503472222222218,79.83333333333333,26.668749999999992,26.34236111111111,,,,2.505555555555555,1.9541666666666664,1183.076388888889,0.0,0,1,0,0,0,0,0,0,3.784027777777777,262.5,2.0874999999999995,16.72222222222222,26.81180555555556,78.95833333333333,26.988194444444453,26.618055555555557,,,,2.94375,2.2819444444444437,1166.2916666666667,0.0,0,1,0,0,0,0,0,0,4.728472222222224,277.59027777777777,3.3381944444444445,11.096527777777775,26.42083333333333,74.65277777777777,26.617361111111123,26.23402777777777,304.40277777777777,,,4.047916666666667,3.520138888888889,1181.6458333333333,0.0,1,0,0,0,0,0,0,0
2019-08-27,,,,,26.345138888888897,75.50694444444444,26.495138888888913,26.193055555555574,290.125,13.243243243243244,61.6875,,,,0.0,1,0,0,0,0,0,0,0,0,4.988194444444444,245.23611111111111,2.6326388888888896,22.190972222222232,25.111111111111104,82.77083333333333,25.215277777777768,25.011805555555547,291.7430555555556,,,3.763888888888888,2.8506944444444446,1182.2291666666667,0.0,0,0,1,0,0,0,0,0,,,,,28.665277777777785,71.64583333333333,28.849305555555574,28.453472222222228,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.703472222222225,235.53472222222226,2.125694444444444,18.018749999999986,26.725694444444446,79.84722222222223,26.89097222222221,26.57916666666665,,,,2.893749999999999,2.279861111111111,1181.6319444444443,0.0,0,1,0,0,0,0,0,0,4.164583333333334,277.9513888888889,2.2409722222222235,18.972222222222218,27.02708333333333,77.38194444444444,27.210416666666664,26.850694444444446,,,,3.156944444444445,2.4423611111111123,1164.7916666666667,0.0,1,0,0,0,0,0,0,0,5.084722222222224,269.56944444444446,3.5451388888888897,10.881944444444445,26.130555555555574,78.38194444444444,26.347222222222218,25.95625,288.2569444444445,,,4.388194444444442,3.733333333333333,1166.9930555555557,0.0,0,1,0,0,0,0,0,0
2019-08-28,,,,,26.623611111111124,76.15277777777777,26.76527777777777,26.47777777777778,293.6111111111111,299.375,55.368055555555564,,,,0.0,1,0,0,0,0,0,0,0,0,6.355555555555558,261.4791666666667,4.303472222222224,14.176388888888884,24.772222222222208,85.78472222222223,24.87291666666667,24.663888888888877,279.6041666666667,,,5.277777777777776,4.529166666666668,1166.513888888889,0.0,0,0,1,0,0,0,0,0,,,,,29.51666666666665,70.1875,29.703472222222214,29.32291666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.302083333333334,211.34027777777774,1.8548611111111108,17.163194444444443,27.409722222222218,78.85416666666667,27.61944444444445,27.190972222222232,,,,2.5624999999999982,2.002083333333333,1182.6527777777776,0.0,0,1,0,0,0,0,0,0,3.8298611111111103,256.46527777777777,2.0013888888888887,19.139583333333324,27.749305555555573,77.9861111111111,27.915277777777792,27.579166666666666,,,,2.88125,2.1958333333333333,1165.3402777777776,0.0,0,1,0,0,0,0,0,0,5.458333333333332,254.22222222222226,3.747222222222223,11.672222222222226,26.154861111111106,79.29166666666667,26.347916666666666,25.995138888888906,289.0833333333333,,,4.6201388888888895,3.956944444444447,1165.8055555555557,0.0,0,1,0,0,0,0,0,0
2019-08-29,,,,,26.793750000000006,76.44444444444444,26.935416666666665,26.652083333333334,284.625,269.6388888888889,62.548611111111114,,,,0.0,1,0,0,0,0,0,0,0,0,6.185416666666665,262.4236111111111,3.984722222222224,15.366666666666662,24.963888888888892,86.125,25.068750000000016,24.84513888888889,276.27777777777777,,,5.030555555555557,4.222222222222224,1181.486111111111,0.0,0,0,1,0,0,0,0,0,,,,,29.412500000000005,72.00694444444444,29.58888888888889,29.222222222222218,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.4506944444444447,211.33333333333331,1.9472222222222224,16.469444444444445,27.41388888888891,80.15972222222223,27.603472222222212,27.224999999999994,,,,2.697222222222221,2.118750000000001,1167.125,0.0,0,1,0,0,0,0,0,0,3.8500000000000014,249.91666666666663,2.0465277777777784,18.375,27.783333333333346,78.66666666666667,27.961805555555557,27.625694444444452,,,,2.931944444444445,2.2326388888888897,1165.3541666666667,0.0,0,1,0,0,0,0,0,0,5.488194444444446,255.57638888888889,3.749305555555556,12.08194444444445,26.272916666666678,80.15972222222223,26.47430555555555,26.08819444444444,278.90972222222223,,,4.621527777777779,3.9340277777777786,1181.826388888889,0.0,0,1,0,0,0,0,0,0
2019-08-30,,,,,26.71041666666667,76.36805555555556,26.84513888888888,26.579166666666694,296.7291666666667,326.7708333333333,46.131944444444436,,,,0.0,1,0,0,0,0,0,0,0,0,7.8131944444444414,257.56944444444446,5.486805555555555,12.1125,24.584027777777766,87.52777777777777,24.698611111111106,24.47916666666667,283.09722222222223,,,6.597222222222222,5.731249999999998,1183.0347222222224,0.0,0,0,1,0,0,0,0,0,,,,,29.62777777777778,70.1388888888889,29.82222222222221,29.45,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.2791666666666663,221.14583333333331,1.7423611111111104,19.08472222222222,27.609722222222217,79.24305555555556,27.84583333333334,27.384722222222226,,,,2.5722222222222237,1.9138888888888888,1182.4166666666667,0.0,0,1,0,0,0,0,0,0,4.034722222222223,262.7916666666667,2.0743055555555547,22.53680555555556,28.097916666666666,77.5,28.27986111111111,27.93125,,,,3.048611111111111,2.2999999999999994,1182.0347222222224,0.0,0,1,0,0,0,0,0,0,5.909722222222223,252.86111111111111,4.154861111111111,11.044444444444444,26.345833333333346,79.9375,26.52708333333333,26.185416666666665,295.27777777777777,,,5.001388888888886,4.34236111111111,1166.2083333333333,0.0,0,1,0,0,0,0,0,0
2019-08-31,,,,,26.724305555555567,75.30555555555556,26.882638888888888,26.554861111111112,298.2708333333333,168.1089108910891,44.03472222222222,,,,0.0,1,0,0,0,0,0,0,0,0,7.024999999999998,266.8263888888889,4.621527777777776,16.36666666666667,24.74791666666667,86.0486111111111,24.863888888888894,24.62291666666668,294.6041666666667,,,5.83125,4.890277777777778,1181.5,0.0,0,1,0,0,0,0,0,0,,,,,29.163888888888888,71.3125,29.37361111111112,28.965972222222234,,,,,,,0.0,1,0,0,0,0,0,0,0,0,3.5048611111111114,180.81944444444446,1.9590277777777785,16.611805555555556,27.043750000000006,80.2986111111111,27.25833333333333,26.84166666666665,,,,2.734027777777777,2.1277777777777787,1181.423611111111,0.0,0,1,0,0,0,0,0,0,3.5770833333333343,254.70138888888889,1.9180555555555556,21.68958333333333,27.693750000000005,78.84027777777777,27.8875,27.51736111111111,,,,2.7590277777777783,2.1159722222222217,1181.7430555555557,0.0,0,1,0,0,0,0,0,0,5.651388888888889,254.70833333333331,3.8513888888888888,12.070833333333335,26.042361111111113,82.0138888888889,26.21805555555556,25.86111111111111,298.21527777777777,,,4.697222222222225,4.0375000000000005,1181.9305555555557,0.0,0,1,0,0,0,0,0,0
2019-09-01,,,,,24.4,87.0,24.5,24.3,0.0,2.0,0.0,,,,0.0,1,0,0,0,0,0,0,0,0,2.9,295.0,1.6,22.5,23.2,96.0,23.2,23.2,0.0,,,2.2,1.8,2356.0,0.0,0,1,0,0,0,0,0,0,,,,,26.4,86.0,26.5,26.4,,,,,,,0.0,1,0,0,0,0,0,0,0,0,1.4,139.0,1.0,10.7,22.8,92.0,23.0,22.8,,,,1.3,1.0,2353.0,0.0,1,0,0,0,0,0,0,0,1.1,296.0,0.5,9.7,24.1,91.0,24.2,24.0,,,,0.8,0.5,0.0,0.0,1,0,0,0,0,0,0,0,2.6,236.0,2.2,6.0,23.3,96.0,23.4,23.2,0.0,,,2.4,2.6,2351.0,0.0,0,1,0,0,0,0,0,0
