,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-02-15,12.668750000000005,241.99305555555554,8.08402777777778,11.832638888888887,5.524305555555556,68.36805555555556,5.642361111111111,5.414583333333336,,,,10.081944444444444,8.481250000000003,1165.2430555555557,0.0,0,0,0,1,0,0,0,0
2019-02-16,11.611235955056175,259.35955056179773,7.464044943820224,11.99887640449438,6.146067415730337,94.66292134831461,6.273033707865169,6.032584269662919,,,,9.193258426966294,7.828089887640448,1077.9101123595506,0.0011235955056179776,0,0,0,1,0,0,0,0
2019-02-17,4.927184466019419,252.41747572815535,3.1126213592232994,11.683495145631067,7.405825242718448,68.41747572815534,7.60388349514563,7.2359223300970905,,,,4.0475728155339805,3.348543689320388,1506.8058252427184,0.0009708737864077671,0,0,0,1,0,0,0,0
2019-02-18,5.388059701492534,241.2537313432836,3.5007462686567155,11.395522388059698,4.40820895522388,93.16417910447761,4.522388059701491,4.2940298507462655,,,,4.424626865671642,3.750746268656716,1089.9179104477612,0.04477611940298508,0,0,0,1,0,0,0,0
2019-02-19,5.328735632183908,280.82758620689657,3.256321839080459,13.077011494252874,6.614942528735632,99.60919540229885,6.735632183908043,6.497701149425286,,,,4.216091954022988,3.4517241379310333,1356.6666666666667,0.004597701149425287,0,0,1,0,0,0,0,0
2019-02-20,3.635955056179774,259.65168539325845,2.0797752808988768,17.814606741573034,8.24943820224719,85.10112359550561,8.375280898876401,8.124719101123597,,,,2.8719101123595507,2.250561797752809,1391.247191011236,0.0022471910112359553,0,0,1,0,0,0,0,0
2019-02-21,4.753086419753084,300.3333333333333,2.7777777777777772,17.16049382716049,7.979012345679012,81.20987654320987,8.135802469135806,7.854320987654321,,,,3.6543209876543217,2.988888888888888,1374.2469135802469,0.0012345679012345679,0,0,1,0,0,0,0,0
2019-02-22,3.4705128205128184,244.05128205128204,1.9935897435897443,20.387179487179488,7.457692307692307,85.06410256410257,7.594871794871793,7.31282051282051,,,,2.7653846153846153,2.206410256410256,1283.679487179487,0.1641025641025641,0,0,0,1,0,0,0,0
2019-02-23,2.265116279069767,178.86046511627907,1.3034883720930228,18.166279069767448,8.43604651162791,84.68604651162791,8.543023255813955,8.311627906976748,,,,1.8918604651162783,1.4790697674418607,1332.9651162790697,0.0011627906976744186,0,0,0,1,0,0,0,0
2019-02-24,5.256521739130434,172.90217391304347,3.6989130434782598,14.606521739130438,10.907608695652172,66.27173913043478,11.05652173913043,10.75108695652174,,,,4.565217391304347,3.882608695652173,1415.9891304347825,0.0,0,1,0,0,0,0,0,0
2019-02-25,8.528155339805826,104.29126213592232,6.752427184466018,6.597087378640777,15.818446601941748,31.223300970873787,15.97378640776699,15.671844660194166,,,,7.507766990291262,6.883495145631068,1506.504854368932,0.0,0,1,0,0,0,0,0,0
2019-02-26,10.430081300813008,239.8780487804878,7.066666666666668,10.28130081300813,9.888617886178864,60.96747967479675,10.014634146341459,9.784552845528456,,,,8.375609756097559,7.272357723577234,1300.081300813008,0.0,0,0,0,1,0,0,0,0
2019-02-27,15.672222222222224,257.1388888888889,9.926388888888887,11.695833333333344,6.853472222222227,99.99305555555556,6.940277777777782,6.772222222222225,,,,12.434722222222222,10.422222222222224,1182.7847222222222,0.15833333333333333,0,0,0,1,0,0,0,0
