,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,South,West,North-East,North,East
2019-04-12,5.279861111111113,144.68055555555554,3.4562500000000007,13.528472222222215,15.874999999999996,64.59027777777777,16.040972222222223,15.71180555555555,,,,4.420833333333336,3.690277777777776,1182.7569444444443,0.0,1,0,0,0,0,0,0,0
2019-04-13,7.74236111111111,130.38888888888889,5.420833333333332,9.469444444444441,21.541666666666664,30.805555555555557,21.69861111111112,21.40069444444445,,,,6.534722222222225,5.669444444444444,1182.9097222222222,0.0,1,0,0,0,0,0,0,0
2019-04-14,9.551388888888887,238.75694444444446,6.259722222222223,11.872916666666667,17.27847222222224,60.673611111111114,17.416666666666682,17.131944444444446,,,,7.779166666666667,6.585416666666666,1164.875,0.0,0,0,1,0,0,0,0,0
2019-04-15,4.97361111111111,233.34027777777777,3.3652777777777807,13.835416666666665,13.546527777777774,81.73611111111111,13.699305555555556,13.393750000000004,,,,4.277777777777776,3.7069444444444435,1166.1041666666667,0.015277777777777779,0,0,1,0,0,0,0,0
2019-04-16,5.8194444444444455,265.75,4.103472222222223,10.386111111111118,13.271527777777786,80.39583333333333,13.437500000000004,13.122222222222225,,,,4.990277777777776,4.337500000000002,1182.1666666666667,0.004166666666666667,0,0,1,0,0,0,0,0
2019-04-17,8.063194444444445,273.49305555555554,5.429861111111111,11.361805555555561,12.134027777777778,84.81944444444444,12.284027777777775,12.002777777777778,,,,6.706249999999998,5.69513888888889,1181.798611111111,0.001388888888888889,0,1,0,0,0,0,0,0
2019-04-18,7.604861111111114,265.36805555555554,5.12638888888889,11.90347222222222,11.618749999999997,80.39583333333333,11.788194444444443,11.460416666666656,,,,6.329166666666666,5.397222222222224,1166.7916666666667,0.002777777777777778,0,0,1,0,0,0,0,0
2019-04-19,9.942361111111113,262.125,6.6305555555555555,11.111111111111114,11.207638888888887,79.03472222222223,11.37013888888889,11.06736111111111,,,,8.175694444444442,6.933333333333332,1183.1180555555557,0.0,0,0,1,0,0,0,0,0
2019-04-20,8.02222222222222,260.40277777777777,5.259027777777781,11.0625,10.879166666666663,85.19444444444444,11.020833333333329,10.743749999999997,,,,6.586805555555553,5.559722222222222,1182.1319444444443,0.003472222222222222,0,0,1,0,0,0,0,0
2019-04-21,12.44027777777778,284.15972222222223,8.44027777777778,9.974305555555556,8.406944444444441,80.3125,8.595833333333333,8.211805555555557,,,,10.205555555555557,8.877777777777775,1183.2152777777778,0.028472222222222218,0,1,0,0,0,0,0,0
2019-04-22,8.115972222222217,272.65277777777777,5.736111111111112,9.264583333333327,9.480555555555553,78.99305555555556,9.648611111111112,9.326388888888884,,,,6.852777777777777,5.995138888888889,1181.8125,0.0020833333333333337,0,1,0,0,0,0,0,0
2019-04-23,4.293749999999999,250.85416666666666,2.9131944444444446,14.790277777777785,11.995138888888889,72.24305555555556,12.200000000000012,11.781944444444447,,,,3.6784722222222204,3.1618055555555546,1165.2430555555557,0.0,0,1,0,0,0,0,0,0
2019-04-24,6.470833333333334,106.0625,4.282638888888886,13.218055555555559,16.800000000000008,43.86805555555556,16.994444444444447,16.62777777777778,,,,5.349305555555557,4.530555555555553,1165.1527777777778,0.0,1,0,0,0,0,0,0,0
2019-04-25,5.697916666666668,117.29861111111111,3.6270833333333323,16.05624999999999,20.295833333333338,30.555555555555557,20.502777777777787,20.12708333333333,,,,4.714583333333336,3.884722222222223,1181.9930555555557,0.0,1,0,0,0,0,0,0,0
2019-04-26,5.790277777777777,91.09027777777777,3.6402777777777806,15.052777777777784,20.744444444444447,31.708333333333332,20.924305555555563,20.56875000000001,,,,4.781944444444447,3.9145833333333346,1180.7708333333333,0.0,1,0,0,0,0,0,0,0
2019-04-27,5.859722222222222,187.73611111111111,3.951388888888888,12.816666666666668,21.14444444444446,28.0625,21.327777777777776,20.95208333333333,,,,4.949999999999999,4.204166666666667,1182.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-04-28,4.763888888888888,177.27777777777777,3.066666666666668,14.190972222222223,20.705555555555545,34.09722222222222,20.908333333333328,20.475694444444446,,,,4.034722222222222,3.311805555555556,1181.4652777777778,0.0,0,0,1,0,0,0,0,0
2019-04-29,3.750694444444443,246.25694444444446,2.600694444444443,15.440277777777782,24.238732394366192,20.795774647887324,24.473943661971834,24.006338028169004,,,,3.3013888888888876,2.8381944444444454,1181.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-04-30,4.370833333333333,260.74305555555554,3.0694444444444438,11.87569444444445,22.17083333333333,31.291666666666668,22.350694444444454,21.979861111111106,,,,3.7937499999999997,3.279166666666667,1166.0625,0.0,0,0,1,0,0,0,0,0
2019-05-01,4.623076923076924,148.45454545454547,3.2636363636363632,11.041958041958043,25.4013986013986,20.11888111888112,25.555944055944064,25.244755244755243,,,,3.9356643356643355,3.458041958041958,1163.6293706293707,0.0,1,0,0,0,0,0,0,0
2019-05-02,6.221527777777776,243.05555555555554,4.189583333333329,13.2875,24.451388888888896,32.9375,24.693750000000005,24.225694444444446,,,,5.298611111111115,4.597222222222218,1166.6666666666667,0.0,0,0,1,0,0,0,0,0
2019-05-03,7.008333333333335,294.0486111111111,4.986111111111114,11.556944444444445,17.047916666666666,59.645833333333336,17.24374999999999,16.87708333333333,,,,6.055555555555556,5.20763888888889,1182.451388888889,0.0,0,1,0,0,0,0,0,0
2019-05-04,4.6381944444444425,219.84722222222223,3.0993055555555546,19.15138888888889,15.606944444444444,70.88194444444444,15.813888888888888,15.389583333333327,,,,3.9708333333333368,3.3430555555555554,1182.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-05-05,6.640277777777777,148.68055555555554,4.680555555555555,10.404861111111112,23.788194444444443,21.4375,23.9513888888889,23.629166666666666,,,,5.672916666666667,4.955555555555555,1166.201388888889,0.0,1,0,0,0,0,0,0,0
2019-05-06,8.083216783216782,202.32167832167832,5.677622377622379,11.462237762237766,24.75034965034965,34.54545454545455,24.99090909090909,24.492307692307687,,,,7.04895104895105,6.097902097902099,1162.1328671328672,0.0,0,0,1,0,0,0,0,0
2019-05-07,9.011805555555558,289.9513888888889,6.16388888888889,11.702083333333333,15.106944444444455,77.93055555555556,15.289583333333338,14.927083333333334,,,,7.557638888888892,6.482638888888889,1182.076388888889,0.0,0,1,0,0,0,0,0,0
2019-05-08,6.713194444444444,295.13194444444446,4.613194444444442,11.618055555555552,13.776388888888885,77.79861111111111,13.950694444444443,13.61388888888889,,,,5.722916666666664,4.861111111111111,1166.6944444444443,0.0,0,1,0,0,0,0,0,0
2019-05-09,6.362318840579708,291.72463768115944,4.51376811594203,11.250000000000002,13.112318840579706,72.90579710144928,13.292753623188407,12.944202898550724,,,,5.505797101449273,4.752173913043476,1134.1884057971015,0.0,0,1,0,0,0,0,0,0
2019-05-10,5.112499999999998,305.0138888888889,3.3402777777777772,13.702083333333324,13.67361111111111,71.36111111111111,13.880555555555553,13.488194444444444,,,,4.3361111111111095,3.629166666666666,1166.2708333333333,0.0,0,1,0,0,0,0,0,0
2019-05-11,3.9652777777777786,217.82638888888889,2.6104166666666675,15.634722222222223,18.53680555555557,41.06944444444444,18.737500000000004,18.319444444444454,,,,3.4194444444444447,2.830555555555557,1182.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-05-12,6.156944444444442,174.3125,4.143055555555556,12.451388888888886,23.60208333333333,23.38888888888889,23.764583333333334,23.43402777777778,,,,5.188888888888888,4.371527777777778,1181.4722222222222,0.0,1,0,0,0,0,0,0,0
2019-05-13,5.8201388888888905,154.18055555555554,3.823611111111112,14.447222222222216,25.324999999999996,20.993055555555557,25.49236111111111,25.160416666666674,,,,4.892361111111111,4.094444444444445,1183.1458333333333,0.0,1,0,0,0,0,0,0,0
2019-05-14,4.148611111111112,247.36805555555554,2.9298611111111095,14.02708333333333,27.06736111111111,17.430555555555557,27.267361111111104,26.866666666666678,,,,3.611111111111111,3.1284722222222223,1182.4791666666667,0.0,0,0,1,0,0,0,0,0
2019-05-15,5.298611111111109,192.45833333333334,3.575694444444446,12.915972222222221,26.938194444444456,28.38888888888889,27.116666666666678,26.756944444444443,,,,4.4791666666666705,3.8027777777777794,1182.111111111111,0.0,0,0,1,0,0,0,0,0
2019-05-16,4.623611111111111,193.38888888888889,2.9895833333333317,19.564583333333335,27.177083333333325,28.395833333333332,27.42083333333333,26.90486111111111,,,,3.9013888888888886,3.220138888888889,1181.7916666666667,0.0,0,0,1,0,0,0,0,0
2019-05-17,6.365277777777779,223.06944444444446,4.359722222222223,13.836805555555552,24.893055555555563,42.52777777777778,25.128472222222232,24.675,,,,5.463194444444445,4.658333333333335,1182.048611111111,0.0,0,0,1,0,0,0,0,0
2019-05-18,4.572222222222221,252.91666666666666,3.0888888888888886,12.747916666666669,20.500000000000014,39.645833333333336,20.708333333333353,20.286111111111122,,,,3.9368055555555537,3.2951388888888893,1181.2569444444443,0.0,0,0,1,0,0,0,0,0
2019-05-19,5.3090277777777795,286.7638888888889,3.5347222222222214,13.585416666666664,18.63194444444445,51.229166666666664,18.842361111111117,18.434027777777793,,,,4.462499999999999,3.747222222222222,1165.2430555555557,0.0,0,1,0,0,0,0,0,0
2019-05-20,5.459027777777779,261.375,3.588888888888887,16.32708333333333,20.37361111111112,64.54166666666667,20.60555555555554,20.14583333333333,,,,4.5763888888888875,3.832638888888888,1166.9583333333333,0.0,0,1,0,0,0,0,0,0
2019-05-21,5.201388888888887,226.58333333333334,3.5180555555555557,13.812500000000002,26.231250000000006,31.833333333333332,26.445138888888895,26.031944444444438,,,,4.396527777777777,3.778472222222224,1182.1805555555557,0.0,0,0,1,0,0,0,0,0
2019-05-22,5.352777777777777,148.69444444444446,3.542361111111111,13.859027777777781,30.127083333333328,16.381944444444443,30.305555555555582,29.94722222222222,,,,4.474999999999999,3.7736111111111135,1182.7222222222222,0.0,1,0,0,0,0,0,0,0
2019-05-23,6.268749999999999,146.60416666666666,4.475,10.481944444444444,33.210416666666674,11.07638888888889,33.37430555555555,33.04861111111112,,,,5.354861111111112,4.7104166666666645,1182.513888888889,0.0,1,0,0,0,0,0,0,0
2019-05-24,6.465277777777779,224.26388888888889,4.602083333333334,10.086805555555559,31.84999999999999,21.541666666666668,32.03541666666665,31.674305555555545,,,,5.575,4.863194444444446,1182.5694444444443,0.0,0,0,1,0,0,0,0,0
2019-05-25,5.195833333333334,283.30555555555554,3.517361111111112,14.118055555555552,21.05138888888889,70.65972222222223,21.240277777777788,20.85416666666667,,,,4.42986111111111,3.743750000000001,1164.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-05-26,4.329861111111112,293.40972222222223,2.8812499999999996,15.677777777777774,19.20833333333334,60.763888888888886,19.42638888888889,18.997916666666683,,,,3.686805555555557,3.108333333333334,1165.9583333333333,0.0,0,1,0,0,0,0,0,0
2019-05-27,3.9284722222222217,264.09027777777777,2.654166666666668,15.081944444444442,20.72569444444445,59.78472222222222,20.9875,20.461805555555557,,,,3.3701388888888895,2.870833333333335,1182.826388888889,0.0,0,0,1,0,0,0,0,0
2019-05-28,4.3916666666666675,295.94444444444446,2.8236111111111097,16.00277777777778,20.93333333333334,75.8125,21.114583333333336,20.74375000000002,,,,3.7222222222222223,3.0423611111111106,1165.1458333333333,0.0,0,1,0,0,0,0,0,0
2019-05-29,5.715277777777778,227.45833333333334,3.816666666666667,12.961111111111112,26.610416666666666,43.27777777777778,26.81527777777779,26.400694444444447,,,,4.794444444444443,4.05486111111111,1166.9791666666667,0.0,0,0,1,0,0,0,0,0
2019-05-30,6.356249999999999,187.40972222222223,4.248611111111112,13.06736111111111,31.079861111111118,20.020833333333332,31.311111111111124,30.85833333333334,,,,5.262500000000003,4.533333333333333,1182.611111111111,0.0,0,0,1,0,0,0,0,0
2019-05-31,5.344444444444445,274.1736111111111,3.7083333333333335,14.886111111111116,27.716666666666672,33.6875,27.946527777777774,27.493749999999995,,,,4.57083333333333,3.932638888888887,1166.236111111111,0.0,0,1,0,0,0,0,0,0
2019-06-01,5.352083333333334,293.8333333333333,3.7125000000000004,13.236111111111112,24.568055555555564,41.40277777777778,24.768749999999997,24.36666666666666,,,,4.583333333333332,3.9368055555555537,1183.5416666666667,0.0,0,1,0,0,0,0,0,0
2019-06-02,5.38169014084507,293.2957746478873,3.730985915492959,14.223239436619716,23.985211267605642,47.15492957746479,24.19507042253521,23.777464788732395,,,,4.632394366197184,3.9852112676056337,1161.838028169014,0.0,0,1,0,0,0,0,0,0
2019-06-03,6.504861111111111,244.50694444444446,4.393750000000002,12.53125,25.343749999999993,47.048611111111114,25.533333333333346,25.14930555555555,,,,5.4354166666666694,4.626388888888887,1182.5416666666667,0.0,0,0,1,0,0,0,0,0
2019-06-04,7.61111111111111,198.67361111111111,5.190277777777777,13.006249999999998,26.964583333333323,36.111111111111114,27.13541666666667,26.790277777777785,,,,6.3999999999999995,5.468055555555556,1181.4444444444443,0.0,0,0,1,0,0,0,0,0
2019-06-05,6.809722222222221,182.77777777777777,4.697222222222221,13.874999999999995,29.115972222222222,26.729166666666668,29.309722222222224,28.919444444444437,,,,5.814583333333335,4.955555555555553,1165.4027777777778,0.0,0,0,1,0,0,0,0,0
2019-06-06,5.250694444444445,244.35416666666666,3.6208333333333322,13.313194444444447,26.86527777777778,34.583333333333336,27.083333333333325,26.651388888888885,,,,4.517361111111112,3.9187499999999997,1181.736111111111,0.0,0,0,1,0,0,0,0,0
2019-06-07,6.824305555555553,299.8958333333333,4.834722222222222,14.024999999999999,23.812500000000004,50.75694444444444,23.99444444444445,23.634027777777774,,,,5.886111111111111,5.090277777777777,1167.263888888889,0.0,0,1,0,0,0,0,0,0
2019-06-08,5.961111111111109,303.86805555555554,4.0659722222222205,12.830555555555557,19.957638888888884,84.95138888888889,20.11944444444445,19.80555555555556,,,,5.143750000000001,4.311805555555555,1182.5277777777778,0.0,0,1,0,0,0,0,0,0
2019-06-09,4.874305555555554,273.53472222222223,3.159027777777778,15.655555555555553,21.15,72.15277777777777,21.338194444444454,20.963194444444444,,,,4.097916666666666,3.3750000000000013,1181.0972222222222,0.0,0,1,0,0,0,0,0,0
2019-06-10,5.938888888888887,264.44444444444446,3.8861111111111097,14.365972222222224,24.81319444444445,32.229166666666664,24.98055555555557,24.63125000000001,,,,4.989583333333333,4.173611111111112,1182.5416666666667,0.0,0,0,1,0,0,0,0,0
2019-06-11,5.203496503496504,260.7902097902098,3.3461538461538463,14.042657342657337,26.8937062937063,32.02097902097902,27.064335664335655,26.715384615384593,,,,4.387412587412587,3.595104895104895,1166.1118881118882,0.0,0,0,1,0,0,0,0,0
2019-06-12,5.756249999999999,267.7708333333333,3.8062500000000004,14.35833333333334,22.945138888888888,61.0,23.172222222222224,22.718750000000004,,,,4.855555555555555,4.058333333333334,1182.1597222222222,0.0,0,0,1,0,0,0,0,0
2019-06-13,6.490277777777779,289.77777777777777,4.355555555555557,12.386111111111113,20.28402777777778,81.04166666666667,20.459722222222222,20.109722222222228,,,,5.523611111111108,4.619444444444445,1164.5277777777778,0.0,0,1,0,0,0,0,0,0
2019-06-14,5.120833333333334,291.3611111111111,3.4131944444444464,14.729861111111111,20.638194444444448,77.88194444444444,20.82708333333333,20.436111111111103,,,,4.383333333333334,3.6500000000000017,1181.0277777777778,0.0,0,1,0,0,0,0,0,0
2019-06-15,4.609027777777778,274.5208333333333,2.9993055555555546,16.705555555555556,21.554166666666664,75.01388888888889,21.753472222222225,21.36597222222223,,,,3.90902777777778,3.2277777777777774,1181.3472222222222,0.0,0,1,0,0,0,0,0,0
2019-06-16,4.806249999999997,251.64583333333334,3.029166666666667,14.246527777777779,23.73194444444445,58.22222222222222,23.906250000000007,23.555555555555557,,,,4.045833333333333,3.275694444444445,1166.7083333333333,0.0,0,0,1,0,0,0,0,0
2019-06-17,6.512500000000001,263.36805555555554,4.35347222222222,11.831944444444451,22.18611111111112,72.84027777777777,22.33611111111111,22.043055555555565,,,,5.459027777777779,4.597222222222221,1182.0625,0.0,0,0,1,0,0,0,0,0
2019-06-18,5.7381944444444475,261.5486111111111,3.852083333333333,12.202083333333334,21.756944444444443,75.49305555555556,21.89583333333333,21.604861111111116,,,,4.859027777777778,4.065277777777776,1182.2430555555557,0.0,0,0,1,0,0,0,0,0
2019-06-19,5.6833333333333345,268.99305555555554,3.825000000000001,11.993749999999997,23.154861111111117,56.24305555555556,23.325000000000006,22.99166666666666,,,,4.835416666666668,4.034722222222222,1180.763888888889,0.0,0,0,1,0,0,0,0,0
