,,,,,,,,,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,North-East,North-West,South-East,South-West,South,West,East,North,WSmax_1,WSmax_2,WSmax_3,WDmax_1,WDmax_2,WDmax_3,WS_1,WS_2,WS_3,STDwd_1,STDwd_2,STDwd_3,TD_1,TD_2,TD_3,RH_1,RH_2,RH_3,TDmax_1,TDmax_2,TDmax_3,TDmin_1,TDmin_2,TDmin_3,Grad_1,Grad_2,Grad_3,NIP_1,NIP_2,NIP_3,DiffR_1,DiffR_2,DiffR_3,WS1mm_1,WS1mm_2,WS1mm_3,Ws10mm_1,Ws10mm_2,Ws10mm_3,Time_1,Time_2,Time_3,Rain_1,Rain_2,Rain_3,Fail_1,Fail_2,Fail_3,North-East_1,North-East_2,North-East_3,North-West_1,North-West_2,North-West_3,South-East_1,South-East_2,South-East_3,South-West_1,South-West_2,South-West_3,South_1,South_2,South_3,West_1,West_2,West_3,East_1,East_2,East_3,North_1,North_2,North_3
2018,1,14,0,0,0,6,14,-1,4.601388888888889,234.60416666666666,2.4638888888888895,23.537499999999998,10.94097222222222,84.15972222222223,11.042361111111106,10.838888888888885,,,,3.5520833333333344,2.79375,1167.826388888889,0.05694444444444443,0,0,0,0,1,0,0,0,0,9.191666666666666,2.9013888888888895,7.903472222222222,79.19444444444444,150.24305555555554,105.51388888888889,6.574305555555554,1.8312500000000012,5.576388888888888,10.695138888888886,18.575694444444444,11.813194444444447,13.851388888888886,12.434027777777775,14.44583333333333,54.65972222222222,68.76388888888889,50.50694444444444,14.038888888888895,12.659722222222223,14.65208333333334,13.654861111111115,12.202777777777778,14.239583333333327,,,,,,,,,,7.799305555555552,2.3902777777777784,6.6722222222222225,6.8569444444444425,1.9986111111111111,5.879861111111109,1165.4375,1181.4583333333333,1182.076388888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,15,0,0,0,0,15,-1,2.986805555555555,188.47916666666666,1.7131944444444434,21.926388888888894,10.578472222222224,91.88194444444444,10.750000000000004,10.41180555555556,,,,2.374305555555556,1.8861111111111108,1166.1597222222222,0.003472222222222222,0,0,0,0,1,0,0,0,0,4.601388888888889,9.191666666666666,2.9013888888888895,234.60416666666666,79.19444444444444,150.24305555555554,2.4638888888888895,6.574305555555554,1.8312500000000012,23.537499999999998,10.695138888888886,18.575694444444444,10.94097222222222,13.851388888888886,12.434027777777775,84.15972222222223,54.65972222222222,68.76388888888889,11.042361111111106,14.038888888888895,12.659722222222223,10.838888888888885,13.654861111111115,12.202777777777778,,,,,,,,,,3.5520833333333344,7.799305555555552,2.3902777777777784,2.79375,6.8569444444444425,1.9986111111111111,1167.826388888889,1165.4375,1181.4583333333333,0.05694444444444443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,16,0,0,0,1,16,-1,3.2618055555555556,187.13888888888889,1.9416666666666675,20.134027777777774,11.249999999999993,83.13194444444444,11.416666666666666,11.085416666666665,,,,2.656944444444443,2.123611111111112,1182.576388888889,0.0006944444444444445,0,0,0,0,1,0,0,0,0,2.986805555555555,4.601388888888889,9.191666666666666,188.47916666666666,234.60416666666666,79.19444444444444,1.7131944444444434,2.4638888888888895,6.574305555555554,21.926388888888894,23.537499999999998,10.695138888888886,10.578472222222224,10.94097222222222,13.851388888888886,91.88194444444444,84.15972222222223,54.65972222222222,10.750000000000004,11.042361111111106,14.038888888888895,10.41180555555556,10.838888888888885,13.654861111111115,,,,,,,,,,2.374305555555556,3.5520833333333344,7.799305555555552,1.8861111111111108,2.79375,6.8569444444444425,1166.1597222222222,1167.826388888889,1165.4375,0.003472222222222222,0.05694444444444443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,17,0,0,0,2,17,-1,3.027777777777779,177.42361111111111,1.7826388888888896,19.329861111111107,9.512499999999987,93.08333333333333,9.596527777777768,9.43888888888888,,,,2.464583333333332,2.0006944444444437,1182.1041666666667,0.020833333333333336,0,0,0,0,1,0,0,0,0,3.2618055555555556,2.986805555555555,4.601388888888889,187.13888888888889,188.47916666666666,234.60416666666666,1.9416666666666675,1.7131944444444434,2.4638888888888895,20.134027777777774,21.926388888888894,23.537499999999998,11.249999999999993,10.578472222222224,10.94097222222222,83.13194444444444,91.88194444444444,84.15972222222223,11.416666666666666,10.750000000000004,11.042361111111106,11.085416666666665,10.41180555555556,10.838888888888885,,,,,,,,,,2.656944444444443,2.374305555555556,3.5520833333333344,2.123611111111112,1.8861111111111108,2.79375,1182.576388888889,1166.1597222222222,1167.826388888889,0.0006944444444444445,0.003472222222222222,0.05694444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,18,0,0,0,3,18,-1,9.890972222222224,215.6875,5.389583333333333,20.352777777777778,11.456249999999995,81.32638888888889,11.537499999999989,11.379166666666661,,,,7.353472222222221,5.791666666666666,1165.9791666666667,0.12083333333333335,0,0,0,0,1,0,0,0,0,3.027777777777779,3.2618055555555556,2.986805555555555,177.42361111111111,187.13888888888889,188.47916666666666,1.7826388888888896,1.9416666666666675,1.7131944444444434,19.329861111111107,20.134027777777774,21.926388888888894,9.512499999999987,11.249999999999993,10.578472222222224,93.08333333333333,83.13194444444444,91.88194444444444,9.596527777777768,11.416666666666666,10.750000000000004,9.43888888888888,11.085416666666665,10.41180555555556,,,,,,,,,,2.464583333333332,2.656944444444443,2.374305555555556,2.0006944444444437,2.123611111111112,1.8861111111111108,1182.1041666666667,1182.576388888889,1166.1597222222222,0.020833333333333336,0.0006944444444444445,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,19,0,0,0,4,19,-1,8.497916666666667,258.2083333333333,4.675694444444447,20.53680555555555,8.072916666666671,79.03472222222223,8.234722222222219,7.906944444444445,,,,6.3812500000000005,5.148611111111112,1165.9097222222222,0.026388888888888896,0,0,0,0,1,0,0,0,0,9.890972222222224,3.027777777777779,3.2618055555555556,215.6875,177.42361111111111,187.13888888888889,5.389583333333333,1.7826388888888896,1.9416666666666675,20.352777777777778,19.329861111111107,20.134027777777774,11.456249999999995,9.512499999999987,11.249999999999993,81.32638888888889,93.08333333333333,83.13194444444444,11.537499999999989,9.596527777777768,11.416666666666666,11.379166666666661,9.43888888888888,11.085416666666665,,,,,,,,,,7.353472222222221,2.464583333333332,2.656944444444443,5.791666666666666,2.0006944444444437,2.123611111111112,1165.9791666666667,1182.1041666666667,1182.576388888889,0.12083333333333335,0.020833333333333336,0.0006944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,20,0,0,0,5,20,-1,3.5124999999999997,202.00694444444446,2.2291666666666665,17.49652777777777,9.702083333333338,75.27083333333333,9.894444444444444,9.511111111111111,,,,2.897916666666666,2.4041666666666672,1166.5625,0.0,0,0,0,0,1,0,0,0,0,8.497916666666667,9.890972222222224,3.027777777777779,258.2083333333333,215.6875,177.42361111111111,4.675694444444447,5.389583333333333,1.7826388888888896,20.53680555555555,20.352777777777778,19.329861111111107,8.072916666666671,11.456249999999995,9.512499999999987,79.03472222222223,81.32638888888889,93.08333333333333,8.234722222222219,11.537499999999989,9.596527777777768,7.906944444444445,11.379166666666661,9.43888888888888,,,,,,,,,,6.3812500000000005,7.353472222222221,2.464583333333332,5.148611111111112,5.791666666666666,2.0006944444444437,1165.9097222222222,1165.9791666666667,1182.1041666666667,0.026388888888888896,0.12083333333333335,0.020833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,21,0,0,0,6,21,-1,11.410416666666665,87.77777777777777,8.222916666666661,8.047222222222222,12.785416666666663,53.5625,12.947222222222223,12.63402777777777,,,,9.452777777777774,8.477083333333333,1182.0208333333333,0.0,0,1,0,0,0,0,0,0,0,3.5124999999999997,8.497916666666667,9.890972222222224,202.00694444444446,258.2083333333333,215.6875,2.2291666666666665,4.675694444444447,5.389583333333333,17.49652777777777,20.53680555555555,20.352777777777778,9.702083333333338,8.072916666666671,11.456249999999995,75.27083333333333,79.03472222222223,81.32638888888889,9.894444444444444,8.234722222222219,11.537499999999989,9.511111111111111,7.906944444444445,11.379166666666661,,,,,,,,,,2.897916666666666,6.3812500000000005,7.353472222222221,2.4041666666666672,5.148611111111112,5.791666666666666,1166.5625,1165.9097222222222,1165.9791666666667,0.0,0.026388888888888896,0.12083333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,22,0,0,0,0,22,-1,6.2562500000000005,158.03472222222223,4.086805555555554,16.203472222222217,12.744444444444447,51.270833333333336,12.915972222222209,12.56666666666667,,,,5.121527777777778,4.345138888888886,1182.111111111111,0.0,0,0,1,0,0,0,0,0,0,11.410416666666665,3.5124999999999997,8.497916666666667,87.77777777777777,202.00694444444446,258.2083333333333,8.222916666666661,2.2291666666666665,4.675694444444447,8.047222222222222,17.49652777777777,20.53680555555555,12.785416666666663,9.702083333333338,8.072916666666671,53.5625,75.27083333333333,79.03472222222223,12.947222222222223,9.894444444444444,8.234722222222219,12.63402777777777,9.511111111111111,7.906944444444445,,,,,,,,,,9.452777777777774,2.897916666666666,6.3812500000000005,8.477083333333333,2.4041666666666672,5.148611111111112,1182.0208333333333,1166.5625,1165.9097222222222,0.0,0.0,0.026388888888888896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,23,0,0,0,1,23,-1,7.318055555555552,213.36805555555554,3.9326388888888903,20.695833333333333,10.887500000000005,91.35416666666667,10.948611111111113,10.828472222222226,,,,5.4527777777777775,4.31597222222222,1181.8680555555557,0.17569444444444454,0,0,0,0,1,0,0,0,0,6.2562500000000005,11.410416666666665,3.5124999999999997,158.03472222222223,87.77777777777777,202.00694444444446,4.086805555555554,8.222916666666661,2.2291666666666665,16.203472222222217,8.047222222222222,17.49652777777777,12.744444444444447,12.785416666666663,9.702083333333338,51.270833333333336,53.5625,75.27083333333333,12.915972222222209,12.947222222222223,9.894444444444444,12.56666666666667,12.63402777777777,9.511111111111111,,,,,,,,,,5.121527777777778,9.452777777777774,2.897916666666666,4.345138888888886,8.477083333333333,2.4041666666666672,1182.111111111111,1182.0208333333333,1166.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
