,,,,,,,,,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North,North-East,North-West,South-East,South-West,East,South,West
2018,2,13,0,0,0,1,44,-1,5.341666666666667,207.52083333333334,2.9208333333333356,17.625694444444445,16.295138888888886,67.10416666666667,16.400694444444444,16.18958333333333,170.4375,218.93055555555554,39.333333333333336,4.025694444444446,3.2131944444444467,1181.8958333333333,0.02708333333333334,0,0,0,0,1,0,0,0
2018,2,14,0,0,0,2,45,-1,5.779861111111113,96.79166666666667,3.4201388888888897,14.552777777777774,15.263888888888882,60.263888888888886,15.39097222222222,15.138194444444443,218.09027777777777,291.6293706293706,45.84027777777778,4.350694444444445,3.6097222222222234,1181.7222222222222,0.0,0,0,1,0,0,0,0,0
2018,2,15,0,0,0,3,46,-1,4.819444444444441,125.22222222222223,2.8048611111111126,15.747222222222218,17.055555555555557,53.111111111111114,17.198611111111124,16.915277777777803,149.28472222222223,47.90972222222222,108.41666666666667,3.677083333333334,3.0138888888888893,1182.486111111111,0.0,0,0,1,0,0,0,0,0
2018,2,16,0,0,0,4,47,-1,3.8611111111111125,155.54861111111111,2.1673611111111115,19.299999999999997,17.404861111111106,59.0625,17.574305555555558,17.222222222222232,182.41666666666666,141.22222222222223,90.67361111111111,2.959027777777778,2.3527777777777783,1181.3472222222222,0.0,0,0,1,0,0,0,0,0
2018,2,17,0,0,0,5,48,-1,4.659722222222222,233.0,2.4625000000000004,26.66319444444445,16.31041666666666,47.111111111111114,16.49166666666666,16.149305555555554,169.51388888888889,137.20138888888889,80.21527777777777,3.622222222222221,2.8194444444444433,1166.5625,0.0,0,0,0,0,1,0,0,0
2018,2,18,0,0,0,6,49,-1,4.515972222222222,244.78472222222223,2.3479166666666664,19.914583333333344,16.14375,46.923611111111114,16.35208333333333,15.957638888888884,190.95138888888889,128.99305555555554,93.28472222222223,3.4006944444444462,2.5840277777777785,1166.1597222222222,0.0,0,0,0,0,1,0,0,0
2018,2,19,0,0,0,0,50,-1,3.3972222222222226,105.55555555555556,2.0020833333333328,17.036805555555553,15.678472222222231,51.49305555555556,15.83958333333333,15.539583333333335,191.85416666666666,139.03472222222223,85.65972222222223,2.667361111111112,2.190277777777778,1164.736111111111,0.0,0,0,1,0,0,0,0,0
2018,2,20,0,0,0,1,51,-1,3.6826388888888903,135.25694444444446,2.183333333333334,14.179166666666669,16.461111111111116,53.77777777777778,16.595833333333342,16.33750000000001,170.27777777777777,90.4375,102.18055555555556,2.8416666666666663,2.3381944444444427,1166.375,0.0,0,0,1,0,0,0,0,0
2018,2,21,0,0,0,2,52,-1,3.125694444444446,202.90972222222223,1.9076388888888889,18.73472222222223,17.28958333333334,44.93055555555556,17.47430555555556,17.106249999999996,192.90972222222223,141.71527777777777,86.20833333333333,2.5534722222222235,2.0840277777777776,1182.9375,0.0,0,0,0,0,1,0,0,0
2018,2,22,0,0,0,3,53,-1,4.775694444444447,148.8125,2.5583333333333353,22.962499999999995,19.80208333333333,48.298611111111114,19.960416666666667,19.642361111111107,203.27083333333334,197.46527777777777,60.1875,3.5701388888888883,2.8215277777777787,1182.2916666666667,0.0,0,0,1,0,0,0,0,0
2018,2,23,0,0,0,4,54,-1,4.7354166666666675,115.43055555555556,2.7333333333333325,16.053472222222226,17.718749999999993,75.27777777777777,17.822222222222226,17.619444444444454,160.85416666666666,105.6875,78.44444444444444,3.5381944444444446,2.9277777777777767,1182.513888888889,0.023611111111111117,0,0,1,0,0,0,0,0
2018,2,24,0,0,0,5,55,-1,2.961805555555555,164.61805555555554,1.7312500000000008,20.05000000000001,17.702777777777783,63.53472222222222,17.861111111111114,17.561111111111106,232.41666666666666,0.6265060240963856,49.52777777777778,2.4222222222222234,1.9395833333333334,1165.6527777777778,0.0006944444444444445,0,0,0,0,1,0,0,0
2018,2,25,0,0,0,6,56,-1,4.759027777777777,197.02083333333334,2.5861111111111112,18.466666666666676,18.46388888888889,50.47222222222222,18.63402777777777,18.275000000000002,219.02083333333334,0.9550561797752809,63.30555555555556,3.5090277777777774,2.815277777777777,1182.2083333333333,0.0,0,0,0,0,1,0,0,0
2018,2,26,0,0,0,0,57,-1,3.3993055555555567,122.13888888888889,1.8784722222222219,22.119444444444447,19.61527777777777,50.90972222222222,19.76041666666667,19.471527777777773,170.52777777777777,4.415841584158416,82.27083333333333,2.6000000000000005,2.089583333333333,1181.5972222222222,0.0,0,0,1,0,0,0,0,0
2018,2,27,0,0,0,1,58,-1,3.6909722222222223,123.17361111111111,2.036805555555556,20.08750000000001,18.14444444444446,52.729166666666664,18.334722222222215,17.96527777777778,165.95833333333334,111.95104895104895,84.29861111111111,2.87638888888889,2.2868055555555555,1181.923611111111,0.001388888888888889,0,0,1,0,0,0,0,0
2018,2,28,0,0,0,2,59,-1,6.111805555555556,63.84027777777778,3.584027777777777,15.920138888888886,17.07708333333334,60.201388888888886,17.202777777777786,16.963194444444458,239.47916666666666,270.5833333333333,61.111111111111114,4.529861111111112,3.7854166666666638,1181.4652777777778,0.0,0,1,0,0,0,0,0,0
2018,3,1,0,0,0,3,60,-1,3.879166666666668,129.72222222222223,2.3236111111111115,15.113888888888892,18.227083333333333,48.81944444444444,18.39027777777778,18.059027777777782,241.58333333333334,282.3888888888889,53.13194444444444,3.025694444444445,2.4875000000000003,1183.375,0.0,0,0,1,0,0,0,0,0
2018,3,2,0,0,0,4,61,-1,4.561805555555556,150.24305555555554,2.7125000000000004,13.770138888888892,19.44236111111111,45.15277777777778,19.592361111111114,19.284027777777784,240.95833333333334,246.8881118881119,66.70138888888889,3.43263888888889,2.874305555555555,1166.4027777777778,0.0,0,0,1,0,0,0,0,0
2018,3,3,0,0,0,5,62,-1,3.369444444444445,207.11805555555554,1.8881944444444438,20.887500000000003,20.672916666666673,39.895833333333336,20.88194444444444,20.470138888888883,242.96527777777777,268.25694444444446,58.791666666666664,2.5916666666666655,2.073611111111111,1164.576388888889,0.0,0,0,0,0,1,0,0,0
2018,3,4,0,0,0,6,63,-1,3.7298611111111106,184.6875,2.0659722222222228,19.318750000000005,21.69166666666666,34.03472222222222,21.92916666666667,21.443750000000005,242.07638888888889,256.11805555555554,70.66666666666667,2.8354166666666685,2.2763888888888886,1165.326388888889,0.0,0,0,1,0,0,0,0,0
2018,3,5,0,0,0,0,64,-1,7.393750000000001,203.65972222222223,3.9555555555555575,18.718055555555555,24.338194444444444,38.15277777777778,24.504166666666674,24.17777777777778,248.22916666666666,254.44444444444446,67.86111111111111,5.1326388888888905,4.181944444444443,1165.3055555555557,0.0,0,0,0,0,1,0,0,0
2018,3,6,0,0,0,1,65,-1,7.918750000000003,197.03472222222223,4.254166666666664,17.592361111111114,24.59720279720281,39.59440559440559,24.776923076923072,24.44335664335665,239.10416666666666,194.11111111111111,88.10416666666667,5.525694444444448,4.528472222222224,1182.8333333333333,0.0,0,0,0,0,1,0,0,0
2018,3,7,0,0,0,2,66,-1,4.063194444444442,114.47222222222223,2.392361111111111,15.359722222222224,22.457638888888894,44.888888888888886,22.615972222222222,22.296527777777772,244.48611111111111,220.02083333333334,78.85416666666667,3.099305555555554,2.5750000000000006,1181.923611111111,0.0,0,0,1,0,0,0,0,0
2018,3,8,0,0,0,3,67,-1,4.901388888888888,170.99305555555554,2.7423611111111117,15.598611111111113,24.263194444444448,34.0625,24.47361111111111,24.043750000000003,236.79166666666666,173.89583333333334,96.625,3.5881944444444454,2.9416666666666664,1182.8055555555557,0.0,0,0,1,0,0,0,0,0
2018,3,9,0,0,0,4,68,-1,4.434722222222223,188.73611111111111,2.517361111111111,18.190277777777773,21.35486111111111,29.76388888888889,21.574999999999996,21.146527777777766,257.5763888888889,282.87412587412587,61.048611111111114,3.4743055555555555,2.768055555555556,1183.048611111111,0.0,0,0,0,0,1,0,0,0
2018,3,10,0,0,0,5,69,-1,4.225694444444446,83.15972222222223,2.3777777777777773,17.86458333333333,17.876388888888894,46.40277777777778,18.035416666666666,17.718749999999993,266.44444444444446,360.65277777777777,35.895833333333336,3.1493055555555554,2.5618055555555546,1182.1041666666667,0.0,0,0,1,0,0,0,0,0
2018,3,11,0,0,0,6,70,-1,3.981249999999998,97.5625,2.2937499999999993,15.459722222222227,17.306944444444444,44.97222222222222,17.46597222222223,17.14305555555556,271.6388888888889,384.99305555555554,30.79861111111111,3.04861111111111,2.470833333333333,1181.8541666666667,0.0,0,0,1,0,0,0,0,0
2018,3,12,0,0,0,0,71,-1,4.069444444444444,146.65972222222223,2.466666666666667,13.843055555555544,18.462500000000002,49.416666666666664,18.628472222222218,18.305555555555554,271.7708333333333,373.34027777777777,33.854166666666664,3.1805555555555545,2.615972222222223,1182.4166666666667,0.0,0,0,1,0,0,0,0,0
2018,3,13,0,0,0,1,72,-1,4.138888888888887,135.82638888888889,2.461111111111111,14.92152777777777,19.58749999999999,48.458333333333336,19.761805555555565,19.42847222222223,275.56944444444446,364.1048951048951,36.62043795620438,3.1576388888888887,2.613888888888889,1165.9652777777778,0.0,0,0,1,0,0,0,0,0
2018,3,14,0,0,0,2,73,-1,3.825694444444446,136.1875,2.2944444444444443,16.440972222222225,22.06944444444444,36.06944444444444,22.275000000000006,21.863888888888884,271.8541666666667,339.0138888888889,44.40277777777778,3.0256944444444445,2.488194444444445,1165.5,0.0,0,0,1,0,0,0,0,0
2018,3,15,0,0,0,3,74,-1,4.460416666666667,137.36111111111111,2.5708333333333333,15.916666666666666,20.711805555555557,40.270833333333336,20.89375,20.556250000000002,210.53472222222223,127.95138888888889,103.96527777777777,3.3701388888888886,2.794444444444444,1180.9791666666667,0.0,0,0,1,0,0,0,0,0
2018,3,16,0,0,0,4,75,-1,4.832638888888889,47.479166666666664,2.6930555555555555,17.825694444444444,19.415277777777785,44.9375,19.581250000000008,19.245138888888896,276.8888888888889,350.8531468531468,42.25,3.588194444444445,2.9124999999999996,1181.7083333333333,0.0,0,1,0,0,0,0,0,0
2018,3,17,0,0,0,5,76,-1,4.979166666666668,82.97222222222223,2.942361111111113,14.246527777777779,18.324305555555554,42.27777777777778,18.475000000000005,18.174999999999997,283.1458333333333,385.68055555555554,35.0625,3.7430555555555562,3.121527777777778,1182.2430555555557,0.0,0,1,0,0,0,0,0,0
2018,3,18,0,0,0,6,77,-1,4.486111111111113,162.24305555555554,2.4729166666666678,20.495833333333337,22.533333333333335,32.03472222222222,22.732638888888896,22.338194444444447,272.49305555555554,299.3333333333333,59.31944444444444,3.325,2.6784722222222226,1183.25,0.0,0,0,1,0,0,0,0,0
2018,3,19,0,0,0,0,78,-1,5.671527777777775,205.04166666666666,3.0486111111111116,18.649305555555557,23.984722222222224,24.59722222222222,24.23125,23.74097222222222,283.61805555555554,341.6363636363636,49.458333333333336,4.109027777777779,3.309722222222222,1181.1458333333333,0.0,0,0,0,0,1,0,0,0
2018,3,20,0,0,0,1,79,-1,4.525,76.625,2.592361111111111,18.115972222222215,24.28888888888889,35.24305555555556,24.50625000000001,24.07986111111112,264.15972222222223,236.83333333333334,82.23611111111111,3.444444444444445,2.7902777777777774,1165.0833333333333,0.0,0,1,0,0,0,0,0,0
2018,3,21,0,0,0,2,80,-1,6.272222222222226,68.01388888888889,3.677777777777778,15.336805555555555,22.93333333333334,31.03472222222222,23.091666666666654,22.77291666666666,283.59027777777777,315.1736111111111,61.0,4.675000000000001,3.8798611111111114,1182.3541666666667,0.0,0,1,0,0,0,0,0,0
2018,3,22,0,0,0,3,81,-1,5.388888888888888,94.23611111111111,3.1951388888888888,14.730555555555554,24.209027777777788,24.23611111111111,24.393055555555552,24.027777777777786,273.03472222222223,254.05555555555554,91.27083333333333,4.080555555555558,3.3861111111111124,1181.8680555555557,0.0,0,0,1,0,0,0,0,0
2018,3,23,0,0,0,4,82,-1,5.854166666666667,175.1875,3.44861111111111,15.632638888888888,25.839583333333326,23.82638888888889,26.04097222222223,25.636111111111113,235.96527777777777,144.95804195804195,106.61805555555556,4.324999999999999,3.6451388888888894,1166.3472222222222,0.0,0,0,0,0,1,0,0,0
2018,3,24,0,0,0,5,83,-1,7.897222222222224,230.20138888888889,4.446527777777778,16.56944444444445,24.581249999999997,33.951388888888886,24.767361111111118,24.404861111111106,214.41666666666666,76.8125,130.00694444444446,5.825694444444443,4.748611111111114,1181.4097222222222,0.0,0,0,0,0,1,0,0,0
2018,3,25,0,0,0,6,84,-1,6.204895104895107,44.28671328671329,3.515384615384617,16.206293706293707,19.82097902097902,39.95804195804196,19.959440559440562,19.69510489510489,263.7902097902098,192.67132867132867,100.96503496503496,4.537062937062936,3.711888111888111,1183.3916083916083,0.0,0,1,0,0,0,0,0,0
2018,3,26,0,0,0,0,85,-1,6.015277777777777,76.84722222222223,3.440972222222223,15.293055555555558,22.543750000000003,39.09722222222222,22.685416666666658,22.40138888888889,265.7708333333333,169.91666666666666,118.13194444444444,4.37222222222222,3.630555555555557,1182.1944444444443,0.0,0,1,0,0,0,0,0,0
2018,3,27,0,0,0,1,86,-1,3.247916666666666,134.34722222222223,1.9361111111111116,18.22152777777778,24.98472222222222,28.645833333333332,25.12569444444444,24.841666666666672,138.99305555555554,13.875,116.00694444444444,2.6111111111111116,2.1124999999999994,1182.4791666666667,0.0,0,0,1,0,0,0,0,0
2018,3,28,0,0,0,2,87,-1,7.136111111111112,162.04861111111111,3.9395833333333323,20.131944444444443,28.46111111111111,27.32638888888889,28.63541666666666,28.293749999999996,228.90277777777777,105.5104895104895,128.02777777777777,5.2138888888888895,4.22847222222222,1181.6041666666667,0.0,0,0,1,0,0,0,0,0
2018,3,29,0,0,0,3,88,-1,6.228472222222219,276.8263888888889,3.185416666666667,25.44375,22.749999999999993,34.13194444444444,22.92222222222222,22.584722222222215,234.85416666666666,102.83333333333333,132.1875,4.73888888888889,3.5520833333333353,1182.8333333333333,0.001388888888888889,0,0,0,1,0,0,0,0
