,,,,,,,,,TD,TDmax_3,TD_3,TDmin_3,TDmax_2,TD_2,TDmin_2,TDmax_1,TDmin_1,TD_1,TDmin,TDmax
2018,4,25,0,0,0,2,115,-1,17.842361111111117,16.3923611111111,16.220138888888883,16.05763888888889,16.669444444444437,16.461111111111116,16.25208333333333,22.372916666666672,21.924999999999997,22.15138888888888,17.562499999999996,18.106250000000003
2018,4,26,0,0,0,3,116,-1,13.947222222222232,16.669444444444437,16.461111111111116,16.25208333333333,22.372916666666672,22.15138888888888,21.924999999999997,18.106250000000003,17.562499999999996,17.842361111111117,13.79097222222222,14.111111111111107
2018,4,27,0,0,0,4,117,-1,15.85277777777778,22.372916666666672,22.15138888888888,21.924999999999997,18.106250000000003,17.842361111111117,17.562499999999996,14.111111111111107,13.79097222222222,13.947222222222232,15.704861111111105,15.99930555555555
2018,4,28,0,0,0,5,118,-1,18.074305555555558,18.106250000000003,17.842361111111117,17.562499999999996,14.111111111111107,13.947222222222232,13.79097222222222,15.99930555555555,15.704861111111105,15.85277777777778,17.963888888888892,18.195138888888888
2018,4,29,0,0,0,6,119,-1,19.797222222222228,14.111111111111107,13.947222222222232,13.79097222222222,15.99930555555555,15.85277777777778,15.704861111111105,18.195138888888888,17.963888888888892,18.074305555555558,19.584722222222236,20.001388888888897
2018,4,30,0,0,0,0,120,-1,24.01597222222223,15.99930555555555,15.85277777777778,15.704861111111105,18.195138888888888,18.074305555555558,17.963888888888892,20.001388888888897,19.584722222222236,19.797222222222228,23.813888888888876,24.2201388888889
2018,5,1,0,0,0,1,121,-1,25.467361111111117,18.195138888888888,18.074305555555558,17.963888888888892,20.001388888888897,19.797222222222228,19.584722222222236,24.2201388888889,23.813888888888876,24.01597222222223,25.322222222222226,25.638888888888893
2018,5,2,0,0,0,2,122,-1,26.350694444444432,20.001388888888897,19.797222222222228,19.584722222222236,24.2201388888889,24.01597222222223,23.813888888888876,25.638888888888893,25.322222222222226,25.467361111111117,26.165277777777774,26.531249999999993
2018,5,3,0,0,0,3,123,-1,28.375,24.2201388888889,24.01597222222223,23.813888888888876,25.638888888888893,25.467361111111117,25.322222222222226,26.531249999999993,26.165277777777774,26.350694444444432,28.14930555555557,28.59444444444445
2018,5,4,0,0,0,4,124,-1,27.93124999999999,25.638888888888893,25.467361111111117,25.322222222222226,26.531249999999993,26.350694444444432,26.165277777777774,28.59444444444445,28.14930555555557,28.375,27.710416666666678,28.137500000000014
2018,5,5,0,0,0,5,125,-1,22.380555555555567,26.531249999999993,26.350694444444432,26.165277777777774,28.59444444444445,28.375,28.14930555555557,28.137500000000014,27.710416666666678,27.93124999999999,22.157638888888872,22.611805555555556
2018,5,6,0,0,0,6,126,-1,22.293706293706293,28.59444444444445,28.375,28.14930555555557,28.137500000000014,27.93124999999999,27.710416666666678,22.611805555555556,22.157638888888872,22.380555555555567,22.10349650349651,22.4895104895105
2018,5,7,0,0,0,0,127,-1,21.87083333333333,28.137500000000014,27.93124999999999,27.710416666666678,22.611805555555556,22.380555555555567,22.157638888888872,22.4895104895105,22.10349650349651,22.293706293706293,21.66041666666667,22.08333333333333
2018,5,8,0,0,0,1,128,-1,16.16805555555555,22.611805555555556,22.380555555555567,22.157638888888872,22.4895104895105,22.293706293706293,22.10349650349651,22.08333333333333,21.66041666666667,21.87083333333333,16.07430555555554,16.26666666666667
2018,5,9,0,0,0,2,129,-1,17.767361111111104,22.4895104895105,22.293706293706293,22.10349650349651,22.08333333333333,21.87083333333333,21.66041666666667,16.26666666666667,16.07430555555554,16.16805555555555,17.602083333333336,17.93333333333333
2018,5,10,0,0,0,3,130,-1,22.478472222222216,22.08333333333333,21.87083333333333,21.66041666666667,16.26666666666667,16.16805555555555,16.07430555555554,17.93333333333333,17.602083333333336,17.767361111111104,22.24583333333334,22.706250000000004
2018,5,11,0,0,0,4,131,-1,21.06666666666665,16.26666666666667,16.16805555555555,16.07430555555554,17.93333333333333,17.767361111111104,17.602083333333336,22.706250000000004,22.24583333333334,22.478472222222216,20.857638888888893,21.27638888888888
2018,5,12,0,0,0,5,132,-1,18.77013888888889,17.93333333333333,17.767361111111104,17.602083333333336,22.706250000000004,22.478472222222216,22.24583333333334,21.27638888888888,20.857638888888893,21.06666666666665,18.603472222222226,18.927083333333336
2018,5,13,0,0,0,6,133,-1,18.392361111111114,22.706250000000004,22.478472222222216,22.24583333333334,21.27638888888888,21.06666666666665,20.857638888888893,18.927083333333336,18.603472222222226,18.77013888888889,18.237499999999997,18.560416666666658
2018,5,14,0,0,0,0,134,-1,19.322916666666664,21.27638888888888,21.06666666666665,20.857638888888893,18.927083333333336,18.77013888888889,18.603472222222226,18.560416666666658,18.237499999999997,18.392361111111114,19.18472222222222,19.47222222222222
2018,5,15,0,0,0,1,135,-1,20.720422535211274,18.927083333333336,18.77013888888889,18.603472222222226,18.560416666666658,18.392361111111114,18.237499999999997,19.47222222222222,19.18472222222222,19.322916666666664,20.570422535211275,20.8774647887324
2018,5,16,0,0,0,2,136,-1,23.37916666666668,18.560416666666658,18.392361111111114,18.237499999999997,19.47222222222222,19.322916666666664,19.18472222222222,20.8774647887324,20.570422535211275,20.720422535211274,23.154166666666665,23.577083333333338
2018,5,17,0,0,0,3,137,-1,29.653472222222206,19.47222222222222,19.322916666666664,19.18472222222222,20.8774647887324,20.720422535211274,20.570422535211275,23.577083333333338,23.154166666666665,23.37916666666668,29.46805555555554,29.847916666666663
2018,5,18,0,0,0,4,138,-1,31.40069444444446,20.8774647887324,20.720422535211274,20.570422535211275,23.577083333333338,23.37916666666668,23.154166666666665,29.847916666666663,29.46805555555554,29.653472222222206,31.222222222222214,31.56319444444445
2018,5,19,0,0,0,5,139,-1,32.24305555555556,23.577083333333338,23.37916666666668,23.154166666666665,29.847916666666663,29.653472222222206,29.46805555555554,31.56319444444445,31.222222222222214,31.40069444444446,32.03958333333335,32.45069444444445
2018,5,20,0,0,0,6,140,-1,29.00069444444445,29.847916666666663,29.653472222222206,29.46805555555554,31.56319444444445,31.40069444444446,31.222222222222214,32.45069444444445,32.03958333333335,32.24305555555556,28.802083333333346,29.20902777777778
2018,5,21,0,0,0,0,141,-1,27.416666666666664,31.56319444444445,31.40069444444446,31.222222222222214,32.45069444444445,32.24305555555556,32.03958333333335,29.20902777777778,28.802083333333346,29.00069444444445,27.199305555555576,27.643055555555552
2018,5,22,0,0,0,1,142,-1,28.70555555555556,32.45069444444445,32.24305555555556,32.03958333333335,29.20902777777778,29.00069444444445,28.802083333333346,27.643055555555552,27.199305555555576,27.416666666666664,28.486111111111104,28.92569444444444
2018,5,23,0,0,0,2,143,-1,25.4513888888889,29.20902777777778,29.00069444444445,28.802083333333346,27.643055555555552,27.416666666666664,27.199305555555576,28.92569444444444,28.486111111111104,28.70555555555556,25.261805555555547,25.642361111111118
2018,5,24,0,0,0,3,144,-1,23.633333333333326,27.643055555555552,27.416666666666664,27.199305555555576,28.92569444444444,28.70555555555556,28.486111111111104,25.642361111111118,25.261805555555547,25.4513888888889,23.46597222222222,23.79375000000001
2018,5,25,0,0,0,4,145,-1,24.95555555555556,28.92569444444444,28.70555555555556,28.486111111111104,25.642361111111118,25.4513888888889,25.261805555555547,23.79375000000001,23.46597222222222,23.633333333333326,24.741666666666674,25.161111111111126
2018,5,26,0,0,0,5,146,-1,25.501388888888886,25.642361111111118,25.4513888888889,25.261805555555547,23.79375000000001,23.633333333333326,23.46597222222222,25.161111111111126,24.741666666666674,24.95555555555556,25.297916666666666,25.70833333333332
2018,5,27,0,0,0,6,147,-1,24.6013888888889,23.79375000000001,23.633333333333326,23.46597222222222,25.161111111111126,24.95555555555556,24.741666666666674,25.70833333333332,25.297916666666666,25.501388888888886,24.400694444444444,24.793749999999992
2018,5,28,0,0,0,0,148,-1,24.71597222222222,25.161111111111126,24.95555555555556,24.741666666666674,25.70833333333332,25.501388888888886,25.297916666666666,24.793749999999992,24.400694444444444,24.6013888888889,24.549999999999997,24.895833333333332
2018,5,29,0,0,0,1,149,-1,23.792361111111102,25.70833333333332,25.501388888888886,25.297916666666666,24.793749999999992,24.6013888888889,24.400694444444444,24.895833333333332,24.549999999999997,24.71597222222222,23.638888888888893,23.957638888888898
2018,5,30,0,0,0,2,150,-1,21.81,24.793749999999992,24.6013888888889,24.400694444444444,24.895833333333332,24.71597222222222,24.549999999999997,23.957638888888898,23.638888888888893,23.792361111111102,21.657857142857143,21.976428571428574
2018,5,31,0,0,0,3,151,-1,21.908333333333346,24.895833333333332,24.71597222222222,24.549999999999997,23.957638888888898,23.792361111111102,23.638888888888893,21.976428571428574,21.657857142857143,21.81,21.735416666666662,22.070833333333333
2018,6,1,0,0,0,4,152,-1,21.872222222222213,23.957638888888898,23.792361111111102,23.638888888888893,21.976428571428574,21.81,21.657857142857143,22.070833333333333,21.735416666666662,21.908333333333346,21.70347222222223,22.03263888888889
2018,6,2,0,0,0,5,153,-1,22.023611111111126,21.976428571428574,21.81,21.657857142857143,22.070833333333333,21.908333333333346,21.735416666666662,22.03263888888889,21.70347222222223,21.872222222222213,21.868750000000002,22.19652777777778
2018,6,3,0,0,0,6,154,-1,22.15347222222222,22.070833333333333,21.908333333333346,21.735416666666662,22.03263888888889,21.872222222222213,21.70347222222223,22.19652777777778,21.868750000000002,22.023611111111126,21.989583333333336,22.322916666666664
2018,6,4,0,0,0,0,155,-1,22.681944444444444,22.03263888888889,21.872222222222213,21.70347222222223,22.19652777777778,22.023611111111126,21.868750000000002,22.322916666666664,21.989583333333336,22.15347222222222,22.53888888888889,22.812500000000007
2018,6,5,0,0,0,1,156,-1,23.62361111111111,22.19652777777778,22.023611111111126,21.868750000000002,22.322916666666664,22.15347222222222,21.989583333333336,22.812500000000007,22.53888888888889,22.681944444444444,23.464583333333334,23.79027777777778
2018,6,6,0,0,0,2,157,-1,25.82361111111111,22.322916666666664,22.15347222222222,21.989583333333336,22.812500000000007,22.681944444444444,22.53888888888889,23.79027777777778,23.464583333333334,23.62361111111111,25.624999999999993,26.02569444444445
2018,6,7,0,0,0,3,158,-1,28.99444444444445,22.812500000000007,22.681944444444444,22.53888888888889,23.79027777777778,23.62361111111111,23.464583333333334,26.02569444444445,25.624999999999993,25.82361111111111,28.71805555555555,29.26944444444444
2018,6,8,0,0,0,4,159,-1,26.91736111111112,23.79027777777778,23.62361111111111,23.464583333333334,26.02569444444445,25.82361111111111,25.624999999999993,29.26944444444444,28.71805555555555,28.99444444444445,26.724999999999994,27.098611111111097
2018,6,9,0,0,0,5,160,-1,25.575694444444444,26.02569444444445,25.82361111111111,25.624999999999993,29.26944444444444,28.99444444444445,28.71805555555555,27.098611111111097,26.724999999999994,26.91736111111112,25.408333333333346,25.748611111111117
2018,6,10,0,0,0,6,161,-1,25.309027777777786,29.26944444444444,28.99444444444445,28.71805555555555,27.098611111111097,26.91736111111112,26.724999999999994,25.748611111111117,25.408333333333346,25.575694444444444,25.141666666666683,25.476388888888895
2018,6,11,0,0,0,0,162,-1,23.398611111111105,27.098611111111097,26.91736111111112,26.724999999999994,25.748611111111117,25.575694444444444,25.408333333333346,25.476388888888895,25.141666666666683,25.309027777777786,23.248611111111106,23.551388888888894
2018,6,12,0,0,0,1,163,-1,22.704861111111104,25.748611111111117,25.575694444444444,25.408333333333346,25.476388888888895,25.309027777777786,25.141666666666683,23.551388888888894,23.248611111111106,23.398611111111105,22.573611111111106,22.869444444444444
2018,6,13,0,0,0,2,164,-1,22.511805555555565,25.476388888888895,25.309027777777786,25.141666666666683,23.551388888888894,23.398611111111105,23.248611111111106,22.869444444444444,22.573611111111106,22.704861111111104,22.36249999999999,22.68472222222222
2018,6,14,0,0,0,3,165,-1,24.224305555555546,23.551388888888894,23.398611111111105,23.248611111111106,22.869444444444444,22.704861111111104,22.573611111111106,22.68472222222222,22.36249999999999,22.511805555555565,24.060416666666672,24.383333333333333
2018,6,15,0,0,0,4,166,-1,23.775694444444436,22.869444444444444,22.704861111111104,22.573611111111106,22.68472222222222,22.511805555555565,22.36249999999999,24.383333333333333,24.060416666666672,24.224305555555546,23.59652777777778,23.975
2018,6,16,0,0,0,5,167,-1,29.393055555555552,22.68472222222222,22.511805555555565,22.36249999999999,24.383333333333333,24.224305555555546,24.060416666666672,23.975,23.59652777777778,23.775694444444436,29.170138888888896,29.614583333333332
2018,6,17,0,0,0,6,168,-1,25.504861111111122,24.383333333333333,24.224305555555546,24.060416666666672,23.975,23.775694444444436,23.59652777777778,29.614583333333332,29.170138888888896,29.393055555555552,25.363194444444453,25.65763888888889
2018,6,18,0,0,0,0,169,-1,23.7951388888889,23.975,23.775694444444436,23.59652777777778,29.614583333333332,29.393055555555552,29.170138888888896,25.65763888888889,25.363194444444453,25.504861111111122,23.627777777777776,23.962499999999995
2018,6,19,0,0,0,1,170,-1,24.145833333333336,29.614583333333332,29.393055555555552,29.170138888888896,25.65763888888889,25.504861111111122,25.363194444444453,23.962499999999995,23.627777777777776,23.7951388888889,23.955555555555552,24.32569444444444
2018,6,20,0,0,0,2,171,-1,23.96041666666667,25.65763888888889,25.504861111111122,25.363194444444453,23.962499999999995,23.7951388888889,23.627777777777776,24.32569444444444,23.955555555555552,24.145833333333336,23.75763888888889,24.156944444444434
2018,6,21,0,0,0,3,172,-1,24.45763888888889,23.962499999999995,23.7951388888889,23.627777777777776,24.32569444444444,24.145833333333336,23.955555555555552,24.156944444444434,23.75763888888889,23.96041666666667,24.313194444444438,24.603472222222226
2018,6,22,0,0,0,4,173,-1,24.72152777777778,24.32569444444444,24.145833333333336,23.955555555555552,24.156944444444434,23.96041666666667,23.75763888888889,24.603472222222226,24.313194444444438,24.45763888888889,24.56319444444445,24.881249999999998
2018,6,23,0,0,0,5,174,-1,24.76597222222223,24.156944444444434,23.96041666666667,23.75763888888889,24.603472222222226,24.45763888888889,24.313194444444438,24.881249999999998,24.56319444444445,24.72152777777778,24.592361111111114,24.930555555555554
2018,6,24,0,0,0,6,175,-1,24.556944444444433,24.603472222222226,24.45763888888889,24.313194444444438,24.881249999999998,24.72152777777778,24.56319444444445,24.930555555555554,24.592361111111114,24.76597222222223,24.425,24.690277777777798
2018,6,25,0,0,0,0,176,-1,24.719444444444456,24.881249999999998,24.72152777777778,24.56319444444445,24.930555555555554,24.76597222222223,24.592361111111114,24.690277777777798,24.425,24.556944444444433,24.543750000000006,24.89583333333335
2018,6,26,0,0,0,1,177,-1,25.465972222222216,24.930555555555554,24.76597222222223,24.592361111111114,24.690277777777798,24.556944444444433,24.425,24.89583333333335,24.543750000000006,24.719444444444456,25.299305555555552,25.643055555555545
2018,6,27,0,0,0,2,178,-1,26.958333333333332,24.690277777777798,24.556944444444433,24.425,24.89583333333335,24.719444444444456,24.543750000000006,25.643055555555545,25.299305555555552,25.465972222222216,26.772222222222233,27.157638888888883
2018,6,28,0,0,0,3,179,-1,26.04305555555554,24.89583333333335,24.719444444444456,24.543750000000006,25.643055555555545,25.465972222222216,25.299305555555552,27.157638888888883,26.772222222222233,26.958333333333332,25.872222222222234,26.222222222222232
2018,6,29,0,0,0,4,180,-1,24.391666666666666,25.643055555555545,25.465972222222216,25.299305555555552,27.157638888888883,26.958333333333332,26.772222222222233,26.222222222222232,25.872222222222234,26.04305555555554,24.24999999999999,24.532638888888886
2018,6,30,0,0,0,5,181,-1,24.034027777777776,27.157638888888883,26.958333333333332,26.772222222222233,26.222222222222232,26.04305555555554,25.872222222222234,24.532638888888886,24.24999999999999,24.391666666666666,23.87777777777778,24.18680555555555
2018,7,1,0,0,0,6,182,-1,24.944444444444443,26.222222222222232,26.04305555555554,25.872222222222234,24.532638888888886,24.391666666666666,24.24999999999999,24.18680555555555,23.87777777777778,24.034027777777776,24.78333333333333,25.12152777777778
2018,7,2,0,0,0,0,183,-1,25.50763888888889,24.532638888888886,24.391666666666666,24.24999999999999,24.18680555555555,24.034027777777776,23.87777777777778,25.12152777777778,24.78333333333333,24.944444444444443,25.34930555555556,25.660416666666663
2018,7,3,0,0,0,1,184,-1,25.541666666666664,24.18680555555555,24.034027777777776,23.87777777777778,25.12152777777778,24.944444444444443,24.78333333333333,25.660416666666663,25.34930555555556,25.50763888888889,25.396527777777766,25.69305555555555
2018,7,4,0,0,0,2,185,-1,25.565277777777773,25.12152777777778,24.944444444444443,24.78333333333333,25.660416666666663,25.50763888888889,25.34930555555556,25.69305555555555,25.396527777777766,25.541666666666664,25.420138888888896,25.70694444444445
2018,7,5,0,0,0,3,186,-1,26.376388888888897,25.660416666666663,25.50763888888889,25.34930555555556,25.69305555555555,25.541666666666664,25.396527777777766,25.70694444444445,25.420138888888896,25.565277777777773,26.219444444444445,26.536805555555556
2018,7,6,0,0,0,4,187,-1,26.887500000000006,25.69305555555555,25.541666666666664,25.396527777777766,25.70694444444445,25.565277777777773,25.420138888888896,26.536805555555556,26.219444444444445,26.376388888888897,26.74861111111111,27.03055555555556
2018,7,7,0,0,0,5,188,-1,27.15833333333334,25.70694444444445,25.565277777777773,25.420138888888896,26.536805555555556,26.376388888888897,26.219444444444445,27.03055555555556,26.74861111111111,26.887500000000006,27.004166666666666,27.29722222222223
2018,7,8,0,0,0,6,189,-1,26.94097222222222,26.536805555555556,26.376388888888897,26.219444444444445,27.03055555555556,26.887500000000006,26.74861111111111,27.29722222222223,27.004166666666666,27.15833333333334,26.717361111111117,27.16111111111111
2018,7,9,0,0,0,0,190,-1,26.681250000000006,27.03055555555556,26.887500000000006,26.74861111111111,27.29722222222223,27.15833333333334,27.004166666666666,27.16111111111111,26.717361111111117,26.94097222222222,26.494444444444447,26.873611111111117
2018,7,10,0,0,0,1,191,-1,25.67622377622377,27.29722222222223,27.15833333333334,27.004166666666666,27.16111111111111,26.94097222222222,26.717361111111117,26.873611111111117,26.494444444444447,26.681250000000006,25.495104895104895,25.85454545454546
2018,7,11,0,0,0,2,192,-1,25.979166666666668,27.16111111111111,26.94097222222222,26.717361111111117,26.873611111111117,26.681250000000006,26.494444444444447,25.85454545454546,25.495104895104895,25.67622377622377,25.82638888888889,26.12847222222222
2018,7,12,0,0,0,3,193,-1,25.18958333333334,26.873611111111117,26.681250000000006,26.494444444444447,25.85454545454546,25.67622377622377,25.495104895104895,26.12847222222222,25.82638888888889,25.979166666666668,25.061111111111124,25.327777777777783
2018,7,13,0,0,0,4,194,-1,25.06458333333334,25.85454545454546,25.67622377622377,25.495104895104895,26.12847222222222,25.979166666666668,25.82638888888889,25.327777777777783,25.061111111111124,25.18958333333334,24.92986111111111,25.206249999999997
2018,7,14,0,0,0,5,195,-1,26.495138888888885,26.12847222222222,25.979166666666668,25.82638888888889,25.327777777777783,25.18958333333334,25.061111111111124,25.206249999999997,24.92986111111111,25.06458333333334,26.386111111111106,26.59999999999999
2018,7,15,0,0,0,6,196,-1,26.77777777777779,25.327777777777783,25.18958333333334,25.061111111111124,25.206249999999997,25.06458333333334,24.92986111111111,26.59999999999999,26.386111111111106,26.495138888888885,26.663194444444436,26.901388888888892
2018,7,16,0,0,0,0,197,-1,26.918055555555558,25.206249999999997,25.06458333333334,24.92986111111111,26.59999999999999,26.495138888888885,26.386111111111106,26.901388888888892,26.663194444444436,26.77777777777779,26.73611111111111,27.095833333333342
2018,7,17,0,0,0,1,198,-1,27.086111111111098,26.59999999999999,26.495138888888885,26.386111111111106,26.901388888888892,26.77777777777779,26.663194444444436,27.095833333333342,26.73611111111111,26.918055555555558,26.915972222222226,27.238194444444453
2018,7,18,0,0,0,2,199,-1,26.92152777777778,26.901388888888892,26.77777777777779,26.663194444444436,27.095833333333342,26.918055555555558,26.73611111111111,27.238194444444453,26.915972222222226,27.086111111111098,26.773611111111112,27.081250000000008
2018,7,19,0,0,0,3,200,-1,26.304861111111116,27.095833333333342,26.918055555555558,26.73611111111111,27.238194444444453,27.086111111111098,26.915972222222226,27.081250000000008,26.773611111111112,26.92152777777778,26.159027777777784,26.44097222222222
2018,7,20,0,0,0,4,201,-1,25.702083333333338,27.238194444444453,27.086111111111098,26.915972222222226,27.081250000000008,26.92152777777778,26.773611111111112,26.44097222222222,26.159027777777784,26.304861111111116,25.57638888888888,25.832638888888884
2018,7,21,0,0,0,5,202,-1,25.72916666666667,27.081250000000008,26.92152777777778,26.773611111111112,26.44097222222222,26.304861111111116,26.159027777777784,25.832638888888884,25.57638888888888,25.702083333333338,25.59513888888889,25.853472222222226
2018,7,22,0,0,0,6,203,-1,26.333333333333336,26.44097222222222,26.304861111111116,26.159027777777784,25.832638888888884,25.702083333333338,25.57638888888888,25.853472222222226,25.59513888888889,25.72916666666667,26.21319444444445,26.45833333333333
2018,7,23,0,0,0,0,204,-1,27.43472222222223,25.832638888888884,25.702083333333338,25.57638888888888,25.853472222222226,25.72916666666667,25.59513888888889,26.45833333333333,26.21319444444445,26.333333333333336,27.30902777777779,27.566666666666677
2018,7,24,0,0,0,1,205,-1,27.749999999999993,25.853472222222226,25.72916666666667,25.59513888888889,26.45833333333333,26.333333333333336,26.21319444444445,27.566666666666677,27.30902777777779,27.43472222222223,27.58125,27.894444444444453
2018,7,25,0,0,0,2,206,-1,30.038194444444425,26.45833333333333,26.333333333333336,26.21319444444445,27.566666666666677,27.43472222222223,27.30902777777779,27.894444444444453,27.58125,27.749999999999993,29.857638888888896,30.234722222222235
2018,7,26,0,0,0,3,207,-1,26.77291666666667,27.566666666666677,27.43472222222223,27.30902777777779,27.894444444444453,27.749999999999993,27.58125,30.234722222222235,29.857638888888896,30.038194444444425,26.639583333333334,26.911805555555556
2018,7,27,0,0,0,4,208,-1,26.209027777777788,27.894444444444453,27.749999999999993,27.58125,30.234722222222235,30.038194444444425,29.857638888888896,26.911805555555556,26.639583333333334,26.77291666666667,26.052777777777774,26.357638888888886
2018,7,28,0,0,0,5,209,-1,25.578472222222224,30.234722222222235,30.038194444444425,29.857638888888896,26.911805555555556,26.77291666666667,26.639583333333334,26.357638888888886,26.052777777777774,26.209027777777788,25.427083333333336,25.72152777777778
2018,7,29,0,0,0,6,210,-1,25.759722222222223,26.911805555555556,26.77291666666667,26.639583333333334,26.357638888888886,26.209027777777788,26.052777777777774,25.72152777777778,25.427083333333336,25.578472222222224,25.618750000000006,25.90416666666667
2018,7,30,0,0,0,0,211,-1,25.788888888888895,26.357638888888886,26.209027777777788,26.052777777777774,25.72152777777778,25.578472222222224,25.427083333333336,25.90416666666667,25.618750000000006,25.759722222222223,25.63541666666667,25.93958333333334
2018,7,31,0,0,0,1,212,-1,25.73125000000001,25.72152777777778,25.578472222222224,25.427083333333336,25.90416666666667,25.759722222222223,25.618750000000006,25.93958333333334,25.63541666666667,25.788888888888895,25.585416666666656,25.876388888888872
2018,8,1,0,0,0,2,213,-1,25.717361111111117,25.90416666666667,25.759722222222223,25.618750000000006,25.93958333333334,25.788888888888895,25.63541666666667,25.876388888888872,25.585416666666656,25.73125000000001,25.58194444444443,25.86458333333333
2018,8,2,0,0,0,3,214,-1,25.89861111111111,25.93958333333334,25.788888888888895,25.63541666666667,25.876388888888872,25.73125000000001,25.585416666666656,25.86458333333333,25.58194444444443,25.717361111111117,25.748611111111114,26.051388888888894
2018,8,3,0,0,0,4,215,-1,26.98888888888888,25.876388888888872,25.73125000000001,25.585416666666656,25.86458333333333,25.717361111111117,25.58194444444443,26.051388888888894,25.748611111111114,25.89861111111111,26.868749999999988,27.113194444444442
2018,8,4,0,0,0,5,216,-1,26.668055555555554,25.86458333333333,25.717361111111117,25.58194444444443,26.051388888888894,25.89861111111111,25.748611111111114,27.113194444444442,26.868749999999988,26.98888888888888,26.547222222222228,26.79652777777779
2018,8,5,0,0,0,6,217,-1,26.204861111111107,26.051388888888894,25.89861111111111,25.748611111111114,27.113194444444442,26.98888888888888,26.868749999999988,26.79652777777779,26.547222222222228,26.668055555555554,26.033333333333335,26.372916666666676
2018,8,6,0,0,0,0,218,-1,26.354861111111116,27.113194444444442,26.98888888888888,26.868749999999988,26.79652777777779,26.668055555555554,26.547222222222228,26.372916666666676,26.033333333333335,26.204861111111107,26.21319444444445,26.504861111111108
2018,8,7,0,0,0,1,219,-1,25.985416666666666,26.79652777777779,26.668055555555554,26.547222222222228,26.372916666666676,26.204861111111107,26.033333333333335,26.504861111111108,26.21319444444445,26.354861111111116,25.84166666666666,26.127083333333342
2018,8,8,0,0,0,2,220,-1,26.01250000000001,26.372916666666676,26.204861111111107,26.033333333333335,26.504861111111108,26.354861111111116,26.21319444444445,26.127083333333342,25.84166666666666,25.985416666666666,25.884027777777796,26.14027777777778
2018,8,9,0,0,0,3,221,-1,27.48958333333333,26.504861111111108,26.354861111111116,26.21319444444445,26.127083333333342,25.985416666666666,25.84166666666666,26.14027777777778,25.884027777777796,26.01250000000001,27.3388888888889,27.63402777777778
2018,8,10,0,0,0,4,222,-1,27.988194444444446,26.127083333333342,25.985416666666666,25.84166666666666,26.14027777777778,26.01250000000001,25.884027777777796,27.63402777777778,27.3388888888889,27.48958333333333,27.84236111111111,28.14305555555555
2018,8,11,0,0,0,5,223,-1,27.738194444444442,26.14027777777778,26.01250000000001,25.884027777777796,27.63402777777778,27.48958333333333,27.3388888888889,28.14305555555555,27.84236111111111,27.988194444444446,27.58402777777777,27.90069444444444
2018,8,12,0,0,0,6,224,-1,27.091666666666665,27.63402777777778,27.48958333333333,27.3388888888889,28.14305555555555,27.988194444444446,27.84236111111111,27.90069444444444,27.58402777777777,27.738194444444442,26.928472222222226,27.25833333333334
2018,8,13,0,0,0,0,225,-1,26.075000000000003,28.14305555555555,27.988194444444446,27.84236111111111,27.90069444444444,27.738194444444442,27.58402777777777,27.25833333333334,26.928472222222226,27.091666666666665,25.94166666666667,26.199305555555565
2018,8,14,0,0,0,1,226,-1,25.850349650349663,27.90069444444444,27.738194444444442,27.58402777777777,27.25833333333334,27.091666666666665,26.928472222222226,26.199305555555565,25.94166666666667,26.075000000000003,25.71258741258742,25.993006993006997
2018,8,15,0,0,0,2,227,-1,26.4375,27.25833333333334,27.091666666666665,26.928472222222226,26.199305555555565,26.075000000000003,25.94166666666667,25.993006993006997,25.71258741258742,25.850349650349663,26.295138888888893,26.58055555555556
2018,8,16,0,0,0,3,228,-1,25.95902777777777,26.199305555555565,26.075000000000003,25.94166666666667,25.993006993006997,25.850349650349663,25.71258741258742,26.58055555555556,26.295138888888893,26.4375,25.781944444444456,26.13541666666667
2018,8,17,0,0,0,4,229,-1,25.421527777777776,25.993006993006997,25.850349650349663,25.71258741258742,26.58055555555556,26.4375,26.295138888888893,26.13541666666667,25.781944444444456,25.95902777777777,25.274305555555557,25.574999999999992
2018,8,18,0,0,0,5,230,-1,25.59652777777777,26.58055555555556,26.4375,26.295138888888893,26.13541666666667,25.95902777777777,25.781944444444456,25.574999999999992,25.274305555555557,25.421527777777776,25.475694444444446,25.719444444444452
2018,8,19,0,0,0,6,231,-1,25.754166666666663,26.13541666666667,25.95902777777777,25.781944444444456,25.574999999999992,25.421527777777776,25.274305555555557,25.719444444444452,25.475694444444446,25.59652777777777,25.625,25.88958333333334
2018,8,20,0,0,0,0,232,-1,25.906249999999993,25.574999999999992,25.421527777777776,25.274305555555557,25.719444444444452,25.59652777777777,25.475694444444446,25.88958333333334,25.625,25.754166666666663,25.74652777777778,26.07777777777778
2018,8,21,0,0,0,1,233,-1,25.337500000000006,25.719444444444452,25.59652777777777,25.475694444444446,25.88958333333334,25.754166666666663,25.625,26.07777777777778,25.74652777777778,25.906249999999993,25.16041666666667,25.513888888888893
2018,8,22,0,0,0,2,234,-1,26.09027777777778,25.88958333333334,25.754166666666663,25.625,26.07777777777778,25.906249999999993,25.74652777777778,25.513888888888893,25.16041666666667,25.337500000000006,25.954166666666662,26.239583333333343
