,,,,,,,,,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,East,North,West,South-West,South
2019,7,18,0,0,0,3,199,-1,5.270138888888888,94.875,2.905555555555556,20.91666666666666,34.26944444444445,32.4375,34.44861111111112,34.079861111111114,320.13194444444446,253.5874125874126,99.34027777777777,3.949305555555556,3.1326388888888883,1181.6597222222222,0.0,1,0,0,0,0,0,0,0
2019,7,19,0,0,0,4,200,-1,4.9645833333333345,78.41666666666667,2.6937500000000005,18.541666666666668,31.952777777777776,37.395833333333336,32.10347222222222,31.802083333333332,345.5416666666667,396.2937062937063,50.86805555555556,3.6416666666666675,2.8965277777777776,1182.6944444444443,0.0,1,0,0,0,0,0,0,0
2019,7,20,0,0,0,5,201,-1,4.873611111111108,95.35416666666667,2.6548611111111122,18.16736111111113,30.947222222222234,39.729166666666664,31.10555555555556,30.79861111111111,343.1388888888889,377.8380281690141,58.63194444444444,3.6812499999999986,2.865972222222224,1181.75,0.0,1,0,0,0,0,0,0,0
2019,7,21,0,0,0,6,202,-1,4.9444444444444455,122.70833333333333,2.6784722222222235,18.89652777777777,30.23472222222223,44.25694444444444,30.397222222222226,30.06805555555555,341.18055555555554,380.9300699300699,54.50387596899225,3.7784722222222222,2.909722222222222,1165.111111111111,0.0,0,1,0,0,0,0,0,0
2019,7,22,0,0,0,0,203,-1,5.539583333333329,117.40972222222223,3.0812500000000007,16.415277777777785,31.69305555555557,39.229166666666664,31.848611111111104,31.54791666666666,335.9236111111111,360.56643356643355,59.6484375,4.1826388888888895,3.276388888888889,1181.8472222222222,0.0,0,1,0,0,0,0,0,0
2019,7,23,0,0,0,1,204,-1,5.236805555555556,104.43055555555556,3.026388888888891,16.191666666666666,32.87222222222225,28.70138888888889,33.04791666666668,32.70624999999999,334.5486111111111,364.68531468531467,55.752,4.033333333333335,3.247916666666667,1182.388888888889,0.0,0,1,0,0,0,0,0,0
2019,7,24,0,0,0,2,205,-1,4.577777777777776,72.36111111111111,2.5069444444444455,18.115277777777777,32.91180555555555,23.76388888888889,33.07222222222224,32.747222222222234,338.3263888888889,385.86713286713285,50.0,3.404166666666667,2.678472222222223,1165.9444444444443,0.0,1,0,0,0,0,0,0,0
2019,7,25,0,0,0,3,206,-1,5.156250000000003,87.08333333333333,2.8805555555555564,17.15833333333333,33.42361111111112,24.0625,33.59722222222223,33.261805555555554,339.6041666666667,383.7887323943662,51.13333333333333,3.8062500000000004,3.067361111111112,1182.3958333333333,0.0,1,0,0,0,0,0,0,0
2019,7,26,0,0,0,4,207,-1,4.94861111111111,72.0625,2.700694444444445,17.986805555555556,32.688194444444456,29.02777777777778,32.85208333333335,32.523611111111116,335.44444444444446,342.3776223776224,69.45,3.679166666666665,2.899305555555554,1182.8194444444443,0.0,1,0,0,0,0,0,0,0
2019,7,27,0,0,0,5,208,-1,4.554166666666666,123.16666666666667,2.4423611111111097,21.47222222222223,31.46944444444445,37.81944444444444,31.638888888888875,31.310416666666665,336.31944444444446,366.34265734265733,54.779661016949156,3.440972222222222,2.6624999999999996,1165.263888888889,0.0,0,1,0,0,0,0,0,0
2019,7,28,0,0,0,6,209,-1,3.992361111111111,134.02777777777777,2.18125,21.256250000000005,31.55486111111111,34.63194444444444,31.72638888888891,31.401388888888903,340.93055555555554,389.006993006993,45.91379310344828,3.088194444444443,2.3784722222222223,1182.3472222222222,0.0,0,1,0,0,0,0,0,0
2019,7,29,0,0,0,0,210,-1,3.222222222222222,141.46527777777777,1.7340277777777777,26.103472222222226,32.152083333333344,32.50694444444444,32.36249999999998,31.95763888888888,336.6875,384.24475524475525,48.76724137931034,2.518055555555556,1.9479166666666659,1181.7847222222222,0.0,0,1,0,0,0,0,0,0
2019,7,30,0,0,0,1,211,-1,4.673611111111111,54.27777777777778,2.648611111111109,16.395138888888894,33.63819444444444,27.92361111111111,33.81111111111112,33.461805555555564,337.44444444444446,375.9225352112676,51.15972222222222,3.520833333333334,2.829861111111112,1166.048611111111,0.0,1,0,0,0,0,0,0,0
2019,7,31,0,0,0,2,212,-1,4.90138888888889,74.33333333333333,2.750694444444445,17.052777777777774,34.13916083916082,26.237762237762237,34.32377622377624,33.96643356643357,336.68055555555554,407.84415584415586,54.96527777777778,3.6979166666666683,2.9409722222222223,1181.7152777777778,0.0,1,0,0,0,0,0,0,0
2019,8,1,0,0,0,3,213,-1,2.3,349.0,1.4,12.3,29.9,34.0,30.0,29.8,0.0,,0.0,1.7000000000000002,1.4,0.0,0.0,0,0,1,0,0,0,0,0
