,,,,,,,,,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,East,North,West,South-West,South,WSmax_1,WSmax_2,WSmax_3,WDmax_1,WDmax_2,WDmax_3,WS_1,WS_2,WS_3,STDwd_1,STDwd_2,STDwd_3,TD_1,TD_2,TD_3,RH_1,RH_2,RH_3,TDmax_1,TDmax_2,TDmax_3,TDmin_1,TDmin_2,TDmin_3,Grad_1,Grad_2,Grad_3,NIP_1,NIP_2,NIP_3,DiffR_1,DiffR_2,DiffR_3,WS1mm_1,WS1mm_2,WS1mm_3,Ws10mm_1,Ws10mm_2,Ws10mm_3,Time_1,Time_2,Time_3,Rain_1,Rain_2,Rain_3,North-East_1,North-East_2,North-East_3,North-West_1,North-West_2,North-West_3,South-East_1,South-East_2,South-East_3,East_1,East_2,East_3,North_1,North_2,North_3,West_1,West_2,West_3,South-West_1,South-West_2,South-West_3,South_1,South_2,South_3
2019,7,11,0,0,0,3,192,-1,4.446527777777778,82.02777777777777,2.5027777777777778,18.715972222222227,34.49027777777778,24.15277777777778,34.66805555555557,34.308333333333344,352.30555555555554,399.36879432624113,48.04032258064516,3.4125000000000014,2.704861111111112,1182.3819444444443,0.0,0,1,0,0,0,0,0,0,3.784722222222223,4.188888888888886,3.9208333333333343,108.91666666666667,111.45138888888889,149.25694444444446,2.157638888888889,2.2673611111111125,2.0666666666666655,18.44791666666667,21.23333333333333,25.156250000000004,32.98819444444447,32.64097222222222,32.33958333333333,23.29861111111111,32.0,35.798611111111114,33.212500000000006,32.829861111111114,32.54722222222223,32.775,32.45138888888891,32.156944444444456,358.6041666666667,352.59722222222223,353.9513888888889,423.46478873239437,395.40425531914894,404.35915492957747,44.78740157480315,50.109375,49.82442748091603,2.9944444444444436,3.1874999999999987,3.0152777777777766,2.361805555555556,2.4847222222222225,2.322222222222222,1165.5555555555557,1164.9097222222222,1182.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,12,0,0,0,4,193,-1,4.589583333333332,134.57638888888889,2.5597222222222213,20.67430555555555,34.80277777777777,24.354166666666668,35.02916666666667,34.595138888888876,344.2916666666667,334.5492957746479,68.00806451612904,3.5687499999999996,2.7888888888888896,1182.2291666666667,0.0,0,1,0,0,0,0,0,0,4.446527777777778,3.784722222222223,4.188888888888886,82.02777777777777,108.91666666666667,111.45138888888889,2.5027777777777778,2.157638888888889,2.2673611111111125,18.715972222222227,18.44791666666667,21.23333333333333,34.49027777777778,32.98819444444447,32.64097222222222,24.15277777777778,23.29861111111111,32.0,34.66805555555557,33.212500000000006,32.829861111111114,34.308333333333344,32.775,32.45138888888891,352.30555555555554,358.6041666666667,352.59722222222223,399.36879432624113,423.46478873239437,395.40425531914894,48.04032258064516,44.78740157480315,50.109375,3.4125000000000014,2.9944444444444436,3.1874999999999987,2.704861111111112,2.361805555555556,2.4847222222222225,1182.3819444444443,1165.5555555555557,1164.9097222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,13,0,0,0,5,194,-1,4.7861111111111105,148.80555555555554,2.651388888888889,20.2625,33.00902777777779,31.729166666666668,33.18125,32.831944444444446,346.63194444444446,376.80281690140845,55.829268292682926,3.6645833333333337,2.884027777777778,1181.4652777777778,0.0,0,1,0,0,0,0,0,0,4.589583333333332,4.446527777777778,3.784722222222223,134.57638888888889,82.02777777777777,108.91666666666667,2.5597222222222213,2.5027777777777778,2.157638888888889,20.67430555555555,18.715972222222227,18.44791666666667,34.80277777777777,34.49027777777778,32.98819444444447,24.354166666666668,24.15277777777778,23.29861111111111,35.02916666666667,34.66805555555557,33.212500000000006,34.595138888888876,34.308333333333344,32.775,344.2916666666667,352.30555555555554,358.6041666666667,334.5492957746479,399.36879432624113,423.46478873239437,68.00806451612904,48.04032258064516,44.78740157480315,3.5687499999999996,3.4125000000000014,2.9944444444444436,2.7888888888888896,2.704861111111112,2.361805555555556,1182.2291666666667,1182.3819444444443,1165.5555555555557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,14,0,0,0,6,195,-1,5.057638888888887,53.71527777777778,2.792361111111111,17.854166666666664,31.62430555555555,30.20138888888889,31.7888888888889,31.460416666666667,358.1875,429.27142857142854,39.122950819672134,3.7659722222222203,2.977777777777778,1182.5069444444443,0.0,1,0,0,0,0,0,0,0,4.7861111111111105,4.589583333333332,4.446527777777778,148.80555555555554,134.57638888888889,82.02777777777777,2.651388888888889,2.5597222222222213,2.5027777777777778,20.2625,20.67430555555555,18.715972222222227,33.00902777777779,34.80277777777777,34.49027777777778,31.729166666666668,24.354166666666668,24.15277777777778,33.18125,35.02916666666667,34.66805555555557,32.831944444444446,34.595138888888876,34.308333333333344,346.63194444444446,344.2916666666667,352.30555555555554,376.80281690140845,334.5492957746479,399.36879432624113,55.829268292682926,68.00806451612904,48.04032258064516,3.6645833333333337,3.5687499999999996,3.4125000000000014,2.884027777777778,2.7888888888888896,2.704861111111112,1181.4652777777778,1182.2291666666667,1182.3819444444443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,15,0,0,0,0,196,-1,4.548951048951051,103.16083916083916,2.5587412587412577,18.162937062937054,31.22797202797203,34.51048951048951,31.398601398601404,31.07342657342656,352.53846153846155,413.1654676258993,40.98347107438016,3.4601398601398596,2.7650349650349644,1178.2307692307693,0.0,1,0,0,0,0,0,0,0,5.057638888888887,4.7861111111111105,4.589583333333332,53.71527777777778,148.80555555555554,134.57638888888889,2.792361111111111,2.651388888888889,2.5597222222222213,17.854166666666664,20.2625,20.67430555555555,31.62430555555555,33.00902777777779,34.80277777777777,30.20138888888889,31.729166666666668,24.354166666666668,31.7888888888889,33.18125,35.02916666666667,31.460416666666667,32.831944444444446,34.595138888888876,358.1875,346.63194444444446,344.2916666666667,429.27142857142854,376.80281690140845,334.5492957746479,39.122950819672134,55.829268292682926,68.00806451612904,3.7659722222222203,3.6645833333333337,3.5687499999999996,2.977777777777778,2.884027777777778,2.7888888888888896,1182.5069444444443,1181.4652777777778,1182.2291666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,16,0,0,0,1,197,-1,3.73356643356643,80.5104895104895,2.1321678321678332,17.36153846153846,31.04545454545455,34.48251748251748,31.21468531468531,30.876923076923074,339.72727272727275,327.0281690140845,73.67391304347827,2.880419580419582,2.290209790209791,1179.3496503496503,0.0,0,1,0,0,0,0,0,0,4.548951048951051,5.057638888888887,4.7861111111111105,103.16083916083916,53.71527777777778,148.80555555555554,2.5587412587412577,2.792361111111111,2.651388888888889,18.162937062937054,17.854166666666664,20.2625,31.22797202797203,31.62430555555555,33.00902777777779,34.51048951048951,30.20138888888889,31.729166666666668,31.398601398601404,31.7888888888889,33.18125,31.07342657342656,31.460416666666667,32.831944444444446,352.53846153846155,358.1875,346.63194444444446,413.1654676258993,429.27142857142854,376.80281690140845,40.98347107438016,39.122950819672134,55.829268292682926,3.4601398601398596,3.7659722222222203,3.6645833333333337,2.7650349650349644,2.977777777777778,2.884027777777778,1178.2307692307693,1182.5069444444443,1181.4652777777778,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,17,0,0,0,2,198,-1,5.67013888888889,175.52083333333334,3.162499999999999,16.17361111111111,34.96805555555556,21.958333333333332,35.170833333333334,34.76666666666668,283.0208333333333,150.13286713286712,128.70138888888889,4.183333333333335,3.3895833333333316,1182.625,0.0,0,1,0,0,0,0,0,0,3.73356643356643,4.548951048951051,5.057638888888887,80.5104895104895,103.16083916083916,53.71527777777778,2.1321678321678332,2.5587412587412577,2.792361111111111,17.36153846153846,18.162937062937054,17.854166666666664,31.04545454545455,31.22797202797203,31.62430555555555,34.48251748251748,34.51048951048951,30.20138888888889,31.21468531468531,31.398601398601404,31.7888888888889,30.876923076923074,31.07342657342656,31.460416666666667,339.72727272727275,352.53846153846155,358.1875,327.0281690140845,413.1654676258993,429.27142857142854,73.67391304347827,40.98347107438016,39.122950819672134,2.880419580419582,3.4601398601398596,3.7659722222222203,2.290209790209791,2.7650349650349644,2.977777777777778,1179.3496503496503,1178.2307692307693,1182.5069444444443,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,18,0,0,0,3,199,-1,5.270138888888888,94.875,2.905555555555556,20.91666666666666,34.26944444444445,32.4375,34.44861111111112,34.079861111111114,320.13194444444446,253.5874125874126,99.34027777777777,3.949305555555556,3.1326388888888883,1181.6597222222222,0.0,1,0,0,0,0,0,0,0,5.67013888888889,3.73356643356643,4.548951048951051,175.52083333333334,80.5104895104895,103.16083916083916,3.162499999999999,2.1321678321678332,2.5587412587412577,16.17361111111111,17.36153846153846,18.162937062937054,34.96805555555556,31.04545454545455,31.22797202797203,21.958333333333332,34.48251748251748,34.51048951048951,35.170833333333334,31.21468531468531,31.398601398601404,34.76666666666668,30.876923076923074,31.07342657342656,283.0208333333333,339.72727272727275,352.53846153846155,150.13286713286712,327.0281690140845,413.1654676258993,128.70138888888889,73.67391304347827,40.98347107438016,4.183333333333335,2.880419580419582,3.4601398601398596,3.3895833333333316,2.290209790209791,2.7650349650349644,1182.625,1179.3496503496503,1178.2307692307693,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,19,0,0,0,4,200,-1,4.9645833333333345,78.41666666666667,2.6937500000000005,18.541666666666668,31.952777777777776,37.395833333333336,32.10347222222222,31.802083333333332,345.5416666666667,396.2937062937063,50.86805555555556,3.6416666666666675,2.8965277777777776,1182.6944444444443,0.0,1,0,0,0,0,0,0,0,5.270138888888888,5.67013888888889,3.73356643356643,94.875,175.52083333333334,80.5104895104895,2.905555555555556,3.162499999999999,2.1321678321678332,20.91666666666666,16.17361111111111,17.36153846153846,34.26944444444445,34.96805555555556,31.04545454545455,32.4375,21.958333333333332,34.48251748251748,34.44861111111112,35.170833333333334,31.21468531468531,34.079861111111114,34.76666666666668,30.876923076923074,320.13194444444446,283.0208333333333,339.72727272727275,253.5874125874126,150.13286713286712,327.0281690140845,99.34027777777777,128.70138888888889,73.67391304347827,3.949305555555556,4.183333333333335,2.880419580419582,3.1326388888888883,3.3895833333333316,2.290209790209791,1181.6597222222222,1182.625,1179.3496503496503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,20,0,0,0,5,201,-1,4.873611111111108,95.35416666666667,2.6548611111111122,18.16736111111113,30.947222222222234,39.729166666666664,31.10555555555556,30.79861111111111,343.1388888888889,377.8380281690141,58.63194444444444,3.6812499999999986,2.865972222222224,1181.75,0.0,1,0,0,0,0,0,0,0,4.9645833333333345,5.270138888888888,5.67013888888889,78.41666666666667,94.875,175.52083333333334,2.6937500000000005,2.905555555555556,3.162499999999999,18.541666666666668,20.91666666666666,16.17361111111111,31.952777777777776,34.26944444444445,34.96805555555556,37.395833333333336,32.4375,21.958333333333332,32.10347222222222,34.44861111111112,35.170833333333334,31.802083333333332,34.079861111111114,34.76666666666668,345.5416666666667,320.13194444444446,283.0208333333333,396.2937062937063,253.5874125874126,150.13286713286712,50.86805555555556,99.34027777777777,128.70138888888889,3.6416666666666675,3.949305555555556,4.183333333333335,2.8965277777777776,3.1326388888888883,3.3895833333333316,1182.6944444444443,1181.6597222222222,1182.625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,21,0,0,0,6,202,-1,4.9444444444444455,122.70833333333333,2.6784722222222235,18.89652777777777,30.23472222222223,44.25694444444444,30.397222222222226,30.06805555555555,341.18055555555554,380.9300699300699,54.50387596899225,3.7784722222222222,2.909722222222222,1165.111111111111,0.0,0,1,0,0,0,0,0,0,4.873611111111108,4.9645833333333345,5.270138888888888,95.35416666666667,78.41666666666667,94.875,2.6548611111111122,2.6937500000000005,2.905555555555556,18.16736111111113,18.541666666666668,20.91666666666666,30.947222222222234,31.952777777777776,34.26944444444445,39.729166666666664,37.395833333333336,32.4375,31.10555555555556,32.10347222222222,34.44861111111112,30.79861111111111,31.802083333333332,34.079861111111114,343.1388888888889,345.5416666666667,320.13194444444446,377.8380281690141,396.2937062937063,253.5874125874126,58.63194444444444,50.86805555555556,99.34027777777777,3.6812499999999986,3.6416666666666675,3.949305555555556,2.865972222222224,2.8965277777777776,3.1326388888888883,1181.75,1182.6944444444443,1181.6597222222222,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
