,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,West,East,South,North
2019-04-01,8.894444444444442,221.5625,6.499305555555558,9.856944444444444,15.229166666666677,77.5625,15.422222222222214,15.048611111111107,,,,7.630555555555558,6.818750000000002,1180.2083333333333,0.16041666666666668,0,0,0,1,0,0,0,0
2019-04-02,5.305555555555554,203.06944444444446,3.891666666666665,9.359722222222228,15.388194444444444,75.0625,15.509027777777776,15.275000000000002,,,,4.617361111111112,4.0965277777777755,1182.513888888889,0.017361111111111115,0,0,0,1,0,0,0,0
2019-04-03,5.011111111111108,163.72222222222223,4.040972222222225,9.865277777777777,15.02499999999999,77.22916666666667,15.164583333333322,14.89652777777778,,,,4.520833333333332,4.225000000000001,1183.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-04-04,5.688888888888888,226.375,4.804861111111112,11.59513888888889,16.067361111111122,81.27777777777777,16.197222222222216,15.931944444444447,,,,5.311111111111108,4.961111111111112,1181.2916666666667,0.0,0,0,0,1,0,0,0,0
2019-04-05,4.484722222222221,288.6111111111111,3.6666666666666665,7.339583333333334,17.054166666666678,78.36111111111111,17.188194444444452,16.936111111111103,,,,4.149999999999999,3.800000000000001,1182.201388888889,0.0,0,0,1,0,0,0,0,0
2019-04-06,3.919444444444446,99.14583333333333,2.8027777777777767,10.872916666666665,17.499999999999993,76.0625,17.634027777777774,17.370833333333334,,,,3.477777777777776,3.0743055555555556,1164.9166666666667,0.0,0,1,0,0,0,0,0,0
2019-04-07,3.596527777777779,138.52777777777777,2.5326388888888878,10.42152777777778,19.809027777777782,65.25,19.969444444444434,19.65347222222222,,,,3.0749999999999997,2.7236111111111097,1182.0555555555557,0.0,0,1,0,0,0,0,0,0
2019-04-08,3.4241134751773057,201.98581560283688,2.458156028368795,11.633333333333333,18.140845070422536,80.42957746478874,18.22394366197183,18.061267605633805,,,,2.960992907801419,2.6141843971631205,1165.4113475177305,0.0,0,0,0,1,0,0,0,0
2019-04-09,4.249999999999999,222.96527777777777,3.2444444444444445,9.945138888888893,18.016666666666666,81.03472222222223,18.124305555555544,17.922222222222228,,,,3.8368055555555554,3.4645833333333336,1182.375,0.0,0,0,0,1,0,0,0,0
2019-04-10,5.079166666666666,258.375,3.939583333333333,9.705555555555554,17.316666666666688,70.75,17.38541666666668,17.24375000000001,,,,4.569444444444443,4.093055555555556,1181.1527777777778,0.0,0,0,0,1,0,0,0,0
2019-04-11,5.872222222222223,224.46527777777777,4.748611111111114,11.736111111111105,16.482638888888886,76.92361111111111,16.57083333333333,16.399305555555554,,,,5.3611111111111125,4.905555555555557,1182.0416666666667,0.0,0,0,0,1,0,0,0,0
2019-04-12,7.458333333333339,121.54166666666667,6.135416666666667,18.88402777777778,16.959027777777774,80.93055555555556,17.01944444444443,16.88749999999999,,,,6.7875,6.329861111111114,1181.5208333333333,0.0,1,0,0,0,0,0,0,0
2019-04-13,4.14513888888889,138.33333333333334,2.8048611111111104,13.152083333333332,19.594444444444445,67.98611111111111,19.76597222222222,19.40902777777777,,,,3.5152777777777784,3.040277777777778,1167.0347222222222,0.0,0,1,0,0,0,0,0,0
2019-04-14,7.864583333333333,194.81944444444446,5.831250000000001,8.1125,19.74444444444444,70.53472222222223,19.872916666666658,19.636805555555547,,,,6.6319444444444455,6.045833333333334,1164.6527777777778,0.0,0,0,0,1,0,0,0,0
2019-04-15,3.5590277777777795,201.04861111111111,2.6270833333333354,12.131944444444448,17.007638888888884,81.8125,17.07361111111111,16.947222222222212,,,,3.201388888888888,2.9041666666666672,1181.9722222222222,0.006944444444444444,0,0,0,1,0,0,0,0
2019-04-16,3.506250000000001,170.77777777777777,2.577083333333334,10.729861111111102,16.494444444444447,80.84722222222223,16.553472222222226,16.43472222222222,,,,3.111111111111111,2.768055555555557,1164.888888888889,0.004861111111111111,0,1,0,0,0,0,0,0
2019-04-17,6.306250000000001,237.48611111111111,4.833333333333334,7.8736111111111065,17.127083333333324,74.30555555555556,17.18263888888889,17.05555555555555,,,,5.586111111111111,5.0395833333333355,1165.4791666666667,0.0,0,0,0,1,0,0,0,0
2019-04-18,5.621527777777779,235.36111111111111,4.175000000000002,9.100000000000001,16.95902777777778,67.92361111111111,17.029166666666672,16.89027777777778,,,,4.938194444444445,4.3722222222222245,1182.2291666666667,0.0,0,0,0,1,0,0,0,0
2019-04-19,8.720833333333335,250.14583333333334,6.311805555555552,10.93611111111111,16.659027777777776,67.00694444444444,16.8048611111111,16.525,,,,7.618055555555557,6.777083333333333,1183.7777777777778,0.08541666666666667,0,0,0,1,0,0,0,0
2019-04-20,8.129166666666666,248.14583333333334,6.039583333333336,9.247222222222224,16.938194444444452,67.72916666666667,17.02291666666667,16.86319444444446,,,,7.122916666666667,6.286111111111113,1165.9305555555557,0.01666666666666667,0,0,0,1,0,0,0,0
2019-04-21,11.884722222222218,274.15277777777777,8.943055555555553,8.889583333333333,15.224305555555556,62.354166666666664,15.393749999999995,15.047916666666667,,,,10.561111111111117,9.488888888888887,1180.6944444444443,0.05347222222222222,0,0,1,0,0,0,0,0
2019-04-22,8.361805555555556,268.2291666666667,6.452777777777778,8.041666666666664,16.47916666666666,61.02777777777778,16.52569444444444,16.428472222222226,,,,7.512500000000001,6.686111111111108,1182.736111111111,0.0,0,0,0,1,0,0,0,0
2019-04-23,5.622916666666667,193.97222222222223,4.468749999999999,8.658333333333335,16.18055555555554,69.22222222222223,16.267361111111097,16.10555555555554,,,,5.065277777777776,4.656944444444445,1165.8958333333333,0.0,0,0,0,1,0,0,0,0
2019-04-24,7.679861111111112,65.52777777777777,5.890277777777779,14.67222222222223,17.99652777777779,67.08333333333333,18.136805555555558,17.827083333333334,,,,6.811111111111111,6.212499999999999,1180.8055555555557,0.0,1,0,0,0,0,0,0,0
2019-04-25,7.881249999999999,95.54166666666667,6.493750000000001,13.78194444444444,18.590972222222224,71.41666666666667,18.718750000000014,18.459027777777777,,,,7.220138888888891,6.729861111111116,1182.125,0.0,1,0,0,0,0,0,0,0
2019-04-26,6.521527777777781,79.47916666666667,5.067361111111113,14.449305555555554,20.434027777777768,63.048611111111114,20.588194444444426,20.28472222222223,,,,5.830555555555557,5.334722222222222,1165.1875,0.0,1,0,0,0,0,0,0,0
2019-04-27,4.159027777777776,191.4375,3.375,13.993055555555552,19.44722222222222,75.00694444444444,19.564583333333324,19.331249999999994,,,,3.842361111111112,3.602083333333333,1182.8680555555557,0.0,0,1,0,0,0,0,0,0
2019-04-28,3.8020833333333317,185.29166666666666,2.920138888888888,11.072916666666664,18.381944444444432,86.98611111111111,18.454166666666666,18.31805555555556,,,,3.396527777777777,3.095833333333332,1182.1944444444443,0.0,0,1,0,0,0,0,0,0
2019-04-29,4.456944444444447,142.9375,3.543750000000002,16.908333333333335,19.645138888888884,78.19444444444444,19.758333333333333,19.540972222222223,,,,4.084722222222223,3.792361111111113,1182.2847222222222,0.0,0,1,0,0,0,0,0,0
2019-04-30,2.7749999999999995,208.99305555555554,2.1409722222222234,7.254166666666669,19.15000000000001,91.80555555555556,19.209027777777784,19.100694444444443,,,,2.5083333333333324,2.3034722222222235,1183.3541666666667,0.0,0,0,0,1,0,0,0,0
2019-05-01,5.7279720279720285,106.23776223776224,4.683916083916084,13.34965034965035,19.17622377622377,85.2867132867133,19.281818181818174,19.08181818181818,,,,5.29020979020979,4.973426573426574,1180.1818181818182,0.0,1,0,0,0,0,0,0,0
2019-05-02,4.660416666666667,175.17361111111111,3.1826388888888886,18.201388888888893,21.647916666666674,71.97916666666667,21.94375,21.372222222222227,,,,4.220833333333332,3.611111111111111,1182.0555555555557,0.0,0,1,0,0,0,0,0,0
2019-05-03,5.394444444444445,237.59027777777777,4.451388888888889,8.297916666666667,18.836111111111126,83.8125,18.886111111111124,18.78819444444447,,,,5.026388888888889,4.659722222222224,1165.5555555555557,0.0,0,0,0,1,0,0,0,0
2019-05-04,5.822222222222222,206.20138888888889,4.7444444444444445,9.363194444444446,18.204861111111114,77.15972222222223,18.268055555555556,18.134027777777764,,,,5.320138888888889,4.9451388888888905,1183.5347222222222,0.0,0,0,0,1,0,0,0,0
2019-05-05,5.864583333333331,107.82638888888889,4.486805555555556,16.549999999999997,19.92638888888887,73.3125,20.109722222222217,19.75069444444444,,,,5.24513888888889,4.75138888888889,1181.5416666666667,0.0,1,0,0,0,0,0,0,0
2019-05-06,4.744755244755245,175.27972027972027,3.2062937062937067,15.651748251748247,22.722377622377625,64.64335664335664,23.028671328671326,22.453846153846158,,,,4.10979020979021,3.5706293706293706,1161.3566433566434,0.0,0,1,0,0,0,0,0,0
2019-05-07,6.1388888888888875,271.75694444444446,5.0034722222222205,5.986805555555559,19.44652777777778,76.82638888888889,19.506944444444432,19.40347222222223,,,,5.625694444444444,5.17708333333333,1182.5069444444443,0.0,0,0,1,0,0,0,0,0
2019-05-08,5.202083333333328,295.96527777777777,4.134722222222222,7.013888888888889,18.831249999999976,69.27777777777777,18.888194444444405,18.79027777777777,,,,4.759722222222224,4.303472222222222,1180.951388888889,0.0,0,0,1,0,0,0,0,0
2019-05-09,4.8302158273381295,229.0071942446043,3.8136690647482014,8.635971223021581,18.14172661870504,69.01438848920863,18.2158273381295,18.069784172661862,,,,4.3841726618705055,3.971223021582734,1156.9352517985612,0.0,0,0,0,1,0,0,0,0
2019-05-10,4.230555555555555,235.10416666666666,3.304166666666667,8.929166666666674,17.956944444444428,68.5,18.047916666666673,17.87916666666665,,,,3.865277777777778,3.4652777777777772,1182.7152777777778,0.0,0,0,0,1,0,0,0,0
2019-05-11,6.5201388888888925,179.77777777777777,5.330555555555552,11.56875,17.860416666666662,79.11111111111111,17.948611111111102,17.77222222222221,,,,5.958333333333335,5.532638888888886,1182.875,0.0,0,1,0,0,0,0,0,0
2019-05-12,6.9652777777777795,160.13888888888889,5.888888888888889,13.85138888888889,18.96597222222224,82.98611111111111,19.033333333333346,18.902777777777786,,,,6.3902777777777775,6.07013888888889,1183.1041666666667,0.0,0,1,0,0,0,0,0,0
2019-05-13,6.14583333333333,123.33333333333333,5.161111111111114,15.20347222222222,19.429861111111116,82.83333333333333,19.479166666666664,19.37013888888889,,,,5.6312500000000005,5.33611111111111,1182.2777777777778,0.0,1,0,0,0,0,0,0,0
2019-05-14,5.012500000000001,199.98611111111111,4.122916666666667,12.975000000000001,19.45763888888888,82.03472222222223,19.52013888888889,19.386111111111106,,,,4.525,4.3076388888888895,1181.486111111111,0.0,0,0,0,1,0,0,0,0
2019-05-15,2.8930555555555544,200.55555555555554,2.1493055555555562,11.368749999999999,20.149999999999995,88.90277777777777,20.23055555555555,20.07083333333333,,,,2.6222222222222222,2.381944444444443,1182.4166666666667,0.0,0,0,0,1,0,0,0,0
2019-05-16,3.2888888888888883,186.43055555555554,2.5131944444444425,15.675694444444446,21.379861111111094,86.79861111111111,21.463194444444426,21.293749999999996,,,,3.0069444444444446,2.7083333333333313,1181.2430555555557,0.0,0,1,0,0,0,0,0,0
2019-05-17,4.838888888888888,185.25,3.324305555555556,17.419444444444462,21.643749999999997,79.95138888888889,21.75347222222222,21.529166666666672,,,,4.173611111111112,3.582638888888889,1183.6527777777778,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.464583333333334,220.90972222222223,3.609722222222222,10.769444444444444,20.529166666666676,84.30555555555556,20.60347222222222,20.461111111111112,,,,4.06875,3.7631944444444434,1165.6666666666667,0.0,0,0,0,1,0,0,0,0
2019-05-19,4.450694444444447,263.7013888888889,3.618055555555557,7.126388888888891,20.323611111111116,82.18055555555556,20.390972222222228,20.24305555555555,,,,4.117361111111112,3.7770833333333322,1164.7430555555557,0.0,0,0,0,1,0,0,0,0
2019-05-20,5.073611111111111,274.3333333333333,4.264583333333331,9.596527777777778,21.089583333333348,87.72916666666667,21.14444444444446,21.033333333333314,,,,4.740277777777778,4.424305555555556,1181.923611111111,0.0,0,0,0,1,0,0,0,0
2019-05-21,4.384722222222224,217.23611111111111,3.615277777777779,12.074999999999996,21.650349650349643,92.67132867132867,21.7034965034965,21.609090909090906,,,,4.093750000000002,3.787499999999999,1182.875,0.0,0,0,0,1,0,0,0,0
2019-05-22,3.3333333333333326,180.91666666666666,2.6986111111111106,12.079166666666664,21.963888888888906,84.88194444444444,22.04583333333335,21.888888888888907,,,,3.0666666666666673,2.8868055555555547,1183.236111111111,0.0,0,1,0,0,0,0,0,0
2019-05-23,4.707638888888887,85.48611111111111,3.5125,10.708333333333332,27.884722222222226,42.1875,28.17222222222223,27.590972222222227,,,,4.123611111111111,3.7479166666666686,1181.5972222222222,0.0,1,0,0,0,0,0,0,0
2019-05-24,4.1743055555555575,179.81944444444446,2.953472222222222,14.086111111111116,28.28055555555555,48.09027777777778,28.581250000000004,27.965277777777782,,,,3.731250000000001,3.281944444444445,1183.7083333333333,0.0,0,0,0,1,0,0,0,0
