,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-West,East,North-East,North,South-East,West,South
2019-03-25,2.8590277777777784,161.22222222222223,1.5680555555555555,18.913888888888895,12.720833333333328,85.94444444444444,12.827083333333334,12.600694444444446,,,,2.2979166666666675,1.8090277777777781,1182.076388888889,,1,0,0,0,0,0,0,0
2019-03-26,2.626388888888889,133.70138888888889,1.5916666666666663,17.09861111111111,13.298611111111107,78.02083333333333,13.466666666666661,13.127777777777775,,,,2.183333333333334,1.778472222222222,1180.9722222222222,,1,0,0,0,0,0,0,0
2019-03-27,2.78611111111111,166.4375,1.6479166666666663,17.980555555555558,14.495138888888881,83.90277777777777,14.626388888888888,14.347222222222221,,,,2.2791666666666672,1.8472222222222223,1182.0902777777778,,1,0,0,0,0,0,0,0
2019-03-28,2.5340277777777773,146.61805555555554,1.459722222222222,20.620833333333337,17.145138888888884,78.6875,17.261805555555558,17.02569444444444,,,,2.0923611111111104,1.6493055555555547,1165.125,,1,0,0,0,0,0,0,0
2019-03-29,3.4638888888888877,187.88194444444446,1.8888888888888888,30.06180555555555,15.587500000000006,86.06944444444444,15.71875,15.467361111111106,,,,2.8590277777777784,2.2125,1165.5208333333333,,0,1,0,0,0,0,0,0
2019-03-30,3.9680555555555546,187.77777777777777,2.0423611111111106,24.88541666666667,15.768749999999999,82.99305555555556,15.940277777777766,15.609027777777774,,,,3.1083333333333334,2.3909722222222216,1183.4722222222222,,0,1,0,0,0,0,0,0
2019-03-31,4.863194444444447,169.22916666666666,2.625694444444446,15.47847222222222,13.612499999999997,90.34722222222223,13.677083333333336,13.544444444444451,,,,3.613194444444444,2.893750000000002,1167.236111111111,,1,0,0,0,0,0,0,0
2019-04-01,2.5868055555555545,152.34722222222223,1.4229166666666662,19.243055555555568,13.283333333333333,93.61111111111111,13.35763888888889,13.215972222222224,,,,2.081249999999999,1.6576388888888889,1165.375,,1,0,0,0,0,0,0,0
2019-04-02,1.929861111111111,144.61111111111111,1.130555555555555,17.069444444444436,14.647222222222227,85.00694444444444,14.777083333333337,14.519444444444446,,,,1.6437499999999994,1.317361111111111,1166.6527777777778,,1,0,0,0,0,0,0,0
2019-04-03,2.141666666666667,163.30555555555554,1.3097222222222227,18.261805555555544,14.917361111111104,76.58333333333333,15.111805555555556,14.722222222222229,,,,1.8013888888888892,1.4736111111111116,1181.8125,,1,0,0,0,0,0,0,0
2019-04-04,2.4673611111111113,144.15972222222223,1.4819444444444447,21.32708333333335,16.847222222222218,72.32638888888889,17.029861111111117,16.671527777777776,,,,2.076388888888888,1.708333333333333,1182.4444444444443,,1,0,0,0,0,0,0,0
2019-04-05,2.991666666666666,140.85416666666666,1.7770833333333327,17.25902777777777,16.87222222222222,78.54166666666667,17.016666666666666,16.732638888888886,,,,2.473611111111111,1.9937499999999995,1165.548611111111,,1,0,0,0,0,0,0,0
2019-04-06,2.284027777777778,153.26388888888889,1.2770833333333336,22.532638888888894,16.813888888888883,77.57638888888889,16.984027777777786,16.650000000000002,,,,1.8979166666666663,1.5013888888888896,1182.3472222222222,,1,0,0,0,0,0,0,0
2019-04-07,2.3166666666666664,151.53472222222223,1.3840277777777774,22.865277777777788,20.15833333333334,70.31944444444444,20.35208333333334,19.972222222222225,,,,1.9812499999999997,1.5972222222222223,1182.4027777777778,,1,0,0,0,0,0,0,0
2019-04-08,2.5479166666666675,172.26388888888889,1.6222222222222227,17.710416666666667,19.23263888888889,72.66666666666667,19.426388888888876,19.062500000000004,,,,2.181250000000001,1.8090277777777777,1166.0833333333333,,1,0,0,0,0,0,0,0
2019-04-09,3.2499999999999982,196.72916666666666,2.020138888888889,16.412499999999998,19.075,72.07638888888889,19.24999999999999,18.902083333333326,,,,2.6743055555555553,2.238888888888889,1182.6319444444443,,0,1,0,0,0,0,0,0
2019-04-10,4.152777777777775,176.5625,2.556944444444444,16.959722222222226,17.958333333333325,70.18055555555556,18.12291666666667,17.804166666666674,,,,3.36388888888889,2.752083333333333,1183.3333333333333,,1,0,0,0,0,0,0,0
2019-04-11,3.550694444444444,138.77083333333334,2.0201388888888885,18.3875,16.679166666666664,72.02777777777777,16.86458333333334,16.50000000000001,,,,2.804166666666666,2.2236111111111114,1165.0694444444443,,1,0,0,0,0,0,0,0
2019-04-12,2.855555555555556,135.10416666666666,1.6666666666666672,19.443055555555564,18.47708333333333,67.41666666666667,18.67569444444444,18.290277777777778,,,,2.342361111111113,1.870138888888889,1184.0069444444443,,1,0,0,0,0,0,0,0
2019-04-13,3.717361111111111,136.79861111111111,1.9118055555555553,29.11041666666667,22.686111111111114,52.25694444444444,22.976388888888895,22.403472222222227,,,,2.8888888888888875,2.1840277777777772,1181.611111111111,,1,0,0,0,0,0,0,0
2019-04-14,6.106944444444442,204.68055555555554,3.589583333333334,20.981249999999992,22.513194444444444,53.47222222222222,22.723611111111115,22.295138888888903,,,,4.781249999999998,3.9284722222222235,1183.3055555555557,,0,1,0,0,0,0,0,0
2019-04-15,2.152777777777778,132.32638888888889,1.2625000000000008,19.36180555555556,17.128368794326242,81.78014184397163,17.246099290780148,17.00921985815603,,,,1.8201388888888888,1.473611111111112,1182.2916666666667,0.007865168539325843,1,0,0,0,0,0,0,0
2019-04-16,3.5784722222222225,198.18055555555554,2.1770833333333335,20.34375,17.76458333333333,77.66666666666667,17.913888888888902,17.62083333333334,,,,2.931944444444445,2.4111111111111097,1182.4444444444443,0.01666666666666667,0,1,0,0,0,0,0,0
2019-04-17,4.261805555555556,187.84027777777777,2.735416666666668,17.67708333333334,17.815972222222218,73.34027777777777,18.032638888888883,17.628472222222225,,,,3.562500000000001,2.9750000000000005,1183.5347222222222,0.0,0,1,0,0,0,0,0,0
2019-04-18,3.815277777777779,206.46527777777777,2.402083333333333,18.019444444444446,17.77569444444444,68.77777777777777,17.990277777777784,17.577083333333334,,,,3.1666666666666665,2.6131944444444426,1181.5694444444443,0.0,0,1,0,0,0,0,0,0
2019-04-19,4.2756944444444445,187.91666666666666,2.6472222222222226,18.394444444444453,15.718055555555559,78.52083333333333,15.975000000000003,15.476388888888891,,,,3.5770833333333343,2.958333333333334,1181.638888888889,0.029166666666666667,0,1,0,0,0,0,0,0
2019-04-20,4.1,205.58333333333334,2.50138888888889,17.781944444444434,16.202777777777772,76.54166666666667,16.39513888888889,16.001388888888886,,,,3.3284722222222225,2.7263888888888896,1181.1458333333333,0.00625,0,1,0,0,0,0,0,0
2019-04-21,4.954166666666667,162.65277777777777,2.8555555555555574,21.01527777777777,13.557638888888881,74.6875,13.784722222222229,13.34513888888889,,,,3.9680555555555554,3.2236111111111114,1166.3402777777778,0.040972222222222215,1,0,0,0,0,0,0,0
2019-04-22,5.007638888888889,182.94444444444446,3.2631944444444456,19.545138888888893,14.24583333333333,75.18055555555556,14.481249999999996,14.000694444444443,,,,4.187499999999998,3.551388888888889,1182.5972222222222,0.003472222222222222,1,0,0,0,0,0,0,0
2019-04-23,3.174305555555554,148.45833333333334,1.8104166666666666,20.805555555555557,16.586111111111105,70.48611111111111,16.804166666666664,16.363194444444446,,,,2.5666666666666655,1.999305555555555,1165.923611111111,0.0,1,0,0,0,0,0,0,0
2019-04-24,3.6006944444444438,140.27777777777777,2.008333333333332,22.168750000000003,19.537500000000012,59.24305555555556,19.7875,19.298611111111114,,,,2.8895833333333343,2.2354166666666657,1166.298611111111,0.0,1,0,0,0,0,0,0,0
2019-04-25,2.6541666666666663,157.30555555555554,1.5965277777777784,19.807638888888892,20.759722222222237,58.06944444444444,21.029166666666676,20.50763888888889,,,,2.234722222222224,1.7958333333333338,1182.875,0.0,1,0,0,0,0,0,0,0
2019-04-26,3.4909722222222217,139.9375,2.1159722222222226,19.65902777777778,22.619444444444447,50.854166666666664,22.8625,22.381944444444446,,,,2.8618055555555553,2.302777777777778,1181.5694444444443,0.0,1,0,0,0,0,0,0,0
2019-04-27,2.916666666666667,129.83333333333334,1.6277777777777782,22.145833333333336,22.104166666666664,51.6875,22.40000000000001,21.831944444444442,,,,2.367361111111111,1.8770833333333334,1181.2847222222222,0.0,1,0,0,0,0,0,0,0
2019-04-28,2.895833333333334,145.9375,1.719444444444444,20.013194444444444,21.89930555555555,54.25694444444444,22.166666666666668,21.638194444444455,,,,2.405555555555555,1.9472222222222224,1182.138888888889,0.0,1,0,0,0,0,0,0,0
2019-04-29,2.3062500000000004,163.39583333333334,1.340972222222222,22.61250000000001,22.45902777777777,58.09027777777778,22.759722222222234,22.18819444444445,,,,1.9874999999999996,1.5812499999999998,1182.4305555555557,0.0,1,0,0,0,0,0,0,0
2019-04-30,3.081944444444446,156.77083333333334,1.8625000000000003,20.57986111111112,23.151388888888896,60.423611111111114,23.406250000000007,22.909722222222214,,,,2.5659722222222223,2.0812499999999994,1165.7291666666667,0.0,1,0,0,0,0,0,0,0
2019-05-01,2.338461538461539,142.96503496503496,1.427972027972029,21.5895104895105,23.326573426573432,58.08391608391609,23.588111888111882,23.074125874125862,,,,2.001398601398601,1.6405594405594408,1179.93006993007,0.0,1,0,0,0,0,0,0,0
2019-05-02,3.277083333333333,185.09722222222223,1.847916666666666,30.783333333333335,25.692361111111115,53.34722222222222,25.993055555555557,25.398611111111098,,,,2.771527777777777,2.1805555555555554,1167.0625,0.0,1,0,0,0,0,0,0,0
2019-05-03,4.340972222222222,206.29861111111111,2.691666666666667,18.303472222222222,22.148611111111116,57.854166666666664,22.40277777777777,21.91319444444444,,,,3.5770833333333343,2.9312500000000004,1181.625,0.0,0,1,0,0,0,0,0,0
2019-05-04,4.000694444444446,163.125,2.265277777777778,21.92638888888888,20.71805555555555,67.0625,20.95972222222222,20.49027777777778,,,,3.2333333333333334,2.5486111111111116,1180.9930555555557,0.0,1,0,0,0,0,0,0,0
2019-05-05,2.636805555555556,159.36805555555554,1.5645833333333337,20.825000000000006,23.53680555555556,55.951388888888886,23.852777777777767,23.25069444444445,,,,2.2236111111111097,1.7756944444444445,1182.0277777777778,0.0,1,0,0,0,0,0,0,0
2019-05-06,4.246853146853145,181.6153846153846,2.2930069930069936,32.43706293706293,26.646853146853143,43.78321678321678,27.025174825174826,26.28881118881119,,,,3.374825174825175,2.634965034965036,1179.076923076923,0.0,0,1,0,0,0,0,0,0
2019-05-07,6.057638888888889,240.26388888888889,4.002083333333334,16.134027777777774,22.081249999999997,63.9375,22.294444444444437,21.876388888888883,,,,4.975694444444446,4.283333333333335,1182.1041666666667,0.0,0,1,0,0,0,0,0,0
2019-05-08,4.431944444444445,163.47916666666666,2.643055555555555,21.783333333333356,20.142361111111104,62.75694444444444,20.37222222222222,19.927083333333325,,,,3.602083333333333,2.880555555555555,1182.5555555555557,0.0,1,0,0,0,0,0,0,0
2019-05-09,4.362589928057554,165.6043165467626,2.746762589928058,18.764028776978414,19.295683453237412,62.697841726618705,19.571223021582735,19.042446043165473,,,,3.655395683453238,3.010071942446042,1157.7913669064749,0.0,1,0,0,0,0,0,0,0
2019-05-10,4.412500000000001,144.25694444444446,2.6409722222222216,19.822222222222223,19.543055555555565,61.49305555555556,19.81388888888889,19.286805555555556,,,,3.552777777777778,2.8881944444444434,1181.3680555555557,0.0,1,0,0,0,0,0,0,0
2019-05-11,2.5993055555555555,161.6875,1.4513888888888895,23.36527777777778,21.299999999999997,53.75694444444444,21.58125000000001,21.019444444444453,,,,2.1569444444444437,1.64375,1166.3055555555557,0.0,1,0,0,0,0,0,0,0
2019-05-12,3.721527777777777,154.83333333333334,2.048611111111112,19.59722222222222,24.898611111111112,43.72222222222222,25.1736111111111,24.619444444444454,,,,2.894444444444444,2.2625,1182.875,0.0,1,0,0,0,0,0,0,0
2019-05-13,3.415972222222222,140.34027777777777,1.9118055555555553,21.069444444444446,25.975694444444436,38.708333333333336,26.289583333333344,25.675694444444446,,,,2.710416666666666,2.142361111111112,1183.0277777777778,0.0,1,0,0,0,0,0,0,0
2019-05-14,2.5319444444444437,170.45833333333334,1.4923611111111115,20.113888888888887,26.200000000000006,44.395833333333336,26.48958333333334,25.908333333333342,,,,2.0805555555555557,1.6673611111111115,1182.8680555555557,0.0,1,0,0,0,0,0,0,0
2019-05-15,3.254166666666668,166.38194444444446,1.7930555555555554,22.129861111111104,27.931944444444444,48.46527777777778,28.25486111111113,27.628472222222232,,,,2.621527777777778,2.0527777777777785,1165.1805555555557,0.0,1,0,0,0,0,0,0,0
2019-05-16,3.0798611111111107,132.85416666666666,1.7263888888888894,21.659027777777784,27.59513888888889,48.888888888888886,27.900694444444436,27.302777777777788,,,,2.4715277777777773,1.9680555555555561,1183.1458333333333,0.0,1,0,0,0,0,0,0,0
2019-05-17,4.552777777777777,198.72222222222223,2.8249999999999993,17.172916666666666,26.029166666666672,52.666666666666664,26.3125,25.751388888888886,,,,3.653472222222222,3.0972222222222214,1183.2222222222222,0.0,0,1,0,0,0,0,0,0
2019-05-18,4.335416666666667,175.33333333333334,2.7256944444444446,18.611111111111097,23.856944444444437,56.84027777777778,24.09652777777778,23.606250000000003,,,,3.5631944444444468,2.956944444444443,1165.3958333333333,0.0,1,0,0,0,0,0,0,0
2019-05-19,4.070833333333333,175.875,2.368055555555554,20.68125000000001,23.12777777777778,54.19444444444444,23.399305555555557,22.874305555555562,,,,3.2881944444444455,2.624305555555554,1183.3958333333333,0.0,1,0,0,0,0,0,0,0
2019-05-20,3.3986111111111095,149.93055555555554,1.9430555555555555,19.07291666666667,25.703472222222214,53.38194444444444,25.917361111111116,25.477083333333333,,,,2.7361111111111116,2.1513888888888895,1182.3402777777778,0.0,1,0,0,0,0,0,0,0
2019-05-21,2.7034722222222225,145.27083333333334,1.5402777777777772,24.72708333333334,26.970833333333342,48.59027777777778,27.29791666666666,26.65694444444444,,,,2.2069444444444453,1.7687499999999998,1182.4930555555557,0.0,1,0,0,0,0,0,0,0
2019-05-22,2.4499999999999993,146.96527777777777,1.4618055555555556,17.85277777777777,28.059027777777793,41.666666666666664,28.370138888888885,27.736111111111104,,,,2.0694444444444438,1.6583333333333337,1165.375,0.0,1,0,0,0,0,0,0,0
2019-05-23,2.004166666666668,169.11111111111111,1.1659722222222213,22.259027777777778,29.30208333333334,40.361111111111114,29.65138888888889,28.970138888888876,,,,1.7375000000000003,1.3534722222222215,1166.7708333333333,0.0,1,0,0,0,0,0,0,0
2019-05-24,2.6986111111111115,179.17361111111111,1.552083333333333,22.32152777777779,30.634027777777767,39.75,31.020138888888894,30.300694444444453,,,,2.236805555555556,1.7687499999999998,1182.8541666666667,0.0,1,0,0,0,0,0,0,0
2019-05-25,4.179861111111112,191.89583333333334,2.450000000000001,21.530555555555562,26.79374999999998,61.99305555555556,27.00416666666668,26.578472222222228,,,,3.374999999999999,2.6965277777777796,1182.3055555555557,0.0,0,1,0,0,0,0,0,0
2019-05-26,3.355555555555556,173.36111111111111,1.9972222222222216,23.090972222222227,24.18541666666667,62.93055555555556,24.43541666666667,23.938888888888897,,,,2.7583333333333324,2.221527777777776,1183.1041666666667,0.0,1,0,0,0,0,0,0,0
2019-05-27,3.045138888888891,182.96527777777777,1.728472222222222,20.706249999999997,25.583333333333346,63.125,25.79097222222223,25.38333333333333,,,,2.447222222222222,1.9312500000000017,1166.201388888889,0.0,0,1,0,0,0,0,0,0
2019-05-28,3.0576388888888895,172.96527777777777,1.771527777777778,20.401388888888878,27.025694444444444,65.40972222222223,27.217361111111114,26.847916666666677,,,,2.4868055555555557,1.9736111111111119,1182.1666666666667,0.0,1,0,0,0,0,0,0,0
2019-05-29,2.826388888888889,143.70138888888889,1.6562499999999991,22.52847222222222,29.072222222222234,56.22222222222222,29.35416666666666,28.80208333333334,,,,2.324305555555556,1.8541666666666654,1166.1180555555557,0.0,1,0,0,0,0,0,0,0
2019-05-30,3.442361111111111,144.15972222222223,1.9874999999999992,17.07986111111111,30.813888888888886,41.791666666666664,31.12430555555555,30.515972222222217,,,,2.7548611111111105,2.2,1181.8194444444443,0.0,1,0,0,0,0,0,0,0
2019-05-31,2.7854166666666664,159.85416666666666,1.5923611111111122,24.144444444444453,30.130555555555556,44.486111111111114,30.50416666666667,29.791666666666668,,,,2.3131944444444437,1.8291666666666666,1166.0902777777778,0.0,1,0,0,0,0,0,0,0
2019-06-01,3.993749999999997,185.27777777777777,2.2736111111111104,19.814583333333335,28.683333333333323,57.020833333333336,28.886805555555554,28.46597222222223,,,,3.1499999999999995,2.5236111111111104,1165.7916666666667,0.0,0,1,0,0,0,0,0,0
2019-06-02,2.999290780141844,172.21985815602838,1.716312056737589,22.070921985815595,27.4659574468085,64.97872340425532,27.68794326241134,27.23971631205673,,,,2.4397163120567362,1.9446808510638294,1175.5886524822695,0.0,1,0,0,0,0,0,0,0
2019-06-03,3.2534722222222228,164.11805555555554,1.7020833333333334,24.202777777777776,29.170138888888864,52.666666666666664,29.44583333333334,28.90416666666668,,,,2.6020833333333337,1.9374999999999996,1165.7222222222222,0.0,1,0,0,0,0,0,0,0
2019-06-04,3.8388888888888895,152.77777777777777,2.0277777777777772,20.697222222222234,30.04305555555554,42.895833333333336,30.29097222222222,29.80277777777779,,,,2.9166666666666665,2.2673611111111107,1166.298611111111,0.0,1,0,0,0,0,0,0,0
2019-06-05,3.8041666666666694,177.00694444444446,2.074305555555555,20.174305555555552,31.075000000000003,39.52777777777778,31.33819444444445,30.82638888888889,,,,2.9729166666666678,2.3458333333333328,1183.0833333333333,0.0,1,0,0,0,0,0,0,0
2019-06-06,2.9826388888888906,149.03472222222223,1.7569444444444444,22.2951388888889,29.947916666666654,46.201388888888886,30.223611111111104,29.68958333333332,,,,2.5159722222222234,2.0375,1182.4444444444443,0.0,1,0,0,0,0,0,0,0
2019-06-07,4.348611111111112,179.63194444444446,2.2819444444444437,25.589583333333344,30.865972222222222,38.22222222222222,31.12222222222222,30.60208333333334,,,,3.342361111111111,2.5506944444444435,1181.7847222222222,0.0,1,0,0,0,0,0,0,0
2019-06-08,4.297222222222221,201.6875,2.4652777777777777,21.606250000000003,28.445833333333333,63.201388888888886,28.611111111111125,28.27430555555556,,,,3.384027777777778,2.7166666666666672,1181.9722222222222,0.0,0,1,0,0,0,0,0,0
2019-06-09,4.786805555555556,205.69444444444446,2.936805555555555,16.14375,27.967361111111117,60.52777777777778,28.132638888888895,27.81666666666667,,,,3.850694444444442,3.156249999999999,1181.638888888889,0.0,0,1,0,0,0,0,0,0
