,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-02-15,10.915972222222223,236.95833333333334,8.060416666666669,7.2749999999999995,8.927777777777772,55.8125,9.057638888888889,8.796527777777776,,,,9.367361111111114,8.36111111111111,1181.6041666666667,0.0,0,0,0,1,0,0,0,0
2019-02-16,9.056944444444447,268.31944444444446,6.871527777777776,6.80208333333333,8.993055555555559,79.25694444444444,9.118055555555557,8.878472222222229,,,,7.911111111111113,7.135416666666667,1165.0208333333333,0.0,0,0,0,1,0,0,0,0
2019-02-17,4.774305555555554,202.19444444444446,3.5555555555555554,7.891666666666666,9.56388888888889,64.80555555555556,9.765972222222226,9.364583333333336,,,,4.219444444444446,3.804166666666667,1182.861111111111,0.0,0,0,0,1,0,0,0,0
2019-02-18,5.745454545454547,250.8881118881119,4.254545454545454,8.253146853146848,7.479720279720279,82.98601398601399,7.61958041958042,7.34965034965035,,,,5.123076923076922,4.563636363636362,1182.1258741258741,0.004895104895104895,0,0,0,1,0,0,0,0
2019-02-19,4.057638888888891,271.65277777777777,2.9388888888888896,8.518749999999997,8.406249999999996,89.3125,8.538888888888891,8.284027777777773,,,,3.583333333333335,3.1499999999999995,1182.1666666666667,0.0006944444444444445,0,0,0,1,0,0,0,0
2019-02-20,2.238888888888889,183.44444444444446,1.4027777777777786,15.574305555555563,10.352083333333333,77.61805555555556,10.504166666666665,10.211111111111103,,,,1.9423611111111103,1.6062500000000006,1182.2777777777778,0.0,0,0,0,1,0,0,0,0
2019-02-21,2.9277777777777776,208.27777777777777,1.9229166666666668,16.008333333333333,10.212499999999995,70.14583333333333,10.37986111111111,10.047916666666662,,,,2.5722222222222215,2.1812499999999995,1164.4166666666667,0.0,0,0,0,1,0,0,0,0
2019-02-22,2.947222222222221,258.46527777777777,1.8895833333333332,11.206944444444447,10.007638888888891,71.98611111111111,10.240277777777775,9.77777777777777,,,,2.541666666666668,2.100694444444444,1182.1597222222222,0.0,0,0,0,1,0,0,0,0
2019-02-23,2.903472222222222,139.29861111111111,1.8944444444444446,12.832638888888894,10.815277777777782,72.92361111111111,11.013194444444444,10.636805555555563,,,,2.5520833333333335,2.111805555555557,1181.3819444444443,0.0,0,1,0,0,0,0,0,0
2019-02-24,4.436111111111113,84.70138888888889,3.2006944444444443,12.961805555555559,12.890972222222219,58.798611111111114,13.03680555555556,12.753472222222221,,,,3.8305555555555557,3.389583333333334,1182.9375,0.0,1,0,0,0,0,0,0,0
2019-02-25,5.107638888888889,68.72222222222223,3.725694444444445,9.905555555555557,17.130555555555564,31.069444444444443,17.292361111111106,16.97083333333333,,,,4.439583333333333,3.946527777777779,1166.263888888889,0.0,1,0,0,0,0,0,0,0
2019-02-26,7.788888888888891,244.70833333333334,5.731944444444441,9.127777777777773,13.477777777777774,39.90972222222222,13.692361111111119,13.287499999999996,,,,6.729166666666663,6.036111111111108,1182.548611111111,0.0,0,0,0,1,0,0,0,0
2019-02-27,14.180555555555562,261.06944444444446,10.818750000000007,6.779861111111114,10.679861111111109,81.90277777777777,10.815972222222223,10.53194444444444,,,,12.32986111111111,11.165277777777781,1181.8680555555557,0.0020833333333333337,0,0,0,1,0,0,0,0
2019-02-28,16.836805555555557,267.7013888888889,12.359722222222224,7.524305555555555,8.111111111111116,89.85416666666667,8.260416666666664,7.980555555555554,,,,14.354861111111113,12.864583333333332,1182.8472222222222,0.056944444444444436,0,0,0,1,0,0,0,0
2019-03-01,8.97777777777778,265.46527777777777,6.497222222222222,7.464583333333329,7.129861111111111,97.96527777777777,7.188888888888891,7.069444444444444,,,,7.755555555555556,6.8298611111111125,1181.1597222222222,0.009027777777777779,0,0,0,1,0,0,0,0
2019-03-02,5.809027777777778,250.92361111111111,4.4090277777777755,6.566666666666665,8.872222222222224,86.75694444444444,8.975,8.77708333333333,,,,5.128472222222226,4.661111111111108,1181.4166666666667,0.0,0,0,0,1,0,0,0,0
2019-03-03,6.6187499999999995,223.33333333333334,5.0347222222222205,6.1125,10.736805555555561,59.55555555555556,10.93333333333333,10.536111111111117,,,,5.8493055555555555,5.262499999999999,1181.4027777777778,0.0,0,0,0,1,0,0,0,0
2019-03-04,5.853472222222223,254.20833333333334,4.378472222222225,8.073611111111111,11.363194444444439,67.19444444444444,11.538888888888888,11.20624999999999,,,,5.144444444444443,4.613888888888889,1166.2083333333333,0.0,0,0,0,1,0,0,0,0
2019-03-05,3.5131944444444443,183.61111111111111,2.4534722222222225,10.275694444444444,10.572222222222221,83.54861111111111,10.71180555555555,10.439583333333335,,,,3.1194444444444427,2.724305555555556,1183.0555555555557,0.022222222222222227,0,0,0,1,0,0,0,0
2019-03-06,3.327777777777778,211.63888888888889,2.2097222222222226,13.518055555555556,11.167361111111108,84.83333333333333,11.316666666666666,11.020138888888887,,,,2.886111111111111,2.453472222222223,1166.0347222222222,0.0,0,0,0,1,0,0,0,0
2019-03-07,5.043749999999999,274.34027777777777,3.6694444444444443,7.890972222222222,10.506249999999998,83.34027777777777,10.690277777777775,10.3375,,,,4.44722222222222,3.9124999999999996,1183.1319444444443,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-03-08,5.268750000000002,293.15972222222223,3.532638888888889,12.135416666666673,11.479166666666666,70.43055555555556,11.669444444444444,11.292361111111106,,,,4.580555555555555,3.886111111111111,1182.3402777777778,0.0,0,0,1,0,0,0,0,0
2019-03-09,2.9222222222222225,168.86805555555554,1.8409722222222227,21.110416666666662,12.309027777777773,51.84722222222222,12.531250000000004,12.100000000000001,,,,2.5180555555555544,2.0437499999999993,1183.0902777777778,0.0,0,1,0,0,0,0,0,0
