,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,West,East,North-East,North,South
2019-04-01,6.361111111111111,216.92361111111111,4.283333333333335,12.993750000000007,13.587500000000002,80.07638888888889,13.719444444444447,13.463194444444449,181.69444444444446,,,5.243749999999999,4.594444444444444,1183.0069444444443,0.07152777777777777,0,0,1,0,0,0,0,0
2019-04-02,4.183333333333334,212.46527777777777,2.775694444444445,13.647222222222219,14.477083333333326,74.11805555555556,14.640277777777783,14.315277777777778,275.72222222222223,,,3.515277777777778,2.984027777777778,1183.576388888889,0.0,0,0,1,0,0,0,0,0
2019-04-03,3.265277777777778,165.21527777777777,1.9763888888888899,17.22083333333334,14.72291666666667,71.38194444444444,14.90277777777778,14.552777777777784,287.8333333333333,,,2.6708333333333343,2.152777777777777,1165.5555555555557,0.0,1,0,0,0,0,0,0,0
2019-04-04,3.422916666666667,241.25,2.2645833333333334,13.656250000000005,15.159722222222229,82.29861111111111,15.320138888888888,15.002083333333324,213.91666666666666,,,2.9118055555555546,2.479166666666666,1182.375,0.0,0,0,1,0,0,0,0,0
2019-04-05,3.421527777777778,224.75694444444446,2.2166666666666672,14.777777777777768,15.349305555555553,82.38194444444444,15.563194444444441,15.149999999999999,246.38888888888889,,,2.939583333333334,2.415972222222222,1164.6944444444443,0.0,0,0,1,0,0,0,0,0
2019-04-06,2.606249999999999,131.92361111111111,1.5250000000000006,17.73611111111112,16.972916666666666,74.69444444444444,17.148611111111105,16.802777777777774,186.38194444444446,,,2.20625,1.7486111111111113,1166.0347222222222,0.0,1,0,0,0,0,0,0,0
2019-04-07,4.685416666666665,195.94444444444446,3.373611111111112,10.96527777777778,21.693055555555553,52.75694444444444,21.899305555555546,21.479861111111102,287.3611111111111,,,4.027777777777779,3.5729166666666665,1165.5972222222222,0.0,0,0,1,0,0,0,0,0
2019-04-08,3.547222222222223,234.42361111111111,2.4562500000000003,14.907638888888894,18.213888888888874,75.15277777777777,18.447222222222212,17.979166666666657,281.25,,,3.0749999999999997,2.6659722222222224,1183.986111111111,0.0,0,0,1,0,0,0,0,0
2019-04-09,5.047916666666669,221.6875,3.5868055555555554,11.679861111111114,18.16180555555555,72.94444444444444,18.353472222222212,17.973611111111108,280.9791666666667,,,4.3395833333333345,3.832638888888888,1183.3819444444443,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.7666666666666666,231.90972222222223,2.581944444444447,13.118749999999997,15.993055555555559,71.85416666666667,16.210416666666667,15.80208333333334,299.34027777777777,,,3.252777777777778,2.7763888888888886,1182.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-04-11,4.18263888888889,178.85416666666666,2.661805555555555,13.779861111111103,15.419444444444443,69.45138888888889,15.618055555555564,15.24027777777777,313.1458333333333,,,3.419444444444444,2.875694444444445,1166.75,0.0,0,0,1,0,0,0,0,0
2019-04-12,4.219444444444445,192.03472222222223,2.7,12.275694444444447,16.46597222222222,75.45138888888889,16.63680555555555,16.301388888888887,311.9861111111111,,,3.4930555555555576,2.884722222222221,1182.5,0.0,0,0,1,0,0,0,0,0
2019-04-13,3.7451388888888877,197.85416666666666,2.6090277777777775,13.827777777777774,19.974305555555556,70.16666666666667,20.215972222222224,19.725000000000005,296.9236111111111,,,3.212500000000001,2.8111111111111122,1167.0902777777778,0.0,0,0,1,0,0,0,0,0
2019-04-14,7.276388888888889,233.24305555555554,5.185416666666665,12.066666666666668,20.30902777777778,56.59722222222222,20.55763888888889,20.091666666666665,269.19444444444446,,,6.177777777777777,5.465277777777777,1165.9097222222222,0.0,0,0,1,0,0,0,0,0
2019-04-15,3.2722222222222213,191.8125,2.1784722222222213,15.741666666666678,15.977083333333333,83.90277777777777,16.10902777777778,15.850694444444436,139.45833333333334,,,2.834027777777778,2.429861111111111,1183.1527777777778,0.010416666666666666,0,0,1,0,0,0,0,0
