,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,North,East,West,South,North-East
2019-04-01,4.341666666666667,170.33333333333334,2.9347222222222227,14.895138888888889,14.031249999999998,94.79861111111111,14.172916666666666,13.90277777777778,105.80555555555556,,,3.686111111111112,3.197916666666666,1181.9027777777778,0.031249999999999993,1,0,0,0,0,0,0,0
2019-04-02,2.7395833333333326,170.86111111111111,1.6993055555555556,17.918750000000003,15.140972222222226,92.49305555555556,15.275694444444449,15.004861111111106,146.30555555555554,,,2.3791666666666673,1.9277777777777776,1166.2777777777778,0.01041666666666667,1,0,0,0,0,0,0,0
2019-04-03,2.795833333333334,212.70138888888889,1.7687499999999994,20.152083333333337,15.611805555555561,81.02083333333333,15.79166666666667,15.430555555555546,263.9166666666667,,,2.3944444444444444,1.9861111111111107,1166.3472222222222,0.0,0,0,1,0,0,0,0,0
2019-04-04,3.3847222222222233,255.54861111111111,2.138888888888889,20.12500000000001,17.488194444444446,78.49305555555556,17.68472222222223,17.30972222222222,216.39583333333334,,,2.867361111111112,2.422222222222223,1181.951388888889,0.0,0,0,1,0,0,0,0,0
2019-04-05,4.072222222222222,214.83333333333334,2.5027777777777778,21.648611111111094,17.92013888888889,79.05555555555556,18.121527777777786,17.709722222222226,250.36805555555554,,,3.3833333333333324,2.7409722222222213,1166.1180555555557,0.0,0,0,1,0,0,0,0,0
2019-04-06,2.0513888888888885,196.63194444444446,1.222916666666667,20.34375,17.420833333333334,87.20138888888889,17.556944444444447,17.273611111111112,156.5,,,1.7972222222222216,1.43125,1181.013888888889,0.0,0,0,1,0,0,0,0,0
2019-04-07,2.754166666666666,210.01388888888889,1.6819444444444442,21.272916666666674,20.93333333333334,73.33333333333333,21.133333333333336,20.74375,257.63194444444446,,,2.36875,1.9180555555555563,1180.6597222222222,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-04-08,4.014583333333333,244.20833333333334,2.4465277777777774,18.581249999999997,20.687499999999996,70.73611111111111,20.87569444444445,20.512500000000003,283.9513888888889,,,3.3687499999999986,2.7173611111111113,1182.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-04-09,4.219444444444444,223.17361111111111,2.4659722222222227,24.329166666666666,20.060416666666672,73.92361111111111,20.263194444444434,19.866666666666664,288.65972222222223,,,3.4749999999999996,2.756944444444445,1165.9722222222222,0.0,0,0,1,0,0,0,0,0
2019-04-10,5.313194444444443,286.3888888888889,3.477777777777777,14.99861111111111,18.471527777777762,70.72916666666667,18.65138888888889,18.293055555555554,302.2986111111111,,,4.465972222222221,3.728472222222223,1182.0625,0.0,0,1,0,0,0,0,0,0
2019-04-11,4.387499999999998,276.7013888888889,2.860416666666667,18.50000000000001,17.295833333333334,74.55555555555556,17.48472222222222,17.104861111111106,300.8958333333333,,,3.736805555555555,3.140972222222222,1183.0069444444443,0.0,0,1,0,0,0,0,0,0
