,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-02-15,,,,,12.11527777777778,71.01388888888889,12.322222222222218,11.921527777777778,,,,,,,0.1791666666666667,1,0,0,0,0,0,0,0,0
2019-02-16,,,,,12.53125,83.3125,12.740972222222219,12.327083333333334,,,,,,,0.17569444444444451,1,0,0,0,0,0,0,0,0
2019-02-17,,,,,12.092361111111108,79.65277777777777,12.257638888888886,11.941666666666665,,,,,,,0.025,1,0,0,0,0,0,0,0,0
2019-02-18,,,,,11.600709219858157,75.29078014184397,11.780851063829784,11.426241134751772,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-19,,,,,13.203472222222219,78.76388888888889,13.365972222222226,13.047222222222224,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-20,,,,,12.986111111111109,82.47222222222223,13.106944444444443,12.865972222222226,,,,,,,0.002777777777777778,1,0,0,0,0,0,0,0,0
2019-02-21,,,,,12.573611111111115,78.48611111111111,12.746527777777775,12.395833333333332,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-22,,,,,12.211111111111112,79.47916666666667,12.389583333333327,12.039583333333331,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-23,,,,,13.02430555555555,78.28472222222223,13.20347222222222,12.858333333333327,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-24,,,,,13.908333333333337,76.63194444444444,14.054861111111116,13.762500000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-25,,,,,19.069444444444446,45.770833333333336,19.200000000000003,18.92916666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-02-26,,,,,17.813888888888897,53.40277777777778,17.97361111111112,17.675694444444442,,,,,,,0.010416666666666666,1,0,0,0,0,0,0,0,0
2019-02-27,,,,,14.99305555555555,78.20833333333333,15.227777777777776,14.76041666666667,,,,,,,0.16597222222222222,1,0,0,0,0,0,0,0,0
2019-02-28,,,,,13.116666666666667,66.72916666666667,13.370138888888881,12.88819444444444,,,,,,,0.11249999999999999,1,0,0,0,0,0,0,0,0
2019-03-01,,,,,14.010416666666666,55.826388888888886,14.195833333333333,13.837500000000002,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-03-02,,,,,14.156944444444443,76.11111111111111,14.331944444444439,13.99027777777778,,,,,,,0.011111111111111112,1,0,0,0,0,0,0,0,0
2019-03-03,,,,,14.297222222222217,64.79861111111111,14.467361111111106,14.134027777777769,,,,,,,0.0076388888888888895,1,0,0,0,0,0,0,0,0
2019-03-04,,,,,14.465972222222218,79.99305555555556,14.675000000000004,14.28611111111111,,,,,,,0.056944444444444436,1,0,0,0,0,0,0,0,0
2019-03-05,,,,,15.087500000000006,78.25694444444444,15.238888888888892,14.936805555555557,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-06,,,,,15.18263888888889,75.71527777777777,15.35208333333333,15.016666666666664,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-07,,,,,14.840972222222222,76.24305555555556,14.981250000000001,14.705555555555565,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-08,,,,,16.031249999999996,66.25694444444444,16.20972222222222,15.868055555555559,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-09,,,,,13.665277777777773,70.79166666666667,13.868749999999999,13.462500000000004,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-10,,,,,14.677083333333334,72.625,14.859027777777776,14.49097222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,15.099305555555553,77.23611111111111,15.279861111111112,14.934722222222213,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,15.555555555555559,79.41666666666667,15.756249999999987,15.352777777777776,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,17.93888888888888,62.47222222222222,18.149305555555557,17.73125,,,,,,,0.022222222222222223,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,14.264583333333329,76.77777777777777,14.468055555555559,14.072222222222225,,,,,,,0.05763888888888889,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,15.611805555555549,73.65277777777777,15.799305555555557,15.449305555555561,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,13.33194444444444,80.21527777777777,13.550000000000002,13.116666666666667,,,,,,,0.19236111111111112,1,0,0,0,0,0,0,0,0
2019-03-17,,,,,15.865277777777784,74.84722222222223,16.055555555555557,15.668055555555567,,,,,,,0.027083333333333334,1,0,0,0,0,0,0,0,0
2019-03-18,,,,,15.39236111111111,79.45138888888889,15.570833333333333,15.227083333333338,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-19,,,,,15.19791666666666,84.29166666666667,15.385416666666657,15.006944444444441,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-20,,,,,16.283333333333342,84.96527777777777,16.464583333333344,16.100694444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-21,,,,,17.20208333333332,82.95138888888889,17.390972222222224,17.010416666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-22,,,,,17.881250000000005,80.38888888888889,18.02638888888889,17.720138888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-23,,,,,17.141666666666662,83.89583333333333,17.270833333333336,17.010416666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-24,,,,,17.279861111111117,76.63888888888889,17.43333333333334,17.12847222222221,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-25,,,,,13.521527777777775,70.58333333333333,13.680555555555555,13.377777777777775,,,,,,,0.01597222222222222,1,0,0,0,0,0,0,0,0
2019-03-26,,,,,14.721527777777782,64.28472222222223,14.93819444444445,14.50138888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-27,,,,,15.973611111111106,74.45833333333333,16.18055555555555,15.782638888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-28,,,,,16.815972222222218,75.14583333333333,16.97569444444445,16.663194444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-29,,,,,16.154166666666665,78.35416666666667,16.290972222222226,16.026388888888896,,,,,,,0.025000000000000005,1,0,0,0,0,0,0,0,0
2019-03-30,,,,,16.02986111111111,79.27777777777777,16.228472222222216,15.809027777777771,,,,,,,0.15000000000000002,1,0,0,0,0,0,0,0,0
2019-03-31,,,,,13.360416666666659,87.81944444444444,13.446527777777774,13.265972222222219,,,,,,,0.08749999999999997,1,0,0,0,0,0,0,0,0
2019-04-01,,,,,13.748611111111103,87.25,13.895833333333325,13.600694444444446,,,,,,,0.1138888888888889,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,14.754166666666663,81.07638888888889,14.888888888888886,14.621527777777784,,,,,,,0.004861111111111111,1,0,0,0,0,0,0,0,0
