,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,West,East,North-East,North,South
2019-04-01,6.117361111111111,232.63888888888889,3.75138888888889,13.256249999999996,14.76180555555555,63.40277777777778,14.886111111111104,14.649305555555555,163.81944444444446,80.97916666666667,96.86805555555556,4.788194444444446,3.96875,1182.3194444444443,0.0,0,0,1,0,0,0,0,0
2019-04-02,4.288888888888888,178.48611111111111,2.706249999999999,11.673611111111114,15.048611111111105,63.84027777777778,15.209722222222227,14.893055555555552,258.5625,227.27272727272728,84.72222222222223,3.440277777777777,2.9055555555555554,1181.9583333333333,0.0,0,0,1,0,0,0,0,0
2019-04-03,4.19652777777778,123.21527777777777,2.7361111111111116,14.706944444444439,15.695138888888888,62.43055555555556,15.858333333333333,15.533333333333335,286.2986111111111,299.59027777777777,70.54861111111111,3.447916666666666,2.9291666666666667,1182.611111111111,0.0,1,0,0,0,0,0,0,0
2019-04-04,3.8513888888888896,179.29166666666666,2.431944444444445,15.830555555555557,15.651388888888887,78.57638888888889,15.793055555555558,15.502083333333331,223.29861111111111,159.16666666666666,99.22916666666667,3.162499999999998,2.629166666666667,1181.736111111111,0.0,0,0,1,0,0,0,0,0
2019-04-05,3.475694444444445,195.82638888888889,2.218055555555556,15.218749999999996,15.112500000000004,78.69444444444444,15.262499999999998,14.969444444444434,270.09027777777777,242.18055555555554,82.70138888888889,2.8673611111111117,2.3791666666666673,1182.1944444444443,0.0,0,0,1,0,0,0,0,0
2019-04-06,3.3631944444444444,121.27083333333333,1.9208333333333323,19.332638888888894,18.335416666666664,64.18055555555556,18.50069444444444,18.18472222222222,185.36111111111111,52.13194444444444,120.26388888888889,2.717361111111112,2.140277777777778,1181.9027777777778,0.0,1,0,0,0,0,0,0,0
2019-04-07,4.9993055555555586,176.15277777777777,3.2222222222222228,12.942361111111106,22.4236111111111,44.02777777777778,22.598611111111122,22.233333333333334,293.22222222222223,272.53846153846155,79.95138888888889,4.034027777777779,3.4208333333333343,1182.326388888889,0.001388888888888889,0,0,1,0,0,0,0,0
2019-04-08,3.356944444444444,238.0,2.084027777777778,14.600694444444436,18.339583333333334,70.68055555555556,18.524305555555557,18.144444444444442,279.50694444444446,211.74305555555554,106.35416666666667,2.792361111111111,2.272222222222223,1182.5208333333333,0.0,0,0,1,0,0,0,0,0
2019-04-09,5.313194444444445,232.66666666666666,3.120833333333333,14.68194444444444,18.023611111111123,71.51388888888889,18.186805555555555,17.861805555555563,278.15277777777777,218.95138888888889,92.81944444444444,4.08888888888889,3.3430555555555563,1182.2569444444443,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.316666666666666,189.29166666666666,2.1388888888888875,16.011111111111127,15.765972222222217,67.89583333333333,15.938194444444454,15.600694444444438,309.80555555555554,369.4055944055944,55.63194444444444,2.750000000000002,2.3020833333333326,1182.3402777777778,0.0,0,0,1,0,0,0,0,0
2019-04-11,4.365972222222222,109.36805555555556,2.713888888888888,16.047222222222214,15.72291666666667,67.47916666666667,15.882638888888891,15.562500000000007,320.3888888888889,408.3958333333333,40.71527777777778,3.518750000000001,2.9020833333333327,1166.6180555555557,0.0,1,0,0,0,0,0,0,0
2019-04-12,4.4909722222222195,138.55555555555554,2.943055555555556,12.97152777777778,16.12152777777777,75.64583333333333,16.28819444444445,15.953472222222237,320.15277777777777,384.52777777777777,51.34027777777778,3.7159722222222222,3.143749999999999,1182.138888888889,0.0,1,0,0,0,0,0,0,0
2019-04-13,4.299999999999999,149.74305555555554,2.597222222222223,15.722916666666666,21.197916666666668,61.09722222222222,21.411805555555546,20.98194444444445,299.375,245.16666666666666,87.56944444444444,3.4111111111111114,2.7861111111111128,1183.2916666666667,0.0,1,0,0,0,0,0,0,0
2019-04-14,6.226388888888888,232.50694444444446,3.787499999999999,14.263194444444451,20.112500000000004,52.34027777777778,20.306944444444433,19.93541666666666,263.9583333333333,157.0979020979021,126.64583333333333,4.80347222222222,4.030555555555556,1182.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-04-15,3.3979166666666676,173.625,2.0034722222222228,16.421527777777772,16.354861111111106,82.38194444444444,16.46319444444444,16.228472222222216,122.88888888888889,36.30555555555556,93.30555555555556,2.713194444444443,2.2333333333333343,1182.6458333333333,0.009027777777777779,1,0,0,0,0,0,0,0
2019-04-16,3.755555555555557,194.07638888888889,2.2861111111111114,14.879166666666663,17.032638888888904,75.72222222222223,17.174305555555556,16.897916666666667,256.9791666666667,219.85314685314685,83.57638888888889,3.063194444444443,2.481944444444445,1165.576388888889,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-04-17,5.018750000000003,253.35416666666666,3.025694444444444,14.31111111111111,15.888888888888882,74.32638888888889,16.059027777777786,15.733333333333329,273.8541666666667,216.54166666666666,100.13888888888889,3.8881944444444425,3.208333333333334,1181.5,0.0,0,0,1,0,0,0,0,0
2019-04-18,4.390277777777778,221.54861111111111,2.560416666666667,14.762500000000005,15.168055555555547,67.61805555555556,15.336111111111112,15.00555555555556,320.4166666666667,361.5833333333333,60.5625,3.3791666666666673,2.733333333333333,1165.0555555555557,0.0,0,0,1,0,0,0,0,0
2019-04-19,5.7881944444444455,245.25694444444446,3.2722222222222226,15.344444444444441,15.411805555555551,63.90972222222222,15.583333333333327,15.256250000000001,299.75694444444446,229.1596638655462,70.88888888888889,4.297916666666669,3.473611111111111,1182.9305555555557,0.0,0,0,1,0,0,0,0,0
2019-04-20,5.598611111111112,244.30555555555554,3.2798611111111113,14.16597222222222,15.086805555555555,67.93055555555556,15.236805555555556,14.95347222222222,269.3888888888889,144.04347826086956,99.90972222222223,4.323611111111109,3.486805555555557,1181.9166666666667,0.0076388888888888895,0,0,1,0,0,0,0,0
2019-04-21,7.422916666666664,257.46527777777777,4.19027777777778,14.66666666666667,13.84236111111111,64.93055555555556,13.984027777777772,13.690277777777778,254.01388888888889,90.12844036697248,87.33333333333333,5.516666666666667,4.451388888888888,1165.361111111111,0.034027777777777775,0,0,1,0,0,0,0,0
2019-04-22,4.854166666666665,220.99305555555554,2.8729166666666672,14.542361111111111,14.130555555555555,63.451388888888886,14.296527777777783,13.967361111111112,316.18055555555554,157.77551020408163,68.02083333333333,3.7999999999999994,3.068055555555557,1165.451388888889,0.0,0,0,1,0,0,0,0,0
2019-04-23,5.280555555555557,102.20138888888889,3.4708333333333337,13.210416666666662,15.129166666666663,63.548611111111114,15.304861111111105,14.958333333333334,322.7291666666667,272.75757575757575,80.21527777777777,4.344444444444446,3.6708333333333343,1181.7222222222222,0.0,1,0,0,0,0,0,0,0
2019-04-24,5.391666666666664,95.22222222222223,3.5895833333333322,14.184027777777777,17.502777777777784,59.6875,17.68749999999999,17.31458333333333,299.8125,211.74305555555554,117.33333333333333,4.465972222222224,3.8201388888888896,1181.2777777777778,0.0,1,0,0,0,0,0,0,0
2019-04-25,4.127777777777776,158.48611111111111,2.6909722222222214,15.586111111111109,19.13541666666667,58.65277777777778,19.324305555555554,18.939583333333328,290.5,181.63636363636363,129.76388888888889,3.3861111111111115,2.886805555555556,1182.6458333333333,0.0,1,0,0,0,0,0,0,0
2019-04-26,4.0687500000000005,164.625,2.576388888888887,15.877777777777778,19.596527777777776,60.375,19.8,19.391666666666662,314.43055555555554,273.47222222222223,85.68055555555556,3.2826388888888904,2.7888888888888883,1183.6527777777778,0.0,1,0,0,0,0,0,0,0
2019-04-27,3.5659722222222223,248.21527777777777,2.214583333333333,16.055555555555557,19.18194444444444,73.79166666666667,19.369444444444458,18.989583333333343,321.125,297.19444444444446,82.55555555555556,2.8756944444444454,2.389583333333333,1166.375,0.0,0,0,1,0,0,0,0,0
2019-04-28,3.9680555555555554,160.36805555555554,2.63263888888889,15.07986111111111,20.114583333333336,60.75694444444444,20.288194444444446,19.940277777777794,332.4513888888889,345.3006993006993,63.15972222222222,3.270138888888888,2.800694444444445,1165.5902777777778,0.0,0,0,1,0,0,0,0,0
2019-04-29,3.884027777777779,198.15277777777777,2.343055555555556,19.27847222222222,23.38125,37.229166666666664,23.624305555555544,23.148611111111116,303.8263888888889,212.65277777777777,108.42361111111111,3.1145833333333326,2.5618055555555546,1182.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-04-30,3.31875,187.14583333333334,2.153472222222223,14.779166666666665,20.69791666666667,59.736111111111114,20.88333333333334,20.506944444444443,259.1041666666667,125.8125,135.19444444444446,2.804861111111111,2.3368055555555567,1182.8541666666667,0.0,0,0,1,0,0,0,0,0
2019-05-01,4.155944055944057,101.25874125874125,2.565734265734266,17.273426573426576,25.49720279720279,42.70629370629371,25.73846153846154,25.261538461538464,296.46853146853147,179.4788732394366,122.27272727272727,3.3615384615384616,2.80979020979021,1181.006993006993,0.0,1,0,0,0,0,0,0,0
2019-05-02,4.040277777777776,201.90972222222223,2.2527777777777773,25.436805555555548,23.225000000000005,57.923611111111114,23.440972222222236,23.022222222222236,128.3125,32.4375,90.77083333333333,3.3340277777777763,2.599305555555555,1181.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-05-03,4.478472222222223,254.72916666666666,2.7006944444444447,15.780555555555557,19.28055555555555,74.96527777777777,19.44652777777778,19.118750000000006,319.15972222222223,288.84722222222223,90.03472222222223,3.5506944444444435,2.913888888888889,1165.951388888889,0.0,0,0,1,0,0,0,0,0
2019-05-04,4.381944444444445,149.53472222222223,2.83125,16.79583333333334,17.995833333333337,69.77777777777777,18.185416666666672,17.806944444444458,344.8125,394.31944444444446,47.63194444444444,3.5930555555555554,3.0312499999999996,1165.1527777777778,0.0,1,0,0,0,0,0,0,0
2019-05-05,3.109027777777779,170.92361111111111,1.9784722222222233,19.22847222222223,20.078472222222224,64.45833333333333,20.302777777777784,19.867361111111116,324.69444444444446,298.1118881118881,80.83333333333333,2.640277777777778,2.1944444444444446,1181.8958333333333,0.0,0,0,1,0,0,0,0,0
2019-05-06,5.5006993006993,217.1958041958042,3.223076923076923,17.959440559440562,24.490909090909085,50.58041958041958,24.71748251748251,24.259440559440566,234.6153846153846,134.65034965034965,110.76923076923077,4.244055944055943,3.504895104895105,1178.3216783216783,0.0,0,0,1,0,0,0,0,0
2019-05-07,4.398611111111113,285.4236111111111,2.487499999999999,17.152777777777786,19.178472222222222,68.73611111111111,19.331944444444446,19.038194444444446,274.00694444444446,208.02777777777777,110.46527777777777,3.422222222222223,2.68125,1165.5,0.0,0,1,0,0,0,0,0,0
2019-05-08,4.09513888888889,191.53472222222223,2.448611111111111,16.187500000000004,17.568055555555556,65.54861111111111,17.745833333333323,17.393749999999997,348.1748251748252,390.006993006993,51.96527777777778,3.267361111111111,2.6298611111111123,1181.75,0.0,0,0,1,0,0,0,0,0
2019-05-09,4.154285714285714,231.0142857142857,2.3864285714285716,15.422857142857149,16.876428571428573,66.12857142857143,17.048571428571428,16.705,335.9357142857143,341.3285714285714,62.714285714285715,3.1985714285714293,2.5685714285714285,1160.8857142857144,0.0,0,0,1,0,0,0,0,0
2019-05-10,4.204166666666665,158.97222222222223,2.7069444444444444,16.39305555555555,17.023611111111112,62.69444444444444,17.21249999999999,16.85763888888889,345.2937062937063,377.034965034965,71.92361111111111,3.458333333333334,2.8645833333333335,1181.8194444444443,0.0,0,0,1,0,0,0,0,0
2019-05-11,4.038888888888892,141.71527777777777,2.6145833333333353,17.643749999999994,18.900000000000006,60.666666666666664,19.079861111111114,18.72569444444445,353.7132867132867,438.3356643356643,33.36805555555556,3.3090277777777777,2.806944444444445,1181.7847222222222,0.0,1,0,0,0,0,0,0,0
2019-05-12,4.050694444444445,192.21527777777777,2.657638888888891,12.335416666666672,20.706944444444446,63.43055555555556,20.90138888888889,20.51944444444444,350.9574468085106,359.3606557377049,46.395833333333336,3.3340277777777785,2.8326388888888894,1182.423611111111,0.0,0,0,1,0,0,0,0,0
2019-05-13,4.466666666666668,172.43055555555554,3.0180555555555566,12.647222222222224,22.306250000000006,55.22222222222222,22.480555555555565,22.122222222222216,355.4142857142857,442.9788732394366,38.3125,3.6756944444444457,3.1805555555555554,1165.7222222222222,0.0,0,0,1,0,0,0,0,0
2019-05-14,4.076388888888889,180.59722222222223,2.751388888888888,15.309027777777779,22.21666666666667,54.94444444444444,22.418750000000003,22.023611111111112,349.5886524822695,406.2323943661972,50.46527777777778,3.386805555555556,2.929166666666666,1165.763888888889,0.0,0,0,1,0,0,0,0,0
2019-05-15,3.8291666666666666,199.55555555555554,2.5347222222222223,15.328472222222226,21.750000000000004,63.0625,21.950000000000006,21.55416666666667,343.02097902097904,386.6993006993007,56.576388888888886,3.184722222222222,2.7000000000000006,1166.4027777777778,0.0,0,0,1,0,0,0,0,0
2019-05-16,4.223611111111109,123.90277777777777,2.787500000000001,15.711111111111112,24.313888888888894,53.166666666666664,24.537499999999998,24.08402777777778,336.3706293706294,329.09027777777777,71.25694444444444,3.518749999999999,2.984027777777778,1165.673611111111,0.0,1,0,0,0,0,0,0,0
2019-05-17,5.793055555555555,240.20833333333334,3.460416666666667,16.666666666666664,24.07986111111112,52.86805555555556,24.293749999999996,23.86249999999998,335.7762237762238,318.50694444444446,87.45138888888889,4.4750000000000005,3.7041666666666657,1166.1041666666667,0.0,0,0,1,0,0,0,0,0
2019-05-18,4.470138888888887,169.43055555555554,2.9597222222222226,14.18125,22.83958333333334,49.81944444444444,23.04305555555555,22.647916666666664,343.2937062937063,317.25,87.02777777777777,3.7222222222222214,3.1375,1166.798611111111,0.0,0,0,1,0,0,0,0,0
2019-05-19,4.284722222222223,157.45833333333334,2.715277777777778,14.50972222222222,20.904861111111117,69.51388888888889,21.066666666666674,20.734722222222224,358.8041958041958,429.0211267605634,42.05555555555556,3.491666666666667,2.9006944444444454,1181.8194444444443,0.0,0,0,1,0,0,0,0,0
2019-05-20,4.285416666666666,161.31944444444446,2.7111111111111104,15.599305555555548,21.17291666666666,77.5,21.350000000000005,20.995833333333326,342.38194444444446,326.375,77.60416666666667,3.497916666666665,2.8791666666666673,1165.5,0.0,0,0,1,0,0,0,0,0
2019-05-21,4.154861111111111,159.86111111111111,2.7937499999999993,13.020138888888885,23.200704225352105,65.80281690140845,23.415492957746483,22.988732394366213,340.986013986014,327.6013986013986,75.8125,3.4923611111111112,2.9819444444444447,1182.4930555555557,0.0,0,0,1,0,0,0,0,0
2019-05-22,4.070138888888889,138.25,2.8229166666666674,15.02152777777777,25.94583333333332,45.84027777777778,26.179166666666667,25.720833333333342,342.97902097902096,0.16666666666666666,82.91666666666667,3.4597222222222217,3.025694444444445,1165.8333333333333,0.0,1,0,0,0,0,0,0,0
2019-05-23,5.303472222222222,136.71527777777777,3.3222222222222206,15.44583333333333,34.10972222222222,15.125,34.37291666666665,33.837499999999984,332.83916083916085,275.19736842105266,105.03472222222223,4.284027777777779,3.626388888888889,1166.548611111111,0.0,1,0,0,0,0,0,0,0
2019-05-24,4.9069444444444414,225.05555555555554,2.990277777777778,16.68541666666666,30.281249999999993,37.1875,30.577777777777765,30.011805555555554,292.2638888888889,0.4,152.22222222222223,3.9180555555555583,3.2284722222222215,1166.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-05-25,4.090277777777775,259.94444444444446,2.447916666666667,18.018055555555563,23.150694444444447,75.44444444444444,23.309027777777782,23.008333333333336,321.5763888888889,,118.72916666666667,3.2479166666666663,2.6208333333333322,1182.513888888889,0.0,0,1,0,0,0,0,0,0
2019-05-26,4.387499999999998,142.94444444444446,2.7659722222222216,13.118055555555557,21.41527777777779,71.90277777777777,21.588194444444447,21.248611111111117,316.84027777777777,0.043478260869565216,107.1875,3.5715277777777796,2.949999999999999,1181.3402777777778,0.0,1,0,0,0,0,0,0,0
2019-05-27,4.1527777777777795,158.49305555555554,2.604861111111111,12.863888888888885,21.44930555555556,76.20833333333333,21.618055555555554,21.291666666666657,348.96527777777777,0.13333333333333333,77.56944444444444,3.395833333333334,2.7861111111111105,1180.8958333333333,0.0,0,0,1,0,0,0,0,0
2019-05-28,4.0458333333333325,211.04861111111111,2.3597222222222234,18.504861111111126,22.75208333333332,76.48611111111111,22.908333333333335,22.601388888888884,346.6875,399.1578947368421,68.96527777777777,3.2326388888888884,2.5604166666666672,1181.0694444444443,0.0,0,0,1,0,0,0,0,0
2019-05-29,4.156250000000003,232.60416666666666,2.5472222222222216,18.106250000000003,23.813888888888894,75.6875,23.97152777777778,23.65347222222222,344.7412587412587,356.4755244755245,64.52083333333333,3.341666666666666,2.7131944444444436,1182.0416666666667,0.0,0,0,1,0,0,0,0,0
2019-05-30,3.982638888888888,247.56944444444446,2.5312499999999996,16.142361111111107,24.381944444444446,72.07638888888889,24.552777777777763,24.213888888888896,328.7708333333333,287.69444444444446,84.45833333333333,3.222222222222221,2.684027777777777,1181.736111111111,0.0,0,0,1,0,0,0,0,0
2019-05-31,3.938888888888888,258.0486111111111,2.434722222222222,16.898611111111112,24.669444444444437,73.70138888888889,24.841666666666672,24.518055555555552,319.056338028169,253.69718309859155,96.47916666666667,3.18611111111111,2.610416666666667,1182.4305555555557,0.0,0,0,1,0,0,0,0,0
2019-06-01,3.472222222222223,246.20833333333334,2.1326388888888874,16.393750000000004,24.618750000000002,72.15972222222223,24.794444444444434,24.45833333333333,333.9791666666667,301.02777777777777,79.90277777777777,2.8437500000000004,2.3111111111111104,1181.951388888889,0.0,0,0,1,0,0,0,0,0
2019-06-02,3.716197183098591,245.43661971830986,2.1760563380281686,18.94154929577464,24.802816901408463,74.48591549295774,24.977464788732405,24.65070422535212,331.49295774647885,297.3262411347518,78.87323943661971,3.003521126760563,2.3661971830985924,1179.2323943661972,0.0,0,0,1,0,0,0,0,0
2019-06-03,4.447222222222223,192.30555555555554,2.8805555555555573,13.493749999999993,25.160416666666674,69.54861111111111,25.332638888888884,24.9826388888889,339.57342657342656,299.3776223776224,89.04861111111111,3.6569444444444463,3.053472222222221,1165.9722222222222,0.0,0,0,1,0,0,0,0,0
2019-06-04,5.331944444444444,185.32638888888889,3.5784722222222225,12.963194444444447,25.072222222222223,66.73611111111111,25.248611111111096,24.90347222222223,319.74305555555554,229.26760563380282,108.06944444444444,4.386111111111111,3.7680555555555566,1182.6319444444443,0.0,0,0,1,0,0,0,0,0
2019-06-05,5.418750000000001,199.89583333333334,3.5326388888888887,15.379861111111104,26.327083333333334,65.07638888888889,26.51805555555556,26.136111111111116,324.81944444444446,238.35416666666666,112.33333333333333,4.391666666666667,3.758333333333332,1183.1527777777778,0.0,0,0,1,0,0,0,0,0
2019-06-06,5.554861111111112,215.61805555555554,3.5368055555555546,16.741666666666664,25.252777777777787,76.15972222222223,25.398611111111116,25.12638888888889,209.08333333333334,54.03496503496503,141.70833333333334,4.493750000000001,3.755555555555555,1181.673611111111,0.0,0,0,1,0,0,0,0,0
2019-06-07,5.5375,257.36805555555554,3.5319444444444446,15.083333333333327,24.24375,77.28472222222223,24.39930555555555,24.094444444444445,336.9718309859155,301.0211267605634,86.70138888888889,4.451388888888889,3.720138888888889,1182.25,0.0,0,1,0,0,0,0,0,0
2019-06-08,3.621527777777777,245.61111111111111,2.119444444444445,16.09722222222222,23.081250000000004,75.54166666666667,23.250694444444452,22.93333333333334,327.40972222222223,255.1549295774648,103.8125,2.8979166666666654,2.313194444444446,1181.6041666666667,0.0,0,0,1,0,0,0,0,0
2019-06-09,3.8416666666666663,197.35416666666666,2.365277777777777,15.065277777777778,23.90138888888889,73.00694444444444,24.061111111111114,23.740277777777777,338.8541666666667,317.8169014084507,81.18055555555556,3.1222222222222222,2.5527777777777763,1182.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-06-10,4.493055555555556,188.18055555555554,2.62361111111111,16.274305555555557,27.046527777777772,49.076388888888886,27.26319444444444,26.84374999999999,345.9230769230769,365.0354609929078,63.3125,3.552777777777777,2.862499999999999,1183.3541666666667,0.0,0,0,1,0,0,0,0,0
2019-06-11,4.831944444444444,166.19444444444446,3.0409722222222224,16.01041666666666,28.717361111111117,38.576388888888886,28.947916666666668,28.493749999999995,344.4055944055944,361.71830985915494,65.9375,3.911805555555555,3.276388888888889,1182.048611111111,0.0,0,0,1,0,0,0,0,0
2019-06-12,4.301388888888891,267.65972222222223,2.402777777777777,18.126388888888886,25.152777777777775,78.09027777777777,25.30624999999999,24.99097222222221,325.18055555555554,273.73426573426576,99.0625,3.3097222222222236,2.593055555555555,1182.013888888889,0.0,0,1,0,0,0,0,0,0
2019-06-13,4.118750000000001,229.53472222222223,2.4319444444444454,14.538194444444445,23.950000000000003,72.95833333333333,24.107638888888886,23.797916666666676,345.99305555555554,350.59722222222223,71.75,3.2409722222222213,2.616666666666669,1181.5555555555557,0.0,0,0,1,0,0,0,0,0
2019-06-14,4.046527777777778,211.28472222222223,2.4583333333333335,16.08680555555556,24.457638888888887,72.77083333333333,24.61111111111112,24.304861111111112,316.3521126760563,305.7062937062937,93.64583333333333,3.240277777777778,2.6409722222222225,1182.25,0.0,0,0,1,0,0,0,0,0
2019-06-15,3.8131944444444446,175.72916666666666,2.3854166666666665,17.147222222222226,24.83194444444445,72.81944444444444,25.019444444444446,24.65416666666667,347.49295774647885,388.82394366197184,58.68055555555556,3.1131944444444466,2.5861111111111104,1166.0694444444443,0.0,0,0,1,0,0,0,0,0
2019-06-16,4.0249999999999995,197.16666666666666,2.469444444444445,13.195138888888886,25.66666666666667,65.09722222222223,25.84444444444445,25.49583333333334,333.86619718309856,316.51408450704224,85.89583333333333,3.2465277777777786,2.650694444444445,1183.2708333333333,0.0,0,0,1,0,0,0,0,0
2019-06-17,4.161111111111109,228.60416666666666,2.547916666666667,14.355555555555561,25.665277777777785,71.24305555555556,25.837499999999995,25.501388888888904,336.9718309859155,341.965034965035,76.95138888888889,3.354861111111112,2.722916666666667,1181.9027777777778,0.0,0,0,1,0,0,0,0,0
2019-06-18,3.5500000000000007,209.13194444444446,2.1333333333333333,17.91388888888889,25.734722222222224,72.55555555555556,25.908333333333353,25.570833333333336,346.4861111111111,363.73426573426576,68.19444444444444,2.8388888888888895,2.308333333333334,1183.013888888889,0.0,0,0,1,0,0,0,0,0
2019-06-19,3.7944444444444443,217.06944444444446,2.254861111111111,17.07083333333334,26.154861111111117,60.486111111111114,26.350000000000005,25.97152777777778,348.88028169014086,386.056338028169,57.986111111111114,2.99236111111111,2.4229166666666675,1181.5972222222222,0.0,0,0,1,0,0,0,0,0
