,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-02-15,11.66805555555555,210.61805555555554,7.828472222222225,12.40208333333333,14.499305555555557,38.65277777777778,14.619444444444433,14.395833333333334,,,,9.809027777777777,8.386111111111111,1165.7430555555557,0.0,0,0,1,0,0,0,0,0
2019-02-16,7.650000000000001,210.68055555555554,5.31736111111111,12.553472222222219,14.867361111111105,53.0625,14.988194444444442,14.753472222222216,,,,6.644444444444446,5.72013888888889,1181.576388888889,0.0,0,0,1,0,0,0,0,0
2019-02-17,4.046527777777777,228.27083333333334,2.8520833333333337,12.421527777777776,13.601388888888888,54.666666666666664,13.801388888888882,13.427083333333327,,,,3.565972222222223,3.1020833333333333,1182.1180555555557,0.0,0,0,1,0,0,0,0,0
2019-02-18,5.2482517482517475,217.3006993006993,3.8307692307692296,12.561538461538456,12.680419580419573,58.88111888111888,12.837762237762243,12.542657342657341,,,,4.688811188811191,4.148951048951049,1182.6573426573427,0.0,0,0,1,0,0,0,0,0
2019-02-19,5.66875,227.72222222222223,4.1833333333333345,9.240972222222224,13.311805555555555,61.145833333333336,13.416666666666664,13.210416666666656,,,,5.0048611111111105,4.4722222222222205,1183.1458333333333,0.0,0,0,1,0,0,0,0,0
2019-02-20,3.815277777777776,220.86111111111111,2.6493055555555554,13.677083333333332,15.470138888888888,58.84027777777778,15.636805555555554,15.328472222222224,,,,3.300694444444444,2.8708333333333322,1181.513888888889,0.0,0,0,1,0,0,0,0,0
2019-02-21,4.885416666666666,240.86111111111111,3.556944444444444,12.750694444444447,14.575694444444443,56.458333333333336,14.729166666666664,14.44097222222222,,,,4.363888888888887,3.826388888888888,1165.1597222222222,0.0,0,0,1,0,0,0,0,0
2019-02-22,4.976388888888888,213.31944444444446,3.6666666666666643,13.383333333333333,13.994444444444445,56.916666666666664,14.18472222222222,13.823611111111113,,,,4.436111111111112,3.910416666666665,1182.1458333333333,0.0,0,0,1,0,0,0,0,0
2019-02-23,4.175694444444442,206.92361111111111,3.109027777777777,12.409722222222218,14.518750000000002,56.916666666666664,14.700694444444448,14.349305555555553,,,,3.720138888888888,3.3034722222222213,1181.9305555555557,0.0,0,0,1,0,0,0,0,0
2019-02-24,4.291666666666667,211.13194444444446,3.2770833333333345,10.652083333333334,15.984027777777776,52.125,16.138194444444437,15.82847222222223,,,,3.865277777777779,3.4493055555555556,1183.0347222222222,0.0,0,0,1,0,0,0,0,0
