,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-03-10,,,,,12.397916666666667,75.13888888888889,12.549305555555554,12.248611111111108,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-11,,,,,13.88611111111111,71.00694444444444,14.040972222222226,13.736805555555563,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-12,,,,,15.68958333333334,62.875,15.86944444444444,15.52152777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-13,,,,,18.00138888888889,43.5625,18.16875,17.83055555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-14,,,,,12.871527777777775,74.625,12.973611111111111,12.773611111111112,,,,,,,0.020138888888888887,1,0,0,0,0,0,0,0,0
2019-03-15,,,,,15.26180555555555,67.53472222222223,15.392361111111121,15.143749999999995,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-16,,,,,11.524999999999999,80.22916666666667,11.686805555555553,11.372222222222218,,,,,,,0.05,1,0,0,0,0,0,0,0,0
2019-03-17,,,,,12.407638888888894,76.20833333333333,12.534027777777776,12.288194444444443,,,,,,,0.003472222222222222,1,0,0,0,0,0,0,0,0
2019-03-18,,,,,13.72083333333333,76.38888888888889,13.868749999999999,13.571527777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-19,,,,,15.1576923076923,71.92207792207792,15.302564102564098,14.940259740259739,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-20,,,,,16.233333333333327,74.75694444444444,16.353472222222223,16.113194444444442,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-21,,,,,16.727777777777774,72.89583333333333,16.852083333333333,16.608333333333338,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-22,,,,,16.32708333333335,71.54861111111111,16.456944444444453,16.19444444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-23,,,,,16.623611111111117,71.34027777777777,16.715972222222227,16.51319444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-24,,,,,15.611805555555556,70.15277777777777,15.706250000000004,15.523611111111112,,,,,,,0.001388888888888889,1,0,0,0,0,0,0,0,0
2019-03-25,,,,,10.789583333333333,79.60416666666667,10.931249999999999,10.673611111111107,,,,,,,0.06597222222222224,1,0,0,0,0,0,0,0,0
2019-03-26,,,,,12.527777777777782,63.56944444444444,12.645833333333336,12.401388888888894,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-27,,,,,13.656249999999995,72.66666666666667,13.790972222222221,13.534722222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-28,,,,,15.22847222222223,67.77777777777777,15.364583333333336,15.087500000000002,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-29,,,,,18.72500000000001,41.30555555555556,18.84027777777778,18.613888888888894,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-03-30,,,,,15.784722222222225,65.625,15.890972222222217,15.67152777777777,,,,,,,0.020138888888888887,1,0,0,0,0,0,0,0,0
2019-03-31,,,,,13.040277777777781,71.26388888888889,13.133333333333331,12.947916666666664,,,,,,,0.009722222222222222,1,0,0,0,0,0,0,0,0
2019-04-01,,,,,13.775694444444445,62.63194444444444,13.866666666666665,13.681250000000006,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,15.138888888888895,57.986111111111114,15.287499999999998,14.983333333333329,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,15.684027777777775,55.5,15.826388888888886,15.531250000000007,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,17.05208333333333,61.798611111111114,17.184722222222216,16.91597222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,15.96875,71.06944444444444,16.101388888888884,15.834027777777777,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,18.71111111111112,51.65277777777778,18.84027777777778,18.580555555555552,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,22.02361111111112,41.826388888888886,22.170138888888896,21.872222222222224,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,19.837500000000006,54.145833333333336,19.985416666666666,19.69375000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,18.711805555555557,58.263888888888886,18.86388888888888,18.56736111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,16.28611111111112,62.201388888888886,16.437499999999996,16.15416666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,15.731249999999992,57.40277777777778,15.88888888888889,15.587499999999993,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,16.894444444444442,61.041666666666664,17.054166666666674,16.73402777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,22.229166666666668,45.166666666666664,22.419444444444423,22.04166666666665,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,20.616666666666667,45.611111111111114,20.754166666666677,20.47916666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,16.77569444444444,70.31944444444444,16.87847222222223,16.669444444444437,,,,,,,0.0125,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,16.988888888888887,67.98611111111111,17.10972222222222,16.876388888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,15.724999999999994,67.91666666666667,15.85208333333333,15.59722222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,15.325000000000008,61.77777777777778,15.464583333333334,15.207638888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,14.80208333333334,60.72222222222222,14.94305555555556,14.668749999999998,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,15.047222222222226,62.826388888888886,15.184027777777787,14.929166666666662,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,12.9625,63.84722222222222,13.090972222222224,12.825694444444444,,,,,,,0.0625,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,13.616666666666665,59.96527777777778,13.754861111111104,13.484722222222212,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,14.875000000000004,57.36805555555556,15.03541666666667,14.712499999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,18.577777777777776,51.111111111111114,18.747222222222227,18.41597222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,20.57916666666668,46.229166666666664,20.745833333333323,20.42569444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,21.990972222222215,40.173611111111114,22.168055555555565,21.818055555555564,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,21.217361111111128,50.201388888888886,21.388194444444423,21.04930555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-28,,,,,21.470833333333342,49.75694444444444,21.631944444444446,21.311111111111124,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-29,,,,,24.970833333333342,27.77777777777778,25.138888888888886,24.800694444444442,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-30,,,,,23.428472222222233,37.604166666666664,23.59027777777779,23.26944444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-01,,,,,27.19650349650351,25.524475524475523,27.381818181818186,27.012587412587415,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-02,,,,,25.658333333333328,33.50694444444444,25.798611111111104,25.516666666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-03,,,,,20.136111111111116,59.69444444444444,20.28680555555557,20.000000000000014,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-04,,,,,19.172916666666666,58.125,19.34236111111111,19.00625000000001,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-05,,,,,23.50138888888889,46.75694444444444,23.69652777777779,23.308333333333344,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-06,,,,,25.69930069930071,35.84615384615385,25.893706293706312,25.50139860139861,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-07,,,,,19.425,63.111111111111114,19.569444444444432,19.285416666666663,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-08,,,,,17.86319444444445,58.583333333333336,18.01527777777778,17.716666666666665,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,17.025899280575544,59.0863309352518,17.18848920863309,16.873381294964027,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,17.206249999999997,56.84722222222222,17.382638888888888,17.055555555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,20.081944444444442,45.541666666666664,20.27777777777778,19.890972222222217,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,23.346527777777776,38.50694444444444,23.518750000000008,23.161111111111115,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,25.424999999999997,27.833333333333332,25.61388888888889,25.251388888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,25.62152777777778,27.729166666666668,25.818055555555556,25.4375,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,24.71666666666667,42.75,24.89027777777778,24.563194444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,26.59375,41.75694444444444,26.781250000000004,26.413888888888884,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,24.86597222222221,40.34722222222222,25.031250000000004,24.70347222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,24.325694444444437,40.736111111111114,24.486111111111104,24.15138888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,21.998611111111114,50.84027777777778,22.170138888888882,21.81458333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,22.588888888888878,64.77777777777777,22.738888888888884,22.437500000000007,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,27.020138888888884,49.229166666666664,27.193055555555564,26.83263888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,29.56805555555555,28.145833333333332,29.75208333333332,29.38541666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-23,,,,,33.908333333333346,12.722222222222221,34.1236111111111,33.696527777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,31.77916666666668,27.805555555555557,31.98333333333334,31.57638888888893,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,24.565972222222225,63.145833333333336,24.70972222222222,24.429861111111116,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,23.23055555555555,58.791666666666664,23.384027777777785,23.084027777777784,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,23.20833333333333,61.798611111111114,23.37222222222222,23.043055555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,24.01944444444446,65.63194444444444,24.165972222222216,23.860416666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,25.93263888888888,62.729166666666664,26.08263888888889,25.776388888888885,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,27.522916666666656,53.40972222222222,27.71041666666666,27.343749999999996,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,26.50763888888889,59.5625,26.65694444444445,26.366666666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,26.075694444444444,58.979166666666664,26.227083333333333,25.934027777777786,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,25.696478873239425,61.63380281690141,25.84718309859156,25.54014084507043,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,26.870833333333337,59.076388888888886,27.0375,26.706944444444446,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,27.36111111111112,48.09027777777778,27.53611111111112,27.200000000000006,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,28.797916666666676,39.611111111111114,28.97361111111111,28.626388888888883,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,26.765277777777783,59.65277777777778,26.92152777777778,26.615972222222215,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,25.719444444444456,63.90972222222222,25.865277777777766,25.57569444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,23.79236111111111,68.25,23.929166666666667,23.65624999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,24.729166666666664,60.486111111111114,24.87430555555555,24.584027777777774,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,27.300000000000004,36.5625,27.46944444444445,27.129166666666656,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,29.568749999999984,28.444444444444443,29.76041666666668,29.373611111111117,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,25.877083333333335,63.1875,26.009722222222226,25.72916666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,24.540972222222234,63.361111111111114,24.684027777777775,24.41388888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,24.924305555555566,61.69444444444444,25.072222222222223,24.768749999999994,,,,,,,0.0,1,0,0,0,0,0,0,0,0
