,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-02-15,8.146527777777774,217.47916666666666,5.79097222222222,8.346527777777775,9.558333333333339,59.34722222222222,9.685416666666676,9.439583333333331,,,,6.979861111111112,6.090972222222223,1166.3194444444443,0.013194444444444446,0,0,1,0,0,0,0,0
2019-02-16,6.390277777777779,241.3125,4.575694444444445,9.324305555555553,10.297222222222224,71.375,10.420833333333336,10.189583333333331,,,,5.54722222222222,4.870138888888891,1165.3125,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-02-17,3.5159722222222203,155.58333333333334,2.268055555555555,13.267132867132863,9.027083333333332,65.99305555555556,9.21736111111111,8.863888888888889,,,,2.9826388888888884,2.461111111111111,1182.3680555555557,0.0,1,0,0,0,0,0,0,0
2019-02-18,4.505594405594406,246.1888111888112,2.9258741258741274,13.169930069930068,7.944055944055944,77.34965034965035,8.0986013986014,7.7846153846153845,,,,3.737062937062938,3.1811188811188815,1182.188811188811,0.0006993006993006993,0,0,1,0,0,0,0,0
2019-02-19,3.1562500000000018,261.8125,1.9444444444444444,16.65486111111111,9.575694444444446,81.84722222222223,9.736805555555556,9.400694444444447,,,,2.606944444444444,2.136805555555555,1166.486111111111,0.0,0,1,0,0,0,0,0,0
2019-02-20,3.139583333333333,212.33333333333334,1.8847222222222229,18.650694444444454,10.106250000000003,77.33333333333333,10.267361111111116,9.95625,,,,2.5513888888888876,2.066666666666666,1165.1319444444443,0.0,0,0,1,0,0,0,0,0
2019-02-21,3.5527777777777794,244.63888888888889,2.10625,16.427777777777788,9.950000000000001,75.78472222222223,10.129861111111106,9.785416666666661,,,,2.8472222222222214,2.291666666666668,1181.986111111111,0.0,0,0,1,0,0,0,0,0
2019-02-22,3.2215277777777773,220.05555555555554,1.9250000000000003,18.7326388888889,9.39861111111111,77.9375,9.580555555555556,9.221527777777778,,,,2.622222222222221,2.1201388888888903,1182.826388888889,0.0,0,0,1,0,0,0,0,0
2019-02-23,2.4722222222222228,167.30555555555554,1.5118055555555558,16.754166666666674,9.959027777777777,73.58333333333333,10.127777777777773,9.802083333333332,,,,2.059027777777777,1.6743055555555557,1182.7847222222222,0.0,1,0,0,0,0,0,0,0
2019-02-24,2.8520833333333333,125.00694444444444,1.8729166666666675,17.490972222222215,11.78263888888889,61.09722222222222,11.957638888888894,11.606250000000005,,,,2.4437500000000005,2.059027777777777,1182.375,0.0,1,0,0,0,0,0,0,0
