,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,North,East,West,South,North-East
2019-04-01,4.220833333333334,183.55555555555554,2.3381944444444445,16.907638888888883,12.387499999999994,96.5,12.49305555555556,12.293055555555547,,,,3.3118055555555554,2.5937500000000013,1165.423611111111,0.07777777777777777,0,0,1,0,0,0,0,0
2019-04-02,2.945833333333333,172.10416666666666,1.6652777777777783,18.319444444444443,13.719444444444443,89.09027777777777,13.87430555555555,13.582638888888892,,,,2.373611111111111,1.877083333333333,1182.4375,0.07013888888888888,0,0,1,0,0,0,0,0
2019-04-03,2.925,157.34027777777777,1.6215277777777777,21.354861111111116,14.468750000000007,82.29861111111111,14.670138888888895,14.259027777777785,,,,2.3055555555555554,1.8125000000000009,1181.263888888889,0.0,1,0,0,0,0,0,0,0
2019-04-04,3.7138888888888886,212.72916666666666,1.9458333333333337,27.785416666666663,15.881249999999998,84.89583333333333,16.07361111111111,15.704861111111105,,,,2.7895833333333324,2.1562499999999996,1181.875,0.0,0,0,1,0,0,0,0,0
2019-04-05,3.561805555555557,266.40277777777777,1.8256944444444447,22.735416666666666,15.991666666666658,88.44444444444444,16.16388888888888,15.838888888888887,,,,2.6652777777777774,2.0256944444444445,1182.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-04-06,2.5298611111111113,122.90972222222223,1.4062500000000009,21.684722222222224,16.17013888888889,81.82638888888889,16.293055555555544,16.056249999999995,,,,2.0541666666666667,1.6256944444444448,1182.3333333333333,0.0,1,0,0,0,0,0,0,0
2019-04-07,3.2104166666666663,168.08333333333334,1.8736111111111116,21.04999999999999,20.1,70.75,20.298611111111107,19.89861111111111,,,,2.6534722222222227,2.1166666666666663,1166.361111111111,0.0,1,0,0,0,0,0,0,0
2019-04-08,3.225000000000001,148.97222222222223,1.8631944444444448,17.411111111111097,19.23888888888889,74.18055555555556,19.456250000000015,19.042361111111116,,,,2.6263888888888878,2.077083333333333,1165.125,0.0,1,0,0,0,0,0,0,0
2019-04-09,3.5354166666666664,210.95138888888889,1.7874999999999999,23.47361111111111,18.407638888888894,78.95138888888889,18.626388888888883,18.204861111111114,,,,2.7277777777777787,2.003472222222221,1165.798611111111,0.0,0,0,1,0,0,0,0,0
2019-04-10,3.4291666666666676,251.16666666666666,1.7729166666666663,21.5125,15.964583333333334,79.21527777777777,16.223611111111104,15.731249999999996,,,,2.6583333333333328,1.9868055555555562,1181.986111111111,0.0,0,0,1,0,0,0,0,0
2019-04-11,3.985416666666665,231.01388888888889,2.0854166666666667,21.33472222222223,15.856944444444443,79.60416666666667,16.090972222222216,15.675694444444437,,,,2.952083333333333,2.2902777777777783,1180.923611111111,0.0,0,0,1,0,0,0,0,0
2019-04-12,4.518750000000001,202.79861111111111,2.3805555555555564,25.356249999999992,17.640972222222224,78.09722222222223,17.84097222222222,17.447222222222226,,,,3.352083333333335,2.5784722222222225,1183.1319444444443,0.0,0,0,1,0,0,0,0,0
2019-04-13,3.5888888888888903,104.0625,1.9624999999999995,20.716666666666665,21.688194444444452,58.18055555555556,21.90069444444445,21.491666666666674,,,,2.7902777777777774,2.1770833333333317,1183.388888888889,0.0,1,0,0,0,0,0,0,0
2019-04-14,5.854166666666668,190.54166666666666,3.3361111111111112,18.747222222222224,19.17361111111111,69.72916666666667,19.304861111111112,19.044444444444427,,,,4.541666666666668,3.6187499999999995,1181.9097222222222,0.0,0,0,1,0,0,0,0,0
2019-04-15,2.529166666666667,189.97222222222223,1.3798611111111116,21.95555555555555,15.794444444444448,91.48611111111111,15.914583333333342,15.688194444444438,,,,2.036111111111111,1.594444444444445,1182.6458333333333,0.008333333333333333,0,0,1,0,0,0,0,0
2019-04-16,3.425694444444442,199.29166666666666,1.8201388888888888,20.650000000000006,15.83591549295775,82.09154929577464,15.999295774647885,15.67394366197183,,,,2.6326388888888883,2.0201388888888885,1181.326388888889,0.010416666666666668,0,0,1,0,0,0,0,0
2019-04-17,4.242361111111111,209.45833333333334,2.270833333333333,20.76666666666666,15.60277777777778,75.84722222222223,15.820138888888888,15.389583333333329,,,,3.2868055555555555,2.4861111111111125,1182.423611111111,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-04-18,4.096527777777776,209.77777777777777,2.194444444444445,22.279861111111114,15.779861111111115,70.04861111111111,16.062499999999996,15.518055555555561,,,,3.2354166666666666,2.437500000000001,1182.8125,0.0,0,0,1,0,0,0,0,0
2019-04-19,5.654861111111114,217.34027777777777,3.0645833333333328,18.890277777777776,14.181249999999999,72.32638888888889,14.446527777777773,13.920833333333327,,,,4.261111111111113,3.3548611111111115,1166.7777777777778,0.017361111111111112,0,0,1,0,0,0,0,0
2019-04-20,5.2680555555555575,216.02777777777777,2.877083333333333,21.262500000000003,14.720138888888894,74.8125,14.970138888888885,14.492361111111112,,,,4.05,3.162499999999999,1182.4583333333333,0.018750000000000003,0,0,1,0,0,0,0,0
