,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,South,West,North-East,North,East
2019-04-01,4.011111111111111,207.52777777777777,2.159027777777778,28.212499999999995,13.158333333333335,85.53472222222223,13.284027777777784,13.023611111111114,,,,3.2222222222222228,2.474305555555557,1182.8333333333333,0.09861111111111112,0,0,1,0,0,0,0,0
2019-04-02,2.0145833333333343,170.5,1.1229166666666668,23.940972222222214,13.949305555555558,85.49305555555556,14.114583333333332,13.79791666666667,,,,1.7111111111111108,1.364583333333333,1183.625,0.06458333333333334,1,0,0,0,0,0,0,0
2019-04-03,2.0756944444444443,171.96527777777777,1.1993055555555558,25.2277777777778,14.903472222222218,74.97916666666667,15.136805555555567,14.686111111111106,,,,1.7479166666666668,1.3791666666666673,1182.1666666666667,0.0006944444444444445,1,0,0,0,0,0,0,0
2019-04-04,2.834027777777779,193.15972222222223,1.5555555555555551,26.82638888888889,17.136805555555554,66.26388888888889,17.365972222222215,16.915972222222226,,,,2.3375,1.8333333333333326,1182.826388888889,0.0,0,0,1,0,0,0,0,0
2019-04-05,4.173611111111114,229.50694444444446,2.4715277777777778,24.58958333333333,16.68888888888889,77.25694444444444,16.862500000000008,16.50833333333334,,,,3.4645833333333327,2.771527777777778,1183.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-04-06,1.8631944444444433,237.55555555555554,1.0166666666666666,24.00416666666667,17.168750000000003,71.77777777777777,17.345833333333328,16.99166666666666,,,,1.5659722222222225,1.1902777777777775,1182.4930555555557,0.0,0,0,1,0,0,0,0,0
2019-04-07,2.6729166666666675,197.97222222222223,1.635416666666667,26.737500000000008,20.697916666666657,59.50694444444444,20.963194444444436,20.423611111111114,,,,2.301388888888889,1.8451388888888889,1165.4375,0.0,0,0,1,0,0,0,0,0
2019-04-08,3.8895833333333343,212.75,2.4763888888888883,23.44513888888888,19.872916666666658,64.04166666666667,20.077083333333334,19.674999999999997,,,,3.2736111111111112,2.7451388888888895,1180.9097222222222,0.0,0,0,1,0,0,0,0,0
2019-04-09,3.400694444444444,187.29166666666666,2.137500000000001,24.258333333333322,18.592361111111106,70.625,18.793750000000003,18.382638888888895,,,,2.89375,2.400694444444444,1166.861111111111,0.0,0,0,1,0,0,0,0,0
2019-04-10,4.970833333333335,256.8263888888889,3.190277777777778,18.21597222222222,17.093055555555555,67.58333333333333,17.27152777777778,16.919444444444444,,,,4.156944444444443,3.4736111111111114,1183.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-04-11,3.940277777777775,211.56944444444446,2.4666666666666677,20.99791666666667,16.147916666666664,71.08333333333333,16.36458333333333,15.93611111111111,,,,3.293055555555556,2.711805555555556,1182.75,0.0,0,0,1,0,0,0,0,0
2019-04-12,2.4361111111111113,213.46527777777777,1.3840277777777776,29.43402777777778,18.218055555555562,64.78472222222223,18.470138888888894,17.972916666666663,,,,2.0243055555555562,1.5833333333333341,1167.3125,0.0,0,0,1,0,0,0,0,0
2019-04-13,2.3923611111111125,202.6875,1.2798611111111111,29.32499999999999,22.68888888888887,46.15972222222222,22.965277777777786,22.40069444444444,,,,1.967361111111112,1.4791666666666667,1182.611111111111,0.0,0,0,1,0,0,0,0,0
2019-04-14,7.532638888888889,231.19444444444446,4.6805555555555545,26.891666666666666,20.407638888888897,56.61805555555556,20.658333333333342,20.168055555555558,,,,6.023611111111113,5.072222222222223,1182.6458333333333,0.0,0,0,1,0,0,0,0,0
2019-04-15,2.853472222222221,217.03472222222223,1.6652777777777779,25.934722222222216,16.624305555555555,78.51388888888889,16.783333333333335,16.466666666666672,,,,2.41736111111111,1.9208333333333334,1182.451388888889,0.011111111111111112,0,0,1,0,0,0,0,0
2019-04-16,3.616666666666667,214.59027777777777,2.3097222222222227,19.331250000000008,16.613194444444446,78.4375,16.78402777777778,16.459027777777788,,,,3.0618055555555554,2.5506944444444435,1183.4305555555557,0.01666666666666667,0,0,1,0,0,0,0,0
2019-04-17,5.9770833333333355,250.14583333333334,3.699305555555555,19.118749999999995,16.722916666666666,71.09722222222223,16.930555555555557,16.513888888888893,,,,4.893750000000001,4.043055555555554,1165.5347222222222,0.0,0,0,1,0,0,0,0,0
2019-04-18,5.333333333333332,232.08333333333334,3.4729166666666678,18.139583333333327,16.503472222222225,66.5,16.714583333333334,16.30486111111111,,,,4.4604166666666645,3.782638888888891,1166.1597222222222,0.0,0,0,1,0,0,0,0,0
2019-04-19,7.5993055555555555,238.0625,4.749305555555555,15.857638888888893,15.49027777777777,67.21527777777777,15.72569444444445,15.26180555555555,,,,6.098611111111112,5.121527777777774,1183.5972222222222,0.00625,0,0,1,0,0,0,0,0
2019-04-20,6.411805555555556,228.23611111111111,3.868055555555557,21.12152777777778,15.446527777777776,68.09722222222223,15.654861111111119,15.241666666666662,,,,5.1118055555555575,4.218055555555555,1181.5555555555557,0.002777777777777778,0,0,1,0,0,0,0,0
