,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,South,West,North-East,North,East
2019-04-21,7.893055555555555,256.9375,5.154861111111112,13.552777777777784,13.14097222222222,65.69444444444444,13.37291666666667,12.921527777777781,,,,6.502083333333335,5.547916666666668,1165.7569444444443,0.050694444444444445,0,0,1,0,0,0,0,0
2019-04-22,8.161111111111115,253.76388888888889,5.840972222222223,10.16527777777778,14.599999999999994,64.11111111111111,14.79652777777778,14.417361111111108,,,,6.897916666666666,6.179166666666668,1165.423611111111,0.0,0,0,1,0,0,0,0,0
2019-04-23,3.619444444444445,202.34722222222223,2.119444444444444,25.80694444444444,15.902777777777771,67.01388888888889,16.14652777777778,15.679861111111116,,,,2.998611111111112,2.384027777777776,1182.3541666666667,0.0,0,0,1,0,0,0,0,0
2019-04-24,2.9736111111111097,209.09027777777777,1.6784722222222221,26.609027777777783,19.000000000000004,55.854166666666664,19.24583333333333,18.74583333333333,,,,2.456944444444444,1.915277777777777,1164.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-04-25,2.9381944444444437,173.97916666666666,1.7083333333333326,32.215972222222234,21.129166666666663,46.59027777777778,21.465277777777786,20.80416666666667,,,,2.4750000000000005,1.9534722222222212,1182.8958333333333,0.0,0,0,1,0,0,0,0,0
2019-04-26,2.5875000000000004,175.45833333333334,1.3826388888888894,33.034722222222214,22.746527777777782,43.451388888888886,23.03541666666667,22.454861111111107,,,,2.161111111111112,1.6305555555555562,1166.5347222222222,0.0,0,0,1,0,0,0,0,0
2019-04-27,2.311805555555556,183.59027777777777,1.2895833333333333,29.41736111111112,22.820833333333326,39.861111111111114,23.13958333333334,22.50555555555555,,,,1.9527777777777777,1.5118055555555556,1166.361111111111,0.0,0,0,1,0,0,0,0,0
2019-04-28,2.9743055555555564,209.95833333333334,1.7069444444444444,31.01319444444444,22.624305555555566,44.21527777777778,22.902777777777782,22.37083333333332,,,,2.482638888888889,1.9548611111111118,1183.3055555555557,0.0,0,0,1,0,0,0,0,0
2019-04-29,1.906250000000001,170.71527777777777,1.0305555555555554,30.976388888888906,24.065972222222232,41.666666666666664,24.393055555555566,23.76180555555555,,,,1.6173611111111112,1.2263888888888894,1181.5625,0.0,0,0,1,0,0,0,0,0
2019-04-30,3.7493055555555563,206.21527777777777,2.1347222222222224,28.84027777777777,24.040972222222216,45.49305555555556,24.343750000000004,23.734027777777776,,,,3.0750000000000006,2.4402777777777778,1165.5069444444443,0.0,0,0,1,0,0,0,0,0
2019-05-01,1.8930069930069926,178.46853146853147,0.9853146853146849,29.497902097902102,25.039860139860146,43.83216783216783,25.28111888111889,24.7979020979021,,,,1.5867132867132872,1.155944055944056,1162.6923076923076,0.0,0,0,1,0,0,0,0,0
2019-05-02,4.223611111111112,205.95833333333334,2.5715277777777783,29.06319444444444,26.33333333333334,39.395833333333336,26.681944444444436,25.989583333333346,,,,3.6062500000000006,2.9736111111111105,1181.9375,0.0,0,0,1,0,0,0,0,0
2019-05-03,5.884027777777775,235.53472222222223,3.805555555555555,20.27013888888889,21.226388888888906,54.951388888888886,21.4513888888889,21.009027777777774,,,,4.889583333333336,4.095138888888888,1182.8472222222222,0.0,0,0,1,0,0,0,0,0
2019-05-04,4.808333333333334,217.13194444444446,2.8520833333333333,24.731944444444434,19.949305555555558,63.951388888888886,20.211805555555568,19.690277777777787,,,,3.9888888888888863,3.2111111111111112,1183.7222222222222,0.0,0,0,1,0,0,0,0,0
2019-05-05,2.1916666666666664,177.11111111111111,1.1451388888888883,34.045138888888886,24.747222222222216,45.201388888888886,25.07152777777777,24.43402777777779,,,,1.8187499999999999,1.3597222222222218,1166.6805555555557,0.0,0,0,1,0,0,0,0,0
2019-05-06,5.659722222222221,209.51388888888889,3.6256944444444446,25.287499999999998,27.012500000000003,35.541666666666664,27.322222222222226,26.736805555555563,,,,4.779861111111112,4.111111111111111,1183.4375,0.0,0,0,1,0,0,0,0,0
2019-05-07,6.761111111111108,273.2916666666667,4.409027777777777,15.756250000000014,20.52638888888889,62.4375,20.71527777777778,20.355555555555544,,,,5.643749999999999,4.7451388888888895,1166.1180555555557,0.0,0,1,0,0,0,0,0,0
2019-05-08,6.583333333333333,263.9166666666667,4.317361111111112,17.140277777777783,19.27499999999999,58.875,19.484722222222217,19.074999999999992,,,,5.466666666666668,4.63125,1166.236111111111,0.0,0,0,1,0,0,0,0,0
2019-05-09,5.669784172661869,240.568345323741,3.5510791366906482,21.220863309352517,18.317985611510792,59.985611510791365,18.538129496402874,18.11870503597123,,,,4.622302158273381,3.8266187050359712,1156.4460431654677,0.0,0,0,1,0,0,0,0,0
2019-05-10,4.832638888888887,233.23611111111111,2.834722222222223,25.803472222222226,18.46597222222222,59.326388888888886,18.73055555555556,18.224305555555546,,,,3.993750000000001,3.160416666666668,1182.8680555555557,0.0,0,0,1,0,0,0,0,0
2019-05-11,2.7916666666666665,188.125,1.470138888888889,28.991666666666656,21.102777777777785,47.75694444444444,21.368055555555557,20.842361111111117,,,,2.275000000000001,1.7069444444444446,1183.2222222222222,0.0,0,0,1,0,0,0,0,0
2019-05-12,3.6354166666666665,218.90972222222223,2.1375,28.925694444444453,25.71180555555555,34.9375,25.981250000000006,25.447222222222226,,,,3.0124999999999993,2.3812499999999996,1166.5277777777778,0.0,0,0,1,0,0,0,0,0
2019-05-13,3.2638888888888897,208.625,1.8729166666666666,28.753472222222214,27.447916666666668,25.368055555555557,27.74930555555556,27.14444444444445,,,,2.6708333333333325,2.0854166666666663,1181.7430555555557,0.0,0,0,1,0,0,0,0,0
2019-05-14,3.123611111111112,182.38194444444446,1.7965277777777782,30.152083333333337,28.30277777777777,25.541666666666668,28.64791666666666,27.968055555555555,,,,2.584027777777776,2.0736111111111124,1181.6319444444443,0.0,0,0,1,0,0,0,0,0
2019-05-15,4.65277777777778,219.1875,2.7243055555555564,28.640972222222235,30.120138888888896,31.555555555555557,30.448611111111106,29.786805555555546,,,,3.831944444444444,3.0805555555555553,1182.138888888889,0.0,0,0,1,0,0,0,0,0
2019-05-16,3.7194444444444437,210.39583333333334,2.142361111111112,28.245833333333326,28.522222222222222,39.486111111111114,28.834722222222226,28.22847222222221,,,,3.071527777777779,2.45,1182.7777777777778,0.0,0,0,1,0,0,0,0,0
2019-05-17,6.630555555555552,197.91666666666666,4.2638888888888875,22.243749999999995,26.81180555555557,42.3125,27.069444444444443,26.575694444444437,,,,5.490277777777779,4.629166666666666,1183.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-05-18,5.652777777777773,237.67361111111111,3.395833333333334,25.496527777777786,24.404166666666672,42.09027777777778,24.63541666666666,24.18125000000001,,,,4.623611111111111,3.730555555555556,1181.6805555555557,0.0,0,0,1,0,0,0,0,0
2019-05-19,6.696527777777778,203.98611111111111,4.333333333333334,20.359722222222228,23.015972222222217,49.59722222222222,23.2763888888889,22.7888888888889,,,,5.535416666666668,4.627083333333331,1181.5902777777778,0.0,0,0,1,0,0,0,0,0
2019-05-20,3.963194444444445,197.25,2.312500000000001,27.00972222222221,25.03611111111112,53.8125,25.309722222222216,24.787499999999987,,,,3.2708333333333335,2.613888888888889,1181.7777777777778,0.0,0,0,1,0,0,0,0,0
2019-05-21,3.811111111111113,197.61805555555554,2.2430555555555554,24.13472222222223,27.855555555555558,40.43055555555556,28.106250000000003,27.59861111111111,,,,3.125694444444443,2.5013888888888878,1182.8541666666667,0.0,0,0,1,0,0,0,0,0
2019-05-22,2.9861111111111125,208.70833333333334,1.8229166666666674,24.505555555555567,30.695833333333333,24.72222222222222,30.986805555555563,30.400694444444444,,,,2.514583333333334,2.027777777777777,1165.638888888889,0.0,0,0,1,0,0,0,0,0
2019-05-23,2.8812499999999996,182.36111111111111,1.7631944444444447,23.252777777777776,33.18611111111111,19.895833333333332,33.50625000000001,32.86666666666667,,,,2.4152777777777765,1.9923611111111117,1181.625,0.0,0,0,1,0,0,0,0,0
2019-05-24,4.5777777777777775,200.56944444444446,2.7097222222222226,25.396527777777766,33.56458333333333,22.38888888888889,33.899305555555564,33.24652777777777,,,,3.7430555555555562,3.053472222222223,1182.3125,0.0,0,0,1,0,0,0,0,0
2019-05-25,7.983333333333331,246.1875,4.927777777777779,26.271527777777784,26.128472222222214,54.020833333333336,26.350694444444457,25.924999999999997,,,,6.529861111111107,5.384027777777781,1182.5277777777778,0.0,0,0,1,0,0,0,0,0
2019-05-26,5.072222222222222,216.71527777777777,3.113194444444444,26.898611111111094,23.898611111111098,53.625,24.143055555555563,23.66736111111111,,,,4.225694444444447,3.4493055555555547,1182.138888888889,0.0,0,0,1,0,0,0,0,0
2019-05-27,4.6083333333333325,179.125,2.804861111111111,22.91527777777779,24.88055555555556,59.06944444444444,25.1125,24.665277777777774,,,,3.816666666666667,3.0701388888888896,1164.9930555555557,0.0,0,0,1,0,0,0,0,0
2019-05-28,4.871527777777779,200.31944444444446,2.9569444444444453,21.018749999999997,26.593749999999996,63.125,26.83194444444445,26.36388888888888,,,,4.009027777777778,3.249305555555555,1165.3819444444443,0.0,0,0,1,0,0,0,0,0
2019-05-29,3.796527777777778,191.8125,2.211805555555556,22.538888888888867,29.327083333333324,50.361111111111114,29.566666666666663,29.084722222222215,,,,3.0472222222222225,2.450694444444445,1165.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-05-30,3.8770833333333345,229.47916666666666,2.308333333333334,28.54305555555556,33.124305555555566,26.5625,33.41041666666668,32.83819444444444,,,,3.181944444444446,2.594444444444444,1164.423611111111,0.0,0,0,1,0,0,0,0,0
2019-05-31,4.979861111111111,197.78472222222223,3.0437499999999997,24.948611111111124,32.41527777777776,27.8125,32.706250000000004,32.116666666666674,,,,4.079166666666665,3.347222222222222,1182.2916666666667,0.0,0,0,1,0,0,0,0,0
2019-06-01,8.301388888888887,222.45138888888889,5.20972222222222,25.33472222222222,28.972222222222236,44.65277777777778,29.2361111111111,28.705555555555577,,,,6.818749999999996,5.684027777777777,1181.75,0.0,0,0,1,0,0,0,0,0
2019-06-02,5.895104895104896,200.2937062937063,3.583216783216783,25.377622377622377,28.034965034965044,54.08391608391609,28.281818181818174,27.790209790209776,,,,4.862237762237763,3.9440559440559415,1181.972027972028,0.0,0,0,1,0,0,0,0,0
2019-06-03,5.2812500000000036,211.60416666666666,3.2368055555555553,23.771527777777766,29.323611111111102,51.479166666666664,29.58541666666666,29.06458333333332,,,,4.313194444444443,3.552083333333334,1182.298611111111,0.0,0,0,1,0,0,0,0,0
2019-06-04,5.047222222222221,203.86111111111111,3.095138888888888,21.65416666666666,30.397916666666667,37.326388888888886,30.667361111111106,30.150694444444444,,,,4.095833333333335,3.3486111111111123,1181.8125,0.0,0,0,1,0,0,0,0,0
2019-06-05,3.9125000000000014,213.03472222222223,2.3840277777777774,22.706250000000008,31.83194444444446,29.8125,32.10416666666668,31.579861111111104,,,,3.2298611111111097,2.622222222222223,1182.486111111111,0.0,0,0,1,0,0,0,0,0
2019-06-06,2.964583333333332,195.63194444444446,1.7319444444444454,26.67291666666665,30.951388888888864,34.229166666666664,31.227777777777785,30.68333333333333,,,,2.5277777777777786,2.0659722222222228,1182.513888888889,0.0,0,0,1,0,0,0,0,0
2019-06-07,5.826388888888888,220.90972222222223,3.6513888888888886,23.83819444444444,30.41250000000001,35.798611111111114,30.692361111111104,30.161805555555556,,,,4.807638888888889,4.013194444444446,1182.111111111111,0.0,0,0,1,0,0,0,0,0
2019-06-08,6.647916666666665,214.40277777777777,4.345138888888888,21.207638888888898,27.010416666666664,63.31944444444444,27.177083333333336,26.835416666666667,,,,5.58402777777778,4.63125,1181.8541666666667,0.0,0,0,1,0,0,0,0,0
2019-06-09,7.195138888888891,238.86111111111111,4.7125,17.651388888888892,26.33263888888891,59.93055555555556,26.51875,26.157638888888883,,,,6.036805555555556,5.038194444444442,1165.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-06-10,4.15347222222222,215.78472222222223,2.3784722222222223,24.972222222222218,27.645138888888898,44.375,27.900694444444454,27.37222222222222,,,,3.4229166666666657,2.704166666666666,1182.4583333333333,0.0,0,0,1,0,0,0,0,0
2019-06-11,3.9601398601398623,208.35664335664336,2.3223776223776222,24.626573426573433,29.697902097902098,34.72027972027972,29.974825174825177,29.42447552447553,,,,3.29020979020979,2.5937062937062936,1182.5314685314686,0.0,0,0,1,0,0,0,0,0
2019-06-12,5.588888888888889,235.26388888888889,3.4249999999999994,20.538888888888888,27.795833333333338,51.145833333333336,28.03611111111111,27.569444444444432,,,,4.602083333333332,3.7013888888888906,1183.1666666666667,0.0,0,0,1,0,0,0,0,0
2019-06-13,6.910416666666671,263.11805555555554,4.434722222222224,15.321527777777776,26.211111111111123,61.645833333333336,26.4201388888889,26.011805555555554,,,,5.716666666666666,4.800694444444445,1181.0277777777778,0.0,0,0,1,0,0,0,0,0
2019-06-14,5.395833333333334,240.47916666666666,3.2680555555555557,23.887500000000006,26.072916666666668,62.90972222222222,26.293055555555558,25.85625000000001,,,,4.447916666666666,3.629166666666665,1166.3472222222222,0.0,0,0,1,0,0,0,0,0
2019-06-15,5.347222222222223,213.21527777777777,3.1708333333333343,26.68194444444445,26.33958333333333,62.263888888888886,26.57777777777779,26.113888888888894,,,,4.347222222222222,3.491666666666667,1182.3055555555557,0.0,0,0,1,0,0,0,0,0
2019-06-16,4.064583333333332,218.43055555555554,2.2624999999999997,24.57430555555555,27.569444444444446,57.84722222222222,27.790277777777778,27.35277777777779,,,,3.3375000000000004,2.525694444444444,1181.611111111111,0.0,0,0,1,0,0,0,0,0
2019-06-17,6.14236111111111,245.89583333333334,3.529861111111112,25.413194444444454,27.418055555555554,58.854166666666664,27.642361111111104,27.21458333333334,,,,4.970833333333333,3.8791666666666678,1182.5694444444443,0.0,0,0,1,0,0,0,0,0
2019-06-18,5.28472222222222,245.29166666666666,2.9305555555555562,25.693055555555564,26.994444444444444,63.041666666666664,27.228472222222234,26.76388888888888,,,,4.247916666666665,3.2326388888888884,1182.173611111111,0.0,0,0,1,0,0,0,0,0
2019-06-19,4.926388888888891,239.84722222222223,2.9847222222222216,19.78958333333333,27.011111111111113,61.84027777777778,27.217361111111117,26.811805555555566,,,,4.069444444444444,3.242361111111111,1182.548611111111,0.0,0,0,1,0,0,0,0,0
