,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-02-15,5.022916666666668,178.79861111111111,2.6805555555555554,22.719444444444434,12.100000000000005,69.63194444444444,12.26458333333334,11.944444444444438,,,,3.9847222222222225,3.0444444444444447,1182.4375,0.05694444444444445,0,0,1,0,0,0,0,0
2019-02-16,4.500694444444442,215.09722222222223,2.489583333333333,24.07777777777778,11.75902777777778,89.47916666666667,11.875694444444441,11.642361111111105,,,,3.6145833333333317,2.8680555555555576,1165.9166666666667,0.06874999999999998,0,0,1,0,0,0,0,0
2019-02-17,2.351388888888888,189.8125,1.3284722222222223,20.629861111111115,11.081249999999999,87.03472222222223,11.272222222222224,10.904861111111106,,,,1.9715277777777775,1.5555555555555558,1182.6875,0.01666666666666667,0,0,1,0,0,0,0,0
2019-02-18,2.8440559440559445,208.48951048951048,1.6566433566433574,20.883916083916088,10.714685314685312,82.95804195804196,10.942657342657343,10.499300699300697,,,,2.383916083916085,1.9377622377622392,1182.979020979021,0.0,0,0,1,0,0,0,0,0
2019-02-19,3.152777777777778,190.47916666666666,1.8972222222222226,20.596527777777784,12.244444444444442,85.90972222222223,12.459027777777777,12.043749999999996,,,,2.6548611111111104,2.1430555555555553,1165.486111111111,0.0,0,0,1,0,0,0,0,0
2019-02-20,1.6701388888888893,176.4375,0.8722222222222221,20.547916666666666,12.892361111111114,88.1875,13.058333333333332,12.735416666666664,,,,1.4041666666666666,1.0777777777777777,1165.736111111111,0.001388888888888889,0,0,1,0,0,0,0,0
2019-02-21,2.2604166666666674,209.53472222222223,1.3180555555555562,15.98472222222222,12.469444444444445,81.47222222222223,12.674305555555556,12.288194444444448,,,,1.8895833333333334,1.5368055555555566,1182.9166666666667,0.0,0,0,1,0,0,0,0,0
2019-02-22,2.2965277777777775,215.67361111111111,1.320138888888889,20.545833333333327,12.209722222222213,80.86111111111111,12.403472222222227,12.007638888888893,,,,1.9062499999999996,1.5305555555555554,1165.0208333333333,0.0,0,0,1,0,0,0,0,0
2019-02-23,2.123611111111112,162.59722222222223,1.1652777777777776,23.711805555555557,12.82152777777778,83.38194444444444,13.05486111111111,12.585416666666662,,,,1.7847222222222214,1.3868055555555554,1181.7777777777778,0.0,1,0,0,0,0,0,0,0
2019-02-24,2.315277777777777,187.625,1.250694444444444,23.165972222222237,14.437499999999996,72.77083333333333,14.702777777777774,14.175694444444451,,,,1.9527777777777777,1.4895833333333328,1182.5069444444443,0.0,0,0,1,0,0,0,0,0
2019-02-25,3.3694444444444462,155.81944444444446,1.8562499999999993,22.379166666666666,18.01319444444444,52.86805555555556,18.28194444444444,17.7423611111111,,,,2.734027777777777,2.087499999999999,1183.1597222222222,0.0,1,0,0,0,0,0,0,0
2019-02-26,6.099999999999999,195.13888888888889,3.509722222222223,20.22916666666666,16.606944444444437,58.458333333333336,16.82222222222223,16.397916666666667,,,,4.831944444444441,3.87638888888889,1182.138888888889,0.0,0,0,1,0,0,0,0,0
2019-02-27,7.132638888888887,230.63194444444446,3.6986111111111097,25.340972222222227,13.958333333333334,87.36111111111111,14.124305555555557,13.784722222222221,,,,5.5055555555555555,4.1625000000000005,1182.0555555555557,0.14583333333333337,0,0,1,0,0,0,0,0
2019-02-28,9.024999999999999,261.24305555555554,5.221527777777778,16.930555555555554,12.10069444444444,78.92361111111111,12.327777777777781,11.884027777777778,,,,7.115277777777777,5.737500000000005,1182.1041666666667,0.07708333333333334,0,0,1,0,0,0,0,0
2019-03-01,5.340277777777778,246.25,3.6055555555555574,15.049305555555556,12.292361111111106,65.8125,12.496527777777782,12.099999999999996,,,,4.5381944444444455,3.936805555555557,1181.298611111111,0.0,0,0,1,0,0,0,0,0
